50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c6ad826b-e728-48e3-adfb-8922dacea727,1,,,3829517,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4fb33424-9ed5-4bbe-ae62-4e45d6a25478,2,,,3829517,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 7323, 'name': 'Olivier Boscagli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 134561, 'name': 'Wallyson Teixeira Mallmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a07a69c6-3a7c-46fd-bd2f-bacccf9c7310,3,,,3829517,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['8048a28c-10f2-43d3-a19c-1596177d5394'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8048a28c-10f2-43d3-a19c-1596177d5394,4,,,3829517,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['a07a69c6-3a7c-46fd-bd2f-bacccf9c7310'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b6e5ca0f-28ab-4ec1-bd02-24345ced8709,1677,,,3829517,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,81,OGC Nice,136,['fd514c2b-dee0-49c5-870d-5daf99e30df2'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fd514c2b-dee0-49c5-870d-5daf99e30df2,1678,,,3829517,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,81,OGC Nice,136,['b6e5ca0f-28ab-4ec1-bd02-24345ced8709'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.309279,,,,,,,,,,,,,,e26d68c3-66ee-48b9-9e26-7de5a3f4d81d,5,,"[60.0, 40.0]",3829517,0,,,,2.0344439,,Right Foot,,,"[59.5, 41.0]",,Ground Pass,,1.118034,,,John Tshibumbu,7721.0,,,,,Kick Off,1,From Kick Off,Grégory Pujol,401506.0,Right Center Forward,2,Gazélec Ajaccio,160,['3024edbf-87fc-4cad-af33-fba619c72f02'],1,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:01.457,Pass,
,,,,,,,,,,,,,,,2.143965,,,,,,,,,,,,,,8ef9bb76-243b-416f-92e0-c80d38c36a93,8,,"[58.5, 40.3]",3829517,0,,,,-2.65562,,Right Foot,,,"[33.7, 27.2]",,Ground Pass,,28.047281,,,Jérémie Bréchet,7603.0,,,,,,1,From Kick Off,John Tshibumbu,7721.0,Left Center Forward,2,Gazélec Ajaccio,160,['9d442781-1735-4c9e-88af-c30a94ba445e'],2,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:02.491,Pass,
,,,,,,,,,,,,,,,1.53071,,,,,,,,,,,,,,d2a286a7-17ed-41c5-9268-ee5ec7108f27,11,,"[33.7, 24.3]",3829517,0,,,,-1.0361074,,Right Foot,,,"[45.9, 3.7]",,Ground Pass,,23.941595,,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,From Kick Off,Jérémie Bréchet,7603.0,Left Center Back,2,Gazélec Ajaccio,160,['bbb2c408-99b0-4247-8f21-e1d37c16a159'],5,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:05.408,Pass,
,,,,,,,,,,,,,,,1.63854,,,,,,,,,,,,,,4523d7fd-1db7-4af9-b0de-8b621294ecf9,14,,"[47.3, 5.3]",3829517,0,,,,2.3510132,,Left Foot,,,"[28.1, 24.7]",,Ground Pass,,27.294687,,,Jérémie Bréchet,7603.0,,,,,,1,From Kick Off,Pablo Jean Antoine Martínez,3207.0,Left Back,2,Gazélec Ajaccio,160,['302e8475-c38e-420c-865c-a50da09ab119'],8,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:08.730,Pass,
