bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.647754,,,,,,,,,,,,,,79e5ee5a-da0b-45d0-afbd-8ad4d78ac9b8,15,,"[31.7, 72.1]",3900493,0,,,,-2.2216413,,Right Foot,,,,"[21.8, 59.1]",Ground Pass,,16.34044,,,,,Calvin Anele Ngcongca,401479.0,,,,,,,1,From Kick Off,Jonathan Martins-Pereira,3364.0,Right Back,2,Troyes,133,['8a4223ea-260d-4930-ad31-c5fe87f85bcb'],7,,,,,,,,,,,,,,,,,Troyes,133,00:00:07.991,Pass,
,,,,,,,,,,,,,,,,,1.534746,,,,,,,,,,,,,,b6d7e4a9-3063-43be-ba51-e05d6b0e7a1c,19,,"[22.0, 55.0]",3900493,0,,,,-2.6755526,,Right Foot,,,,"[5.3, 46.6]",Ground Pass,,18.693583,,,,,Paul Bernardoni,7193.0,,,,,,,1,From Kick Off,Calvin Anele Ngcongca,401479.0,Right Center Back,2,Troyes,133,"['07a54774-54f1-4345-99d3-847ed5cd41b2', 'd3bfe5d4-d0a3-4a08-af7e-5adfbcc0a06a']",11,,,,,,,,,,,,,,,,,Troyes,133,00:00:11.684,Pass,True
,,,,,,,,,,,,,,,,,3.654692,,,,,,,,,,,,,,b3abc127-9a00-4321-8906-cefe0dd08588,21,,"[4.9, 48.7]",3900493,0,,,,-0.15014355,,Left Foot,,,,"[43.9, 42.8]",High Pass,,39.443756,,,,,Thomas Ayasse,7488.0,,,,,,,1,From Kick Off,Paul Bernardoni,7193.0,Goalkeeper,2,Troyes,133,['1feb97cd-fb03-4ec1-8f37-a3bf01dbd932'],13,,,,,,,,,,,,,,,,,Troyes,133,00:00:13.219,Pass,
,,,,,,,,,,,,,,,,,2.149252,,,,,,,,,,,,,,fe6415cd-0bae-45ff-85c4-fec91b9b0eb3,24,,"[42.5, 42.1]",3900493,0,,,True,-1.1760052,,,,,,"[50.0, 24.1]",High Pass,,19.5,,,,,Fabien Camus,401470.0,,,,,,,1,From Kick Off,Thomas Ayasse,7488.0,Right Defensive Midfield,2,Troyes,133,"['80e6a4b1-aa97-4bee-ae3c-d42b2d2a2f34', 'c90ca415-6d37-4665-ac5e-ce4d34f73005']",16,,,,,,,,,,,,,,,,,Troyes,133,00:00:16.874,Pass,True
,,,,,,,,,,,,,,,,,1.685935,,,,,,,,,,,,,,c6319c9e-544a-4a0e-80ec-3623de71dfea,26,,"[50.0, 23.6]",3900493,0,,,,-2.2345755,,Head,,,,"[42.1, 13.5]",High Pass,,12.822637,,,,,Mouhamadou Dabo,26752.0,,,,,,,1,From Kick Off,Fabien Camus,401470.0,Left Wing,2,Troyes,133,['10a39aee-1d13-4202-8324-7d06e0e35598'],19,,,,,,,,,,,,,,,,,Troyes,133,00:00:19.023,Pass,
,,,,,,,,,,,,,,,,,0.792614,,,,,,,,,,,,,,a269e31a-4397-4d29-bdeb-c8fcbeedb8a4,30,,"[39.6, 9.4]",3900493,0,,,,-0.348771,,Left Foot,,,,"[49.5, 5.8]",Ground Pass,,10.53423,,,,,Fabien Camus,401470.0,,,,,,,1,From Kick Off,Mouhamadou Dabo,26752.0,Left Back,2,Troyes,133,"['26750ee0-5940-4a79-90d2-f208af98497f', '5ec1bad6-49aa-4e70-8403-14e9930bccba']",23,,,,,,,,,,,,,,,,,Troyes,133,00:00:23.134,Pass,True
,,,,,,,,,,,,,,,,,1.886748,,,,,,,,,,,,,,5b708151-e29a-4a48-9e6c-29a9d58ad4a0,33,,"[49.5, 5.8]",3900493,0,,,,-0.37564024,,No Touch,,,,"[63.7, 0.2]",Ground Pass,,15.264338,,True,Out,,Corentin Jean,3010.0,,,,,,,1,From Kick Off,Fabien Camus,401470.0,Left Wing,2,Troyes,133,"['355936e3-f7af-4cf5-a44a-346df83871c9', 'a035daa1-18eb-4fc6-b563-f03b5a5c0703']",23,,,,,,,,,,,,,,,,,Troyes,133,00:00:23.927,Pass,True
,,,,,,,,,,,,,,,,,0.862866,,,,,,,,,,,,,,64af7290-344b-4f9b-84d4-d06330c07d67,35,,"[62.5, 80.0]",3900493,0,,,,-1.3825748,,,,,,"[64.5, 69.5]",Low Pass,,10.688779,,,,,Jordan Ferri,3118.0,,,,,,Throw-in,1,From Throw In,Christophe Jallet,4410.0,Right Back,3,Lyon,137,['3df93582-7cb3-4667-acc2-5f6203083ffb'],32,,,,,,,,,,,,,,,,,Lyon,137,00:00:32.259,Pass,
,,,,,,,,,,,,,,,,,2.197166,,,,,,,,,,,,,,5a423a71-2837-461a-92da-9de7dc6e2dbe,39,,"[51.9, 69.1]",3900493,0,,,,-2.1204166,,Right Foot,,,,"[33.4, 38.9]",Ground Pass,,35.41596,,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,,1,From Throw In,Jordan Ferri,3118.0,Right Center Midfield,3,Lyon,137,['7f3418e7-7686-4f3d-9daf-15c5419c6219'],35,,,,,,,,,,,,,,,,,Lyon,137,00:00:35.559,Pass,
,,,,,,,,,,,,,,,,,0.866357,,,,,,,,,,,,,,d202aca5-ae75-4401-9bf9-f61c22d54204,42,,"[41.7, 34.8]",3900493,0,,,,-0.18974265,,Right Foot,,,,"[56.8, 31.9]",Ground Pass,,15.375956,,,,,Sergi Darder Moll,3236.0,,,,,,,1,From Throw In,Mapou Yanga-Mbiwa,4463.0,Left Center Back,3,Lyon,137,['4824113a-8640-422c-b3c2-6708cdaa1f56'],40,,,,,,,,,,,,,,,,,Lyon,137,00:00:40.389,Pass,
,,,,,,,,,,,,,,,,,1.425202,,,,,,,,,,,,,,3c44de84-0b4f-482c-8579-da260cc80996,45,,"[56.8, 31.9]",3900493,0,,,,3.113822,,Right Foot,,,,"[42.4, 32.3]",Ground Pass,,14.405555,,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,,1,From Throw In,Sergi Darder Moll,3236.0,Left Center Midfield,3,Lyon,137,['e598ef61-11b3-46d3-8efc-13ae03881efe'],41,,,,,,,,,,,,,,,,,Lyon,137,00:00:41.393,Pass,
,,,,,,,,,,,,,,,,,1.582654,,,,,,,,,,,,,,47949a65-b077-4f74-8553-727d48678022,48,,"[41.5, 34.4]",3900493,0,,,,1.1712809,,Right Foot,,,,"[49.1, 52.4]",Ground Pass,,19.53868,,,,,Jordan Ferri,3118.0,,,,,,,1,From Throw In,Mapou Yanga-Mbiwa,4463.0,Left Center Back,3,Lyon,137,['30f8d3f2-2b9b-4821-bf02-f736b4bc92c4'],43,,,,,,,,,,,,,,,,,Lyon,137,00:00:43.599,Pass,
,,,,,,,,,,,,,,,,,1.307352,,,,,,,,,,,,,,6a236f79-8445-4a0a-b9bc-4d7bdeaef1f4,51,,"[56.4, 56.2]",3900493,0,,,,0.93894196,,Right Foot,,,,"[70.6, 75.6]",Ground Pass,,24.04163,,,,,Christophe Jallet,4410.0,,,,,,,1,From Throw In,Jordan Ferri,3118.0,Right Center Midfield,3,Lyon,137,['aea964e0-d8bc-4a00-8c13-34acb9c7eb5d'],46,,,,,,,,,,,,,,,,,Lyon,137,00:00:46.418,Pass,
,,,,,,,,,,,,,,,,,0.644642,,,,,,,,,,,,,,c0e19a62-f9ae-4813-a54c-4315b53b8bfd,54,,"[77.1, 74.7]",3900493,0,,,,-1.0587535,,Right Foot,,,,"[84.8, 61.0]",Ground Pass,,15.715597,,,,,Alexandre Lacazette,3451.0,,,,,,,1,From Throw In,Christophe Jallet,4410.0,Right Back,3,Lyon,137,['92729ad6-6d13-435c-9835-2975e3e315f0'],48,,,,,,,,,,,,,,,,,Lyon,137,00:00:48.901,Pass,
,,,,,,,,,,,,,,,,,1.514735,,,,,,,,,,,,,,01c96b4c-e212-46ad-aea6-723fa7a1cfa8,61,,"[36.2, 14.2]",3900493,0,,,,-1.7619808,,Right Foot,,,,"[34.4, 4.9]",Ground Pass,,9.472592,,,,,Fabien Camus,401470.0,,,,,,,1,Regular Play,Jessy Pi,7415.0,Left Defensive Midfield,4,Troyes,133,['9d4d4db9-6f33-43b8-b063-ff4efb2c42d1'],52,,,,,,,,,,,,,,,,,Troyes,133,00:00:52.313,Pass,
,,,,,,,,,,,,,,,,,1.267609,,,,,,,,,,,,,,bca08e4b-d654-4932-9c5a-6f017c7b9f06,67,,"[35.8, 0.1]",3900493,1,,,,0.42483217,,,,,,"[48.4, 5.8]",Low Pass,,13.829317,,,,,Benjamin Nivet,3002.0,,,,,,Throw-in,1,From Throw In,Mouhamadou Dabo,26752.0,Left Back,5,Troyes,133,['b9fbc048-1fba-48fe-ac63-b37601b810c3'],3,,,,,,,,,,,,,,,,,Troyes,133,00:01:03.895,Pass,
,,,,,,,,,,,,,,,,,1.217442,,,,,,,,,,,,,,70059a37-b81b-4ceb-9254-e52229209520,72,,"[77.6, 80.0]",3900493,1,,,,-1.5891992,,,,,,"[77.3, 63.7]",High Pass,,16.302761,,,,,Mathieu Valbuena,18868.0,,,,,,Throw-in,1,From Throw In,Christophe Jallet,4410.0,Right Back,6,Lyon,137,['7a399650-29f8-40db-b301-0f48a5557a02'],9,,,,,,,,,,,,,,,,,Lyon,137,00:01:09.595,Pass,
,,,,,,,,,,,,,,,,,1.953973,,,,,,,,,,,,,,17371ae1-0649-4c73-82d6-98bc4ffaaea6,76,,"[71.7, 60.1]",3900493,1,,,,-2.0344439,,Left Foot,,,,"[57.5, 31.7]",High Pass,,31.752165,,,,,Jérémy Morel,2983.0,,,,,,,1,From Throw In,Mathieu Valbuena,18868.0,Center Attacking Midfield,6,Lyon,137,"['c7bf9f76-1800-42d5-a7d6-4566b444bc8d', 'fa9d1de2-5d6b-43d3-a06a-f0eb6a7902b5']",12,,,,,,,,,,,,,,,,,Lyon,137,00:01:12.131,Pass,True
,,,,,,,,,,,,,,,,,0.604785,,,,,,,,,,,,,,17bcacc1-d7bb-4715-9fe8-014743f18f9b,79,,"[61.3, 5.9]",3900493,1,,,,1.4580687,,Left Foot,,,,"[62.5, 16.5]",Ground Pass,,10.667708,,,,,Sergi Darder Moll,3236.0,,,,,,,1,From Throw In,Jérémy Morel,2983.0,Left Back,6,Lyon,137,['1c4c3b3a-aff4-4b55-895f-6cdd73d2ef4f'],18,,,,,,,,,,,,,,,,,Lyon,137,00:01:18.146,Pass,
,,,,,,,,,,,,,,,,,0.662014,,,,,,,,,,,,,,5689961e-26dd-4cf1-bf31-c5e3c6d23e18,82,,"[62.5, 16.8]",3900493,1,,,,-0.25854373,,Right Foot,,,,"[74.6, 13.6]",Ground Pass,,12.515989,,,,,Claudio Beauvue,6600.0,,,,,,,1,From Throw In,Sergi Darder Moll,3236.0,Left Center Midfield,6,Lyon,137,['4ca005ad-eee1-4633-ac91-fc6c400d6ee6'],19,,,,,,,,,,,,,,,,,Lyon,137,00:01:19.497,Pass,
,,,,,,,,,,,,,,,,,1.312,,,,,,,,,,,,,,19120110-5b6b-44c1-ab2e-460bd90bec1f,85,,"[74.4, 13.6]",3900493,1,,,,-1.3301003,,Left Foot,,,,"[77.1, 2.6]",Ground Pass,,11.326517,,,,,Jérémy Morel,2983.0,,,,,,,1,From Throw In,Claudio Beauvue,6600.0,Right Center Forward,6,Lyon,137,['d1005fdf-26e0-4f42-8a7e-8299ff559694'],20,,,,,,,,,,,,,,,,,Lyon,137,00:01:20.646,Pass,
,,,,,,,,,,,,,,,,,1.159043,,,,,,,,,,,,,,e30c0d82-0e00-4a9c-bc5e-2f49a29c28e9,88,,"[77.1, 3.5]",3900493,1,,,,2.7734618,,Left Foot,,,,"[70.1, 6.2]",Ground Pass,,7.502666,,,,,Claudio Beauvue,6600.0,,,,,,,1,From Throw In,Jérémy Morel,2983.0,Left Back,6,Lyon,137,['78c0b5ec-13f7-4b6d-ac92-da3aefe39732'],22,,,,,,,,,,,,,,,,,Lyon,137,00:01:22.293,Pass,
,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,83c676a2-0f26-45ed-9811-40a1342cb4fc,92,,"[71.0, 2.3]",3900493,1,,,,1.3547114,,Right Foot,,,,"[71.9, 6.4]",Low Pass,,4.1976185,,,Incomplete,,Mathieu Valbuena,18868.0,,,,,,,1,From Throw In,Claudio Beauvue,6600.0,Right Center Forward,6,Lyon,137,"['afb13de8-b320-43de-ba4d-cf7c8e32c987', 'b8e92222-2bc5-4d0e-a75e-f8e6559ec418', 'd0d29393-b074-4109-a32a-d11a611d8808']",25,,,,,,,,,,,,,,,,,Lyon,137,00:01:25.113,Pass,True
,,,,,,,,,,,,,,,,,2.094089,,,,,,,,,,,,,,e320508c-c98e-4468-912a-b4fd0d56a2ff,97,,"[48.9, 11.1]",3900493,1,,,,1.8340454,,Right Foot,,,,"[41.3, 39.3]",Ground Pass,,29.206163,,,,,Maxime Gonalons,6982.0,,,,,,,1,From Throw In,Sergi Darder Moll,3236.0,Left Center Midfield,6,Lyon,137,['60a7805c-556d-4eff-9d40-d8a15b8b1efb'],31,,,,,,,,,,,,,,,,,Lyon,137,00:01:31.798,Pass,
,,,,,,,,,,,,,,,,,0.935628,,,,,,,,,,,,,,dd4dfd5d-63b5-4a93-9815-59f60837a8df,100,,"[41.3, 45.2]",3900493,1,,,,1.0480915,,Right Foot,,,,"[50.0, 60.3]",Ground Pass,,17.42699,,,,,Corentin Tolisso,5480.0,,,,,,,1,From Throw In,Maxime Gonalons,6982.0,Right Center Back,6,Lyon,137,['b9257a17-debe-4fb8-9bd2-3c493a8b4d56'],35,,,,,,,,,,,,,,,,,Lyon,137,00:01:35.352,Pass,
,,,,,,,,,,,,,,,,,1.510106,,,,,,,,,,,,,,ae32b123-1a88-421d-8946-1273351119fe,104,,"[48.9, 55.6]",3900493,1,,,,-1.5641958,,Right Foot,,,,"[49.1, 25.3]",Ground Pass,,30.30066,,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Center Defensive Midfield,6,Lyon,137,"['6d0d6c13-6325-4cbc-be81-607f8f32af46', 'bcb72904-2df3-47c9-96ad-36d3d3d0b4ce']",37,,,,,,,,,,,,,,,,,Lyon,137,00:01:37.462,Pass,True
,,,,,,,,,,,,,,,,,1.100909,,,,,,,,,,,,,,ac83be06-14f7-4509-91d9-430e2a38a7d6,107,,"[54.8, 23.1]",3900493,1,,,,0.79474366,,Right Foot,,,,"[65.4, 33.9]",Ground Pass,,15.132746,,,,,Mathieu Valbuena,18868.0,,,,,,,1,From Throw In,Mapou Yanga-Mbiwa,4463.0,Left Center Back,6,Lyon,137,['761373f2-acac-4335-a546-a9d857f2af6f'],41,,,,,,,,,,,,,,,,,Lyon,137,00:01:41.769,Pass,
,,,,,,,,,,,,,,,,,2.275394,,,,,,,,,,,,,,4e6590ac-8650-436b-b88a-721759430c6c,110,,"[64.0, 39.1]",3900493,1,,,,0.96994096,,Right Foot,,,,"[88.4, 74.7]",High Pass,,43.15924,,,,,Christophe Jallet,4410.0,,,,,,,1,From Throw In,Mathieu Valbuena,18868.0,Center Attacking Midfield,6,Lyon,137,['b9aaacf2-d916-4283-921e-83ce3aafedb5'],44,,,,,,,,,,,,,,,,,Lyon,137,00:01:44.383,Pass,
,,,,,,,,,,,,,,,,,1.146784,,,,,,,,,,,,,,b857b59c-66c1-49fe-afe0-569a76c25a50,113,,"[88.4, 74.7]",3900493,1,,,,-1.2800093,,Right Foot,,,,"[92.5, 61.0]",Ground Pass,,14.300349,,,,,Jordan Ferri,3118.0,,,,,,,1,From Throw In,Christophe Jallet,4410.0,Right Back,6,Lyon,137,['bb3f3567-f427-4ad8-b134-b3a9c1a0eb2e'],47,,,,,,,,,,,,,,,,,Lyon,137,00:01:47.926,Pass,
,,,,,,,,,,,,,,,,,0.133839,,,,,,,,,,,,,,d1b5d448-1098-4f0e-aaef-cad8967b1d10,117,,"[112.3, 58.7]",3900493,1,,,,-1.7628443,,Right Foot,,,,"[111.6, 55.1]",Low Pass,,3.6674242,,,Incomplete,,,,,,,,,,1,From Throw In,Jordan Ferri,3118.0,Right Center Midfield,6,Lyon,137,"['440672e7-4377-4e03-82dc-c2a9b55ace8f', 'f23c72a1-d44f-43cf-b32d-fe2a9d5e64ce']",50,,,,,,,,,,,,,,,,,Lyon,137,00:01:50.823,Pass,True
,,,,,,,,,,,,,,,,,1.823327,,,,,,,,,,,,,,ff03bf31-c2e2-45e2-af59-569bcca6f176,119,,"[120.0, 80.0]",3900493,2,True,,,-1.9737079,,Right Foot,,,,"[109.6, 55.6]",Ground Pass,,26.52395,,,,,Alexandre Lacazette,3451.0,,,,,,Corner,1,From Corner,Mathieu Valbuena,18868.0,Center Attacking Midfield,7,Lyon,137,['948b8a4f-cf63-4623-aa88-4b3eac650df9'],12,,,,,,,,,,,,,,,,,Lyon,137,00:02:12.992,Pass,
,,,,,,,,,,,,,,,,,1.230326,,,,,,,,,,,,,,7c20da8d-1559-4c64-ba78-bde8b1cdd82b,121,,"[110.5, 55.6]",3900493,2,,,,1.4711276,,Left Foot,,,,"[112.1, 71.6]",Ground Pass,,16.079802,,,,,Mathieu Valbuena,18868.0,,,,,,,1,From Corner,Alexandre Lacazette,3451.0,Left Center Forward,7,Lyon,137,['31cea9d2-0054-4d1a-b403-cdbe716620b1'],14,,,,,,,,,,,,,,,,,Lyon,137,00:02:14.905,Pass,
,,,,,,,,,,,,,,,,,0.186459,,,,,,,,,,,,,,75ef8bca-853d-4205-89b4-74194a3373db,124,,"[112.1, 72.0]",3900493,2,,,,-1.6631256,,Right Foot,,,,"[111.6, 66.6]",Low Pass,,5.4230986,,,Incomplete,,,,,,,,,,1,From Corner,Mathieu Valbuena,18868.0,Center Attacking Midfield,7,Lyon,137,['7d9af010-9c52-42b2-9261-bc9b9dad1947'],17,,,,,,,,,,,,,,,,,Lyon,137,00:02:17.023,Pass,
