50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,05c1852f-fd44-402f-808d-0c8fad3c2674,1,,,3900515,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3204, 'name': 'Almamy Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 38}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,ea4d718d-9605-4ea3-91cb-eb67480bae94,2,,,3900515,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3138, 'name': 'Abdoulaye Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,0b1c8876-9ee2-44c0-80b4-5d127378f1b9,3,,,3900515,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['813dc609-7bf1-49f0-bbbb-618056872e4f'],0,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,813dc609-7bf1-49f0-bbbb-618056872e4f,4,,,3900515,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['0b1c8876-9ee2-44c0-80b4-5d127378f1b9'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,1abf4527-8458-4b64-841d-898445bf60bc,1923,,,3900515,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,102,AS Monaco,129,['aa07e040-b99d-4e2e-970a-eaf570bb679f'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,aa07e040-b99d-4e2e-970a-eaf570bb679f,1924,,,3900515,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,102,AS Monaco,129,['1abf4527-8458-4b64-841d-898445bf60bc'],0,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.381091,,,,,,,,,,880f3cfa-6092-42c0-ad6d-37ae4df97e04,5,,"[60.0, 40.0]",3900515,0,,,,,2.5213432,,Right Foot,,,"[59.3, 40.5]",,Ground Pass,,0.86023253,,,,Yacine Bammou,3319.0,,,,,Kick Off,1,From Kick Off,Kolbeinn Sigþórsson,6284.0,Center Forward,2,Nantes,144,['c327ab9c-dce8-4bc5-92fa-0fe4219624ab'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.518,Pass,
,,,,,,,,,,,,,,,1.736213,,,,,,,,,,9a3b575b-3ea3-4ea8-86df-5d825456062e,8,,"[58.5, 40.1]",3900515,0,,,,,-2.8295505,,Right Foot,,,"[36.8, 33.1]",,Ground Pass,,22.801096,,,,Lorik Agim Cana,10936.0,,,,,,1,From Kick Off,Yacine Bammou,3319.0,Center Attacking Midfield,2,Nantes,144,['0e1204bf-2c0e-4554-8598-ec658035108b'],1,,,,,,,,,,,,,,,,,Nantes,144,00:00:01.366,Pass,
,,,,,,,,,,,,,,,1.702605,,,,,,,,,,caedf346-7898-4aed-a18e-38b5be8bde53,12,,"[32.7, 36.6]",3900515,0,,,,,1.5457232,,Right Foot,,,"[33.5, 68.5]",,Ground Pass,,31.91003,,,,Léo Dubois,3144.0,,,,,,1,From Kick Off,Lorik Agim Cana,10936.0,Left Center Back,2,Nantes,144,"['12482131-164b-40cb-b56d-fb36a5527e14', 'f4a2e205-1c00-4c70-867d-9cf13ba64ed9']",3,,,,,,,,,,,,,,,,,Nantes,144,00:00:03.941,Pass,True
,,,,,,,,,,,,,,,4.862711,,,,,,,,,,c5e0c443-6569-4e5d-b9ab-8ed06fb1fac4,15,,"[34.4, 72.9]",3900515,0,,,,,0.11213269,,Right Foot,,,"[93.9, 79.6]",,High Pass,,59.876038,,Out,,,,,,,,,1,From Kick Off,Léo Dubois,3144.0,Right Back,2,Nantes,144,,6,,,,,,,,,,,,,,,,,Nantes,144,00:00:06.866,Pass,
