50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b3cdf03b-90cc-4ed1-ae0f-1cf37862c0a0,1,,,,3829470,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4382, 'name': 'Kévin Malcuit'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 7347, 'name': 'Pierre-Yves Polomat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 4256, 'name': 'Jonathan Bamba'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 4601, 'name': 'Robert Berič'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,453eaee1-76f8-41f5-bfc3-314630723c5b,2,,,,3829470,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,812ee370-8feb-421b-afa8-e6efd7ac0010,3,,,,3829470,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['45510983-a2f5-431f-9079-d278596f950f'],0,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,45510983-a2f5-431f-9079-d278596f950f,4,,,,3829470,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['812ee370-8feb-421b-afa8-e6efd7ac0010'],0,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,720f346e-8058-47cd-804a-02f37b8c3cb0,1792,,,,3829470,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Nantes,144,['afa6ff69-5ef6-4615-958f-c948714d1857'],0,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,afa6ff69-5ef6-4615-958f-c948714d1857,1793,,,,3829470,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Nantes,144,['720f346e-8058-47cd-804a-02f37b8c3cb0'],0,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.179999,,,,,,,,,,,,,d088219f-e738-4a5f-ad10-e7ea5f0b1d3f,5,,,"[61.0, 40.1]",3829470,0,,True,,,2.1910458,,Right Foot,,,,"[60.5, 40.8]",,Ground Pass,,0.86023253,,,,Yacine Bammou,3319.0,,,,,Kick Off,1,From Kick Off,Emiliano Sala,3114.0,Right Center Forward,2,Nantes,144,['f31820ae-2aad-40e9-a9ab-94412ee8db51'],0,,,,,,,,,,,,,,,,Nantes,144,00:00:00.500,Pass,
,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,e0a55d1c-eb7f-4378-a36a-015596c27a20,7,,,"[58.1, 36.3]",3829470,0,,,,,-0.7447701,,Right Foot,,,,"[70.9, 24.5]",,Ground Pass,,17.409193,,,,Johan Audel,401477.0,,,,,,1,From Kick Off,Yacine Bammou,3319.0,Left Center Forward,2,Nantes,144,['6195e9b4-6194-4093-871f-85d2bb06f72a'],3,,,,,,,,,,,,,,,,Nantes,144,00:00:03.095,Pass,
,,,,,,,,,,,,,,,,0.439999,,,,,,,,,,,,,de279b69-5d25-430c-aef9-0174c30e0399,10,,,"[75.4, 25.0]",3829470,0,,,,,1.7221718,,Left Foot,,,,"[74.5, 30.9]",,Ground Pass,,5.9682493,,,,Emiliano Sala,3114.0,,,,,,1,From Kick Off,Johan Audel,401477.0,Left Midfield,2,Nantes,144,['717f472c-332d-43b6-b243-60f18a895103'],4,,,,,,,,,,,,,,,,Nantes,144,00:00:04.991,Pass,
,,,,,,,,,,,,,,,,2.439991,,,,,,,,,,,,,569d24c5-1c1d-42b6-9a7a-5a53c2c3e6e1,13,,,"[74.5, 30.9]",3829470,0,,,,,-0.40804967,,Left Foot,,,,"[97.4, 21.0]",,High Pass,,24.948347,,,,Johan Audel,401477.0,,,,,,1,From Kick Off,Emiliano Sala,3114.0,Right Center Forward,2,Nantes,144,['8f0f4d57-aa51-43b2-b98a-25f26a7a5bb3'],5,,,,,,,,,,,,,,,,Nantes,144,00:00:05.466,Pass,
