50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,97d49a21-cd51-4742-bc2a-00fe2615a8fe,1,,,3900504,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40700, 'name': ""Mamadou N''Diaye""}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,e518becb-eef4-4791-bc17-5a928da8e100,2,,,3900504,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,6d64240d-6617-468e-9223-5d57d23a6a73,3,,,3900504,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['a74dfd79-1d94-4169-a5f0-9f1642563041'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,a74dfd79-1d94-4169-a5f0-9f1642563041,4,,,3900504,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['6d64240d-6617-468e-9223-5d57d23a6a73'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,81967ffb-180d-48e6-b429-8b4168c6283f,1759,,,3900504,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Montpellier,139,['86bba0fd-2e71-48ea-816f-04d35c71cd12'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,86bba0fd-2e71-48ea-816f-04d35c71cd12,1760,,,3900504,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Montpellier,139,['81967ffb-180d-48e6-b429-8b4168c6283f'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.482207,,,,,,,,,79bfa906-fbf1-474d-9eba-1e7fce140fe9,5,,"[61.0, 40.1]",3900504,0,,,,,1.3258177,,Right Foot,,,"[61.5, 42.1]",,Ground Pass,,2.0615528,,,,,Kolbeinn Sigþórsson,6284.0,,,,,Kick Off,1,From Kick Off,Yacine Bammou,3319.0,Center Attacking Midfield,2,Nantes,144,['4904d963-82d8-452d-a154-138bfbd84efb'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.230,Pass,
,,,,,,,,,,,,,,,,,,2.224565,,,,,,,,,1173bd18-7bc3-4249-83b3-a620e67ecb6b,8,,"[61.2, 42.9]",3900504,0,,,,,-2.9312668,,Right Foot,,,"[34.5, 37.2]",,Ground Pass,,27.30165,,,,,Lorik Agim Cana,10936.0,,,,,,1,From Kick Off,Kolbeinn Sigþórsson,6284.0,Center Forward,2,Nantes,144,['337805a7-2bbf-460a-aa2b-dd4613c9a028'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.740,Pass,
,,,,,,,,,,,,,,,,,,0.995998,,,,,,,,,2fdec88b-a132-409a-9c1d-84c99014eecd,11,,"[34.5, 37.2]",3900504,0,,,,,-0.9077782,,Right Foot,,,"[42.7, 26.7]",,Ground Pass,,13.322537,,,,,Birama Touré,7350.0,,,,,,1,From Kick Off,Lorik Agim Cana,10936.0,Left Center Back,2,Nantes,144,['66acd806-3203-4d65-a0ef-2a52b439374b'],3,,,,,,,,,,,,,,,,,Nantes,144,00:00:03.618,Pass,
,,,,,,,,,,,,,,,,,,1.246708,,,,,,,,,44380d85-f70f-4776-ac50-484313a18a64,14,,"[40.3, 26.3]",3900504,0,,,,,2.5275736,,Right Foot,,,"[28.1, 34.9]",,Ground Pass,,14.926487,,,,,Lorik Agim Cana,10936.0,,,,,,1,From Kick Off,Birama Touré,7350.0,Right Defensive Midfield,2,Nantes,144,['463187fa-d606-4d58-a0d0-c60e9d66075c'],5,,,,,,,,,,,,,,,,,Nantes,144,00:00:05.541,Pass,
