50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fc8bc58a-acea-45ed-95f1-2067ee747fed,1,,,3901225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 3036, 'name': 'Alexis Blin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bb5e6ea0-ff43-4ee0-a956-0730c87c24ce,2,,,3901225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3372, 'name': 'Rachid Ghezzal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,71d95cfc-e205-4666-9790-08f1b25d7022,3,,,3901225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['92caeeda-8315-43db-9136-72ba99bf49ce'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,92caeeda-8315-43db-9136-72ba99bf49ce,4,,,3901225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['71d95cfc-e205-4666-9790-08f1b25d7022'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dcc200e4-1b5e-4cf8-a030-3fd2fe80b619,1712,,,3901225,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,92,Lyon,137,['59804949-5547-4f7a-8ebf-c7299d8f47ca'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,59804949-5547-4f7a-8ebf-c7299d8f47ca,1713,,,3901225,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,92,Lyon,137,['dcc200e4-1b5e-4cf8-a030-3fd2fe80b619'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.592652,,,,,,,,,,,,,03dc8d26-500a-49d1-b91f-db2b102952c5,5,,"[61.0, 40.1]",3901225,0,,,,,1.6506263,,Right Foot,,,,"[60.6, 45.1]",,Ground Pass,,5.0159745,,,,Corentin Tolisso,5480.0,,,,,,Kick Off,1,From Kick Off,Alexandre Lacazette,3451.0,Center Forward,2,Lyon,137,['66d679e6-2515-4187-aeac-e57112d3df86'],1,,,,,,,,,,,,,,,,,Lyon,137,00:00:01.358,Pass,
,,,,,,,,,,,,,,,,,,4.005229,,,,,,,,,,,,,655da362-94d3-4f26-b278-0c5313be41c3,8,,"[63.1, 45.9]",3901225,0,,,,,0.6796344,,Right Foot,,,,"[105.3, 80.0]",,High Pass,,54.255413,,Out,,Rachid Ghezzal,3372.0,,,,,,,1,From Kick Off,Corentin Tolisso,5480.0,Left Center Midfield,2,Lyon,137,['815711b8-e628-4fc0-a9a2-80e82f2f702a'],3,,,,,,,,,,,,,,,,,Lyon,137,00:00:03.210,Pass,
,,,,,,,,,,,,,,,,,,1.51999,,,,,,,,,,,,,cf274372-ac3a-4154-ab56-2522bfa2d0cf,10,,"[23.6, 0.1]",3901225,0,,,,,0.12166683,,,,,,"[46.5, 2.9]",,High Pass,,23.070543,,,,Martin Braithwaite Christensen,4447.0,,,,,,Throw-in,1,From Throw In,Jacques François Moubandje,3024.0,Left Back,3,Toulouse,130,['88a414bb-e705-45ab-8031-d33ef284cdb1'],17,,,,,,,,,,,,,,,,,Toulouse,130,00:00:17.519,Pass,
,,,,,,,,,,,,,,,,,,1.77914,,,,,,,,,,,,,42eea43e-e6f0-40df-ade8-f0f06d01bfb6,12,,"[46.9, 4.2]",3901225,0,,,,True,-0.022218565,,,,,,"[64.9, 3.8]",,High Pass,,18.004444,,Incomplete,,Wissam Ben Yedder,6723.0,,,,,,,1,From Throw In,Martin Braithwaite Christensen,4447.0,Left Wing,3,Toulouse,130,"['4a13abf3-ebe2-4d8e-ae7a-7e459d6d0817', '6489b8f1-4ddf-4d11-897b-5879ee39182a', 'caf73b43-7a45-46bc-9fb0-3046d4b29996']",19,,,,,,,,,,,,,,,,,Toulouse,130,00:00:19.039,Pass,True
