50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9332a043-3abe-4394-9b51-9f6e431a1bb9,1,,,3900552,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 29}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e0dddfdc-8985-46e1-8ca1-5c1e3425e33e,2,,,3900552,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 401513, 'name': 'Reynald Lemaître'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 401525, 'name': 'Julien Cardy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3235, 'name': 'Ludovic Blas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 26}, {'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 4799, 'name': 'Sloan Privat'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,648ac287-0fec-4248-9260-dbb4852d965a,3,,,3900552,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['92e8a863-6907-4014-9430-8b1844a25a67'],0,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,92e8a863-6907-4014-9430-8b1844a25a67,4,,,3900552,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['648ac287-0fec-4248-9260-dbb4852d965a'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2f869808-44b8-4d25-bc23-73f546e6ef51,1773,,,3900552,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Montpellier,139,['990546f7-e65c-4e11-97f1-90c546d21b37'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,990546f7-e65c-4e11-97f1-90c546d21b37,1774,,,3900552,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Montpellier,139,['2f869808-44b8-4d25-bc23-73f546e6ef51'],0,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,1.495616,,,,,,,,,,,,,621ef29b-afb4-4eea-b0de-7680ffeb64f6,5,,"[61.0, 40.1]",3900552,0,,,,2.6433675,,Left Foot,,"[48.5, 46.9]",,Ground Pass,,14.229898,,,Julien Cardy,401525.0,,,,,Kick Off,1,From Kick Off,Sloan Privat,4799.0,Left Center Forward,2,Guingamp,142,['b4ee17a4-33e9-4c6b-af2d-6505a26724c5'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.452,Pass,
,,,,,,,,,,,,,,,,,,,,1.649758,,,,,,,,,,,,,50aac238-11db-4c96-affd-36cb15c59ea5,8,,"[49.5, 48.5]",3900552,0,,,,2.0222495,,Right Foot,,"[39.9, 68.3]",,Ground Pass,,22.004545,,,Lars Christian Jacobsen,20199.0,,,,,,1,From Kick Off,Julien Cardy,401525.0,Right Defensive Midfield,2,Guingamp,142,['84b3fb1d-466c-46df-b481-2f658f2cc0d6'],2,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:02.198,Pass,
,,,,,,,,,,,,,,,,,,,,2.361208,,,,,,,,,,,,,7e318bfe-4fb0-467a-9d3f-0dad3ae37809,12,,"[41.6, 70.1]",3900552,0,,,,-0.68151504,,Right Foot,,"[79.2, 39.6]",,High Pass,,48.414978,Incomplete,,Sloan Privat,4799.0,,,,,,1,From Kick Off,Lars Christian Jacobsen,20199.0,Right Back,2,Guingamp,142,"['22605798-35b8-4d7f-bcc3-fbf70bab9bed', 'ac71eaaa-ce1b-4766-8dea-8867ff2244c6']",5,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:05.478,Pass,
,,,,,,,,,,,,,,,,,,,,1.488056,,,,,,,,,,,,,22605798-35b8-4d7f-bcc3-fbf70bab9bed,15,,"[40.9, 40.5]",3900552,0,,,True,-0.17380112,,,,"[54.0, 38.2]",,High Pass,,13.300376,Incomplete,,Ryad Boudebouz,6661.0,,,,,Recovery,1,From Kick Off,Vitorino Hilton da Silva,3674.0,Right Center Back,2,Guingamp,142,"['7e318bfe-4fb0-467a-9d3f-0dad3ae37809', '92775926-8224-4f34-8546-355acecd7003', 'a38d1649-fa87-43c2-94ad-113654fbbd78', 'bfcae5ea-f8fa-4188-b889-07bd7af52508']",7,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:07.839,Pass,True
