bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5bd02fc9-00d3-4e66-8692-6bd0ea924e0b,1,,,,3900505,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fda34561-0a3f-4ad5-bb15-92cd09c4f1c0,2,,,,3900505,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 91209, 'name': 'Franck Hery'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 30182, 'name': 'Dorian Lévêque'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 3121, 'name': 'Moustapha Elhadji Diallo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3363, 'name': 'Marcus Coco'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 24}, {'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6d9ed22f-606a-42e2-bb0e-8ec05392d2de,3,,,,3900505,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['babfc640-f89b-460e-9ec9-7e4ff37a28e7'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,babfc640-f89b-460e-9ec9-7e4ff37a28e7,4,,,,3900505,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['6d9ed22f-606a-42e2-bb0e-8ec05392d2de'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,497b9b19-e450-42b0-912d-ade5feca348e,1683,,,,3900505,45,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,111,Caen,140,['4cf6d991-15d9-4440-ac1e-27c9cd44c17f'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4cf6d991-15d9-4440-ac1e-27c9cd44c17f,1684,,,,3900505,45,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,111,Caen,140,['497b9b19-e450-42b0-912d-ade5feca348e'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.267121,,,,,,,,,,,,,b4d86c73-d97d-4c7a-98db-5dd7fc54aa12,5,,,"[61.0, 40.1]",3900505,0,,,,1.2277724,,Right Foot,,"[61.5, 41.5]",,Ground Pass,,1.4866068,,,Yannis Salibur,3122.0,,,,,Kick Off,1,From Kick Off,Jimmy Briand,3213.0,Left Center Forward,2,Guingamp,142,['c5971c23-e710-4736-8c61-f5432252ebfa'],1,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:01.425,Pass,
,,,,,,,,,,,,,,,,,,1.429503,,,,,,,,,,,,,e3134bf8-f503-4d91-8bd8-5ff959b2de34,8,,,"[60.7, 41.6]",3900505,0,,,,2.7137604,,Left Foot,,"[48.2, 47.3]",,Ground Pass,,13.738268,,,Lionel Mathis,401512.0,,,,,,1,From Kick Off,Yannis Salibur,3122.0,Right Center Forward,2,Guingamp,142,['0156a5f0-5eac-4c9b-8303-ff33479338c3'],2,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:02.036,Pass,
,,,,,,,,,,,,,,,,,,1.543955,,,,,,,,,,,,,7a933297-a856-4a1f-8b73-0174ca0b0d14,12,,,"[49.2, 60.2]",3900505,0,,,,1.674086,,Right Foot,,"[47.5, 76.6]",,Ground Pass,,16.487875,,,Lars Christian Jacobsen,20199.0,,,,,,1,From Kick Off,Lionel Mathis,401512.0,Left Defensive Midfield,2,Guingamp,142,['359b029f-ef61-4f06-b438-8ff6dd7a7c1b'],6,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:06.150,Pass,
,,,,,,,,,,,,,,,,,,1.566841,,,,,,,,,,,,,d53e0b75-e7b4-4872-9cb3-beb57e0a060d,15,,,"[47.3, 75.8]",3900505,0,,,,-2.9143717,,Right Foot,,"[30.0, 71.8]",,Ground Pass,,17.756407,,,Franck Hery,91209.0,,,,,,1,From Kick Off,Lars Christian Jacobsen,20199.0,Right Back,2,Guingamp,142,['ad5488c6-51b8-453b-a43c-a19e8ecf7aff'],8,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:08.798,Pass,
,,,,,,,,,,,,,,,,,,1.135741,,,,,,,,,,,,,8c3bf736-524f-467b-9725-40e267289079,18,,,"[27.7, 68.5]",3900505,0,,,,-1.5487411,,Right Foot,,"[28.3, 41.3]",,Ground Pass,,27.206617,,,Jérémy Sorbon,3124.0,,,,,,1,From Kick Off,Franck Hery,91209.0,Right Center Back,2,Guingamp,142,['0dc8df91-b97a-4399-a4e7-271681a4760f'],12,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:12.305,Pass,
,,,,,,,,,,,,,,,,,,1.355698,,,,,,,,,,,,,4a043c3a-74b6-4c0c-9ba7-c1ca910442d6,21,,,"[28.3, 38.5]",3900505,0,,,,-1.1099111,,Right Foot,,"[35.5, 24.0]",,Ground Pass,,16.189194,,,Lionel Mathis,401512.0,,,,,,1,From Kick Off,Jérémy Sorbon,3124.0,Left Center Back,2,Guingamp,142,['43297446-7f34-495b-9c56-8eaa18826d0f'],14,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:14.703,Pass,
,,,,,,,,,,,,,,,,,,1.502012,,,,,,,,,,,,,758156ef-9720-4cc9-ba85-1be374406b1f,24,,,"[36.1, 22.9]",3900505,0,,,,2.2655346,,Right Foot,,"[28.6, 31.9]",,Ground Pass,,11.715375,,,Jérémy Sorbon,3124.0,,,,,,1,From Kick Off,Lionel Mathis,401512.0,Left Defensive Midfield,2,Guingamp,142,['f602f7ff-4d4b-483b-a78c-71d3790fd7d9'],16,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:16.389,Pass,
,,,,,,,,,,,,,,,,,,1.639122,,,,,,,,,,,,,bec3e697-6eed-4412-a74f-beecc6f4e76b,26,,,"[30.3, 29.7]",3900505,0,,,,-1.1817523,,Right Foot,,"[36.9, 13.6]",,Ground Pass,,17.400288,,,Lionel Mathis,401512.0,,,,,,1,From Kick Off,Jérémy Sorbon,3124.0,Left Center Back,2,Guingamp,142,['d702a2f5-caf2-4ed4-9080-318b6a7670b8'],17,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:17.891,Pass,
,,,,,,,,,,,,,,,,,,2.340833,,,,,,,,,,,,,3d1c5c51-3267-4847-837d-7fa4b375c408,29,,,"[34.8, 15.3]",3900505,0,,,,1.4490608,,Right Foot,,"[39.4, 52.9]",,Ground Pass,,37.880337,,,Franck Hery,91209.0,,,,,,1,From Kick Off,Lionel Mathis,401512.0,Left Defensive Midfield,2,Guingamp,142,['1fa424b1-3554-4aa4-828b-fe5bffb0fae9'],21,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:21.530,Pass,
,,,,,,,,,,,,,,,,,,1.244321,,,,,,,,,,,,,54d5c79e-8222-4c14-bab1-adbb37b64b14,32,,,"[41.4, 52.2]",3900505,0,,,,-1.9956285,,Right Foot,,"[35.7, 39.6]",,Ground Pass,,13.829317,,,Moustapha Elhadji Diallo,3121.0,,,,,,1,From Kick Off,Franck Hery,91209.0,Right Center Back,2,Guingamp,142,['c24a2e1e-e3d4-4b08-b468-e181381203bd'],25,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:25.183,Pass,
,,,,,,,,,,,,,,,,,,1.660786,,,,,,,,,,,,,b02ad0a3-b6d7-48d8-a988-e124b48f1bd9,35,,,"[38.8, 33.1]",3900505,0,,,,-0.926371,,Right Foot,,"[51.8, 15.8]",,Ground Pass,,21.640009,,,Lionel Mathis,401512.0,,,,,,1,From Kick Off,Moustapha Elhadji Diallo,3121.0,Right Defensive Midfield,2,Guingamp,142,['ce603285-f8da-43a0-8131-4da5259c8961'],27,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:27.860,Pass,
,,,,,,,,,,,,,,,,,,1.497043,,,,,,,,,,,,,0b214ab5-ef27-4bbb-8961-e12ace544a47,37,,,"[52.5, 14.8]",3900505,0,,,,2.4260805,,Left Foot,,"[41.8, 24.1]",,Ground Pass,,14.176742,,,Jérémy Sorbon,3124.0,,,,,,1,From Kick Off,Lionel Mathis,401512.0,Left Defensive Midfield,2,Guingamp,142,['4e5d0dde-5e5b-405c-b7a6-40f93da97403'],29,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:29.521,Pass,
,,,,,,,,,,,,,,,,,,1.710942,,,,,,,,,,,,,f171d826-0e23-437c-a047-7c73190c62df,40,,,"[40.0, 25.2]",3900505,0,,,,1.5431354,,Right Foot,,"[40.7, 50.5]",,Ground Pass,,25.309683,,,Franck Hery,91209.0,,,,,,1,From Kick Off,Jérémy Sorbon,3124.0,Left Center Back,2,Guingamp,142,['fd07fec8-ff74-47ac-b752-208b8f604a1f'],32,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:32.032,Pass,
,,,,,,,,,,,,,,,,,,1.35788,,,,,,,,,,,,,bc2358fe-4c66-480e-9830-1efa0ca80308,43,,,"[42.1, 52.9]",3900505,0,,,,1.1620178,,Left Foot,,"[51.5, 74.6]",,Ground Pass,,23.648468,,,Lars Christian Jacobsen,20199.0,,,,,,1,From Kick Off,Franck Hery,91209.0,Right Center Back,2,Guingamp,142,['3b328436-8558-4f87-9b48-2c8fd7894aca'],35,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:35.066,Pass,
,,,,,,,,,,,,,,,,,,1.493885,,,,,,,,,,,,,52489f94-ad1f-4a0a-a4e8-de6db5144269,47,,,"[50.3, 73.3]",3900505,0,,,,-2.704517,,Right Foot,,"[38.1, 67.6]",,Ground Pass,,13.465883,,,Franck Hery,91209.0,,,,,,1,From Kick Off,Lars Christian Jacobsen,20199.0,Right Back,2,Guingamp,142,"['757d6094-658a-4d10-ab25-9230180ece54', '7bca3bf2-cae4-48e2-afdb-622f5b9c11ac']",37,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:37.763,Pass,True
,,,,,,,,,,,,,,,,,,2.030285,,,,,,,,,,,,,92692e9b-4928-47e8-89b8-30b648ffcf97,50,,,"[40.2, 61.9]",3900505,0,,,,-1.7075218,,Right Foot,,"[36.1, 32.1]",,Ground Pass,,30.080725,,,Jérémy Sorbon,3124.0,,,,,,1,From Kick Off,Franck Hery,91209.0,Right Center Back,2,Guingamp,142,['b76aa9d3-1fa1-4d4b-b273-7ef17a363b4e'],40,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:40.740,Pass,
,,,,,,,,,,,,,,,,,,1.651299,,,,,,,,,,,,,68234397-daeb-42b8-9f81-52fcc53b0b14,53,,,"[38.0, 35.9]",3900505,0,,,,1.3426011,,Right Foot,,"[46.5, 72.5]",,Ground Pass,,37.57406,,,Lars Christian Jacobsen,20199.0,,,,,,1,From Kick Off,Jérémy Sorbon,3124.0,Left Center Back,2,Guingamp,142,['303c0480-74ff-456c-9b17-5f7d23e440b4'],44,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:44.719,Pass,
,,,,,,,,,,,,,,,,,,1.420595,,,,,,,,,,,,,1e0e888d-f998-4b0c-af25-644370fccd9c,55,,,"[45.2, 71.8]",3900505,0,,,,-2.7319465,,Right Foot,,"[37.6, 68.5]",,Ground Pass,,8.285529,,,Franck Hery,91209.0,,,,,,1,From Kick Off,Lars Christian Jacobsen,20199.0,Right Back,2,Guingamp,142,['8c3006af-9036-4ca1-a6ec-a837907e0d1d'],46,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:46.371,Pass,
,,,,,,,,,,,,,,,,,,2.456898,,,,,,,,,,,,,7e53aedf-c9c0-4342-bdfc-35ad4570be2e,58,,,"[36.9, 62.4]",3900505,0,,,,-1.587358,,Right Foot,,"[36.1, 14.1]",,Ground Pass,,48.306625,,,Lionel Mathis,401512.0,,True,,,,1,From Kick Off,Franck Hery,91209.0,Right Center Back,2,Guingamp,142,['b99e9f07-8b17-4c26-b23b-b791065e8778'],48,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:48.890,Pass,
,,,,,,,,,,,,,,,,,,2.90994,,,,,,,,,,,,,374a8db5-798b-443a-b973-b46b5a0d0d6a,61,,,"[37.6, 14.3]",3900505,0,,,,0.14766285,,Right Foot,,"[93.4, 22.6]",,Ground Pass,,56.413918,Incomplete,,Dorian Lévêque,30182.0,,,,,,1,From Kick Off,Lionel Mathis,401512.0,Left Defensive Midfield,2,Guingamp,142,"['b0737f59-608a-4760-b74c-b0a40eb3afe6', 'c597da97-4926-4a5f-9dca-64cdc5a5b5a8']",53,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:53.642,Pass,
,,,,,,,,,,,,,,,,,,1.022649,,,,,,,,,,,,,9842052b-41ec-4c0f-825a-e5fa6751c99d,68,,,"[92.0, 29.9]",3900505,0,,,,1.9352039,afa82d97-742b-4dcd-b0fe-a79121854a3d,Left Foot,,"[88.3, 39.6]",,Ground Pass,,10.381715,,,Yannis Salibur,3122.0,True,,,,,1,From Kick Off,Jimmy Briand,3213.0,Left Center Forward,2,Guingamp,142,"['0dff7ff1-61ff-475e-a71f-b346886ba9fc', '4d275d3a-61f1-4cc6-a82e-fc5d6dcfd431']",58,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:58.576,Pass,True
,,,,,,,,,,,,,,,,,,3.60553,,,,,,,,,,,,,c578e71f-8286-4dfd-9ee7-c824dc62fbb2,72,,,"[6.0, 44.0]",3900505,1,,,,0.3143118,,Right Foot,,"[62.6, 62.4]",,High Pass,,59.515713,Incomplete,,Ronny Rodelin,2955.0,,,,,Goal Kick,1,From Goal Kick,Rémy Vercoutre,2963.0,Goalkeeper,3,Caen,140,"['9307d695-fe2f-4848-95c5-44c7070101eb', 'ed183d4f-56c8-4bd8-a979-4b533c13763e']",45,,,,,,,,,,,,,,,,,,Caen,140,00:01:45.893,Pass,
,,,,,,,,,,,,,,,,,,1.373624,,,,,,,,,,,,,9307d695-fe2f-4848-95c5-44c7070101eb,74,,,"[57.5, 17.7]",3900505,1,,,True,0.41822433,,,,"[78.2, 26.9]",,High Pass,,22.652372,Incomplete,,Lionel Mathis,401512.0,,,,,Recovery,1,From Goal Kick,Moustapha Elhadji Diallo,3121.0,Right Defensive Midfield,3,Caen,140,"['0d0ff2c9-fe10-4d94-8a5f-b9a5bd9fda54', '71b9da72-881e-45ee-899b-9608a827d774', 'b5801f0b-bbd3-4114-b35f-28bc6c58c71a', 'c578e71f-8286-4dfd-9ee7-c824dc62fbb2']",49,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:49.498,Pass,True
,,,,,,,,,,,,,,,,,,3.852865,,,,,,,,,,,,,b5801f0b-bbd3-4114-b35f-28bc6c58c71a,77,,,"[41.9, 53.2]",3900505,1,,,,-0.06472428,,Right Foot,,"[106.7, 49.0]",,High Pass,,64.93597,Incomplete,,Andy Delort,3038.0,,,,,Recovery,1,From Goal Kick,Damien Da Silva,4386.0,Left Center Back,3,Caen,140,"['52e2f43c-6349-46e0-aabf-7cb9bdc054a8', '9307d695-fe2f-4848-95c5-44c7070101eb', 'a0eea7bc-b8e8-45c4-8780-8fbeeb6d93d8']",50,,,,,,,,,,,,,,,,,,Caen,140,00:01:50.872,Pass,
