50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9b40f327-e40e-4e9c-a269-fc78fd4dbf00,1,,,3900588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,65833bfb-39af-4788-9236-b0fc844f9897,2,,,3900588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,26f8b1ac-5a56-417f-980b-6b09d2c14381,3,,,3900588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['d44654b5-d575-47a0-986b-5e2456dbaf01'],0,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d44654b5-d575-47a0-986b-5e2456dbaf01,4,,,3900588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['26f8b1ac-5a56-417f-980b-6b09d2c14381'],0,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,90553660-00d9-40ae-880f-2db025db4cdb,1934,,,3900588,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,111,AS Monaco,129,['dd70311b-5fec-4840-a479-2d746e3a7922'],0,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dd70311b-5fec-4840-a479-2d746e3a7922,1935,,,3900588,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,111,AS Monaco,129,['90553660-00d9-40ae-880f-2db025db4cdb'],0,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.338419,,,,,,,,,,,,,21dda177-dd53-4cbf-8a2d-4b2927e32797,5,,"[61.0, 40.1]",3900588,0,,,,,1.5253731,,Right Foot,,,,"[61.1, 42.3]",,Ground Pass,,2.2022715,,,,,Walid Mesloub,7766.0,,,,,Kick Off,1,From Kick Off,Benjamin Jeannot,3552.0,Center Forward,2,Lorient,165,['a40bcb06-97a0-4887-a422-9340e04e2e1e'],0,,,,,,,,,,,,,,,Lorient,165,00:00:00.636,Pass,
,,,,,,,,,,,,,,,0.96117,,,,,,,,,,,,,c4e35095-a613-4d21-9be7-60846d08c213,8,,"[60.9, 43.8]",3900588,0,,,,,-3.0860941,,Right Foot,,,,"[53.7, 43.4]",,Ground Pass,,7.2111025,,,,,Didier Ndong Ibrahim,22587.0,,,,,,1,From Kick Off,Walid Mesloub,7766.0,Left Center Midfield,2,Lorient,165,['a4570a36-2edc-4a91-ade9-104da1bb0289'],1,,,,,,,,,,,,,,,Lorient,165,00:00:01.032,Pass,
,,,,,,,,,,,,,,,1.853298,,,,,,,,,,,,,3896ece9-68d4-4e2a-97b7-ca822968434a,12,,"[46.8, 42.1]",3900588,0,,,,,-2.1815224,,Right Foot,,,,"[35.6, 26.1]",,Ground Pass,,19.530489,,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,From Kick Off,Didier Ndong Ibrahim,22587.0,Right Center Midfield,2,Lorient,165,['6b70315c-65c9-4a0b-aaeb-34af3270d0db'],3,,,,,,,,,,,,,,,Lorient,165,00:00:03.131,Pass,
,,,,,,,,,,,,,,,1.875598,,,,,,,,,,,,,1f19b5c3-1ea0-4d93-82d6-e462ca43b836,15,,"[38.1, 19.5]",3900588,0,,,,,0.13268201,,Left Foot,,,,"[88.3, 26.2]",,High Pass,,50.645138,,,,,Benjamin Jeannot,3552.0,,,,,,1,From Kick Off,Raphaël Adelino José Guerreiro,5209.0,Left Back,2,Lorient,165,['c7127631-1d80-4fe6-a019-f115678284c2'],5,,,,,,,,,,,,,,,Lorient,165,00:00:05.921,Pass,
