50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.181613,,,,,,,,,,,,,33f4c7a6-7f50-4f9a-8865-fc3871fadc41,1666,,"[55.7, 9.0]",3829512,44,,,,,-0.47402787,,Right Foot,,,,"[67.2, 3.1]",,Ground Pass,,12.925169,,,,Jérémy Morel,2983.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,89,Lyon,137,"['950e852f-6a47-4561-b738-730cde85adb5', 'd72d5edc-7b0b-40fa-880d-4defbc97138b']",27,,,,,,,,,,,,,,,,,,Lyon,137,00:44:27.755,Pass,True
,,,,,,,,,,,,,,,,,,,1.534517,,,,,,,,,,,,,f1d2360e-7531-43a0-896b-e9234f317d5b,1668,,"[67.2, 3.1]",3829512,44,,,,,1.9579164,,Left Foot,,,,"[61.9, 16.1]",,Ground Pass,,14.038875,,,,Sergi Darder Moll,3236.0,,,,,,1,From Free Kick,Jérémy Morel,2983.0,Left Back,89,Lyon,137,['8fb9f624-b0de-4e37-afe3-92f74c60c28e'],28,,,,,,,,,,,,,,,,,,Lyon,137,00:44:28.937,Pass,
,,,,,,,,,,,,,,,,,,,0.806969,,,,,,,,,,,,,f8e84bc5-0fd9-40af-b36c-b6b514fc4bd7,1671,,"[62.9, 20.8]",3829512,44,,,,,1.058008,,Right Foot,,,,"[69.6, 32.7]",,Ground Pass,,13.6565,,,,Corentin Tolisso,5480.0,,,,,,1,From Free Kick,Sergi Darder Moll,3236.0,Left Center Midfield,89,Lyon,137,['bc050c39-419d-4493-a1fe-abcc2ab5991a'],31,,,,,,,,,,,,,,,,,,Lyon,137,00:44:31.560,Pass,
,,,,,,,,,,,,,,,,,,,1.212542,,,,,,,,,,,,,3566b49a-7d39-4b36-a026-e8936cef4823,1673,,"[69.6, 32.7]",3829512,44,,,,,3.0055337,,Right Foot,,,,"[52.8, 35.0]",,Ground Pass,,16.956709,,,,Maxime Gonalons,6982.0,,,,,,1,From Free Kick,Corentin Tolisso,5480.0,Center Defensive Midfield,89,Lyon,137,['5ce99bde-5ccb-401f-9371-e75ef8447161'],32,,,,,,,,,,,,,,,,,,Lyon,137,00:44:32.367,Pass,
,,,,,,,,,,,,,,,,,,,1.453004,,,,,,,,,,,,,cda69bf4-f045-4f33-b490-47f8f1e82b07,1675,,"[52.8, 35.0]",3829512,44,,,,,1.1718357,,Left Foot,,,,"[57.1, 45.2]",,Ground Pass,,11.069327,,,,Jordan Ferri,3118.0,,,,,,1,From Free Kick,Maxime Gonalons,6982.0,Right Center Back,89,Lyon,137,['e6a30f52-abcc-4fd3-bcf9-02b14ffaab44'],33,,,,,,,,,,,,,,,,,,Lyon,137,00:44:33.580,Pass,
,,,,,,,,,,,,,,,,,,,1.288885,,,,,,,,,,,,,610c5e80-6da9-479f-98cc-b8203076c29f,1678,,"[59.5, 55.9]",3829512,44,,,,,0.9055069,,Right Foot,,,,"[74.8, 75.4]",,Ground Pass,,24.785883,,,,Christophe Jallet,4410.0,,,,,,1,From Free Kick,Jordan Ferri,3118.0,Right Center Midfield,89,Lyon,137,['c9f5ff69-e514-4585-ba97-7ababc71022b'],36,,,,,,,,,,,,,,,,,,Lyon,137,00:44:36.808,Pass,
,,,,,,,,,,,,,,,,,,,0.764522,,,,,,,,,,,,,cef86898-a78c-48e1-9e33-25cf7c2765a5,1681,,"[74.8, 75.4]",3829512,44,,,,,-1.6207547,,Right Foot,,,,"[74.1, 61.4]",,Ground Pass,,14.017489,,,,Mathieu Valbuena,18868.0,,,,,,1,From Free Kick,Christophe Jallet,4410.0,Right Back,89,Lyon,137,['e3b1d7e7-be12-4c86-a0e3-fdc25892244f'],38,,,,,,,,,,,,,,,,,,Lyon,137,00:44:38.660,Pass,
,,,,,,,,,,,,,,,,,,,1.444798,,,,,,,,,,,,,739bfa3b-cbb7-48db-9630-1c31143e0520,1683,,"[74.2, 61.2]",3829512,44,,,,,-3.1217933,,Right Foot,,,,"[64.1, 61.0]",,Ground Pass,,10.10198,,,,Jordan Ferri,3118.0,,,,,,1,From Free Kick,Mathieu Valbuena,18868.0,Center Attacking Midfield,89,Lyon,137,['50835e80-2423-40b0-b270-764a6fd3e50d'],39,,,,,,,,,,,,,,,,,,Lyon,137,00:44:39.424,Pass,
,,,,,,,,,,,,,,,,,,,1.024849,,,,,,,,,,,,,88ab1b9e-a32d-4c2e-98a5-8f303cbf5b3e,1686,,"[64.1, 61.0]",3829512,44,,,,,-1.9391452,,Right Foot,,,,"[59.7, 49.6]",,Ground Pass,,12.219656,,,,Corentin Tolisso,5480.0,,,,,,1,From Free Kick,Jordan Ferri,3118.0,Right Center Midfield,89,Lyon,137,['c2ee45aa-14be-48ff-82c7-4bb275240bb3'],41,,,,,,,,,,,,,,,,,,Lyon,137,00:44:41.429,Pass,
,,,,,,,,,,,,,,,,,,,1.531824,,,,,,,,,,,,,c1e05737-6d23-4781-8bc2-4e105464e859,1688,,"[59.7, 49.6]",3829512,44,,,,,-1.1122248,,Right Foot,,,,"[67.5, 33.8]",,Ground Pass,,17.620443,,,,Sergi Darder Moll,3236.0,,,,,,1,From Free Kick,Corentin Tolisso,5480.0,Center Defensive Midfield,89,Lyon,137,['d5bab302-b2ec-4c9b-85d7-bef058deffcc'],42,,,,,,,,,,,,,,,,,,Lyon,137,00:44:42.454,Pass,
,,,,,,,,,,,,,,,,,,,1.118661,,,,,,,,,,,,,3c2cf791-8533-495f-b546-14c3525a205b,1692,,"[65.8, 38.4]",3829512,44,,,,,0.8311677,,Right Foot,,,,"[78.3, 52.1]",,Ground Pass,,18.54562,,,,Jordan Ferri,3118.0,,,,,,1,From Free Kick,Sergi Darder Moll,3236.0,Left Center Midfield,89,Lyon,137,"['c3be5227-a333-47fa-a0b5-cec1a1618789', 'e5d2632b-42d6-4709-97bc-c7d2d526551c']",45,,,,,,,,,,,,,,,,,,Lyon,137,00:44:45.004,Pass,True
,,,,,,,,,,,,,,,,,,,0.598361,,,,,,,,,,,,,9ca6b0b4-c585-479d-8382-34d843f5c5b2,1695,,"[77.2, 52.8]",3829512,44,,,,,0.79885024,,Right Foot,,,,"[88.2, 64.1]",,Ground Pass,,15.769908,,,,Mathieu Valbuena,18868.0,,,,,,1,From Free Kick,Jordan Ferri,3118.0,Right Center Midfield,89,Lyon,137,['cf999519-d1db-4e68-9c76-2aeca4a03efd'],47,,,,,,,,,,,,,,,,,,Lyon,137,00:44:47.395,Pass,
,,,,,,,,,,,,,,,,,,,1.678586,,,,,,,,,,,,,d579a28b-2003-45a6-bee8-6ff72f5d51eb,1698,,"[90.3, 63.0]",3829512,44,,,,,-0.5775591,,Right Foot,,,,"[108.1, 51.4]",,High Pass,,21.246176,,Incomplete,,Claudio Beauvue,6600.0,,,,,,1,From Free Kick,Mathieu Valbuena,18868.0,Center Attacking Midfield,89,Lyon,137,"['29412604-02cd-48c6-baba-d15e87adc711', 'df49da3c-6256-4e6e-a016-722b31b48dbe']",49,,,,,,,,,,,,,,,,,,Lyon,137,00:44:49.430,Pass,
,,,,,,,,,,,,,,,,,,,1.456454,,,,,,,,,,,,,df49da3c-6256-4e6e-a016-722b31b48dbe,1700,,"[12.0, 28.7]",3829512,44,,,,,0.7853982,,Head,,,,"[18.8, 35.5]",,Low Pass,,9.6166525,,,,Yann Bodiger,2961.0,,,,,Recovery,1,From Free Kick,Steeve Yago,3035.0,Left Center Back,89,Lyon,137,"['32eef1b5-7cb1-4d88-a096-d040b6e0cc3b', 'd579a28b-2003-45a6-bee8-6ff72f5d51eb']",51,,,,,,,,,,,,,,,,,,Toulouse,130,00:44:51.109,Pass,
,,,,,,,,,,,,,,,,,,,2.486102,,,,,,,,,,,,,125a09ac-4600-4caa-a877-8b2409a602fe,1703,,"[18.7, 35.3]",3829512,44,,,,,-0.025418254,,Left Foot,,,,"[42.3, 34.7]",,High Pass,,23.607626,,Incomplete,,Óscar Guido Trejo,11540.0,,,,,,1,From Free Kick,Yann Bodiger,2961.0,Right Defensive Midfield,89,Lyon,137,"['15c37f22-d238-4e47-b3d1-e59417529bac', '3f080c2e-8728-4577-bc88-c713d6ed9837']",52,,,,,,,,,,,,,,,,,,Toulouse,130,00:44:52.605,Pass,
,,,,,,,,,,,,,,,,,,,0.919884,,,,,,,,,,,,,a10a3bae-4cbb-447b-85a9-d9bd6c272e45,1708,,"[79.7, 47.8]",3829512,44,,,,,2.4346845,,Right Foot,,,,"[70.1, 56.0]",,Low Pass,,12.625371,,,,Jordan Ferri,3118.0,,,,,,1,From Free Kick,Corentin Tolisso,5480.0,Center Defensive Midfield,89,Lyon,137,['d40afcac-5c08-4c00-be5f-16fe18fe0955'],56,,,,,,,,,,,,,,,,,,Lyon,137,00:44:56.290,Pass,
,,,,,,,,,,,,,,,,,,,1.385641,,,,,,,,,,,,,0650fd57-60d0-4255-a8f0-7b779db65535,1712,,"[70.1, 59.3]",3829512,44,,,,,1.089016,,Right Foot,,,,"[78.1, 74.6]",,Ground Pass,,17.265284,,,,Christophe Jallet,4410.0,,,,,,1,From Free Kick,Jordan Ferri,3118.0,Right Center Midfield,89,Lyon,137,"['c12be7ff-f407-4560-adbb-94f78ac68d68', 'c658b518-2778-4d3f-a35b-27145c14aa2e']",58,,,,,,,,,,,,,,,,,,Lyon,137,00:44:58.125,Pass,True
,,,,,,,,,,,,,,,,,,,2.022038,,,,,,,,,,,,,b71eb705-efdb-4869-8c55-207191ac492d,1715,,"[77.6, 74.2]",3829512,45,,,,,-0.04397164,,Right Foot,,,,"[102.6, 73.1]",,Low Pass,,25.024189,,Incomplete,,Mathieu Valbuena,18868.0,,,,,,1,From Free Kick,Christophe Jallet,4410.0,Right Back,89,Lyon,137,"['4f4c7bd8-59d3-472e-a930-efe91cf63eef', 'b855424c-9d88-4311-ae07-125d304fa91d']",0,,,,,,,,,,,,,,,,,,Lyon,137,00:45:00.126,Pass,
,,,,,,,,,,,,,,,,,,,3.818238,,,,,,,,,,,,,4940dd84-8cfb-4d0d-ac0c-916862f9a5d8,1718,,"[23.6, 0.1]",3829512,45,,,,,0.1255734,,,,,,"[64.0, 5.2]",,High Pass,,40.720634,,Incomplete,,Óscar Guido Trejo,11540.0,,,,,Throw-in,1,From Throw In,Jacques François Moubandje,3024.0,Left Back,90,Toulouse,130,"['4117fc60-d2e1-4ad6-9ca0-7495d5b6472a', 'c5b72d1c-6fb0-4171-bda1-cb66a4d2e14f']",18,,,,,,,,,,,,,,,,,,Toulouse,130,00:45:18.293,Pass,
,,,,,,,,,,,,,,,,,,,0.703703,,,,,,,,,,,,,4117fc60-d2e1-4ad6-9ca0-7495d5b6472a,1721,,"[56.1, 74.9]",3829512,45,,,,,0.037717953,,Right Foot,,,,"[72.0, 75.5]",,Low Pass,,15.911317,,Incomplete,,Jordan Ferri,3118.0,,,,,Recovery,1,From Throw In,Maxime Gonalons,6982.0,Right Center Back,90,Toulouse,130,"['4940dd84-8cfb-4d0d-ac0c-916862f9a5d8', '7f307063-ad5e-4efa-bcd3-2667f540d8b9', 'c238659f-6bbf-484d-9196-36bbd950a1cf', 'c983d236-4db0-4d06-bc0f-cd6ec02d9d85']",22,,,,,,,,,,,,,,,,,,Lyon,137,00:45:22.111,Pass,True
,,,,,,,,,,,,,,,,,,,0.416866,,,,,,,,,,,,,9a60e65c-052b-4fa5-94c4-a57575114460,1725,,"[49.0, 4.4]",3829512,45,,,,,0.13970888,,Left Foot,,,,"[61.8, 6.2]",,High Pass,,12.925943,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Throw In,Wissam Ben Yedder,6723.0,Center Attacking Midfield,90,Toulouse,130,"['29e6fa60-ed1a-42f5-ab2b-0ca38af66cb9', '3e41857c-c390-43b8-9eb3-79bdf7280006']",24,,,,,,,,,,,,,,,,,,Toulouse,130,00:45:24.466,Pass,
,,,,,,,,,,,,,,,,,,,1.265326,,,,,,,,,,,,,80820572-8711-4d08-8e66-6906606af0df,1728,,"[52.4, 0.1]",3829512,45,,,,,0.1746722,,,,,,"[69.4, 3.1]",,Low Pass,,17.262676,,,,Wissam Ben Yedder,6723.0,,,,,Throw-in,1,From Throw In,Jacques François Moubandje,3024.0,Left Back,91,Toulouse,130,['9369a6bd-4136-4e86-9035-67bc9fdc165f'],31,,,,,,,,,,,,,,,,,,Toulouse,130,00:45:31.947,Pass,
,,,,,,,,,,,,,,,,,,,2.043998,,,,,,,,,,,,,41442c86-96cd-4e3e-ab21-4ac17fbb3d34,1732,,"[69.0, 3.7]",3829512,45,,,,,0.67344224,,Right Foot,,,,"[78.4, 11.2]",,Low Pass,,12.02539,,,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Throw In,Wissam Ben Yedder,6723.0,Center Attacking Midfield,91,Toulouse,130,['bd4486f1-e147-4007-8b64-119347d45f2d'],33,,,,,,,,,,,,,,,,,,Toulouse,130,00:45:33.572,Pass,
,,,,,,,,,,,,,,,,,,,1.458776,,,,,,,,,,,,,88ec938c-d989-443f-b0f6-790c1bc65c95,1743,,"[13.8, 55.3]",3829512,45,,,,,0.1260881,,Right Foot,,,,"[28.0, 57.1]",,Ground Pass,,14.31363,,,,Sergi Darder Moll,3236.0,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Right Center Back,92,Lyon,137,['48a44ec3-fd08-44aa-8f8f-d242532a5f97'],41,,,,,,,,,,,,,,,,,,Lyon,137,00:45:41.458,Pass,
,,,,,,,,,,,,,,,,,,,1.200391,,,,,,,,,,,,,bc01d957-1ba1-4731-b6e6-4a185e67749b,1746,,"[32.1, 58.6]",3829512,45,,,,,0.47510374,,Right Foot,,,,"[56.4, 71.1]",,High Pass,,27.326544,,,,Mathieu Valbuena,18868.0,,,,,,1,Regular Play,Sergi Darder Moll,3236.0,Left Center Midfield,92,Lyon,137,['811b21d6-e718-4674-88b3-217abe25e76f'],44,,,,,,,,,,,,,,,,,,Lyon,137,00:45:44.120,Pass,
,,,,,,,,,,,,,,,,,,,1.94623,,,,,,,,,,,,,411ac8bd-d80a-43a3-a4e3-edbf685c28d6,1749,,"[79.0, 70.6]",3829512,45,,,,,0.029652324,,Right Foot,,,,"[102.6, 71.3]",,Ground Pass,,23.610378,,,,Claudio Beauvue,6600.0,,,,,,1,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,92,Lyon,137,['e880eca5-1cb3-4de3-a8fe-3a60158e08a4'],49,,,,,,,,,,,,,,,,,,Lyon,137,00:45:49.239,Pass,
,,,,,,,,,,,,,,,,,,,0.49117,,,,,,,,,,,,,f51ddcda-7683-4969-8d14-1306ef989b6e,1752,,"[104.9, 71.7]",3829512,45,,,,,-1.8498098,,Right Foot,,,,"[99.6, 53.2]",,Ground Pass,,19.24422,,Incomplete,,Alexandre Lacazette,3451.0,,,,,,1,Regular Play,Claudio Beauvue,6600.0,Left Center Forward,92,Lyon,137,"['5f9d2238-4f32-4cd1-a57f-b83270cbf77e', 'dfbf2fd2-7c07-44de-bef5-8caf2e5ac3bd']",51,,,,,,,,,,,,,,,,,,Lyon,137,00:45:51.290,Pass,
,,,,,,,,,,,,,,,,,,,3.185982,,,,,,,,,,,,,ee82e1ab-7d6b-4247-8b4e-440a82fa0526,1759,,"[17.8, 36.4]",3829512,46,,,,,-0.10215764,,Drop Kick,,,,"[69.5, 31.1]",,High Pass,,51.970955,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Keeper,Ali Nadhoim Ahamada,41385.0,Goalkeeper,93,Toulouse,130,"['3b88aa60-286e-4ecf-818e-52eb284f1f3b', 'a5af3415-3b6c-44ab-ae56-7c1599d510d8']",0,,,,,,,,,,,,,,,,,,Toulouse,130,00:46:00.087,Pass,
,,,,,,,,,,,,,,,,,,,3.386114,,,,,,,,,,,,,3b88aa60-286e-4ecf-818e-52eb284f1f3b,1761,,"[50.6, 49.0]",3829512,46,,,,,0.6084601,,Head,,,,"[77.3, 67.6]",,High Pass,,32.539974,,,,Claudio Beauvue,6600.0,,,,,Recovery,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,94,Lyon,137,"['dacb672b-f754-4ac5-b83e-83671636dca2', 'ee82e1ab-7d6b-4247-8b4e-440a82fa0526']",3,,,,,,,,,,,,,,,,,,Lyon,137,00:46:03.273,Pass,
,,,,,,,,,,,,,,,,,,,1.536922,,,,,,,,,,,,,9f0780fc-da58-4b89-a124-f6dc81e553d1,1766,,"[88.2, 80.0]",3829512,46,,,,,-0.753962,,,,,,"[104.6, 64.6]",,High Pass,,22.49711,,,,Alexandre Lacazette,3451.0,,,,,Throw-in,1,From Throw In,Christophe Jallet,4410.0,Right Back,95,Lyon,137,['b9e897a9-e26a-4829-9c3b-488588667b5e'],23,,,,,,,,,,,,,,,,,,Lyon,137,00:46:23.131,Pass,
,,,,,,,,,,,,,,,,,,,1.293623,,,,,,,,,,,,,0c5d63c1-3072-46a3-86c4-52d810a26160,1773,,"[120.0, 80.0]",3829512,46,,,,,-1.7575127,,Right Foot,,,,"[112.5, 40.3]",,High Pass,,40.40223,,,True,Corentin Tolisso,5480.0,,,Outswinging,,Corner,1,From Corner,Mathieu Valbuena,18868.0,Center Attacking Midfield,96,Lyon,137,['518dd27a-dd64-4731-9a55-f158dc2878d0'],57,,,,,,,,,,,,,,,,,,Lyon,137,00:46:57.098,Pass,
,,,,,,,,,,,,,,,,,,,1.216861,,,,,,,,,,,,,489b4bf2-09ce-4724-bb84-75eaf4690422,1779,,"[110.3, 68.9]",3829512,47,,,,,-1.4062738,24e38432-8ff7-4967-8050-1bc5ce597f5e,Right Foot,True,,,"[114.6, 43.0]",,High Pass,,26.254524,,,,Alexandre Lacazette,3451.0,True,,,,,1,From Corner,Mathieu Valbuena,18868.0,Center Attacking Midfield,96,Lyon,137,['382c3577-3fa7-4ccd-b89c-1520e387e0ff'],2,,,,,,,,,,,,,,,,,,Lyon,137,00:47:02.812,Pass,
,,,,,,,,,,,,,,,,,,,1.881857,,,,,,,,,,,,,c8b91927-235d-439a-b056-595175ccb211,1786,,"[12.8, 53.0]",3829512,47,,,,,0.80014634,,Keeper Arm,,,,"[29.5, 70.2]",,Ground Pass,,23.973528,,,,Marcel Tisserand,8677.0,,,,,,1,Regular Play,Ali Nadhoim Ahamada,41385.0,Goalkeeper,97,Toulouse,130,['88a9d835-d155-419b-a2b8-d0b6dd34b178'],15,,,,,,,,,,,,,,,,,,Toulouse,130,00:47:15.878,Pass,
,,,,,,,,,,,,,,,,,,,0.871333,,,,,,,,,,,,,773f3c05-62b5-42c7-8954-4fc3f5dea42d,1789,,"[32.6, 73.5]",3829512,47,,,,,-0.67344224,,Right Foot,,,,"[51.4, 58.5]",,Ground Pass,,24.05078,,,,Óscar Guido Trejo,11540.0,,,,,,1,Regular Play,Marcel Tisserand,8677.0,Right Back,97,Toulouse,130,['55be062a-617b-46d8-846b-681e25d249c2'],19,,,,,,,,,,,,,,,,,,Toulouse,130,00:47:19.114,Pass,
,,,,,,,,,,,,,,,,,,,2.86468,,,,,,,,,,,,,9ba9a3d2-2d7f-42e8-bcfd-f171854b45b6,1792,,"[54.7, 20.8]",3829512,47,,,,,2.6135182,,Left Foot,,,,"[41.5, 28.5]",,Ground Pass,,15.281689,,,,Samuel Yves Umtiti,5492.0,,,,,Recovery,1,Regular Play,Jérémy Morel,2983.0,Left Back,98,Lyon,137,['86134f89-befe-46eb-9f59-e126ca78cdc8'],21,,,,,,,,,,,,,,,,,,Lyon,137,00:47:21.713,Pass,
,,,,,,,,,,,,,,,,,,,2.087027,,,,,,,,,,,,,308bdc6e-cf8f-4e8e-ba56-15e8d2eb577c,1795,,"[41.3, 29.2]",3829512,47,,,,,1.6951513,,Left Foot,,,,"[38.8, 49.2]",,Ground Pass,,20.155643,,,,Maxime Gonalons,6982.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,98,Lyon,137,['ee51511d-3de4-412d-a168-f7034b784ddd'],24,,,,,,,,,,,,,,,,,,Lyon,137,00:47:24.980,Pass,
,,,,,,,,,,,,,,,,,,,1.825818,,,,,,,,,,,,,51e2f90d-9496-46f1-84db-9ab34ce8f3ca,1798,,"[39.7, 58.4]",3829512,47,,,,,0.52551544,,Right Foot,,,,"[61.6, 71.1]",,Ground Pass,,25.316002,,,,Christophe Jallet,4410.0,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Right Center Back,98,Lyon,137,['43e6745a-71a1-45dd-9185-49d6ff2830cd'],28,,,,,,,,,,,,,,,,,,Lyon,137,00:47:28.033,Pass,
,,,,,,,,,,,,,,,,,,,0.738975,,,,,,,,,,,,,a32d529d-9353-427a-b119-7c6f97c6df8d,1801,,"[61.0, 72.3]",3829512,47,,,,,-1.067397,,Left Foot,,,,"[64.8, 65.4]",,Ground Pass,,7.877182,,,,Jordan Ferri,3118.0,,,,,,1,Regular Play,Christophe Jallet,4410.0,Right Back,98,Lyon,137,['ccd51a49-e913-4184-aefb-54fed3c3cab1'],30,,,,,,,,,,,,,,,,,,Lyon,137,00:47:30.695,Pass,
,,,,,,,,,,,,,,,,,,,0.678277,,,,,,,,,,,,,3744b96a-b0cb-4822-8991-afacbce9013c,1804,,"[65.8, 64.6]",3829512,47,,,,,-2.0399084,,Right Foot,,,,"[62.1, 57.3]",,Ground Pass,,8.184131,,,,Christophe Jallet,4410.0,,,,,,1,Regular Play,Jordan Ferri,3118.0,Right Center Midfield,98,Lyon,137,['d70cf387-ab7b-4dd2-8e42-6c0ad87bbcd8'],31,,,,,,,,,,,,,,,,,,Lyon,137,00:47:31.925,Pass,
,,,,,,,,,,,,,,,,,,,1.298994,,,,,,,,,,,,,02c5f2f2-8893-41be-ad65-8808c13092c3,1808,,"[76.3, 61.2]",3829512,47,,,,,-0.3452449,,Right Foot,,,,"[87.7, 57.1]",,Ground Pass,,12.114867,,,,Claudio Beauvue,6600.0,,,,,,1,Regular Play,Christophe Jallet,4410.0,Right Back,98,Lyon,137,['e35cc2e1-f737-421f-93b4-53148ddb2f96'],35,,,,,,,,,,,,,,,,,,Lyon,137,00:47:35.312,Pass,
,,,,,,,,,,,,,,,,,,,0.764841,,,,,,,,,,,,,fd36d179-2f0f-454b-806b-248b4206e954,1815,,"[87.7, 54.0]",3829512,47,,,,,-2.0152156,,Right Foot,,,,"[82.7, 43.5]",,Ground Pass,,11.6297035,,,,Mathieu Valbuena,18868.0,,,,,,1,Regular Play,Claudio Beauvue,6600.0,Left Center Forward,98,Lyon,137,['859b5e46-c174-4afd-84cc-a8392abd5e80'],37,,,,,,,,,,,,,,,,,,Lyon,137,00:47:37.745,Pass,
,,,,,,,,,,,,,,,,,,,1.751784,,,,,,,,,,,,,1d59cb4b-2bfe-4f74-a603-8eedd2745ba3,1818,,"[82.7, 43.5]",3829512,47,,,,,-1.9814211,,Right Foot,,,,"[76.3, 28.8]",,Ground Pass,,16.03278,,,,Corentin Tolisso,5480.0,,,,,,1,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,98,Lyon,137,['fc0a97a7-ad2f-4dd7-8713-0ae788443a90'],39,,,,,,,,,,,,,,,,,,Lyon,137,00:47:39.227,Pass,
,,,,,,,,,,,,,,,,,,,1.704193,,,,,,,,,,,,,6de61673-d5df-4516-8b45-be049c89db8a,1820,,"[77.2, 27.9]",3829512,47,,,,,-0.82704073,,Right Foot,,,,"[95.6, 7.9]",,Ground Pass,,27.17646,,,,Jérémy Morel,2983.0,,,,,,1,Regular Play,Corentin Tolisso,5480.0,Center Defensive Midfield,98,Lyon,137,['75f2c839-dc3c-43cc-96d0-774f324b5b35'],40,,,,,,,,,,,,,,,,,,Lyon,137,00:47:40.979,Pass,
,,,,,,,,,,,,,,,,,,,0.503721,,,,,,,,,,,,,35a5e033-05ce-40e6-8d7a-a03a2e5b72cb,1823,,"[100.4, 8.1]",3829512,47,,,,,1.2202289,,Left Foot,,,,"[105.3, 21.5]",,Low Pass,,14.267796,,Incomplete,,Claudio Beauvue,6600.0,,,,,,1,Regular Play,Jérémy Morel,2983.0,Left Back,98,Lyon,137,"['835dbca8-47fb-4c34-b44a-4b03f4c3a57d', 'b24e94e2-033f-4ef8-ae24-0d4c84e7aeae']",44,,,,,,,,,,,,,,,,,,Lyon,137,00:47:44.112,Pass,
,,,,,,,,,,,,,,,,,,,4.283292,,,,,,,,,,,,,56b473c7-c052-4672-be44-0f75ec05c603,1826,,"[120.0, 0.1]",3829512,48,,,,,1.6244361,,Right Foot,,,,"[116.0, 74.6]",,High Pass,True,74.60731,,Unknown,,Claudio Beauvue,6600.0,,True,Inswinging,,Corner,1,From Corner,Mathieu Valbuena,18868.0,Center Attacking Midfield,99,Lyon,137,,6,,,,,,,,,,,,,,,,,,Lyon,137,00:48:06.184,Pass,
,,,,,,,,,,,,,,,,,,,1.376547,,,,,,,,,,,,,2482cecc-d4f8-4bd0-8f72-bbfa8e5d7555,1832,,"[61.0, 40.1]",3829512,45,,,,,1.851634,,Right Foot,,,,"[59.5, 45.3]",,Ground Pass,,5.4120235,,,,Claudio Beauvue,6600.0,,,,,Kick Off,2,From Kick Off,Alexandre Lacazette,3451.0,Right Center Forward,100,Lyon,137,['8d62cc86-fa19-43c7-a009-a99dcd14a5a2'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.334,Pass,
,,,,,,,,,,,,,,,,,,,0.350595,,,,,,,,,,,,,18120b40-e6a7-480e-832e-2c2a76b06c94,1835,,"[60.1, 45.3]",3829512,45,,,,,2.0909874,,Right Foot,,,,"[54.2, 55.6]",,Ground Pass,,11.870131,,,,Mathieu Valbuena,18868.0,,,,,,2,From Kick Off,Claudio Beauvue,6600.0,Left Center Forward,100,Lyon,137,['2f91b454-287a-4768-9c40-a33849285ff1'],2,,,,,,,,,,,,,,,,,,Lyon,137,00:00:02.412,Pass,
,,,,,,,,,,,,,,,,,,,1.664545,,,,,,,,,,,,,1bf5eda1-35dc-4d6f-8087-ac1e72f2d5e4,1838,,"[54.2, 55.6]",3829512,45,,,,,2.255491,,No Touch,,,,"[41.3, 71.4]",,Ground Pass,,20.397305,True,,,Jordan Ferri,3118.0,,,,,,2,From Kick Off,Mathieu Valbuena,18868.0,Center Attacking Midfield,100,Lyon,137,['90be9bb7-c175-45ef-8d61-e1848c3c3ce5'],2,,,,,,,,,,,,,,,,,,Lyon,137,00:00:02.901,Pass,
