50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.852363,,,,,,,,,,,,,788bf86c-5c5a-42da-baec-6a92b610c677,14,,"[40.3, 62.1]",3900554,0,,,,,-2.462179,,Right Foot,,,,"[35.1, 57.9]",,Ground Pass,,6.68431,,,,Benjamin Nivet,3002.0,,,,,,1,Regular Play,Corentin Jean,3010.0,Right Wing,3,Troyes,133,['65a7d5ae-fdab-4f3d-861c-dcb0137f6a7e'],9,,,,,,,,,,,,,,,,Troyes,133,00:00:09.501,Pass,
,,,,,,,,,,,,,,,,,,3.128238,,,,,,,,,,,,,b16d2232-b79c-458b-8803-6ddcf636c5df,16,,"[35.1, 57.9]",3900554,0,,,,,0.12257087,,Right Foot,,,,"[76.5, 63.0]",,High Pass,,41.712948,,Incomplete,,Brayan Andrés Perea Vargas,29133.0,,,,,,1,Regular Play,Benjamin Nivet,3002.0,Right Center Midfield,3,Troyes,133,"['1bd11e73-f134-4c1e-b923-82516b9ae02b', 'aad3e947-888f-4dfd-b60b-93c341e35306']",10,,,,,,,,,,,,,,,,Troyes,133,00:00:10.353,Pass,
,,,,,,,,,,,,,,,,,,2.813019,,,,,,,,,,,,,1bd11e73-f134-4c1e-b923-82516b9ae02b,18,,"[43.6, 17.1]",3900554,0,,,,,2.6712263,,Right Foot,,,,"[8.0, 35.2]",,Ground Pass,,39.937077,,,,Jean-Louis Leca,7282.0,,,,,Recovery,1,Regular Play,François Modesto,401194.0,Left Center Back,3,Troyes,133,"['4aea7321-6b8a-43cf-95ec-02352f2437de', 'b16d2232-b79c-458b-8803-6ddcf636c5df']",13,,,,,,,,,,,,,,,,Bastia,2736,00:00:13.481,Pass,
,,,,,,,,,,,,,,,,,,3.373107,,,,,,,,,,,,,7e3ccf97-09b0-4d21-b71f-1b4cca9523e9,21,,"[7.4, 38.2]",3900554,0,,,,,-0.1906389,,Right Foot,,,,"[64.4, 27.2]",,High Pass,,58.0517,,Unknown,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,,1,Regular Play,Jean-Louis Leca,7282.0,Goalkeeper,3,Troyes,133,['c8d44d8b-4e68-4ad2-8566-7810b5e77a63'],19,,,,,,,,,,,,,,,,Bastia,2736,00:00:19.839,Pass,
,,,,,,,,,,,,,,,,,,1.39347,,,,,,,,,,,,,ffe2071c-bbba-4a21-bcfa-38df58a1b1e3,25,,"[50.1, 60.3]",3900554,0,,True,,,-2.8881683,,Right Foot,,,,"[36.2, 56.7]",,Ground Pass,,14.358621,,,,Calvin Anele Ngcongca,401479.0,,,,,Free Kick,1,From Free Kick,Jonathan Martins-Pereira,3364.0,Right Back,4,Troyes,133,['2884be2f-a69e-45e0-80cc-e590a160a55c'],31,,,,,,,,,,,,,,,,Troyes,133,00:00:31.831,Pass,
,,,,,,,,,,,,,,,,,,1.901093,,,,,,,,,,,,,6a78ada3-a93f-413c-89aa-f3f10ab9a18c,27,,"[34.7, 56.7]",3900554,0,,,,,-1.53322,,Right Foot,,,,"[35.7, 30.1]",,Ground Pass,,26.61879,,,,Matthieu Saunier,13730.0,,,,,,1,From Free Kick,Calvin Anele Ngcongca,401479.0,Right Center Back,4,Troyes,133,['b9dc47aa-25e2-4e77-a2bb-d474e09ace2f'],34,,,,,,,,,,,,,,,,Troyes,133,00:00:34.357,Pass,
,,,,,,,,,,,,,,,,,,1.344164,,,,,,,,,,,,,b8bb264b-7985-4e66-a9bc-7383af3c39e3,30,,"[37.5, 23.7]",3900554,0,,,,,-1.0050123,,Right Foot,,,,"[46.2, 10.0]",,Ground Pass,,16.228987,,,,Mouhamadou Dabo,26752.0,,,,,,1,From Free Kick,Matthieu Saunier,13730.0,Left Center Back,4,Troyes,133,['fc60a288-942c-49a7-b3b1-d0a62c8b34a7'],37,,,,,,,,,,,,,,,,Troyes,133,00:00:37.265,Pass,
,,,,,,,,,,,,,,,,,,1.590994,,,,,,,,,,,,,425b6d65-a187-462c-b51b-73fce05c23d7,33,,"[48.0, 9.2]",3900554,0,,,,,2.7732437,,Left Foot,,,,"[36.6, 13.6]",,Ground Pass,,12.219656,,,,Matthieu Saunier,13730.0,,,,,,1,From Free Kick,Mouhamadou Dabo,26752.0,Left Back,4,Troyes,133,['cba6b4c6-72a1-4344-9732-42310ccf15b1'],39,,,,,,,,,,,,,,,,Troyes,133,00:00:39.526,Pass,
,,,,,,,,,,,,,,,,,,0.729339,,,,,,,,,,,,,672f1e49-6f0b-4c71-92c8-40bbe981e0fa,36,,"[56.4, 11.8]",3900554,0,,,,,-1.0068371,,Right Foot,,,,"[63.8, 0.1]",,Ground Pass,,13.843771,,Out,,Mouhamadou Dabo,26752.0,,,,,,1,From Free Kick,Matthieu Saunier,13730.0,Left Center Back,4,Troyes,133,['2498da70-0526-473e-8543-0862f5e9e5a4'],45,,,,,,,,,,,,,,,,Troyes,133,00:00:45.133,Pass,
,,,,,,,,,,,,,,,,,,1.611723,,,,,,,,,,,,,1869bc81-beaa-455e-b8ea-8757d5f9343a,38,,"[55.8, 80.0]",3900554,0,,,,,-0.37023005,,,,,,"[77.7, 71.5]",,High Pass,,23.491701,,Incomplete,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,Throw-in,1,From Throw In,Gilles Cioni,40517.0,Right Back,5,Bastia,2736,"['46c54ae4-944d-43f7-a085-6bff41d3b62d', 'e3f70bab-7fa8-4cd2-9aa1-e764d3343dc9']",55,,,,,,,,,,,,,,,,Bastia,2736,00:00:55.742,Pass,
,,,,,,,,,,,,,,,,,,1.453186,,,,,,,,,,,,,e3f70bab-7fa8-4cd2-9aa1-e764d3343dc9,40,,"[42.4, 8.6]",3900554,0,,,,True,-0.25255427,,,,,,"[45.5, 7.8]",,High Pass,,3.2015622,,Incomplete,,Jimmy Cabot,7336.0,,,,,Recovery,1,From Throw In,Matthieu Saunier,13730.0,Left Center Back,5,Bastia,2736,"['1869bc81-beaa-455e-b8ea-8757d5f9343a', '56770088-9d70-49e7-88ca-616bad06e59a', '787f7852-aefb-492c-93ea-3522932bca6c', 'b1fd7428-e7e5-4af4-a9c4-c296182e75ea']",57,,,,,,,,,,,,,,,,Troyes,133,00:00:57.354,Pass,True
,,,,,,,,,,,,,,,,,,1.868869,,,,,,,,,,,,,60712b38-748e-4f5f-9f16-c667aeb0718b,48,,"[77.7, 69.7]",3900554,1,,,,,-0.77165335,,Left Foot,,,,"[107.2, 41.0]",,High Pass,,41.1575,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Julian Palmieri,4508.0,Left Back,6,Bastia,2736,['452dc573-0d92-4e0c-bd8e-0019ebab13e2'],32,,,,,,,,,,,,,,,,Bastia,2736,00:01:32.860,Pass,
,,,,,,,,,,,,,,,,,,2.608004,,,,,,,,,,,,,b1669e96-a399-4719-8cf7-1cf918818e59,53,,"[35.2, 17.8]",3900554,1,,,,,0.86670005,,Left Foot,,,,"[66.2, 54.3]",,High Pass,,47.88789,,,,Jessy Pi,7415.0,,,,,Recovery,1,From Free Kick,Fabien Camus,401470.0,Left Center Midfield,6,Bastia,2736,['7f3412d7-752c-40c0-b57e-6bc1386c8133'],39,,,,,,,,,,,,,,,,Troyes,133,00:01:39.718,Pass,
,,,,,,,,,,,,,,,,,,1.514195,,,,,,,,,,,,,5cd336a8-83f6-4b7b-b68d-230eb753f573,58,,"[28.1, 0.1]",3900554,2,,,,,0.12599568,,,,,,"[43.1, 2.0]",,High Pass,,15.119855,,,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,Throw-in,1,From Throw In,Julian Palmieri,4508.0,Left Back,7,Bastia,2736,['3b8f8261-0490-42aa-ad84-93cfaaee4454'],7,,,,,,,,,,,,,,,,Bastia,2736,00:02:07.857,Pass,
,,,,,,,,,,,,,,,,,,0.190059,,,,,,,,,,,,,7742f54b-7000-4d8c-908d-cb53f3d83d40,60,,"[43.1, 2.0]",3900554,2,,,,,0.0,,Head,,,,"[49.2, 2.0]",,Low Pass,,6.1,,Incomplete,,Floyd Ayité,15689.0,,,,,,1,From Throw In,Evaeverson Lemos da Silva Brandão,401541.0,Center Forward,7,Bastia,2736,"['42c420ac-8248-4798-8097-edd3c19d46ff', 'ca2212c9-ff78-4cd0-b8a1-857fa9303d7d']",9,,,,,,,,,,,,,,,,Bastia,2736,00:02:09.372,Pass,
,,,,,,,,,,,,,,,,,,1.013011,,,,,,,,,,,,,7c1f3d8d-3d68-4c42-a672-ffc2e3cfdc37,63,,"[46.4, 2.7]",3900554,2,,,,,0.061867844,,Left Foot,,,,"[57.7, 3.4]",,High Pass,,11.321661,,Incomplete,,Floyd Ayité,15689.0,,,,,Recovery,1,From Throw In,Evaeverson Lemos da Silva Brandão,401541.0,Center Forward,7,Bastia,2736,"['44e859ac-a0ca-4b71-b319-0a753fbff3a1', '64e35180-6151-4b04-9807-8c95d7dcbfa7']",10,,,,,,,,,,,,,,,,Bastia,2736,00:02:10.503,Pass,
,,,,,,,,,,,,,,,,,,1.076527,,,,,,,,,,,,,44e859ac-a0ca-4b71-b319-0a753fbff3a1,65,,"[62.4, 76.7]",3900554,2,,,,,0.117872104,,Head,,,,"[70.0, 77.6]",,Low Pass,,7.653104,,,,Jonathan Martins-Pereira,3364.0,,,,,Recovery,1,Regular Play,Calvin Anele Ngcongca,401479.0,Right Center Back,8,Troyes,133,"['7c1f3d8d-3d68-4c42-a672-ffc2e3cfdc37', 'bbbf0048-a3a3-4377-801a-f9427375fd77']",11,,,,,,,,,,,,,,,,Troyes,133,00:02:11.516,Pass,
,,,,,,,,,,,,,,,,,,0.670363,,,,,,,,,,,,,ee7fb276-8ded-4b93-a04b-c5644e64d29a,68,,"[70.4, 78.0]",3900554,2,,,,,0.2392316,,Right Foot,,,,"[74.5, 79.0]",,Ground Pass,,4.2201896,,,,Corentin Jean,3010.0,,,,,,1,Regular Play,Jonathan Martins-Pereira,3364.0,Right Back,8,Troyes,133,['da37ebe7-eda7-4515-b491-dfd056dd6e07'],12,,,,,,,,,,,,,,,,Troyes,133,00:02:12.790,Pass,
,,,,,,,,,,,,,,,,,,1.270691,,,,,,,,,,,,,4e8556ca-f498-4ac7-ac1b-7b23b61524a8,72,,"[77.6, 78.4]",3900554,2,,,,,-1.4523064,,Right Foot,,,,"[78.6, 70.0]",,Ground Pass,,8.459314,,Incomplete,,Fabien Camus,401470.0,,,,,,1,Regular Play,Corentin Jean,3010.0,Right Wing,8,Troyes,133,"['875e70ed-0395-419d-8abf-e4dadff73572', 'd8007a59-86d0-4547-afb5-6e9dfa5cb7a4']",13,,,,,,,,,,,,,,,,Troyes,133,00:02:13.707,Pass,
,,,,,,,,,,,,,,,,,,2.762028,,,,,,,,,,,,,d8007a59-86d0-4547-afb5-6e9dfa5cb7a4,74,,"[41.5, 10.1]",3900554,2,,,,,-0.20365852,,Right Foot,,,,"[78.3, 2.5]",,High Pass,,37.576588,,Incomplete,,Floyd Ayité,15689.0,,,,,Recovery,1,Regular Play,Mehdi Mostefa Sbaa,10522.0,Center Defensive Midfield,8,Troyes,133,"['187522a3-90a8-4b60-a674-906784d778c8', '279c3e86-0668-460d-ac5d-5125f60662f5', '4e8556ca-f498-4ac7-ac1b-7b23b61524a8']",14,,,,,,,,,,,,,,,,Bastia,2736,00:02:14.977,Pass,
,,,,,,,,,,,,,,,,,,1.393981,,,,,,,,,,,,,788bc4ce-1cb1-42c3-990c-70b99795fd98,78,,"[71.6, 0.1]",3900554,2,,True,,,0.18755059,,,,,,"[85.3, 2.7]",,High Pass,,13.944533,,,,Floyd Ayité,15689.0,,,,,Throw-in,1,From Throw In,Julian Palmieri,4508.0,Left Back,9,Bastia,2736,['10d1fd1b-f795-4bc0-8920-d9e074b9487f'],26,,,,,,,,,,,,,,,,Bastia,2736,00:02:26.416,Pass,
,,,,,,,,,,,,,,,,,,1.175032,,,,,,,,,,,,,d9f16e59-eaa3-46fd-80cb-896346b644b5,80,,"[85.3, 2.7]",3900554,2,,,,,0.08314123,,No Touch,,,,"[93.7, 3.4]",,Low Pass,,8.429116,True,,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,,1,From Throw In,Floyd Ayité,15689.0,Left Midfield,9,Bastia,2736,['259a5b0b-d852-4409-9a85-1ffd9e8d767c'],27,,,,,,,,,,,,,,,,Bastia,2736,00:02:27.810,Pass,
,,,,,,,,,,,,,,,,,,1.439666,,,,,,,,,,,,,c2bf7e24-3ec9-44de-9416-dffadfcc52a5,84,,"[95.7, 4.5]",3900554,2,,,,,1.3439975,,Left Foot,,,,"[99.3, 20.1]",,Ground Pass,,16.009996,,Incomplete,,Floyd Ayité,15689.0,,,,,,1,From Throw In,Evaeverson Lemos da Silva Brandão,401541.0,Center Forward,9,Bastia,2736,"['3ba06cb7-9a13-4ed9-a17b-fd8cbb11b9bd', '48b7f79e-ee24-4699-acb4-62d73cb70ef9', 'f5cafd4a-1b2d-416b-8693-b001a3c67f06']",29,,,,,,,,,,,,,,,,Bastia,2736,00:02:29.729,Pass,True
,,,,,,,,,,,,,,,,,,2.217263,,,,,,,,,,,,,f5cafd4a-1b2d-416b-8693-b001a3c67f06,86,,"[20.8, 60.0]",3900554,2,,,,,0.0789056,,Right Foot,,,,"[63.8, 63.4]",,High Pass,,43.13421,,,,Brayan Andrés Perea Vargas,29133.0,,,,,Recovery,1,From Throw In,Calvin Anele Ngcongca,401479.0,Right Center Back,9,Bastia,2736,"['9da219a3-f66e-4fda-93fe-6f0cdf282924', 'c2bf7e24-3ec9-44de-9416-dffadfcc52a5']",31,,,,,,,,,,,,,,,,Troyes,133,00:02:31.168,Pass,
,,,,,,,,,,,,,,,,,,1.884203,,,,,,,,,,,,,165a5900-ab7b-48d6-823d-730ab734ffa7,90,,"[54.3, 43.4]",3900554,2,,,,,-2.5100837,,Right Foot,,,,"[36.8, 30.6]",,Ground Pass,,21.681559,,,,Sébastien Squillaci,26481.0,,,,,Recovery,1,From Throw In,Gilles Cioni,40517.0,Right Back,9,Bastia,2736,['353cd598-a0d9-4042-8a5e-0b0603b0a834'],36,,,,,,,,,,,,,,,,Bastia,2736,00:02:36.014,Pass,
,,,,,,,,,,,,,,,,,,0.92758,,,,,,,,,,,,,370fcd33-7a86-42be-a4c2-f427f8c7be82,93,,"[38.2, 31.0]",3900554,2,,,,,-0.293367,,Right Foot,,,,"[47.8, 28.1]",,Ground Pass,,10.02846,,,,Mehdi Mostefa Sbaa,10522.0,,,,,,1,From Throw In,Sébastien Squillaci,26481.0,Right Center Back,9,Bastia,2736,['190e9905-9820-4212-a8fc-026793f12549'],38,,,,,,,,,,,,,,,,Bastia,2736,00:02:38.091,Pass,
,,,,,,,,,,,,,,,,,,1.916381,,,,,,,,,,,,,e0f4020c-f262-4301-8d65-cff9de822e12,96,,"[42.2, 30.3]",3900554,2,,,,,1.7732623,,Right Foot,,,,"[35.2, 64.4]",,Ground Pass,,34.81106,,,,Gilles Cioni,40517.0,,,,,,1,From Throw In,Mehdi Mostefa Sbaa,10522.0,Center Defensive Midfield,9,Bastia,2736,['3fff63d9-440b-4659-9dfa-2bdb193e64db'],40,,,,,,,,,,,,,,,,Bastia,2736,00:02:40.144,Pass,
,,,,,,,,,,,,,,,,,,4.809451,,,,,,,,,,,,,f6f092f9-fbac-4678-b77f-d9c54cdd5f9b,99,,"[38.7, 65.8]",3900554,2,,,,,0.029117981,,Right Foot,,,,"[110.8, 67.9]",,High Pass,,72.13058,,,,Florian Raspentino,16271.0,,,,,,1,From Throw In,Gilles Cioni,40517.0,Right Back,9,Bastia,2736,['018d1582-49a9-4584-b1d6-25a04f537178'],43,,,,,,,,,,,,,,,,Bastia,2736,00:02:43.523,Pass,
,,,,,,,,,,,,,,,,,,0.817271,,,,,,,,,,,,,4ddc4f37-05cc-4daa-8fcc-5235f7dbc31e,101,,"[110.8, 67.9]",3900554,2,,,,,-1.6439639,,Right Foot,True,,,"[109.4, 48.8]",,Low Pass,,19.15124,,Incomplete,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,,1,From Throw In,Florian Raspentino,16271.0,Right Midfield,9,Bastia,2736,"['a8494c23-1fe4-4cdb-a6db-2c87c4f5b998', 'bb4a759b-f5b1-4aee-9629-7f7a29138c7a']",48,,,,,,,,,,,,,,,,Bastia,2736,00:02:48.333,Pass,
,,,,,,,,,,,,,,,,,,1.593395,,,,,,,,,,,,,09841386-dd1c-4cb1-9123-e33cfd9c2b87,106,,"[86.4, 55.3]",3900554,2,,,,,1.7818897,,Right Foot,,,,"[82.8, 72.1]",,Ground Pass,,17.181385,,,,Gilles Cioni,40517.0,,,,,,1,From Throw In,Seko Fofana,7791.0,Left Center Midfield,9,Bastia,2736,['a5a215ee-14d8-481e-9b7c-e0e83fb9af7d'],54,,,,,,,,,,,,,,,,Bastia,2736,00:02:54.419,Pass,
,,,,,,,,,,,,,,,,,,0.600182,,,,,,,,,,,,,1e54cef9-196a-47a6-abcd-4b1295a54643,109,,"[82.8, 72.1]",3900554,2,,,,,-0.042080406,,Right Foot,,,,"[92.3, 71.7]",,Ground Pass,,9.508417,,,,Florian Raspentino,16271.0,,,,,,1,From Throw In,Gilles Cioni,40517.0,Right Back,9,Bastia,2736,['41f12dc5-cb26-46b4-ac7a-440eba521677'],56,,,,,,,,,,,,,,,,Bastia,2736,00:02:56.271,Pass,
,,,,,,,,,,,,,,,,,,0.798071,,,,,,,,,,,,,25b1ccbf-35ab-4cf5-96c9-afb77b8755c0,113,,"[93.7, 78.0]",3900554,2,,,,,-0.9347208,,Right Foot,,,,"[98.5, 71.5]",,Ground Pass,,8.080223,,,,Lassana Coulibaly,3433.0,,,,,,1,From Throw In,Florian Raspentino,16271.0,Right Midfield,9,Bastia,2736,['7fce1bf4-c024-45a8-bb3d-fc28209e5515'],57,,,,,,,,,,,,,,,,Bastia,2736,00:02:57.993,Pass,
