bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,03685d91-fe58-412b-8f2f-499574476bf3,1,,,3829520,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 29}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7c03872d-b0fa-462e-a65e-bb124579f0cd,2,,,3829520,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,38e06eea-910a-440b-863d-42f3f1ef58ef,3,,,3829520,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['616aa591-dabb-4048-a186-50c43d6cfb52'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,616aa591-dabb-4048-a186-50c43d6cfb52,4,,,3829520,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['38e06eea-910a-440b-863d-42f3f1ef58ef'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8688cbf8-48f2-453a-935c-5a3885273891,1892,,,3829520,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Stade de Reims,156,['94914571-f079-4dd8-988e-dbd56c7a3965'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,94914571-f079-4dd8-988e-dbd56c7a3965,1893,,,3829520,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Stade de Reims,156,['8688cbf8-48f2-453a-935c-5a3885273891'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.504504,,,,,,,,,,,,,de8396c6-5fbb-4cfb-93e6-cf79749a5c41,5,,"[60.0, 40.0]",3829520,0,,,,,-1.2490457,,Right Foot,,,,"[61.2, 36.4]",,Ground Pass,,3.7947333,,Nabil Dirar,5727.0,,,,,Kick Off,1,From Kick Off,Guido Marcelo Carrillo,3246.0,Center Forward,2,AS Monaco,129,['1447e200-ed50-47a9-b7dd-000b9ba17446'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.629,Pass,
,,,,,,,,,,,,,,,,,1.18349,,,,,,,,,,,,,b4ca938c-db92-42e1-a250-b5801f2681e8,8,,"[57.0, 38.8]",3829520,0,,,,,3.1058936,,Right Foot,,,,"[43.0, 39.3]",,Ground Pass,,14.008925,,Jérémy Toulalan,3406.0,,,,,,1,From Kick Off,Nabil Dirar,5727.0,Right Wing,2,AS Monaco,129,['0ba1831c-9c5d-4a25-a607-497a8b6b9826'],1,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:01.472,Pass,
,,,,,,,,,,,,,,,,,1.94974,,,,,,,,,,,,,65037db5-9754-4091-8f45-53e1f5825927,11,,"[43.7, 39.3]",3829520,0,,,,,1.7661525,,Right Foot,,,,"[38.1, 67.6]",,Ground Pass,,28.848743,,Fábio Henrique Tavares,3247.0,,,,,,1,From Kick Off,Jérémy Toulalan,3406.0,Center Defensive Midfield,2,AS Monaco,129,['f37771f5-4182-4a52-a603-e58901d2ad97'],3,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:03.907,Pass,
,,,,,,,,,,,,,,,,,2.510844,,,,,,,,,,,,,cbdaecc6-47af-4c7c-b07e-b91d5b42322f,14,,"[38.3, 70.2]",3829520,0,,,,,-2.240001,,Right Foot,,,,"[24.3, 52.5]",,Ground Pass,,22.567455,,Andrea Raggi,3374.0,,,,,,1,From Kick Off,Fábio Henrique Tavares,3247.0,Right Back,2,AS Monaco,129,['94151671-4327-4adf-ac3a-689458527319'],7,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:07.228,Pass,
