50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ef5e0c48-03b7-4572-8267-51a27c8b423e,1,,,3900590,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4475, 'name': 'Romain Danzé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 13}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5692, 'name': 'Juan Fernando Quintero Paniagua'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,021b0ea8-61c9-41b5-9c04-f9f968b69e77,2,,,3900590,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,75b1f02b-ebf8-4848-bfb2-4844c3106f8b,3,,,3900590,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['f1923e42-2dbd-4902-b3ff-29a738207a91'],0,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f1923e42-2dbd-4902-b3ff-29a738207a91,4,,,3900590,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['75b1f02b-ebf8-4848-bfb2-4844c3106f8b'],0,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,377dfba0-7397-40c9-9f9b-f7bdcf23912e,1853,,,3900590,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Rennes,134,['97c6faa9-1c62-4b11-8cd9-90aa33dad8b9'],0,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,97c6faa9-1c62-4b11-8cd9-90aa33dad8b9,1854,,,3900590,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Rennes,134,['377dfba0-7397-40c9-9f9b-f7bdcf23912e'],0,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.953214,,,,,,,,,,,19fdbdad-acf7-4754-9725-33df5b4c3d30,5,,"[60.0, 40.0]",3900590,0,True,,,-1.7894653,,Right Foot,,,,"[59.4, 37.3]",Ground Pass,,2.7658634,,,Juan Fernando Quintero Paniagua,5692.0,,,,,,Kick Off,1,From Kick Off,Ousmane Dembélé,5477.0,Center Forward,2,Rennes,134,['99b36393-7d6c-4661-b35d-3cbae2372e6a'],0,,,,,,,,,,,,,,,Rennes,134,00:00:00.831,Pass,
,,,,,,,,,,,,,,,,,,1.634057,,,,,,,,,,,0a60e657-67a8-45d5-8f8a-cda47bc0e499,7,,"[59.7, 37.8]",3900590,0,,,,-2.5389426,,Left Foot,,,,"[36.3, 21.7]",Ground Pass,,28.403696,,,Sylvain Armand,40699.0,,,,,,,1,From Kick Off,Juan Fernando Quintero Paniagua,5692.0,Left Center Midfield,2,Rennes,134,['4ab1f6b4-e79f-4f83-8e52-4b0ecd6831db'],2,,,,,,,,,,,,,,,Rennes,134,00:00:02.475,Pass,
,,,,,,,,,,,,,,,,,,2.036421,,,,,,,,,,,5e6dd70b-112a-4de6-b48b-d5debf4f3994,10,,"[36.3, 21.7]",3900590,0,,,,1.8684328,,Left Foot,,,,"[26.3, 54.3]",Ground Pass,,34.099266,,,Fallou Diagne,3022.0,,,,,,,1,From Kick Off,Sylvain Armand,40699.0,Left Center Back,2,Rennes,134,['730caf1c-bfc3-43a2-90a8-6ba78f0e7a5d'],4,,,,,,,,,,,,,,,Rennes,134,00:00:04.959,Pass,
,,,,,,,,,,,,,,,,,,1.390079,,,,,,,,,,,960e9141-e56b-4aac-bee1-21fdce6f1170,13,,"[28.7, 56.2]",3900590,0,,,,0.40446824,,Right Foot,,,,"[57.2, 68.4]",Ground Pass,,31.001451,,,Giovanni-Guy Yann Sio,3018.0,,,,,,,1,From Kick Off,Fallou Diagne,3022.0,Right Center Back,2,Rennes,134,['0f4a6fff-1336-4f80-be7e-72686a511877'],9,,,,,,,,,,,,,,,Rennes,134,00:00:09.164,Pass,
