ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.851945,,,,,,,,,,,,e4e2db58-ba19-4643-97d3-0186cbe4e6fd,19,,"[41.2, 72.4]",3901249,0,,,,-2.2943265,,Left Foot,,,,"[35.9, 66.4]",,Ground Pass,,8.005623,,,Bryan Dabo,3421.0,,,,,,,1,From Throw In,Souleymane Camara,3679.0,Right Center Forward,3,Montpellier,139,['c6ccf4b5-cc17-43cb-a2ff-70ff9d093644'],23,,,,,,,,,,,,,,,,Montpellier,139,00:00:23.717,Pass,
,,,,,,,,,,,,,,,1.044947,,,,,,,,,,,,c9dcf07c-3704-4d2f-9383-c93c6a0b43a5,24,,"[30.0, 64.2]",3901249,0,,,,0.89770555,,Right Foot,,,,"[35.9, 71.6]",,Ground Pass,,9.464143,Incomplete,,Souleymane Camara,3679.0,,,,,,Recovery,1,From Throw In,Ellyes Joris Skhiri,3767.0,Center Defensive Midfield,3,Montpellier,139,"['6940958a-cada-49c0-87dc-16b1d04057a2', 'c8314446-1773-470d-a567-fb00f0b2c171', 'f4fee318-54a1-43eb-961e-77d02b301456']",25,,,,,,,,,,,,,,,,Montpellier,139,00:00:25.253,Pass,True
,,,,,,,,,,,,,,,0.521547,,,,,,,,,,,,99783b96-50ee-4ced-bbd3-4b2166e5359c,28,,"[85.1, 11.6]",3901249,0,,,,0.43535328,,Left Foot,,,,"[93.7, 15.6]",,Ground Pass,,9.484725,,,Ousmane Dembélé,5477.0,,,,,,,1,Regular Play,Ludovic Baal,2985.0,Left Wing Back,4,Rennes,134,['e24e9550-b80b-4532-a4f6-7162d8bfa37e'],26,,,,,,,,,,,,,,,,Rennes,134,00:00:26.924,Pass,
,,,,,,,,,,,,,,,1.183487,,,,,,,,,,,,8df53bdb-08db-4183-9a9c-71f47c2dac18,31,,"[93.7, 15.6]",3901249,0,,,,1.1354431,,Right Foot,,,,"[99.7, 28.5]",,Ground Pass,,14.227087,Incomplete,,Giovanni-Guy Yann Sio,3018.0,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Center Forward,4,Rennes,134,"['7e7a484b-ad1e-42e8-89b4-14082a1c4799', 'a5c136c3-c63b-4c0d-9e49-ffde5480cd4c']",27,,,,,,,,,,,,,,,,Rennes,134,00:00:27.593,Pass,
,,,,,,,,,,,,,,,3.343107,,,,,,,,,,,,42ec4a14-245b-43e7-ab45-3da737af843f,35,,"[45.4, 9.9]",3901249,0,,,,2.4202094,,Right Foot,,,,"[12.2, 39.1]",,Low Pass,,44.214024,,,Benoît Guy Robert Costil,3354.0,,,,,,Recovery,1,Regular Play,Fallou Diagne,3022.0,Center Back,4,Rennes,134,"['0fb42075-ae3f-4263-b3bd-b15c46cee24c', '988ff694-95e4-4542-bcd6-71a444f77264']",32,,,,,,,,,,,,,,,,Rennes,134,00:00:32.551,Pass,True
,,,,,,,,,,,,,,,1.507088,,,,,,,,,,,,af4c50c8-7bc6-4692-a361-e2e15e253e99,39,,"[16.9, 46.2]",3901249,0,,,,1.0053821,,Right Foot,,,,"[29.4, 65.9]",,Ground Pass,,23.331095,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,,1,Regular Play,Benoît Guy Robert Costil,3354.0,Goalkeeper,4,Rennes,134,"['6b501edd-a14e-4813-8e98-b64429f64b72', '76016dbe-a8fb-4214-8da7-a93b7702822f']",37,,,,,,,,,,,,,,,,Rennes,134,00:00:37.310,Pass,True
,,,,,,,,,,,,,,,1.220564,,,,,,,,,,,,d76daa64-4e56-4300-810e-4d83ee88364c,43,,"[33.6, 71.6]",3901249,0,,,,0.4032026,,Right Foot,,,,"[47.9, 77.7]",,Ground Pass,,15.546704,,,Romain Danzé,4475.0,,,,,,,1,Regular Play,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,4,Rennes,134,"['452981c2-a5bb-4d7a-9e8d-4558f78d54fc', '5bc156dc-b6e4-4529-b206-3e03294eb91d']",40,,,,,,,,,,,,,,,,Rennes,134,00:00:40.867,Pass,True
,,,,,,,,,,,,,,,3.85426,,,,,,,,,,,,8f209149-2a1d-4f69-84e2-5ecc04135444,47,,"[50.3, 77.7]",3901249,0,,,,-0.5270341,,Right Foot,,,,"[110.1, 42.9]",,High Pass,,69.18873,Incomplete,,Giovanni-Guy Yann Sio,3018.0,,,,,,,1,Regular Play,Romain Danzé,4475.0,Right Wing Back,4,Rennes,134,"['19eda116-7be7-4cca-ab0d-61ef8fd5fad4', '1aa90fb9-a2f9-4474-a619-ff0dab735c9b', '3685c95d-5a37-473e-a15d-0ce713e1d1e8']",43,,,,,,,,,,,,,,,,Rennes,134,00:00:43.150,Pass,True
,,,,,,,,,,,,,,,2.172818,,,,,,,,,,,,fb0a44ea-5c13-4faf-9702-a02d8a920759,51,,"[13.4, 44.1]",3901249,0,,,,0.95832604,,Keeper Arm,,,,"[32.3, 71.0]",,High Pass,,32.875828,,,Mathieu Deplagne,2975.0,,,,,,,1,Regular Play,Geoffrey Jourdren,7509.0,Goalkeeper,5,Montpellier,139,['8d8e862f-d8c9-4a01-bfb5-2f73b08e5113'],48,,,,,,,,,,,,,,,,Montpellier,139,00:00:48.548,Pass,
,,,,,,,,,,,,,,,1.222752,,,,,,,,,,,,158a0886-0b0b-4461-8668-1bd59b37bf75,54,,"[44.7, 69.9]",3901249,0,,,,-1.2540541,,Right Foot,,,,"[50.6, 51.9]",,Ground Pass,,18.94228,,,Ellyes Joris Skhiri,3767.0,,,,,,,1,Regular Play,Mathieu Deplagne,2975.0,Right Back,5,Montpellier,139,['04dbbfde-b278-403e-9122-3ddc0c63657b'],53,,,,,,,,,,,,,,,,Montpellier,139,00:00:53.737,Pass,
,,,,,,,,,,,,,,,0.755511,,,,,,,,,,,,ae021abc-224f-4baa-9cf8-debcfd708b47,57,,"[54.8, 46.6]",3901249,0,,,,-1.5707964,,Right Foot,,,,"[54.8, 37.8]",,Ground Pass,,8.8,,,Jonas Martin,2950.0,,,,,,,1,Regular Play,Ellyes Joris Skhiri,3767.0,Center Defensive Midfield,5,Montpellier,139,['b99bb8d1-6797-42d3-8a85-a268a50d9e6c'],56,,,,,,,,,,,,,,,,Montpellier,139,00:00:56.428,Pass,
,,,,,,,,,,,,,,,0.774492,,,,,,,,,,,,6b8dde82-27b7-4c5c-9b0e-ca682c842516,60,,"[54.8, 37.8]",3901249,0,,,,1.9705775,,Right Foot,,,,"[51.8, 44.9]",,Ground Pass,,7.7077885,,,Ellyes Joris Skhiri,3767.0,,,,,,,1,Regular Play,Jonas Martin,2950.0,Left Center Midfield,5,Montpellier,139,['0040966f-0ea0-45d4-8c83-9558628dcb9b'],57,,,,,,,,,,,,,,,,Montpellier,139,00:00:57.438,Pass,
,,,,,,,,,,,,,,,0.969561,,,,,,,,,,,,86e98492-0810-4f5c-aadd-7f3e15c956ea,63,,"[51.8, 44.9]",3901249,0,,,,-1.158799,,Right Foot,,,,"[62.9, 19.5]",,Low Pass,,27.719488,,,Ryad Boudebouz,6661.0,,,,,,,1,Regular Play,Ellyes Joris Skhiri,3767.0,Center Defensive Midfield,5,Montpellier,139,['6c140f3b-9f57-48e3-b730-19587173ad82'],58,,,,,,,,,,,,,,,,Montpellier,139,00:00:58.252,Pass,
,,,,,,,,,,,,,,,1.419019,,,,,,,,,,,,5fdfa10e-4930-4f5f-b61c-c129fb795156,66,,"[73.9, 12.7]",3901249,1,,,,-0.3706959,,Left Foot,,,,"[98.6, 3.1]",,Ground Pass,,26.5,,,Jérôme Roussillon,3676.0,,,,,,,1,Regular Play,Ryad Boudebouz,6661.0,Center Attacking Midfield,5,Montpellier,139,['bd5667c1-6018-44c1-b23f-cd34a80fcb3b'],1,,,,,,,,,,,,,,,,Montpellier,139,00:01:01.939,Pass,
,,,,,,,,,,,,,,,0.78796,,,,,,,,,,,,4015aa4f-288e-4f69-a57b-c1cc8fa054f8,69,,"[108.7, 5.0]",3901249,1,,,,1.6888022,,Left Foot,,,,"[106.4, 24.4]",,Low Pass,,19.535864,Incomplete,,Rodrigue Casimir Ninga,3020.0,,,,,,,1,Regular Play,Jérôme Roussillon,3676.0,Left Back,5,Montpellier,139,"['80b3b555-fe14-4f0c-a471-83a32e892a9a', 'e5fa4724-8f8b-4b97-952c-16df4a0a3dcf']",4,,,,,,,,,,,,,,,,Montpellier,139,00:01:04.979,Pass,
,,,,,,,,,,,,,,,1.572135,,,,,,,,,,,,26bda687-6ed7-4e37-b827-83018d5c1ed3,72,,"[70.0, 9.1]",3901249,1,,,,-0.34433398,,Head,,,,"[84.5, 3.9]",,Low Pass,,15.404221,,,Ryad Boudebouz,6661.0,,,,,,Recovery,1,Regular Play,Ellyes Joris Skhiri,3767.0,Center Defensive Midfield,5,Montpellier,139,['fe549997-2052-4b93-ab22-750f7ddb8058'],9,,,,,,,,,,,,,,,,Montpellier,139,00:01:09.732,Pass,
,,,,,,,,,,,,,,,1.183753,,,,,,,,,,,,43593a5d-9726-4e67-9cb3-11f0ca1aa21a,79,,"[94.7, 2.5]",3901249,1,,,,0.64090145,,Left Foot,,,,"[113.2, 16.3]",,Ground Pass,,23.080078,,,Jonas Martin,2950.0,,,,,,,1,Regular Play,Ryad Boudebouz,6661.0,Center Attacking Midfield,5,Montpellier,139,['04ad2d46-0720-421e-9b36-d123ae04c52f'],14,,,,,,,,,,,,,,,,Montpellier,139,00:01:14.915,Pass,
,,,,,,,,,,,,,,,0.066807,,,,,,,,,,,,741b07d8-2e21-49ce-b8d6-2ec2b51351e4,82,,"[113.9, 18.6]",3901249,1,,,,1.3825748,,Right Foot,,,,"[114.7, 22.8]",,Ground Pass,,4.2755117,Incomplete,,Souleymane Camara,3679.0,,,,,,,1,Regular Play,Jonas Martin,2950.0,Left Center Midfield,5,Montpellier,139,"['1ce6de94-064f-469f-900a-7b6ec9fe2432', '7ac8dd7d-9526-45ed-8523-d9f199319f0c']",17,,,,,,,,,,,,,,,,Montpellier,139,00:01:17.549,Pass,
,,,,,,,,,,,,,,,1.718724,,,,,,,,,,,,6669bf6e-e3e1-4239-8905-f1ff3f55d2c9,85,,"[120.0, 0.1]",3901249,1,,,,2.0589333,e511b552-bf93-4276-82c7-a55f2027bfd6,Left Foot,,,,"[100.3, 37.2]",,High Pass,,42.00595,,,Jonas Martin,2950.0,True,True,,Straight,,Corner,1,From Corner,Ryad Boudebouz,6661.0,Center Attacking Midfield,6,Montpellier,139,['01046ebc-7533-4d64-91e8-469607577dba'],44,,,,,,,,,,,,,,,,Montpellier,139,00:01:44.892,Pass,
,,,,,,,,,,,,,,,0.788002,,,,,,,,,,,,ea6ebd0e-3d7f-4596-a666-8409eaa34704,90,,"[120.0, 0.1]",3901249,2,,,,2.5730681,,Left Foot,,,,"[116.4, 2.4]",,Ground Pass,,4.2720017,,,Jonas Martin,2950.0,,,,,,Corner,1,From Corner,Ryad Boudebouz,6661.0,Center Attacking Midfield,7,Montpellier,139,['bddc7e8f-4714-4ff5-a4bd-fd1acd286c24'],0,,,,,,,,,,,,,,,,Montpellier,139,00:02:00.930,Pass,
,,,,,,,,,,,,,,,1.115628,,,,,,,,,,,,dfc96e69-7645-4ef5-8aee-c8ded7759b1d,93,,"[114.0, 4.4]",3901249,2,,,,2.517095,,Right Foot,,,,"[102.9, 12.4]",,Ground Pass,,13.68247,,,Ryad Boudebouz,6661.0,,,,,,,1,From Corner,Jonas Martin,2950.0,Left Center Midfield,7,Montpellier,139,['183ad642-23f6-46a5-aed2-b4bd5546210d'],2,,,,,,,,,,,,,,,,Montpellier,139,00:02:02.831,Pass,
,,,,,,,,,,,,,,,0.822901,,,,,,,,,,,,fe2e85ed-f97a-4393-b099-b1156cc5660a,96,,"[103.4, 18.0]",3901249,2,,,,1.0351729,,Right Foot,,,,"[110.7, 30.3]",,High Pass,,14.303146,Incomplete,,Bryan Dabo,3421.0,,,,,,,1,From Corner,Ryad Boudebouz,6661.0,Center Attacking Midfield,7,Montpellier,139,"['62ce21cb-f592-42cd-86d6-fc12adb7fa65', 'd639bd59-5d43-422c-89e9-e9bce3356bc9']",4,,,,,,,,,,,,,,,,Montpellier,139,00:02:04.545,Pass,
,,,,,,,,,,,,,,,1.0329,,,,,,,,,,,,ef1ddad7-965b-4cdc-bbd8-55763605b4f2,101,,"[97.3, 32.7]",3901249,2,,,,-1.610344,,Left Foot,,,,"[96.2, 4.9]",,Ground Pass,,27.821754,,,Jonas Martin,2950.0,,,,,,,1,From Corner,Daniel Congré,3011.0,Left Center Back,7,Montpellier,139,['47271e18-daf7-4840-be07-1b18b8d16da5'],7,,,,,,,,,,,,,,,,Montpellier,139,00:02:07.193,Pass,
,,,,,,,,,,,,,,,0.616565,,,,,,,,,,,,adc34ac9-600b-44fc-b9ec-7e1fd6e4434b,104,,"[94.8, 11.6]",3901249,2,,,,-0.5070985,,Left Foot,,,,"[104.7, 6.1]",,Ground Pass,,11.325193,,,Ryad Boudebouz,6661.0,,,,,,,1,From Corner,Jonas Martin,2950.0,Left Center Midfield,7,Montpellier,139,['a5ecd6af-678d-4c0c-8073-374375355f9f'],12,,,,,,,,,,,,,,,,Montpellier,139,00:02:12.251,Pass,
,,,,,,,,,,,,,,,0.485682,,,,,,,,,,,,77790c09-68eb-4dae-87dd-38baa2a35c5d,108,,"[108.1, 5.8]",3901249,2,,,,-2.9495447,,Left Foot,,,,"[100.9, 4.4]",,Ground Pass,,7.3348484,,,Jonas Martin,2950.0,,,,,,,1,From Corner,Ryad Boudebouz,6661.0,Center Attacking Midfield,7,Montpellier,139,"['cd826b27-11ad-4505-a04f-b4e7c4fb33b3', 'ddecd736-2385-4f66-8a6c-f4f05ce01675']",16,,,,,,,,,,,,,,,,Montpellier,139,00:02:16.909,Pass,True
,,,,,,,,,,,,,,,2.474884,,,,,,,,,,,,10e3926b-8fca-49ea-8802-fa5ad5ffff42,112,,"[98.6, 4.4]",3901249,2,,,,2.3955443,,Right Foot,,,,"[65.6, 34.9]",,Ground Pass,,44.936066,,,Vitorino Hilton da Silva,3674.0,,,,,,,1,From Corner,Jonas Martin,2950.0,Left Center Midfield,7,Montpellier,139,['9617e17c-f23d-4d95-9493-8fbd2c61b9c3'],21,,,,,,,,,,,,,,,,Montpellier,139,00:02:21.583,Pass,
,,,,,,,,,,,,,,,1.508676,,,,,,,,,,,,d0052ecb-b7aa-4a03-a662-0f5809f812f7,115,,"[65.6, 34.9]",3901249,2,,,,1.4486011,,Left Foot,,,,"[69.8, 69.1]",,Ground Pass,,34.45693,,,Mathieu Deplagne,2975.0,,,,,,,1,From Corner,Vitorino Hilton da Silva,3674.0,Right Center Back,7,Montpellier,139,['9ef131e2-8af0-407f-8fc1-a19357646952'],25,,,,,,,,,,,,,,,,Montpellier,139,00:02:25.446,Pass,
,,,,,,,,,,,,,,,1.141053,,,,,,,,,,,,71d3cac4-7899-46c5-b85b-5a4c9e980501,118,,"[69.8, 69.1]",3901249,2,,,,0.25962964,,Right Foot,,,,"[82.6, 72.5]",,Ground Pass,,13.243867,,,Bryan Dabo,3421.0,,,,,,,1,From Corner,Mathieu Deplagne,2975.0,Right Back,7,Montpellier,139,['bec38901-62d7-4d17-a98e-3e0dc98efd4c'],28,,,,,,,,,,,,,,,,Montpellier,139,00:02:28.774,Pass,
,,,,,,,,,,,,,,,1.04513,,,,,,,,,,,,40939918-39b2-4ce7-9f6b-adcdf4e4a71b,121,,"[82.6, 72.5]",3901249,2,,,,0.06442684,,Right Foot,,,,"[98.1, 73.5]",,Low Pass,,15.532225,,,Souleymane Camara,3679.0,,,,,,,1,From Corner,Bryan Dabo,3421.0,Right Center Midfield,7,Montpellier,139,['43f5b726-34a7-4c6e-b48b-5c897c4dd8b4'],29,,,,,,,,,,,,,,,,Montpellier,139,00:02:29.955,Pass,
,,,,,,,,,,,,,,,1.096157,,,,,,,,,,,,8fe469d4-a3c9-4889-90d1-43f7ec1ca5ab,127,,"[102.8, 80.0]",3901249,2,,,,-1.4446048,,,,,,"[104.5, 66.6]",,Low Pass,,13.507405,,,Souleymane Camara,3679.0,,,,,,Throw-in,1,From Throw In,Mathieu Deplagne,2975.0,Right Back,8,Montpellier,139,['3944e470-daac-41e4-8631-b61840f3c33e'],39,,,,,,,,,,,,,,,,Montpellier,139,00:02:39.223,Pass,
,,,,,,,,,,,,,,,1.317932,,,,,,,,,,,,f4f4c256-5ad0-4509-8e8e-ae15392f0ef7,130,,"[104.5, 66.6]",3901249,2,,,,2.0899425,,Right Foot,,,,"[99.7, 75.0]",,Ground Pass,,9.674709,,,Mathieu Deplagne,2975.0,,,,,,,1,From Throw In,Souleymane Camara,3679.0,Right Center Forward,8,Montpellier,139,['89042b8a-5b43-4cdc-9316-dbd20ebaf571'],40,,,,,,,,,,,,,,,,Montpellier,139,00:02:40.378,Pass,
,,,,,,,,,,,,,,,1.703182,,,,,,,,,,,,0274066f-d57c-4509-a853-84c51dcc8980,133,,"[99.7, 75.0]",3901249,2,,,,-1.2387369,,Right Foot,True,,,"[111.7, 40.2]",,High Pass,,36.810867,Incomplete,,Rodrigue Casimir Ninga,3020.0,,,,,,,1,From Throw In,Mathieu Deplagne,2975.0,Right Back,8,Montpellier,139,"['63aeda1c-2b0c-49c8-8147-ab15838c1612', 'f8cc8f20-aa99-4556-adfc-7402ff1069fc']",42,,,,,,,,,,,,,,,,Montpellier,139,00:02:42.428,Pass,
,,,,,,,,,,,,,,,0.876574,,,,,,,,,,,,c0edd266-4655-423f-b87f-bfd7a45528f0,136,,"[104.7, 38.9]",3901249,2,,,,2.5322962,,Head,,,,"[81.2, 55.3]",,Low Pass,,28.656761,,,Mathieu Deplagne,2975.0,,,,,,Recovery,1,From Throw In,Vitorino Hilton da Silva,3674.0,Right Center Back,8,Montpellier,139,['7248b336-948e-44d0-bc03-3f0c0f363b71'],47,,,,,,,,,,,,,,,,Montpellier,139,00:02:47.983,Pass,
