ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5571ec6e-c430-44c1-b880-f018c2714f58,1,,,,3900578,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 40697, 'name': 'Mounir Obbadi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 4}, {'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 10330, 'name': 'Gadji Celi Carmen Junior Tallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,76872bdd-c45c-4d62-8c1e-62eadc09b7a8,2,,,,3900578,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 2971, 'name': 'Romain Genevois'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 16056, 'name': 'Niklas Hult'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 134561, 'name': 'Wallyson Teixeira Mallmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,86e7f9ff-b7ef-4b93-a11d-8079bd2b776e,3,,,,3900578,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,['182992cd-2757-45ed-b1fa-2011fff57b9a'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,182992cd-2757-45ed-b1fa-2011fff57b9a,4,,,,3900578,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,['86e7f9ff-b7ef-4b93-a11d-8079bd2b776e'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8795e953-4f63-4c3a-854b-5f1be8f92072,1684,,,,3900578,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Lille,143,['7d22c416-c346-436b-9fc9-44bd79a8e34c'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7d22c416-c346-436b-9fc9-44bd79a8e34c,1685,,,,3900578,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Lille,143,['8795e953-4f63-4c3a-854b-5f1be8f92072'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.853078,,,,,,,,,,,,,c6e2bec9-0741-4b1e-90e1-bf80ce0acdca,5,,,"[61.0, 40.1]",3900578,0,True,,,3.0916343,,Right Foot,,,"[53.0, 40.5]",,Ground Pass,,8.009994,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,Kick Off,1,From Kick Off,Gadji Celi Carmen Junior Tallo,10330.0,Center Forward,2,Lille,143,['44770f02-13ef-474f-b090-aed257bdd00d'],1,,,,,,,,,,,,,,,,,Lille,143,00:00:01.385,Pass,
,,,,,,,,,,,,,,,2.793158,,,,,,,,,,,,,8826f502-7dbd-4f31-873f-6dc88f75b46a,7,,,"[53.6, 40.5]",3900578,0,,,,-0.69705725,,Right Foot,,,"[91.7, 8.6]",,High Pass,,49.691246,,Incomplete,,Gadji Celi Carmen Junior Tallo,10330.0,,,,,,1,From Kick Off,Rio Antonio Zoba Mavuba,40522.0,Right Defensive Midfield,2,Lille,143,"['10c1c56c-34e1-4b4a-af39-fe77c13b630e', '75c11bf0-3fd0-4f46-b3d3-c1678762e35c']",3,,,,,,,,,,,,,,,,,Lille,143,00:00:03.170,Pass,
,,,,,,,,,,,,,,,1.616049,,,,,,,,,,,,,10c1c56c-34e1-4b4a-af39-fe77c13b630e,10,,,"[28.4, 71.5]",3900578,0,,,True,-0.112202816,,,,,"[35.5, 70.7]",,Low Pass,,7.1449285,,,,Niklas Hult,16056.0,,,,,Recovery,1,From Kick Off,Jérémy Pied,4270.0,Right Back,2,Lille,143,"['1e5d5f71-9b2d-46c7-a86d-888bbe142047', '8826f502-7dbd-4f31-873f-6dc88f75b46a', 'e80b8280-bec2-41c1-8854-56659ff50809']",5,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:05.963,Pass,True
,,,,,,,,,,,,,,,1.516122,,,,,,,,,,,,,971cadff-f849-4ec9-a699-f7ae54e74ed3,17,,,"[70.2, 0.1]",3900578,0,,,,0.24389407,,,,,"[91.9, 5.5]",,High Pass,,22.361797,,Incomplete,,Gadji Celi Carmen Junior Tallo,10330.0,,,,,Throw-in,1,From Throw In,Djibril Sidibé,3446.0,Left Back,3,Lille,143,"['0c10a14e-f2cc-49ad-b8fa-aa42aa29aeb6', 'd3d0da5c-31e1-4c91-b182-4795b5f265ee']",20,,,,,,,,,,,,,,,,,Lille,143,00:00:20.377,Pass,
