50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a1500b5e-8b18-422f-a7cc-469c6c9f3e2e,1,,,3900599,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 23}, {'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7375, 'name': 'Theoson Jordan Siebatcheu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6ed6169b-01e7-4857-b12a-6cf82af9536d,2,,,3900599,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 26}, {'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 7347, 'name': 'Pierre-Yves Polomat'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8469, 'name': 'Jean-Christophe Bahebeck'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3423, 'name': 'Alexander Toft Søderlund'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d7a3dfe9-e608-456f-91e2-56c6cebd7dec,3,,,3900599,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['00fbb0ca-1e91-4ffe-841e-0eff9498bfe6'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,00fbb0ca-1e91-4ffe-841e-0eff9498bfe6,4,,,3900599,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['d7a3dfe9-e608-456f-91e2-56c6cebd7dec'],0,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1a6cbd97-a5fc-4026-9efd-1ee472041611,1823,,,3900599,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,111,Stade de Reims,156,['0db43284-b501-4bde-af44-1e6125361f21'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0db43284-b501-4bde-af44-1e6125361f21,1824,,,3900599,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,111,Stade de Reims,156,['1a6cbd97-a5fc-4026-9efd-1ee472041611'],0,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.656034,,,,,,,,,,,,,,,e6339f7e-d08a-4ab3-b82f-f6006c9f71a5,5,,"[61.0, 40.1]",3900599,0,,,,,1.5707964,,Right Foot,,,,"[61.0, 43.6]",,Ground Pass,,3.5,,,Fabien Lemoine,7200.0,,,,,,Kick Off,1,From Kick Off,Alexander Toft Søderlund,3423.0,Center Forward,2,Saint-Étienne,135,['4c123946-f819-4e45-9b55-5ced89ab4e1e'],0,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.667,Pass,
,,,,,,,,,,,,,,,,,1.251091,,,,,,,,,,,,,,,316af1f5-eaf6-49dd-b224-aac04618f7a1,8,,"[61.0, 44.2]",3900599,0,,,,,-2.930041,,Right Foot,,,,"[46.1, 41.0]",,Ground Pass,,15.239751,,,Vincent Pajot,3414.0,,,,,,,1,From Kick Off,Fabien Lemoine,7200.0,Right Defensive Midfield,2,Saint-Étienne,135,['3583f7d8-efef-479e-a64f-53022efa9401'],1,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:01.329,Pass,
,,,,,,,,,,,,,,,,,2.177293,,,,,,,,,,,,,,,933710c9-4327-4cea-b347-8b48cf920eaa,11,,"[46.1, 41.0]",3900599,0,,,,,-1.5332417,,Right Foot,,,,"[47.4, 6.4]",,Ground Pass,,34.624413,,,Pierre-Yves Polomat,7347.0,,,,,,,1,From Kick Off,Vincent Pajot,3414.0,Left Defensive Midfield,2,Saint-Étienne,135,['03cb60e7-1d74-44ed-80dd-7ece6cf846ab'],3,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:03.622,Pass,
,,,,,,,,,,,,,,,,,1.507556,,,,,,,,,,,,,,,0dbcff0d-d18e-4271-b68e-2b1319f72f41,14,,"[51.5, 5.1]",3900599,0,,,,,2.3561945,,Left Foot,,,,"[34.0, 22.6]",,Ground Pass,,24.748737,,,Florentin Pogba,4802.0,,,,,,,1,From Kick Off,Pierre-Yves Polomat,7347.0,Left Wing Back,2,Saint-Étienne,135,['d06d028b-d3ee-414e-8f3e-27bc45f472ae'],8,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:08.263,Pass,
