50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.599933,,,,,,,,,,,,,7403e75e-aee9-4b16-bf33-3e9eaf828666,2344,,"[7.0, 36.1]",3900577,56,True,,,-0.27609703,,Right Foot,,,"[25.0, 31.0]",Ground Pass,,18.708553,,,,Jacques-Alaixys Romao,10036.0,,,,,Goal Kick,2,From Goal Kick,Steve Mandanda,3543.0,Goalkeeper,120,Marseille,147,['2ce929c7-a8c1-44c1-a968-6380cc2e6144'],52,,,,,,,,,,,,,,,,,,Marseille,147,00:11:52.335,Pass,
,,,,,,,,,,,,,,,0.86764,,,,,,,,,,,,,79fadd3d-60be-4e59-8cfe-153967931e0e,2346,,"[35.1, 41.4]",3900577,56,,,,0.8547313,,Right Foot,,,"[41.8, 49.1]",Ground Pass,,10.206861,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,2,From Goal Kick,Jacques-Alaixys Romao,10036.0,Center Defensive Midfield,120,Marseille,147,['1058d9a0-73bd-4f43-bd94-4330a3d778d3'],59,,,,,,,,,,,,,,,,,,Marseille,147,00:11:59.640,Pass,
,,,,,,,,,,,,,,,1.408706,,,,,,,,,,,,,abe7a271-6692-4e88-b636-02b0ca6dd104,2349,,"[42.1, 49.1]",3900577,57,,,,-2.1332943,,Right Foot,,,"[30.5, 30.7]",Ground Pass,,21.751322,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,2,From Goal Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,120,Marseille,147,['329fee69-300a-4f0f-ad0f-4838108c5284'],1,,,,,,,,,,,,,,,,,,Marseille,147,00:12:01.036,Pass,
,,,,,,,,,,,,,,,1.384735,,,,,,,,,,,,,7b63391c-9f45-43a8-8cb5-6ddf4093fa2d,2352,,"[35.4, 28.4]",3900577,57,,,,-1.1495125,,Right Foot,,,"[44.9, 7.2]",Ground Pass,,23.23123,,,,Javier Manquillo Gaitán,3075.0,,,,,,2,From Goal Kick,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,120,Marseille,147,['a7643348-9dde-4995-9404-093edd458363'],3,,,,,,,,,,,,,,,,,,Marseille,147,00:12:03.277,Pass,
,,,,,,,,,,,,,,,1.004978,,,,,,,,,,,,,e5c559e3-6caa-4c37-8c32-5245767f291b,2355,,"[46.6, 9.6]",3900577,57,,,,2.1421337,,Right Foot,,,"[36.7, 25.0]",Ground Pass,,18.30765,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,2,From Goal Kick,Javier Manquillo Gaitán,3075.0,Left Back,120,Marseille,147,['5c2308cb-fb33-4ff6-9b2b-099465efaa5f'],7,,,,,,,,,,,,,,,,,,Marseille,147,00:12:07.713,Pass,
,,,,,,,,,,,,,,,1.046381,,,,,,,,,,,,,0e3f162c-a34e-4a3c-9eb5-1769fc0cd248,2358,,"[37.8, 25.0]",3900577,57,,,,1.4347596,,Right Foot,,,"[41.4, 51.3]",Ground Pass,,26.545244,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,2,From Goal Kick,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,120,Marseille,147,['18f3f05a-84e2-4a34-a209-6d1643912ecb'],10,,,,,,,,,,,,,,,,,,Marseille,147,00:12:10.173,Pass,
,,,,,,,,,,,,,,,1.267513,,,,,,,,,,,,,fbad4d21-2bae-4660-9319-240aa3c11424,2361,,"[48.3, 54.9]",3900577,57,,,,0.45843932,,Right Foot,,,"[63.7, 62.5]",Ground Pass,,17.173235,,,,André-Frank Zambo Anguissa,3141.0,,,,,,2,From Goal Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,120,Marseille,147,['1e7d82e2-aa04-4000-b2ac-98ecb14ba032'],12,,,,,,,,,,,,,,,,,,Marseille,147,00:12:12.816,Pass,
,,,,,,,,,,,,,,,1.268859,,,,,,,,,,,,,c860ab5c-7af0-48f7-8aba-df5673dbd49b,2364,,"[67.9, 65.2]",3900577,57,,,,0.72181356,,Right Foot,,,"[82.1, 77.7]",Ground Pass,,18.91798,,,,Abdelaziz Barrada,23933.0,,,,,,2,From Goal Kick,André-Frank Zambo Anguissa,3141.0,Left Center Midfield,120,Marseille,147,['e6c339cf-025a-4976-97ec-00a446594fdd'],15,,,,,,,,,,,,,,,,,,Marseille,147,00:12:15.357,Pass,
,,,,,,,,,,,,,,,0.682059,,,,,,,,,,,,,ce65d1f1-34f1-4ef6-aa75-b6b23431b0a3,2367,,"[81.1, 73.0]",3900577,57,,,,-1.0439917,,Right Foot,,,"[86.8, 63.2]",Ground Pass,,11.337108,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,2,From Goal Kick,Abdelaziz Barrada,23933.0,Right Wing,120,Marseille,147,['5b5f85c2-8e8a-4ee5-afb3-253db89a6fca'],18,,,,,,,,,,,,,,,,,,Marseille,147,00:12:18.455,Pass,
,,,,,,,,,,,,,,,0.88519,,,,,,,,,,,,,7470d0a4-38e6-49ec-af86-b8abf85bafe9,2371,,"[75.3, 44.8]",3900577,57,,,,-1.6559557,,Right Foot,,,"[74.6, 36.6]",Ground Pass,,8.229824,,,,Lassana Diarra,3181.0,,,,,,2,From Goal Kick,Mauricio Aníbal Isla Isla,18874.0,Right Back,120,Marseille,147,['5046ec90-16aa-4eba-8fba-cfd8981f9b33'],22,,,,,,,,,,,,,,,,,,Marseille,147,00:12:22.703,Pass,
,,,,,,,,,,,,,,,0.869866,,,,,,,,,,,,,16d6251a-174a-4a38-b8a3-c9a21dcd8eae,2374,,"[68.9, 26.3]",3900577,57,,,,-0.86630225,,Right Foot,,,"[82.5, 10.3]",Ground Pass,,20.999048,,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,2,From Goal Kick,Lassana Diarra,3181.0,Right Center Midfield,120,Marseille,147,['b4def1bb-74c4-4293-a404-10a704808dbd'],25,,,,,,,,,,,,,,,,,,Marseille,147,00:12:25.705,Pass,
,,,,,,,,,,,,,,,0.284395,,,,,,,,,,,,,12657d1c-49ed-429a-b3c6-6d459fd0ca29,2378,,"[83.1, 30.4]",3900577,57,,,,0.5910329,,Right Foot,,,"[90.7, 35.5]",Ground Pass,,9.1525955,,Incomplete,,Mauricio Aníbal Isla Isla,18874.0,,,,,,2,From Goal Kick,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,120,Marseille,147,"['68febb58-c023-468a-b5c8-c827b221f232', '950ba524-f722-4524-944f-6a7625729573']",30,,,,,,,,,,,,,,,,,,Marseille,147,00:12:30.380,Pass,
,,,,,,,,,,,,,,,1.800177,,,,,,,,,,,,,d69b6370-d811-4330-aa34-e9fe6cd1e931,2390,,"[78.6, 45.1]",3900577,57,,,,1.1578451,,Right Foot,,,"[87.1, 64.5]",Ground Pass,,21.180416,,,,Abdelaziz Barrada,23933.0,,,,,,2,From Goal Kick,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,120,Marseille,147,['45ee324a-29bd-4867-abe2-5838ddb21cbd'],34,,,,,,,,,,,,,,,,,,Marseille,147,00:12:34.626,Pass,
,,,,,,,,,,,,,,,0.872233,,,,,,,,,,,,,a09e7ebd-4f61-42b0-8369-6c7e6ec2ba21,2393,,"[90.3, 66.5]",3900577,57,,,,-1.1216404,,Right Foot,,,"[97.0, 52.6]",Ground Pass,,15.43049,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,2,From Goal Kick,Abdelaziz Barrada,23933.0,Right Wing,120,Marseille,147,['91a51070-3e4e-45fc-bb25-506893aff72d'],37,,,,,,,,,,,,,,,,,,Marseille,147,00:12:37.785,Pass,
,,,,,,,,,,,,,,,0.726704,,,,,,,,,,,,,71769dab-7320-4d11-a7f6-6d576affc53c,2396,,"[97.0, 52.6]",3900577,57,,,,-1.0929652,,Right Foot,,,"[105.7, 35.8]",Low Pass,,18.919039,,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,,2,From Goal Kick,Mauricio Aníbal Isla Isla,18874.0,Right Back,120,Marseille,147,"['382bbb11-f341-4c13-b4a5-7e3eef9947e1', 'bbe33a8a-4fca-442f-8162-4a54f361c5ad']",39,,,,,,,,,,,,,,,,,,Marseille,147,00:12:39.777,Pass,
,,,,,,,,,,,,,,,2.772933,,,,,,,,,,,,,7a816b45-8edc-4b38-ab32-86da4fa79268,2406,,"[41.3, 35.4]",3900577,57,,,,0.42976227,,Right Foot,,,"[72.5, 49.7]",High Pass,,34.320984,,Incomplete,,Jimmy Briand,3213.0,,,,,,2,From Goal Kick,Marcus Coco,3363.0,Right Center Forward,120,Marseille,147,"['3c4303b6-a80a-4293-9415-8e6824033699', '6cdd1ddb-1818-4e53-9995-2c7e444e9bfb']",47,,,,,,,,,,,,,,,,,,Guingamp,142,00:12:47.696,Pass,
,,,,,,,,,,,,,,,0.774315,,,,,,,,,,,,,57d9498e-49a9-44dc-85e3-3a0d0ae70a6e,2410,,"[47.3, 28.0]",3900577,57,,,,0.0,,Right Foot,,,"[56.9, 28.0]",Ground Pass,,9.6,,,,Lassana Diarra,3181.0,,,,,,2,From Goal Kick,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,120,Marseille,147,['cc04acd8-bb58-4566-8b55-c58584655e91'],52,,,,,,,,,,,,,,,,,,Marseille,147,00:12:52.418,Pass,
,,,,,,,,,,,,,,,0.729639,,,,,,,,,,,,,35db5cda-5064-4c12-912a-b683ac4e7061,2413,,"[70.9, 28.7]",3900577,57,,,,-0.09559812,,Right Foot,,,"[85.5, 27.3]",Ground Pass,,14.666969,,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,,2,From Goal Kick,Lassana Diarra,3181.0,Right Center Midfield,120,Marseille,147,"['92ec310b-6e34-4913-819f-6b1fa85b6895', 'f409987c-c150-41a4-87b1-7a3c6a762588']",55,,,,,,,,,,,,,,,,,,Marseille,147,00:12:55.544,Pass,
,,,,,,,,,,,,,,,1.29761,,,,,,,,,,,,,a6931f37-3f16-4f3d-a2c9-4e9873bde1c7,2418,,"[37.3, 52.8]",3900577,57,,,,-0.039978687,,Right Foot,,,"[62.3, 51.8]",Low Pass,,25.019993,,,,Jimmy Briand,3213.0,,,,,,2,From Counter,Christophe Kerbrat,2936.0,Right Center Back,121,Guingamp,142,['acbdaadc-3f9e-45fe-a807-81ba978aea32'],57,,,,,,,,,,,,,,,,,,Guingamp,142,00:12:57.156,Pass,
,,,,,,,,,,,,,,,0.726378,,,,,,,,,,,,,31691e76-b471-4cea-a5ed-bc341e45bec9,2420,,"[62.3, 51.8]",3900577,57,,,,-1.7590178,,Right Foot,,,"[61.9, 49.7]",Ground Pass,,2.1377559,,,,Marcus Coco,3363.0,,,,,,2,From Counter,Jimmy Briand,3213.0,Left Center Forward,121,Guingamp,142,['aefef41e-ed37-4057-afc4-c706a13a8b8c'],58,,,,,,,,,,,,,,,,,,Guingamp,142,00:12:58.453,Pass,
,,,,,,,,,,,,,,,2.399999,,,,,,,,,,,,,0251ad5f-e0ea-46e6-95c8-2932960d4fbe,2425,,"[66.3, 54.4]",3900577,58,,,,-1.6659148,,Right Foot,,,"[63.6, 26.1]",Ground Pass,,28.428507,,,,Younousse Sankharé,3348.0,,,,,Free Kick,2,From Free Kick,Christophe Kerbrat,2936.0,Right Center Back,122,Guingamp,142,['36ca1da8-d038-4fb1-b1ca-8b1672068e00'],33,,,,,,,,,,,,,,,,,,Guingamp,142,00:13:33.639,Pass,
,,,,,,,,,,,,,,,1.262369,,,,,,,,,,,,,2edce983-b60f-4910-90c0-b38c70303452,2428,,"[63.6, 26.1]",3900577,58,,,,-1.6383263,,Right Foot,,,"[62.2, 5.4]",Ground Pass,,20.74729,,,,Lars Christian Jacobsen,20199.0,,,,,,2,From Free Kick,Younousse Sankharé,3348.0,Left Defensive Midfield,122,Guingamp,142,['27f2047c-a8f8-4961-90a8-aeb650e574db'],38,,,,,,,,,,,,,,,,,,Guingamp,142,00:13:38.619,Pass,
,,,,,,,,,,,,,,,0.64341,,,,,,,,,,,,,2f47e3dd-e482-470d-b8e5-f8c30c8d0b07,2432,,"[69.3, 5.7]",3900577,58,,,,0.7266424,,Right Foot,,,"[76.5, 12.1]",Ground Pass,,9.633276,,,,Marcus Coco,3363.0,,,,,,2,From Free Kick,Lars Christian Jacobsen,20199.0,Left Back,122,Guingamp,142,"['0a967cfc-384d-43bf-985e-9a69e50713fe', '2c7da4b6-70cf-4999-b4f9-aecac2a03fdc']",41,,,,,,,,,,,,,,,,,,Guingamp,142,00:13:41.586,Pass,True
,,,,,,,,,,,,,,,1.664996,,,,,,,,,,,,,be2e5666-f8c6-4635-b3bb-a34998981aae,2434,,"[76.5, 12.1]",3900577,58,,,,3.1089246,,Other,,,"[61.2, 12.6]",Ground Pass,,15.308167,,,,Younousse Sankharé,3348.0,,,,,,2,From Free Kick,Marcus Coco,3363.0,Right Center Forward,122,Guingamp,142,['326a4e3a-4810-4b35-9f38-9c42efaca064'],42,,,,,,,,,,,,,,,,,,Guingamp,142,00:13:42.230,Pass,
,,,,,,,,,,,,,,,1.707716,,,,,,,,,,,,,72d7aeff-09b8-49fa-92f0-a452b19c2cc3,2436,,"[61.2, 12.6]",3900577,58,,,,-0.4636476,,Right Foot,,,"[82.0, 2.2]",Ground Pass,,23.255108,,,,Jérémy Sorbon,3124.0,,,,,,2,From Free Kick,Younousse Sankharé,3348.0,Left Defensive Midfield,122,Guingamp,142,['00f26819-43a4-40d6-a752-63b93b6ffe22'],43,,,,,,,,,,,,,,,,,,Guingamp,142,00:13:43.895,Pass,
,,,,,,,,,,,,,,,1.259647,,,,,,,,,,,,,862b9da5-bbbe-47d7-ab66-d252b0778c85,2439,,"[92.2, 5.4]",3900577,58,,,,-0.5214344,,Right Foot,,,"[96.9, 2.7]",Ground Pass,,5.420332,,,,Marcus Coco,3363.0,,,,,,2,From Free Kick,Jérémy Sorbon,3124.0,Left Center Back,122,Guingamp,142,['65b2bcd8-6b6a-4ea0-a61d-300c117485f0'],47,,,,,,,,,,,,,,,,,,Guingamp,142,00:13:47.814,Pass,
,,,,,,,,,,,,,,,0.61334,,,,,,,,,,,,,577d4bfc-9f7b-411d-a136-47d46ac65547,2447,,"[66.7, 76.7]",3900577,58,,,,-1.9731175,,Left Foot,,,"[64.7, 72.0]",Ground Pass,,5.107837,,,,Abdelaziz Barrada,23933.0,,,,,,2,From Counter,Mauricio Aníbal Isla Isla,18874.0,Right Back,123,Marseille,147,['fb7503f2-88e8-404d-b28c-936fae852577'],58,,,,,,,,,,,,,,,,,,Marseille,147,00:13:58.765,Pass,
,,,,,,,,,,,,,,,0.625826,,,,,,,,,,,,,2f04812c-98b9-447d-a1ac-e9d38763fa59,2453,,"[70.4, 65.5]",3900577,59,,,,-1.9538734,,Right Foot,,,"[67.7, 58.8]",Ground Pass,,7.2235727,,,,Jacques-Alaixys Romao,10036.0,,,,,Free Kick,2,From Free Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,124,Marseille,147,['994430fe-21e3-49fa-94bd-7f4d55eb3f09'],19,,,,,,,,,,,,,,,,,,Marseille,147,00:14:19.386,Pass,
,,,,,,,,,,,,,,,1.390114,,,,,,,,,,,,,cf8b7961-4009-49ef-a6f0-f4ca07702cc3,2456,,"[69.2, 52.1]",3900577,59,,,,-1.9338458,,Right Foot,,,"[62.4, 34.2]",Ground Pass,,19.148108,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,2,From Free Kick,Jacques-Alaixys Romao,10036.0,Center Defensive Midfield,124,Marseille,147,['2301d033-d351-47b1-b367-50e5b731ddcd'],21,,,,,,,,,,,,,,,,,,Marseille,147,00:14:21.765,Pass,
,,,,,,,,,,,,,,,1.285789,,,,,,,,,,,,,ca892774-fb14-4c52-8ee7-13392b0af6c3,2459,,"[63.4, 43.1]",3900577,59,,,,1.3117507,,Right Foot,,,"[68.7, 63.1]",Ground Pass,,20.690336,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,2,From Free Kick,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,124,Marseille,147,['294fe91b-1052-4425-9de1-a39a095391ac'],25,,,,,,,,,,,,,,,,,,Marseille,147,00:14:25.281,Pass,
,,,,,,,,,,,,,,,0.744014,,,,,,,,,,,,,0a7f61fe-cb2b-4ab5-838a-208df5bd6a2d,2462,,"[72.9, 65.9]",3900577,59,,,,-0.0075756125,,Right Foot,,,"[86.1, 65.8]",Ground Pass,,13.200378,,,,André-Frank Zambo Anguissa,3141.0,,,,,,2,From Free Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,124,Marseille,147,['9c859d3c-de54-4d71-8dc2-a43dcb4ec10c'],27,,,,,,,,,,,,,,,,,,Marseille,147,00:14:27.938,Pass,
,,,,,,,,,,,,,,,1.257041,,,,,,,,,,,,,36de5303-117b-43a0-8029-359ec32981e3,2465,,"[86.1, 65.8]",3900577,59,,,,2.3864882,,Right Foot,,,"[75.9, 75.4]",Ground Pass,,14.007141,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,2,From Free Kick,André-Frank Zambo Anguissa,3141.0,Left Center Midfield,124,Marseille,147,['f8f47c09-975a-45d0-9ab8-e82cf85d1a94'],28,,,,,,,,,,,,,,,,,,Marseille,147,00:14:28.749,Pass,
,,,,,,,,,,,,,,,1.161646,,,,,,,,,,,,,9ba794ac-15a9-4b65-a960-c463dae97126,2468,,"[76.1, 75.1]",3900577,59,,,,0.11561118,,Right Foot,,,"[91.6, 76.9]",Low Pass,,15.604166,,,,André-Frank Zambo Anguissa,3141.0,,,,,,2,From Free Kick,Mauricio Aníbal Isla Isla,18874.0,Right Back,124,Marseille,147,['e231144c-3f6f-4d10-bb8f-93585b94821c'],30,,,,,,,,,,,,,,,,,,Marseille,147,00:14:30.893,Pass,
,,,,,,,,,,,,,,,0.6711,,,,,,,,,,,,,7d63c8ca-74b7-4fe8-b07e-94a99298b72e,2472,,"[91.0, 76.9]",3900577,59,,,,-0.79440695,,Right Foot,,,"[96.5, 71.3]",Ground Pass,,7.8492036,,,,Abdelaziz Barrada,23933.0,,,,,,2,From Free Kick,André-Frank Zambo Anguissa,3141.0,Left Center Midfield,124,Marseille,147,"['423e56d2-1cfb-4188-b6ad-908f5249ce09', 'f8113a2c-23e6-4aa6-be98-c4968bc07a3f']",32,,,,,,,,,,,,,,,,,,Marseille,147,00:14:32.944,Pass,True
,,,,,,,,,,,,,,,1.573085,,,,,,,,,,,,,fd1fb08d-0bf8-4297-99eb-398da91641d2,2476,,"[97.8, 70.0]",3900577,59,,,,0.7524431,,Right Foot,,,"[102.5, 74.4]",Ground Pass,,6.4381676,,,,André-Frank Zambo Anguissa,3141.0,,,,,,2,From Free Kick,Abdelaziz Barrada,23933.0,Right Wing,124,Marseille,147,"['37da5d2d-58fd-4332-b2a9-7bae77890ab2', '63c98296-b9ec-40ab-9ed9-674263b22df1']",33,,,,,,,,,,,,,,,,,,Marseille,147,00:14:33.718,Pass,True
,,,,,,,,,,,,,,,1.676423,,,,,,,,,,,,,ef602748-e2a0-48c5-8295-808e6d1130c3,2479,,"[103.9, 74.7]",3900577,59,,,,-1.3669027,,Right Foot,True,,"[109.4, 48.1]",High Pass,,27.162659,,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,,2,From Free Kick,André-Frank Zambo Anguissa,3141.0,Left Center Midfield,124,Marseille,147,"['04d7f998-1d0c-4034-b293-47acd5f5096d', '0f2694ce-fd16-4461-a799-477996a30cc1']",37,,,,,,,,,,,,,,,,,,Marseille,147,00:14:37.613,Pass,
,,,,,,,,,,,,,,,0.893652,,,,,,,,,,,,,87525a99-5bc9-4860-bc1e-f1afdb5847e1,2482,,"[106.7, 80.0]",3900577,59,,,,-2.2777045,,,,,"[98.5, 70.4]",Low Pass,,12.625371,,,,André-Frank Zambo Anguissa,3141.0,,,,,Throw-in,2,From Throw In,Mauricio Aníbal Isla Isla,18874.0,Right Back,125,Marseille,147,['7802244c-394c-4190-9627-9a12d392ff4f'],47,,,,,,,,,,,,,,,,,,Marseille,147,00:14:47.733,Pass,
,,,,,,,,,,,,,,,2.5679,,,,,,,,,,,,,7e9cd761-2736-4799-a325-83931d138ebd,2486,,"[97.0, 65.8]",3900577,59,,,,-0.13222885,,Right Foot,,,"[117.3, 63.1]",Low Pass,,20.47877,,,,Abdelaziz Barrada,23933.0,,,,,,2,From Throw In,André-Frank Zambo Anguissa,3141.0,Left Center Midfield,125,Marseille,147,['db944b78-a23f-4010-a023-b7d49b4f4600'],52,,,,,,,,,,,,,,,,,,Marseille,147,00:14:52.969,Pass,
,,,,,,,,,,,,,,,1.095289,,,,,,,,,,,,,bf8dab91-4135-4d3e-ba16-c0b0531147f4,2489,,"[117.3, 63.1]",3900577,59,,,,-1.957672,,Right Foot,,True,"[112.9, 52.3]",Ground Pass,,11.661903,,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,,2,From Throw In,Abdelaziz Barrada,23933.0,Right Wing,125,Marseille,147,"['111f14f0-1e2e-42d5-86f1-899313286866', 'a1b4be14-8acd-4eed-9cc0-3421687f648c']",55,,,,,,,,,,,,,,,,,,Marseille,147,00:14:55.672,Pass,
,,,,,,,,,,,,,,,1.917357,,,,,,,,,,,,,44e7a897-641f-4a5e-8a55-a0c3166a461a,2494,,"[20.6, 28.2]",3900577,60,,,,0.44872335,,Right Foot,,,"[44.9, 39.9]",High Pass,,26.969984,,Incomplete,,Marcus Coco,3363.0,,,,,,2,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,126,Guingamp,142,"['5b346fe5-36aa-44a8-906c-a577370fd38d', '9c4914cc-7432-4922-9ac6-7c31ded5f31b', 'ea734911-b2b9-48bc-9dbd-edcef00fc70c']",0,,,,,,,,,,,,,,,,,,Guingamp,142,00:15:00.481,Pass,True
,,,,,,,,,,,,,,,0.012498,,,,,,,,,,,,,ea734911-b2b9-48bc-9dbd-edcef00fc70c,2496,,"[75.2, 40.2]",3900577,60,,,True,-0.5424316,,,,,"[82.5, 35.8]",Low Pass,,8.523497,,Incomplete,,Lassana Diarra,3181.0,,,,,Recovery,2,Regular Play,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,126,Guingamp,142,"['44e7a897-641f-4a5e-8a55-a0c3166a461a', '6ed6f224-6440-4a78-80cd-997869ec5652', 'd8102938-9204-4afa-98f8-79a1727cfd57', 'd8c85443-2716-44a6-a650-9800c5b108f5']",2,,,,,,,,,,,,,,,,,,Marseille,147,00:15:02.399,Pass,True
,,,,,,,,,,,,,,,1.761696,,,,,,,,,,,,,35be5a9b-cbd2-4cd4-b2e7-21df774b74a6,2501,,"[34.8, 51.1]",3900577,60,,,,0.96601677,,Right Foot,,,"[48.9, 71.5]",Ground Pass,,24.798588,,,,Yannis Salibur,3122.0,,,,,Recovery,2,Regular Play,Lionel Mathis,401512.0,Right Defensive Midfield,126,Guingamp,142,['f17cf0fc-e2c3-4187-a47b-6df574c2429f'],4,,,,,,,,,,,,,,,,,,Guingamp,142,00:15:04.283,Pass,
,,,,,,,,,,,,,,,4.217169,,,,,,,,,,,,,399859ba-1296-469f-84ff-df72aad0087e,2509,,"[57.8, 74.7]",3900577,60,,,,-0.44289356,,Right Foot,,,"[90.9, 59.0]",High Pass,,36.63468,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Jonathan Martins-Pereira,3364.0,Right Back,127,Guingamp,142,['bc739bab-c1a2-4671-9e54-320a6501c055'],35,,,,,,,,,,,,,,,,,,Guingamp,142,00:15:35.616,Pass,
,,,,,,,,,,,,,,,2.373453,,,,,,,,,,,,,bc739bab-c1a2-4671-9e54-320a6501c055,2510,,"[29.2, 21.1]",3900577,60,True,,,0.7100693,,Head,,,"[34.9, 26.0]",Low Pass,,7.5166483,,,,Lassana Diarra,3181.0,,,,,Recovery,2,From Counter,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,128,Marseille,147,"['399859ba-1296-469f-84ff-df72aad0087e', 'b5d0ad79-2f7b-47e2-bede-bb4aa7b7f8c7']",39,,,,,,,,,,,,,,,,,,Marseille,147,00:15:39.834,Pass,
,,,,,,,,,,,,,,,4.759124,,,,,,,,,,,,,9c89abbe-8b92-4b95-ab54-effecb9fc7b2,2512,,"[36.4, 28.3]",3900577,60,,,,-0.0695081,,Right Foot,,,"[83.8, 25.0]",High Pass,,47.514736,,Unknown,,Michy Batshuayi Tunga,3457.0,,,,,,2,From Counter,Lassana Diarra,3181.0,Left Center Midfield,128,Marseille,147,['27af2a5c-51cd-47ec-8b2c-05f06012475b'],42,,,,,,,,,,,,,,,,,,Marseille,147,00:15:42.243,Pass,
,,,,,,,,,,,,,,,6.156118,,,,,,,,,,,,,84fe5395-5895-4ef0-be5c-b3184d3de5a4,2517,,"[35.0, 55.1]",3900577,61,True,,,0.48357564,,Right Foot,,,"[80.7, 79.1]",High Pass,,51.6187,,Out,,,,,,,,Free Kick,2,From Free Kick,Christophe Kerbrat,2936.0,Right Center Back,129,Guingamp,142,,21,,,,,,,,,,,,,,,,,,Guingamp,142,00:16:21.043,Pass,
,,,,,,,,,,,,,,,1.463397,,,,,,,,,,,,,3a6a0fad-efa9-4abb-ba5b-4c260202bc7d,2518,,"[38.8, 0.1]",3900577,61,,,,2.1888552,,,,,"[26.5, 17.4]",Low Pass,,21.22687,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,Throw-in,2,From Throw In,Javier Manquillo Gaitán,3075.0,Left Back,130,Marseille,147,['2a18ed77-d3cc-4e15-89f0-ec542b5692d1'],33,,,,,,,,,,,,,,,,,,Marseille,147,00:16:33.811,Pass,
,,,,,,,,,,,,,,,1.39537,,,,,,,,,,,,,22b5b48d-b350-4550-9f32-296ebbe851cc,2521,,"[25.7, 21.8]",3900577,61,,,,1.4048718,,Right Foot,,,"[29.2, 42.7]",Ground Pass,,21.191036,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,2,From Throw In,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,130,Marseille,147,['957b7462-c780-4e30-96a2-2844c5957295'],37,,,,,,,,,,,,,,,,,,Marseille,147,00:16:37.467,Pass,
