50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.229437,,,,,,,,,,,,,,c1100de4-d623-4d98-873f-c928ec03ad24,1722,,,"[77.6, 68.2]",3901160,44,,,,,-0.9589226,,Right Foot,,,"[106.3, 27.3]",High Pass,,49.96499,Incomplete,,Fábio Henrique Tavares,3247.0,,True,,,,1,From Free Kick,Andrea Raggi,3374.0,Right Back,98,AS Monaco,129,"['0efddf98-4359-4f4a-b1b0-42dbe4f93c8e', '6a7167a2-cb40-4be7-a577-00ebb456faeb']",45,,,,,,,,,,,,,,,,,AS Monaco,129,00:44:45.021,Pass,
,,,,,,,,,,,,,,,,,0.824489,,,,,,,,,,,,,,e579e223-ae10-494a-bed2-c6f4371cad9d,1726,,,"[78.8, 36.2]",3901160,44,,,,,1.3309393,,Right Foot,,,"[83.3, 54.6]",High Pass,,18.94228,,,Thomas Lemar,3245.0,,,,,Recovery,1,From Free Kick,João Filipe Iria Santos Moutinho,3168.0,Center Attacking Midfield,98,AS Monaco,129,"['78dbf277-577d-4d61-af34-46f28456748b', '9f29c2e2-dbe4-4a10-a3c8-a013ceb70c1e']",50,,,,,,,,,,,,,,,,,AS Monaco,129,00:44:50.221,Pass,True
,,,,,,,,,,,,,,,,,1.369527,,,,,,,,,,,,,,2dbdb22e-a14e-4f4d-9a19-fe432b4d574d,1728,,,"[83.3, 56.0]",3901160,44,,,,,-2.7578778,,Head,,,"[67.2, 49.5]",Low Pass,,17.362604,,,Andrea Raggi,3374.0,,,,,,1,From Free Kick,Thomas Lemar,3245.0,Left Wing,98,AS Monaco,129,['107cf234-09bd-4687-b2ba-cf5228cf8e1a'],51,,,,,,,,,,,,,,,,,AS Monaco,129,00:44:51.045,Pass,
,,,,,,,,,,,,,,,,,1.478559,,,,,,,,,,,,,,8788b28e-58e3-4f7e-ac3c-e3b32df4a9b8,1731,,,"[69.3, 49.7]",3901160,44,,,,,1.6024064,,Left Foot,,,"[68.5, 75.0]",Ground Pass,,25.312645,,,Wallace Fortuna dos Santos,8277.0,,,,,,1,From Free Kick,Andrea Raggi,3374.0,Right Back,98,AS Monaco,129,['64433c4c-5bfa-4953-8b7e-8939fa0776d2'],53,,,,,,,,,,,,,,,,,AS Monaco,129,00:44:53.952,Pass,
,,,,,,,,,,,,,,,,,1.764262,,,,,,,,,,,,,,507b0ffa-7629-4c10-8e69-8bb86699a9e5,1734,,,"[67.5, 74.1]",3901160,44,,,,,0.07448879,,Right Foot,,,"[87.6, 75.6]",Ground Pass,,20.155893,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Free Kick,Wallace Fortuna dos Santos,8277.0,Left Center Back,98,AS Monaco,129,['8105073a-8692-436f-82c9-cc0e946fca0b'],56,,,,,,,,,,,,,,,,,AS Monaco,129,00:44:56.395,Pass,
,,,,,,,,,,,,,,,,,1.343835,,,,,,,,,,,,,,490f8d0a-9cc5-4b58-a78c-03286270f670,1747,,,"[37.0, 20.7]",3901160,45,,,,,-1.0505291,,Right Foot,,,"[42.5, 11.1]",Ground Pass,,11.063906,,,Adryan Oliveira Tavares,31687.0,,,,,,1,Regular Play,Guillaume Gillet,4380.0,Right Defensive Midfield,99,Nantes,144,['df69b7cb-dc1c-468a-b77d-a001d7878658'],3,,,,,,,,,,,,,,,,,Nantes,144,00:45:03.731,Pass,
,,,,,,,,,,,,,,,,,0.871579,,,,,,,,,,,,,,cce79036-b5db-45bf-b324-e86664093d4d,1750,,,"[55.5, 8.6]",3901160,45,,,,,0.92273945,,Left Foot,,,"[66.1, 22.6]",Ground Pass,,17.560183,,,Emiliano Sala,3114.0,,,,,,1,Regular Play,Adryan Oliveira Tavares,31687.0,Left Midfield,99,Nantes,144,['1e8179af-7b35-4615-8415-cebb8633ad57'],6,,,,,,,,,,,,,,,,,Nantes,144,00:45:06.485,Pass,
,,,,,,,,,,,,,,,,,1.072611,,,,,,,,,,,,,,ea60c5fd-f392-40ef-9181-3c8a347ffde6,1754,,,"[69.2, 16.8]",3901160,45,,,,,-2.9404044,,Right Foot,,,"[54.0, 13.7]",Ground Pass,,15.5128975,Unknown,,,,,,,,,1,Regular Play,Emiliano Sala,3114.0,Left Center Forward,99,Nantes,144,['37e6156e-6e5d-41eb-a68a-8ecf0a355f3a'],9,,,,,,,,,,,,,,,,,Nantes,144,00:45:09.191,Pass,True
,,,,,,,,,,,,,,,,,1.37169,,,,,,,,,,,,,,7540f9dd-77ce-4c9c-a63f-19d33e22afb1,1759,,,"[61.0, 40.1]",3901160,45,,,,,-3.0250065,,Right Foot,,,"[49.9, 38.8]",Ground Pass,,11.175867,,,Jérémy Toulalan,3406.0,,,,,Kick Off,2,From Kick Off,João Filipe Iria Santos Moutinho,3168.0,Center Attacking Midfield,100,AS Monaco,129,['9599d0ec-76fa-4c20-b028-f30e41384cb9'],1,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:01.368,Pass,
,,,,,,,,,,,,,,,,,1.217162,,,,,,,,,,,,,,ad3f4f00-f4b4-45f2-b511-24df46b3ca13,1762,,,"[48.2, 41.4]",3901160,45,,,,,3.0019667,,Right Foot,,,"[29.7, 44.0]",Ground Pass,,18.681808,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,2,From Kick Off,Jérémy Toulalan,3406.0,Left Defensive Midfield,100,AS Monaco,129,['23da0ad6-3c22-4403-b69f-2fe28e0ffc06'],3,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:03.998,Pass,
,,,,,,,,,,,,,,,,,0.975996,,,,,,,,,,,,,,e114d6fb-ccb6-4a17-969b-3ebe622e4b29,1764,,,"[30.6, 45.6]",3901160,45,,,,,-1.8397906,,Right Foot,,,"[25.5, 27.1]",Ground Pass,,19.190102,,,Wallace Fortuna dos Santos,8277.0,,,,,,2,From Kick Off,Ricardo Alberto Silveira de Carvalho,10805.0,Right Center Back,100,AS Monaco,129,['8026a5c6-2bad-4a5f-8f76-23dc373f8e76'],5,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:05.215,Pass,
,,,,,,,,,,,,,,,,,1.536587,,,,,,,,,,,,,,7ef36f8b-ba7a-41cb-b26a-29f41a9d827c,1767,,,"[28.1, 22.9]",3901160,45,,,,,-1.1927379,,Left Foot,,,"[33.7, 8.8]",Ground Pass,,15.171354,,,Elderson Uwa Echiejile,27558.0,,,,,,2,From Kick Off,Wallace Fortuna dos Santos,8277.0,Left Center Back,100,AS Monaco,129,['2d6c1906-9e23-405c-a75f-131c817b6894'],8,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:08.044,Pass,
,,,,,,,,,,,,,,,,,4.171558,,,,,,,,,,,,,,d9723176-474f-468d-ab92-0c4a4fd5377d,1770,,,"[38.7, 8.3]",3901160,45,,,,,0.18408777,,Left Foot,,,"[101.0, 19.9]",High Pass,,63.370735,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,,2,From Kick Off,Elderson Uwa Echiejile,27558.0,Left Back,100,AS Monaco,129,"['b08ffdf7-a58a-4d47-8334-4e4b2918aa7b', 'efbee5bd-27d1-4737-b1c0-c99325a3a3f4']",12,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:12.020,Pass,
,,,,,,,,,,,,,,,,,2.774027,,,,,,,,,,,,,,0f607027-800b-439c-99a6-f430e1d0c448,1773,,,"[113.3, 0.1]",3901160,45,,,,,1.5545377,,,True,,"[113.9, 37.0]",High Pass,,36.904877,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,Throw-in,2,From Throw In,Elderson Uwa Echiejile,27558.0,Left Back,101,AS Monaco,129,"['8162f5a1-ffde-49fd-9d97-7d7cc7295b11', 'ae353a8c-41da-427a-b05e-4f004edf7aba']",34,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:34.104,Pass,
,,,,,,,,,,,,,,,,,1.425046,,,,,,,,,,,,,,e57390a1-ef8a-402d-9a28-599f802a53dd,1776,,,"[110.4, 24.7]",3901160,45,,,,True,2.4980915,,,,,"[104.8, 28.9]",High Pass,,7.0,Incomplete,,João Filipe Iria Santos Moutinho,3168.0,,,,,Recovery,2,From Throw In,Guido Marcelo Carrillo,3246.0,Center Forward,101,AS Monaco,129,"['61e6c478-dfe3-48c4-9fae-d4e671dd1daa', '711f8b08-3637-47ac-ae85-0c00ec562c38', 'dae7c7c9-c75e-45cb-92f8-243b4b86a88c']",38,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:38.630,Pass,True
,,,,,,,,,,,,,,,,,2.144512,,,,,,,,,,,,,,e4151e33-709f-416e-9b7d-fd0d55486cf3,1780,,,"[26.9, 54.6]",3901160,45,,,,,-0.87531894,,Right Foot,,,"[38.0, 41.3]",High Pass,,17.323395,Incomplete,,Youssouf Sabaly,3404.0,,,,,Recovery,2,From Throw In,Kolbeinn Sigþórsson,6284.0,Right Center Forward,101,AS Monaco,129,"['2747a43e-1212-46b7-9eff-94a78eec1235', 'd03eb437-078a-4d37-8aff-a96b1f55ea18']",41,,,,,,,,,,,,,,,,,Nantes,144,00:00:41.276,Pass,
,,,,,,,,,,,,,,,,,2.196892,,,,,,,,,,,,,,d8d8b99c-02ef-4012-bf3a-db852f5283d4,1785,,,"[80.9, 30.6]",3901160,45,,,,,-0.9713438,,Right Foot,,,"[101.4, 0.6]",High Pass,,36.335243,Out,,Thomas Lemar,3245.0,,,,,,2,From Throw In,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,101,AS Monaco,129,"['13b057c9-446d-4bfc-883a-124ea81061a9', '499bc55c-2e78-4620-9a4d-265772d207bd']",43,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:43.999,Pass,True
,,,,,,,,,,,,,,,,,1.557395,,,,,,,,,,,,,,563e73d0-056a-4e9f-910f-a925c062ecc5,1787,,,"[24.7, 80.0]",3901160,45,,,,,-0.1660251,,,,,"[43.2, 76.9]",High Pass,,18.75793,Incomplete,,Alejandro Bedoya,12351.0,,,,,Throw-in,2,From Throw In,Youssouf Sabaly,3404.0,Right Back,102,Nantes,144,"['b13eb314-fda9-4537-a499-75c66d488bca', 'b6aa5cfe-4de1-44c1-9f34-605265b9ca5d']",57,,,,,,,,,,,,,,,,,Nantes,144,00:00:57.813,Pass,
,,,,,,,,,,,,,,,,,2.933395,,,,,,,,,,,,,,b13eb314-fda9-4537-a499-75c66d488bca,1790,,,"[76.9, 3.2]",3901160,45,,,,True,1.2449418,,,,,"[84.3, 25.1]",High Pass,,23.116444,,,Guido Marcelo Carrillo,3246.0,,,,,Recovery,2,From Throw In,Elderson Uwa Echiejile,27558.0,Left Back,102,Nantes,144,"['563e73d0-056a-4e9f-910f-a925c062ecc5', '5b45c2dc-a26c-4482-8b5c-23777b481262', 'fc763b9d-d86a-438f-970c-93b74bda0ec9']",59,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:59.371,Pass,True
,,,,,,,,,,,,,,,,,0.908759,,,,,,,,,,,,,,5893450f-d259-4e1e-b1f4-8ff4eae227d2,1792,,,"[83.8, 25.9]",3901160,46,,,,True,2.4329665,,,,,"[80.3, 28.9]",Low Pass,,4.609772,Incomplete,,Fábio Henrique Tavares,3247.0,,,,,,2,From Throw In,Guido Marcelo Carrillo,3246.0,Center Forward,102,Nantes,144,"['b19ab5e3-8c6c-4ea9-a694-d6cc58c5194b', 'e0da9d71-952f-47c1-a841-ad1bce2bed84', 'eeb5ec3c-28c3-42df-b6e5-153435485dd3']",2,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:02.304,Pass,True
,,,,,,,,,,,,,,,,,3.073415,,,,,,,,,,,,,,9e5fa870-7f7a-48e6-8e7d-4dcda6b1d017,1797,,,"[37.2, 39.3]",3901160,46,,,,,-2.2403138,,Right Foot,,,"[20.5, 18.2]",Ground Pass,,26.909107,,,Wilfried Moimbé,4249.0,,,,,,2,From Throw In,Guillaume Gillet,4380.0,Right Defensive Midfield,102,Nantes,144,['0f7d04d2-4c72-49b7-8aac-c3e933156bdd'],4,,,,,,,,,,,,,,,,,Nantes,144,00:01:04.730,Pass,
,,,,,,,,,,,,,,,,,2.858295,,,,,,,,,,,,,,85308f4b-b6e0-4f9f-b53a-4ac258d30b2b,1800,,,"[30.7, 3.2]",3901160,46,,,,,0.06028902,,Left Foot,,,"[80.4, 6.2]",High Pass,,49.790462,Incomplete,,Alejandro Bedoya,12351.0,,,,,,2,From Throw In,Wilfried Moimbé,4249.0,Left Back,102,Nantes,144,"['0c3bf8d1-aa99-4a86-afe5-c31ca8423dcc', '9093e314-34fc-4587-badd-86c3f5114291']",10,,,,,,,,,,,,,,,,,Nantes,144,00:01:10.705,Pass,
,,,,,,,,,,,,,,,,,1.43768,,,,,,,,,,,,,,9093e314-34fc-4587-badd-86c3f5114291,1802,,,"[39.7, 73.9]",3901160,46,,,,,-0.48132253,,Right Foot,,,"[55.4, 65.7]",Low Pass,,17.712425,,,Fábio Henrique Tavares,3247.0,,,,,Recovery,2,Regular Play,Ricardo Alberto Silveira de Carvalho,10805.0,Right Center Back,103,AS Monaco,129,"['5c485267-31ce-4fd9-8933-331b70ef68c6', '85308f4b-b6e0-4f9f-b53a-4ac258d30b2b']",13,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:13.564,Pass,
,,,,,,,,,,,,,,,,,1.250398,,,,,,,,,,,,,,6cbc011c-78e3-497d-a415-9b7d60a1f290,1805,,,"[55.4, 59.7]",3901160,46,,,,,2.9955804,,Right Foot,,,"[48.6, 60.7]",High Pass,,6.873136,,,Jérémy Toulalan,3406.0,,,,,,2,Regular Play,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,103,AS Monaco,129,"['7b8ce69f-3fd8-43dc-ba8a-4906b43eb053', 'ee45e277-980b-4bd2-9ae0-a114917362d2']",15,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:15.001,Pass,True
,,,,,,,,,,,,,,,,,1.05592,,,,,,,,,,,,,,51b53cbe-ef6f-41d0-bccb-98e0c7fb2994,1807,,,"[48.2, 58.5]",3901160,46,,,,,0.0,,Head,,,"[56.0, 58.5]",Low Pass,,7.8,,,Fábio Henrique Tavares,3247.0,,,,,,2,Regular Play,Jérémy Toulalan,3406.0,Left Defensive Midfield,103,AS Monaco,129,['1652e0ac-756b-40e8-a993-13fcf9ecf392'],16,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:16.252,Pass,
,,,,,,,,,,,,,,,,,0.981102,,,,,,,,,,,,,,253e072f-f933-4611-80bc-119ee8afb679,1813,,,"[55.4, 60.7]",3901160,46,,,,,1.3258177,,Left Foot,,,"[56.8, 66.3]",Ground Pass,,5.772348,,,Fábio Henrique Tavares,3247.0,,,,,Free Kick,2,From Free Kick,Jérémy Toulalan,3406.0,Left Defensive Midfield,104,AS Monaco,129,['8df42c24-63b0-452d-aec5-b6e4a3c134ec'],29,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:29.759,Pass,
,,,,,,,,,,,,,,,,,0.920741,,,,,,,,,,,,,,e2b30b2a-5c3c-4a5f-98a2-8378e98566f4,1817,,,"[56.0, 59.7]",3901160,46,,,,,-0.39479113,,Right Foot,,,"[62.0, 57.2]",Ground Pass,,6.5,,,Jérémy Toulalan,3406.0,,,,,,2,From Free Kick,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,104,AS Monaco,129,['4922a5f1-2544-4749-a758-de68f41a86b5'],32,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:32.401,Pass,
,,,,,,,,,,,,,,,,,2.115139,,,,,,,,,,,,,,09c6ad6e-6420-4322-9750-5205a6798636,1821,,,"[71.3, 61.1]",3901160,46,,,,,0.9780989,,Right Foot,,,"[77.9, 70.9]",Ground Pass,,11.815245,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,2,From Free Kick,Jérémy Toulalan,3406.0,Left Defensive Midfield,104,AS Monaco,129,['9b3a4a54-8c96-441f-9b6c-4c05e1c56b17'],34,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:34.202,Pass,
,,,,,,,,,,,,,,,,,1.303579,,,,,,,,,,,,,,4c2d05f8-0d84-4b7a-a06c-9e2336a283df,1824,,,"[89.8, 71.8]",3901160,46,,,,,0.34724078,,Right Foot,,,"[100.3, 75.6]",Ground Pass,,11.166468,,,Kylian Mbappé Lottin,3009.0,,,,,,2,From Free Kick,João Filipe Iria Santos Moutinho,3168.0,Center Attacking Midfield,104,AS Monaco,129,['546dabcf-a572-435e-a83d-96235031ab65'],38,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:38.338,Pass,
,,,,,,,,,,,,,,,,,5.224348,,,,,,,,,,,,,,ca10b695-16a6-468c-9262-682dd48c46d3,1827,,,"[101.0, 74.4]",3901160,46,,,,,-1.589662,,Right Foot,,,"[99.6, 0.2]",High Pass,,74.2132,Out,,Guido Marcelo Carrillo,3246.0,,True,,,,2,From Free Kick,Kylian Mbappé Lottin,3009.0,Right Wing,104,AS Monaco,129,['75accc14-3a37-4a7d-82fb-5b589bc37f5c'],40,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:40.509,Pass,
,,,,,,,,,,,,,,,,,1.729421,,,,,,,,,,,,,,45701a87-76b3-4100-9550-30e415b39b5b,1829,,,"[25.1, 80.0]",3901160,47,,,,,-0.16267191,,,,,"[51.3, 75.7]",High Pass,,26.550518,,,Kolbeinn Sigþórsson,6284.0,,,,,Throw-in,2,From Throw In,Youssouf Sabaly,3404.0,Right Back,105,Nantes,144,['569d713c-c758-44c0-bd4b-2d85c7fc1765'],2,,,,,,,,,,,,,,,,,Nantes,144,00:02:02.641,Pass,
,,,,,,,,,,,,,,,,,2.660675,,,,,,,,,,,,,,321fe88f-0731-41d7-97ca-89a73d21ad81,1831,,,"[53.0, 75.7]",3901160,47,,,,,-1.3753539,,Head,,,"[56.9, 56.0]",High Pass,,20.08233,Incomplete,,Alejandro Bedoya,12351.0,,,,,,2,From Throw In,Kolbeinn Sigþórsson,6284.0,Right Center Forward,105,Nantes,144,"['0bf9d536-aa09-471e-86e2-210a26622753', '6b705fb9-fc69-4b22-b8ff-239e8f625c1a']",4,,,,,,,,,,,,,,,,,Nantes,144,00:02:04.703,Pass,
,,,,,,,,,,,,,,,,,4.468762,,,,,,,,,,,,,,024770db-ee63-48b0-afef-d880f7da26b7,1835,,,"[63.6, 24.1]",3901160,47,,,,,0.23109066,,Right Foot,,,"[109.5, 34.9]",High Pass,,47.153473,Incomplete,,Kylian Mbappé Lottin,3009.0,,,,,,2,From Throw In,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,105,Nantes,144,"['e57020f9-4219-4597-93b9-3c587c2befbe', 'e84b7e95-95d9-43ff-adc0-2550c4aaf1b1']",8,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:08.777,Pass,
,,,,,,,,,,,,,,,,,4.373668,,,,,,,,,,,,,,f73d9706-3d53-421d-9ed3-2d68be6e2c39,1839,,,"[13.5, 46.3]",3901160,47,,,,,0.17089354,,Right Foot,,,"[98.1, 60.9]",High Pass,,85.85057,,,Emiliano Sala,3114.0,,,,,,2,From Throw In,Rémy Riou,25377.0,Goalkeeper,105,Nantes,144,['e3905808-ea1c-45a2-a0d3-2d540c54a9ab'],27,,,,,,,,,,,,,,,,,Nantes,144,00:02:27.454,Pass,
,,,,,,,,,,,,,,,,,3.570832,,,,,,,,,,,,,,69d48a84-eb42-4a35-92a5-d6db70fd8c69,1844,,,"[7.0, 36.1]",3901160,47,,,,,0.44395882,,Right Foot,,,"[82.9, 72.2]",High Pass,,84.04772,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,Goal Kick,2,From Goal Kick,Danijel Subašić,3444.0,Goalkeeper,106,AS Monaco,129,"['1c249db1-625f-49ee-90ba-8db3ef51a1c6', '70220af5-3727-44ac-bc2b-a69c229b36c6']",58,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:58.006,Pass,
,,,,,,,,,,,,,,,,,2.403506,,,,,,,,,,,,,,0c0d5c0c-a330-4bbd-84df-0049f6a69aaa,1851,,,"[45.2, 76.5]",3901160,48,,,,,-0.5233592,,Right Foot,,,"[80.9, 55.9]",High Pass,,41.21711,Incomplete,,João Filipe Iria Santos Moutinho,3168.0,,,,,,2,From Goal Kick,Ricardo Alberto Silveira de Carvalho,10805.0,Right Center Back,106,AS Monaco,129,"['47c89621-8efc-4cc5-b74b-1bedcbc1c69b', '5f339698-befa-41d4-84f3-255edeb2df86', 'bdbdf7dd-776a-459e-b265-43342db2ef87']",5,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:05.149,Pass,True
,,,,,,,,,,,,,,,,,1.579265,,,,,,,,,,,,,,31689dc1-c9f6-46c6-9648-8b6e167c69ea,1858,,,"[62.1, 63.6]",3901160,48,,,,,0.4413188,,Right Foot,,,"[78.4, 71.3]",Ground Pass,,18.027203,,,Emiliano Sala,3114.0,,,,,,2,Regular Play,Alejandro Bedoya,12351.0,Right Midfield,107,Nantes,144,['8d4aaa64-f0d9-44f2-88ca-8a2750ac7988'],13,,,,,,,,,,,,,,,,,Nantes,144,00:03:13.464,Pass,
,,,,,,,,,,,,,,,,,0.163168,,,,,,,,,,,,,,6ccaca5b-72a5-4de7-8f7e-c67bd559e59a,1861,,,"[103.1, 77.3]",3901160,48,,,,,-1.3961241,,Right Foot,,,"[103.7, 73.9]",Ground Pass,,3.4525354,Incomplete,,Alejandro Bedoya,12351.0,,,,,,2,Regular Play,Emiliano Sala,3114.0,Left Center Forward,107,Nantes,144,"['446fff14-9245-481d-a119-b1a21e8da68b', 'af5259b4-1854-44ee-a696-8fbc01a88e08']",19,,,,,,,,,,,,,,,,,Nantes,144,00:03:19.943,Pass,
,,,,,,,,,,,,,,,,,3.30442,,,,,,,,,,,,,,36070f3e-33e4-406b-a47a-af937b04a43e,1865,,,"[4.0, 0.1]",3901160,48,,,,,0.15647724,,,,,"[45.2, 6.6]",High Pass,,41.70959,Incomplete,,João Filipe Iria Santos Moutinho,3168.0,,,,,Throw-in,2,From Throw In,Elderson Uwa Echiejile,27558.0,Left Back,108,AS Monaco,129,"['0d090eb9-a729-46c5-8162-aaf6b118d8f8', 'abe230bd-786a-4017-9825-b0ec32b29634']",43,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:43.351,Pass,
,,,,,,,,,,,,,,,,,2.578282,,,,,,,,,,,,,,abe230bd-786a-4017-9825-b0ec32b29634,1867,,,"[74.9, 73.5]",3901160,48,,,,,1.3111666,,Head,,,"[76.6, 79.9]",High Pass,,6.6219335,Out,,Alejandro Bedoya,12351.0,,,,,Recovery,2,From Throw In,Rémi Gomis,401478.0,Left Defensive Midfield,108,AS Monaco,129,"['36070f3e-33e4-406b-a47a-af937b04a43e', '7857b993-a0f0-44fd-a616-21395e9d3ec2']",46,,,,,,,,,,,,,,,,,Nantes,144,00:03:46.656,Pass,
,,,,,,,,,,,,,,,,,1.317329,,,,,,,,,,,,,,b0e3e3ad-fe44-46c2-bc53-187802999cea,1870,,,"[46.5, 0.1]",3901160,49,,,,,0.14147279,,,,,"[79.5, 4.8]",High Pass,,33.333015,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,Throw-in,2,From Throw In,Elderson Uwa Echiejile,27558.0,Left Back,109,AS Monaco,129,"['3a952c9d-b5d2-4115-b606-3272cd3fa6b4', 'b2c61889-6b05-4acc-af7c-3decae45737b']",0,,,,,,,,,,,,,,,,,AS Monaco,129,00:04:00.856,Pass,
,,,,,,,,,,,,,,,,,1.042837,,,,,,,,,,,,,,3a952c9d-b5d2-4115-b606-3272cd3fa6b4,1872,,,"[40.6, 75.3]",3901160,49,,,,,-0.9261283,,Head,,,"[50.9, 61.6]",High Pass,,17.14001,,,Guillaume Gillet,4380.0,,,,,Interception,2,Regular Play,Rémi Gomis,401478.0,Left Defensive Midfield,110,Nantes,144,"['b0e3e3ad-fe44-46c2-bc53-187802999cea', 'bcc212de-c0eb-400f-ba44-638a0482baa0']",2,,,,,,,,,,,,,,,,,Nantes,144,00:04:02.173,Pass,
,,,,,,,,,,,,,,,,,0.737779,,,,,,,,,,,,,,184f454f-be97-4e47-88c3-61fea1110e8e,1875,,,"[52.6, 60.2]",3901160,49,,,,,0.0,,Right Foot,,,"[62.5, 60.2]",Ground Pass,,9.9,,,Kolbeinn Sigþórsson,6284.0,,,,,,2,Regular Play,Guillaume Gillet,4380.0,Right Defensive Midfield,110,Nantes,144,['1f024c89-7c84-4cc7-a615-d041c72da5ff'],4,,,,,,,,,,,,,,,,,Nantes,144,00:04:04.073,Pass,
,,,,,,,,,,,,,,,,,0.558507,,,,,,,,,,,,,,6c02aa68-8784-4ebe-85f2-1ed0de6a2637,1890,,,"[49.5, 3.6]",3901160,49,,,,,-2.8430936,,Left Foot,,,"[46.9, 2.8]",Ground Pass,,2.720294,,,Elderson Uwa Echiejile,27558.0,,,,,,2,Regular Play,Thomas Lemar,3245.0,Left Wing,111,AS Monaco,129,['5b1625d9-615a-432a-a690-7b54e4b92684'],11,,,,,,,,,,,,,,,,,AS Monaco,129,00:04:11.125,Pass,
,,,,,,,,,,,,,,,,,1.263324,,,,,,,,,,,,,,e5018a44-348f-4aa3-8b9c-2e397e002ce1,1892,,,"[46.9, 2.8]",3901160,49,,,,,1.3838171,,Left Foot,,,"[49.0, 13.9]",Ground Pass,,11.296903,,,Fábio Henrique Tavares,3247.0,,,,,,2,Regular Play,Elderson Uwa Echiejile,27558.0,Left Back,111,AS Monaco,129,['21e2911c-f483-4841-b98a-f7455fd181a0'],11,,,,,,,,,,,,,,,,,AS Monaco,129,00:04:11.684,Pass,
,,,,,,,,,,,,,,,,,1.474196,,,,,,,,,,,,,,8545d035-e4d4-4b69-98ff-c53fc1508ffa,1899,,,"[37.0, 21.2]",3901160,49,,,,,1.9276202,,Right Foot,,,"[30.7, 38.1]",Ground Pass,,18.036076,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,2,Regular Play,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,111,AS Monaco,129,['c676cea1-402f-4bc4-88c9-abf6a69a73ce'],15,,,,,,,,,,,,,,,,,AS Monaco,129,00:04:15.380,Pass,
