50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4e0a7a9d-0507-4e19-980f-226129900c9c,1,,,,3901228,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 3200, 'name': 'Renaud Cohade'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 4265, 'name': 'Oussama Tannane'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 4}, {'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0c70a894-8337-4413-9742-6fbc3c684973,2,,,,3901228,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 12}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fc7b8f9b-dadd-4ac4-8cb8-d35a9365622c,3,,,,3901228,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['786f3559-40c7-42f6-8911-dd197170c605'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,786f3559-40c7-42f6-8911-dd197170c605,4,,,,3901228,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['fc7b8f9b-dadd-4ac4-8cb8-d35a9365622c'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,74b6ca9a-7896-4340-afa5-29b46e16dc8a,1904,,,,3901228,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,104,Lorient,165,['fbffe28a-6395-443d-98d6-e91de708bc18'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fbffe28a-6395-443d-98d6-e91de708bc18,1905,,,,3901228,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,104,Lorient,165,['74b6ca9a-7896-4340-afa5-29b46e16dc8a'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.463728,,,,,,,,,,,,2f06a92f-8871-4814-8159-1acef96dd367,5,,,"[61.0, 40.1]",3901228,0,,,,1.5182133,,Left Foot,,,"[61.1, 42.0]",,Ground Pass,,1.9026297,,,Benjamin Jeannot,3552.0,,,,,Kick Off,1,From Kick Off,Benjamin Moukandjo Bilé,33178.0,Left Center Forward,2,Lorient,165,['163c6b54-7f53-4277-9872-939b462c2def'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.997,Pass,
,,,,,,,,,,,,,,,,,,,1.342985,,,,,,,,,,,,9e5b431c-7912-4e9d-aecd-64be685cbf19,8,,,"[60.3, 42.8]",3901228,0,,,,-2.6415627,,Right Foot,,,"[39.8, 31.6]",,Ground Pass,,23.360008,,,Walid Mesloub,7766.0,,,,,,1,From Kick Off,Benjamin Jeannot,3552.0,Right Center Forward,2,Lorient,165,['90bfb6be-b3a6-4fff-9b9f-fdb776190032'],1,,,,,,,,,,,,,,,,,Lorient,165,00:00:01.623,Pass,
,,,,,,,,,,,,,,,,,,,1.272265,,,,,,,,,,,,edf32ad9-66cf-4bcc-a6d5-183037289714,11,,,"[39.8, 31.6]",3901228,0,,,,-1.869675,,Right Foot,,,"[34.1, 13.1]",,Ground Pass,,19.358202,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,From Kick Off,Walid Mesloub,7766.0,Left Defensive Midfield,2,Lorient,165,['51069f23-741c-4d22-8bc6-f0dfe7cfdb12'],4,,,,,,,,,,,,,,,,,Lorient,165,00:00:04.047,Pass,
,,,,,,,,,,,,,,,,,,,0.988231,,,,,,,,,,,,4bf0b60b-8891-43c5-9a01-73e76481b0c0,14,,,"[36.4, 11.3]",3901228,0,,,,0.8010219,,Left Foot,,,"[49.0, 24.3]",,Ground Pass,,18.104143,,,Walid Mesloub,7766.0,,,,,,1,From Kick Off,Raphaël Adelino José Guerreiro,5209.0,Left Back,2,Lorient,165,['4fa7d2c6-1e6d-4a44-90fb-8772fd74cc07'],6,,,,,,,,,,,,,,,,,Lorient,165,00:00:06.269,Pass,
,,,,,,,,,,,,,,,,,,,1.219646,,,,,,,,,,,,26301c37-d145-4327-b6f3-031cc8a66435,18,,,"[50.4, 23.3]",3901228,0,,,,1.8526781,,Right Foot,,,"[44.0, 45.4]",,Low Pass,,23.008041,,,Didier Ndong Ibrahim,22587.0,,,,,,1,From Kick Off,Walid Mesloub,7766.0,Left Defensive Midfield,2,Lorient,165,"['15adbdeb-84da-47c1-b898-d7c0ac5fbe3d', 'ce8043a6-d797-46dd-868b-4bb0b3a99543']",8,,,,,,,,,,,,,,,,,Lorient,165,00:00:08.532,Pass,True
,,,,,,,,,,,,,,,,,,,1.186529,,,,,,,,,,,,d68b7878-1c3e-4540-b654-6607403fe184,21,,,"[40.2, 49.0]",3901228,0,,,,1.1873336,,Right Foot,,,"[49.6, 72.3]",,Ground Pass,,25.12469,,,Yann Jouffre,3102.0,,,,,,1,From Kick Off,Didier Ndong Ibrahim,22587.0,Right Defensive Midfield,2,Lorient,165,['e07e7d53-1b47-4367-a223-e9601a280b79'],11,,,,,,,,,,,,,,,,,Lorient,165,00:00:11.207,Pass,
,,,,,,,,,,,,,,,,,,,0.615825,,,,,,,,,,,,a81d3222-95c5-44ce-9cee-3d93b96ef18e,24,,,"[43.2, 70.9]",3901228,0,,,,-0.9664908,,Left Foot,,,"[49.0, 62.5]",,Ground Pass,,10.20784,,,Didier Ndong Ibrahim,22587.0,,,,,,1,From Kick Off,Yann Jouffre,3102.0,Right Midfield,2,Lorient,165,['59b0a849-a410-4a9a-9028-d45f2d1a254a'],13,,,,,,,,,,,,,,,,,Lorient,165,00:00:13.304,Pass,
,,,,,,,,,,,,,,,,,,,0.723418,,,,,,,,,,,,e28b876b-1761-4b44-a92a-be3f41c2b7eb,26,,,"[49.8, 63.1]",3901228,0,,,,2.714965,,Right Foot,,,"[43.2, 66.1]",,Ground Pass,,7.2498274,,,Yann Jouffre,3102.0,,,,,,1,From Kick Off,Didier Ndong Ibrahim,22587.0,Right Defensive Midfield,2,Lorient,165,['a9366826-0265-4ce0-94ac-998fe20d6a4d'],13,,,,,,,,,,,,,,,,,Lorient,165,00:00:13.920,Pass,
,,,,,,,,,,,,,,,,,,,1.843297,,,,,,,,,,,,d92063f8-e5ff-4e0c-8235-2fd031dbde5d,30,,,"[44.0, 67.3]",3901228,0,,,,-2.0195196,,Left Foot,,,"[27.1, 32.2]",,Ground Pass,,38.956642,,,Zargo Touré,7211.0,,,,,,1,From Kick Off,Yann Jouffre,3102.0,Right Midfield,2,Lorient,165,"['10444e97-e763-49c0-a8d8-4f6da4994f6c', 'fecaf9ad-b980-40cd-b4e6-389d39e1be6a']",14,,,,,,,,,,,,,,,,,Lorient,165,00:00:14.821,Pass,True
,,,,,,,,,,,,,,,,,,,2.369819,,,,,,,,,,,,a1ff0e21-c45a-493e-87c6-b9b47ffdba24,33,,,"[27.1, 30.4]",3901228,0,,,,-0.35537702,,Right Foot,,,"[36.8, 26.8]",,Ground Pass,,10.346497,,,Walid Mesloub,7766.0,,,,,,1,From Kick Off,Zargo Touré,7211.0,Left Center Back,2,Lorient,165,['f2bd01f4-92ae-4f4a-9cce-8c2e9f655140'],16,,,,,,,,,,,,,,,,,Lorient,165,00:00:16.882,Pass,
,,,,,,,,,,,,,,,,,,,1.592395,,,,,,,,,,,,cc0759d7-c4a3-4cf9-924f-75fba6bd8feb,36,,,"[36.2, 24.5]",3901228,0,,,,-1.1727821,,Left Foot,,,"[43.6, 6.9]",,Ground Pass,,19.092407,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,From Kick Off,Walid Mesloub,7766.0,Left Defensive Midfield,2,Lorient,165,['05c48450-48b3-4290-a81e-c2ceecee0ec4'],19,,,,,,,,,,,,,,,,,Lorient,165,00:00:19.373,Pass,
,,,,,,,,,,,,,,,,,,,0.608294,,,,,,,,,,,,cb163074-61f2-4f96-9524-b387d0c8964d,39,,,"[44.4, 5.3]",3901228,0,,,,1.7147218,,Left Foot,,,"[42.4, 19.1]",,Ground Pass,,13.944175,,,Walid Mesloub,7766.0,,,,,,1,From Kick Off,Raphaël Adelino José Guerreiro,5209.0,Left Back,2,Lorient,165,['3a33059f-088c-4e49-a4a9-173688ae7afe'],20,,,,,,,,,,,,,,,,,Lorient,165,00:00:20.973,Pass,
,,,,,,,,,,,,,,,,,,,0.980164,,,,,,,,,,,,05df3238-4ebc-44cb-8bf7-6a2bdf7fea4f,43,,,"[47.8, 13.9]",3901228,0,,,,-0.44159237,,Right Foot,,,"[64.3, 6.1]",,Low Pass,,18.250753,,,Romain Philippoteaux,7338.0,,,,,,1,From Kick Off,Walid Mesloub,7766.0,Left Defensive Midfield,2,Lorient,165,"['46453812-5e4e-437b-8d98-d0739b32ac60', 'd3fc9b56-154b-40f3-a994-66874a378621']",22,,,,,,,,,,,,,,,,,Lorient,165,00:00:22.677,Pass,True
,,,,,,,,,,,,,,,,,,,1.857123,,,,,,,,,,,,165210f9-aafa-485d-8180-0daa1b2b399c,47,,,"[50.8, 80.0]",3901228,0,,,,-0.26599005,,,,,"[83.1, 71.2]",,High Pass,,33.477306,Incomplete,,Nolan Roux,3179.0,,,,,Throw-in,1,From Throw In,Kévin Théophile-Catherine,3413.0,Right Back,3,Saint-Étienne,135,"['88984264-a21a-4a5c-b664-c3fdc853fbc9', 'a31d51ca-65cd-43ef-8fb3-fc79b6b6f952']",34,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:34.302,Pass,
,,,,,,,,,,,,,,,,,,,1.355676,,,,,,,,,,,,88984264-a21a-4a5c-b664-c3fdc853fbc9,49,,,"[37.0, 8.9]",3901228,0,,,,-0.5036263,,Right Foot,,,"[46.8, 3.5]",,High Pass,,11.1892805,,,Romain Philippoteaux,7338.0,,,,,Interception,1,Regular Play,Zargo Touré,7211.0,Left Center Back,4,Lorient,165,"['0899adc4-b580-48bd-88a1-7a716a8da502', '165210f9-aafa-485d-8180-0daa1b2b399c']",36,,,,,,,,,,,,,,,,,Lorient,165,00:00:36.159,Pass,
,,,,,,,,,,,,,,,,,,,0.720967,,,,,,,,,,,,8b95a2af-46b7-4e30-bffa-14cd6747d296,51,,,"[47.0, 2.6]",3901228,0,,,,1.9453944,,Right Foot,,,"[42.4, 14.3]",,Low Pass,,12.571794,,,Walid Mesloub,7766.0,,,,,,1,Regular Play,Romain Philippoteaux,7338.0,Left Midfield,4,Lorient,165,['8ed0f4a5-55a2-41ec-8ca9-22bc42051895'],37,,,,,,,,,,,,,,,,,Lorient,165,00:00:37.515,Pass,
,,,,,,,,,,,,,,,,,,,0.544057,,,,,,,,,,,,642bc855-50ab-4aa3-8093-6fc58f2b9de5,53,,,"[42.0, 14.7]",3901228,0,,,,-1.6522484,,Left Foot,,,"[41.2, 4.9]",,Low Pass,,9.832599,,,Romain Philippoteaux,7338.0,,,,,,1,Regular Play,Walid Mesloub,7766.0,Left Defensive Midfield,4,Lorient,165,['5c99bddd-177c-4ccc-bbb5-9d514cdfe1c5'],38,,,,,,,,,,,,,,,,,Lorient,165,00:00:38.236,Pass,
,,,,,,,,,,,,,,,,,,,0.599348,,,,,,,,,,,,60ac256f-2f15-477a-8111-b6400f69fa7c,56,,,"[40.8, 4.3]",3901228,0,,,,1.3101939,,Right Foot,,,"[44.0, 16.3]",,Low Pass,,12.41934,,,Walid Mesloub,7766.0,,,,,,1,Regular Play,Romain Philippoteaux,7338.0,Left Midfield,4,Lorient,165,['3dbafa25-7682-4310-a761-f358bd2620c1'],38,,,,,,,,,,,,,,,,,Lorient,165,00:00:38.899,Pass,
,,,,,,,,,,,,,,,,,,,0.871352,,,,,,,,,,,,f0c4f4fb-ab55-4c3f-9db5-df49a184539a,59,,,"[43.4, 16.3]",3901228,0,,,,-1.1487913,,Right Foot,,,"[47.8, 6.5]",,Low Pass,,10.742439,,,Romain Philippoteaux,7338.0,,,,,,1,Regular Play,Walid Mesloub,7766.0,Left Defensive Midfield,4,Lorient,165,['62f7651c-552b-43f9-900d-b1553bf5d5ed'],39,,,,,,,,,,,,,,,,,Lorient,165,00:00:39.561,Pass,
