50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.295647,,,,,,,,,,,,,117f35b2-dbdb-4a42-a24a-7529f5300497,14,,,"[69.7, 63.0]",3900586,0,,,,-0.22032274,,Right Foot,,,"[88.9, 58.7]",,High Pass,,19.67562,,Incomplete,,,,,,,Recovery,1,From Kick Off,Jonathan Martins-Pereira,3364.0,Right Back,2,Guingamp,142,"['90f1bada-2ecf-471f-8476-5691fe51cdbf', 'a68ff13e-a88f-408a-ae70-d906c9b9624a']",7,,,,,,,,,,,,,,,,Guingamp,142,00:00:07.404,Pass,
,,,,,,,,,,,,,,,,,,1.893338,,,,,,,,,,,,,90f1bada-2ecf-471f-8476-5691fe51cdbf,15,,,"[31.2, 21.4]",3900586,0,,,,0.056640383,,Head,,,"[50.6, 22.5]",,High Pass,,19.43116,,Incomplete,Adryan Oliveira Tavares,31687.0,,,,,Recovery,1,From Kick Off,Ermir Lenjani,10746.0,Left Back,2,Guingamp,142,"['117f35b2-dbdb-4a42-a24a-7529f5300497', '455a3047-02c5-415b-a4ad-42f919d25a1f', 'ef161e9d-e899-4fad-a483-a9d9c6e182ab']",9,,,,,,,,,,,,,,,,Nantes,144,00:00:09.699,Pass,
,,,,,,,,,,,,,,,,,,0.392278,,,,,,,,,,,,,455a3047-02c5-415b-a4ad-42f919d25a1f,17,,,"[69.5, 57.6]",3900586,0,,,,-0.4164386,,Right Foot,,,"[74.7, 55.3]",,Low Pass,,5.6859474,,Incomplete,,,,,,,Recovery,1,From Kick Off,Jonathan Martins-Pereira,3364.0,Right Back,2,Guingamp,142,"['90f1bada-2ecf-471f-8476-5691fe51cdbf', '948fa6d9-227d-4444-962f-e6eb8229e00f']",11,,,,,,,,,,,,,,,,Guingamp,142,00:00:11.593,Pass,
,,,,,,,,,,,,,,,,,,0.126913,,,,,,,,,,,,,ae86e071-b7c7-497d-ab2e-b59b25329b80,19,,,"[47.0, 24.6]",3900586,0,,,,0.0,,Right Foot,,,"[47.0, 24.6]",,Ground Pass,,0.0,,Incomplete,Johan Audel,401477.0,,,,,Recovery,1,From Kick Off,Birama Touré,7350.0,Left Defensive Midfield,2,Guingamp,142,"['6743a766-0ff9-4308-8498-1a8b38fde61f', '7545e9e7-178d-46c8-a1a4-01068ef74899']",13,,,,,,,,,,,,,,,,Nantes,144,00:00:13.355,Pass,
,,,,,,,,,,,,,,,,,,2.271192,,,,,,,,,,,,,7ff64939-3a73-453c-9ab4-2010027eea26,25,,,"[27.7, 50.4]",3900586,0,,,,0.3360353,,Right Foot,,,"[69.5, 65.0]",,High Pass,,44.276405,,Unknown,Adrien Thomasson,3375.0,,,,,,1,From Kick Off,Lévy Koffi Djidji,3174.0,Right Center Back,2,Guingamp,142,['1dc37918-ab97-4914-a1af-febcbc504f14'],17,,,,,,,,,,,,,,,,Nantes,144,00:00:17.503,Pass,
,,,,,,,,,,,,,,,,,,3.416839,,,,,,,,,,,,,8f3f5d02-db67-419e-b31d-31d9e3273bd1,29,,,"[48.5, 12.8]",3900586,0,,,,2.7030795,,Right Foot,,,"[19.5, 26.4]",,Ground Pass,,32.03061,,,Jonas Lössl,3322.0,,,,,Free Kick,1,From Free Kick,Jérémy Sorbon,3124.0,Left Center Back,3,Guingamp,142,['2f20a256-6330-4cef-9152-ca4813d6f58c'],33,,,,,,,,,,,,,,,,Guingamp,142,00:00:33.342,Pass,
,,,,,,,,,,,,,,,,,,1.275165,,,,,,,,,,,,,24b4b626-c73f-45c4-93f3-e7aa8aa755fb,32,,,"[19.9, 26.4]",3900586,0,,,,-0.5039716,,Right Foot,,,"[33.5, 18.9]",,Ground Pass,,15.530937,,,Jérémy Sorbon,3124.0,,,,,,1,From Free Kick,Jonas Lössl,3322.0,Goalkeeper,3,Guingamp,142,['719572b9-9b8c-4f82-9268-7b45320a6be9'],36,,,,,,,,,,,,,,,,Guingamp,142,00:00:36.937,Pass,
,,,,,,,,,,,,,,,,,,1.4291,,,,,,,,,,,,,dd2db37b-0238-4dcb-b6f2-71b799b2a7b1,35,,,"[36.2, 18.2]",3900586,0,,,,-0.40890783,,Right Foot,,,"[45.2, 14.3]",,Ground Pass,,9.80867,,,Younousse Sankharé,3348.0,,,,,,1,From Free Kick,Jérémy Sorbon,3124.0,Left Center Back,3,Guingamp,142,['0a6a0673-4820-4102-b1fe-79e6d191c035'],39,,,,,,,,,,,,,,,,Guingamp,142,00:00:39.197,Pass,
,,,,,,,,,,,,,,,,,,0.76236,,,,,,,,,,,,,accaee3d-9c5b-455c-b3b5-63a4dc1b4f9c,39,,,"[54.3, 4.5]",3900586,0,,,,0.2745753,,Left Foot,,,"[68.5, 8.5]",,Ground Pass,,14.752626,,Incomplete,Yannis Salibur,3122.0,,,,,,1,From Free Kick,Younousse Sankharé,3348.0,Left Defensive Midfield,3,Guingamp,142,"['17667e85-49da-4828-9634-5f085c3b67a2', 'a043b635-23eb-41f8-a993-65f6dec0b85a', 'a5d73481-bc5a-4aa2-92c6-c3598e132454']",42,,,,,,,,,,,,,,,,Guingamp,142,00:00:42.589,Pass,True
,,,,,,,,,,,,,,,,,,3.367613,,,,,,,,,,,,,3279e46f-635b-4fd5-9703-19b215d3d4f8,43,,,"[52.7, 74.8]",3900586,0,,,,-0.8681649,,Right Foot,,,"[83.1, 38.9]",,High Pass,,47.042213,,Incomplete,Johan Audel,401477.0,,,,,,1,From Free Kick,Guillaume Gillet,4380.0,Right Defensive Midfield,3,Guingamp,142,"['3baa4b5b-984f-46b9-9383-131b0e111ffc', '82426c55-6cf1-4b75-b661-0ec73500ed3d']",44,,,,,,,,,,,,,,,,Nantes,144,00:00:44.608,Pass,
,,,,,,,,,,,,,,,,,,1.592057,,,,,,,,,,,,,d41facc1-6fde-40d8-a766-e0fd0761463b,47,,,"[39.5, 51.6]",3900586,0,,,,1.3723835,,Left Foot,,,"[43.3, 70.5]",,Ground Pass,,19.278227,,,Jonathan Martins-Pereira,3364.0,,,,,,1,From Free Kick,Christophe Kerbrat,2936.0,Right Center Back,3,Guingamp,142,['94039334-a193-4464-a9f3-f57af1442070'],50,,,,,,,,,,,,,,,,Guingamp,142,00:00:50.463,Pass,
,,,,,,,,,,,,,,,,,,2.604304,,,,,,,,,,,,,3d5119e4-aab5-4d27-86dc-7c6855b87d97,50,,,"[48.1, 74.7]",3900586,0,,,,-0.0043667844,,Right Foot,,,"[93.9, 74.5]",,High Pass,,45.800438,,Incomplete,Jimmy Briand,3213.0,,,,,,1,From Free Kick,Jonathan Martins-Pereira,3364.0,Right Back,3,Guingamp,142,"['e58dad1c-1763-490a-b42d-0db89c81a280', 'fd9af400-8eb0-4b7f-9a87-7aee254fe9b1']",53,,,,,,,,,,,,,,,,Guingamp,142,00:00:53.908,Pass,
,,,,,,,,,,,,,,,,,,1.688697,,,,,,,,,,,,,4343f8c6-1393-4a6d-ac69-fdbd1bd38048,53,,,"[96.2, 80.0]",3900586,1,,,,-0.43149495,,,,,"[110.1, 73.6]",,Low Pass,,15.302614,,Incomplete,Mevlüt Erdinç,20027.0,,,,,Throw-in,1,From Throw In,Jonathan Martins-Pereira,3364.0,Right Back,4,Guingamp,142,"['abc8d8e9-626d-48bc-a31f-b235e5fe3e1b', 'd39cdd14-bd69-4146-b317-723cc0c54f9f']",5,,,,,,,,,,,,,,,,Guingamp,142,00:01:05.546,Pass,
,,,,,,,,,,,,,,,,,,2.774422,,,,,,,,,,,,,2fabf76f-9890-424b-8d8e-035696d25d90,57,,,"[8.5, 4.8]",3900586,1,,,,0.044467155,,Left Foot,,,"[51.2, 6.7]",,High Pass,,42.742252,,Incomplete,Johan Audel,401477.0,,,,,,1,From Throw In,Ermir Lenjani,10746.0,Left Back,4,Guingamp,142,"['e9b5d271-5ae2-469d-b8fd-ad23faacae80', 'f096e182-e760-4187-8934-a931cee5e325']",8,,,,,,,,,,,,,,,,Nantes,144,00:01:08.710,Pass,
,,,,,,,,,,,,,,,,,,1.419528,,,,,,,,,,,,,e9b5d271-5ae2-469d-b8fd-ad23faacae80,59,,,"[68.9, 73.4]",3900586,1,,,,-0.2713346,,Head,,,"[82.2, 69.7]",,High Pass,,13.805072,,,Jonathan Martins-Pereira,3364.0,,,,,Recovery,1,From Throw In,Christophe Kerbrat,2936.0,Right Center Back,4,Guingamp,142,"['2fabf76f-9890-424b-8d8e-035696d25d90', '5d3eb8f3-7a42-4c1d-8bc7-668c6b64cca0']",11,,,,,,,,,,,,,,,,Guingamp,142,00:01:11.484,Pass,
,,,,,,,,,,,,,,,,,,2.016163,,,,,,,,,,,,,06a312c9-7d3b-48fc-8d03-0afa0dbaf82c,61,,,"[81.2, 70.3]",3900586,1,,,,-0.5603599,,Head,,,"[91.4, 63.9]",,Low Pass,,12.0415945,,Incomplete,,,,,,,,1,From Throw In,Jonathan Martins-Pereira,3364.0,Right Back,4,Guingamp,142,['20e34b2f-5c59-4123-a3cf-54b69409d60a'],12,,,,,,,,,,,,,,,,Guingamp,142,00:01:12.904,Pass,
,,,,,,,,,,,,,,,,,,3.397055,,,,,,,,,,,,,20e34b2f-5c59-4123-a3cf-54b69409d60a,62,,,"[28.7, 16.2]",3900586,1,,,,-0.0468042,,Right Foot,,,"[71.4, 14.2]",,High Pass,,42.74681,,Incomplete,Johan Audel,401477.0,,,,,Recovery,1,From Throw In,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Left Center Back,4,Guingamp,142,"['06a312c9-7d3b-48fc-8d03-0afa0dbaf82c', '367ca0d2-2188-4ce7-ba9e-ce53556eea2e', 'c0e8f925-ff9c-4c8d-8adf-81b362b0ef7c']",14,,,,,,,,,,,,,,,,Nantes,144,00:01:14.920,Pass,
,,,,,,,,,,,,,,,,,,1.556576,,,,,,,,,,,,,c97e1850-22e1-4310-abac-99ef55e0e6cc,66,,,"[75.8, 17.1]",3900586,1,,,True,2.044477,,,,,"[69.7, 29.0]",,Low Pass,,13.372359,,,Guillaume Gillet,4380.0,,,,,Recovery,1,Regular Play,Johan Audel,401477.0,Center Forward,5,Nantes,144,"['3587b4d9-b9c1-4094-81fc-f23f0bac4acd', 'c0ae5c52-1979-4301-8abf-bcaa1eb29e5e']",22,,,,,,,,,,,,,,,,Nantes,144,00:01:22.220,Pass,True
,,,,,,,,,,,,,,,,,,2.565865,,,,,,,,,,,,,10daf3a1-58ae-4987-b0a9-e55ac5734d98,70,,,"[69.5, 31.0]",3900586,1,,,,1.3160957,,Right Foot,,,"[78.3, 64.8]",,High Pass,,34.92678,,,Youssouf Sabaly,3404.0,,,,,,1,Regular Play,Guillaume Gillet,4380.0,Right Defensive Midfield,5,Nantes,144,"['477a394e-4822-45fc-8a51-b7821af32d3a', '80eae897-0d09-4fb7-820d-defb182daca0']",24,,,,,,,,,,,,,,,,Nantes,144,00:01:24.238,Pass,True
,,,,,,,,,,,,,,,,,,1.436225,,,,,,,,,,,,,2cc43528-b964-428d-9137-ae4f99f8d283,73,,,"[91.2, 63.9]",3900586,1,,,,-1.0328314,,Right Foot,True,,"[109.1, 33.9]",,High Pass,,34.93437,,Incomplete,,,,,,,,1,Regular Play,Youssouf Sabaly,3404.0,Right Back,5,Nantes,144,['dc541ef7-bf37-4338-9caf-413c5a4bf79e'],28,,,,,,,,,,,,,,,,Nantes,144,00:01:28.534,Pass,
,,,,,,,,,,,,,,,,,,1.663804,,,,,,,,,,,,,36372848-a699-44c3-a1a9-5acf5c63605b,79,,,"[6.0, 44.0]",3900586,1,True,,,-0.13545169,,Right Foot,,,"[64.7, 36.0]",,High Pass,,59.242638,,Incomplete,,,,,,,Goal Kick,1,From Goal Kick,Jonas Lössl,3322.0,Goalkeeper,6,Guingamp,142,['c3fd33e9-14a5-47ef-884d-cb3410bc94ca'],55,,,,,,,,,,,,,,,,Guingamp,142,00:01:55.382,Pass,
,,,,,,,,,,,,,,,,,,2.048003,,,,,,,,,,,,,c3fd33e9-14a5-47ef-884d-cb3410bc94ca,80,,,"[55.4, 44.1]",3900586,1,True,,,-1.0815133,,Head,,,"[59.5, 36.4]",,High Pass,,8.723532,,Incomplete,Alejandro Bedoya,12351.0,,,,,Recovery,1,From Goal Kick,Guillaume Gillet,4380.0,Right Defensive Midfield,6,Guingamp,142,"['36372848-a699-44c3-a1a9-5acf5c63605b', 'b12a4be5-9253-4457-be12-abd3c8fd1c90', 'bf1cfeaf-39fe-41b4-864a-a2b546b03e61']",57,,,,,,,,,,,,,,,,Nantes,144,00:01:57.046,Pass,
,,,,,,,,,,,,,,,,,,1.324239,,,,,,,,,,,,,e96ac5ad-bda5-4519-a8b2-d92ad4f97e5a,92,,,"[53.1, 41.8]",3900586,2,,,,-0.86576164,,Left Foot,,,"[66.8, 25.7]",,Ground Pass,,21.140009,,,Jimmy Briand,3213.0,,,,,,1,From Goal Kick,Younousse Sankharé,3348.0,Left Defensive Midfield,6,Guingamp,142,['de66d9f9-aa6c-405d-9f26-67dfaf765f14'],5,,,,,,,,,,,,,,,,Guingamp,142,00:02:05.625,Pass,
,,,,,,,,,,,,,,,,,,0.385224,,,,,,,,,,,,,09f5bc3b-e2cd-4d34-ae61-18678caf38e1,96,,,"[74.7, 26.4]",3900586,2,,,,-0.021735707,,Right Foot,,,"[83.9, 26.2]",,Ground Pass,,9.202173,,Incomplete,,,,,,,,1,From Goal Kick,Jimmy Briand,3213.0,Right Center Forward,6,Guingamp,142,['27c4f769-088a-4978-8388-ec46239f9cc1'],8,,,,,,,,,,,,,,,,Guingamp,142,00:02:08.458,Pass,
,,,,,,,,,,,,,,,,,,0.272529,,,,,,,,,,,,,27c4f769-088a-4978-8388-ec46239f9cc1,97,,,"[36.2, 53.9]",3900586,2,,,,1.1964628,,Right Foot,,,"[37.3, 56.7]",,Ground Pass,,3.0083218,,,Youssouf Sabaly,3404.0,,,,,Recovery,1,Regular Play,Lévy Koffi Djidji,3174.0,Right Center Back,7,Nantes,144,"['09f5bc3b-e2cd-4d34-ae61-18678caf38e1', '7783191e-0804-43a1-96f7-1c43b65a7d43']",8,,,,,,,,,,,,,,,,Nantes,144,00:02:08.843,Pass,
,,,,,,,,,,,,,,,,,,3.354765,,,,,,,,,,,,,ed11f610-bfca-41c5-b197-ecee634dcfe6,102,,,"[12.9, 58.5]",3900586,2,,,,-0.12052033,,Right Foot,,,"[41.8, 55.0]",,High Pass,,29.111166,,Incomplete,,,,,,,,1,Regular Play,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Left Center Back,7,Nantes,144,['57a7cdfa-23c1-4754-b956-b0a4f9c07338'],13,,,,,,,,,,,,,,,,Nantes,144,00:02:13.264,Pass,
,,,,,,,,,,,,,,,,,,2.433453,,,,,,,,,,,,,588cb7bb-0fdf-4cc6-9b9e-8b28665c4075,109,,,"[81.6, 26.0]",3900586,2,,,,1.1106179,,Left Foot,,,"[104.5, 72.2]",,High Pass,,51.564037,,,Yannis Salibur,3122.0,,True,,,,1,Regular Play,Younousse Sankharé,3348.0,Left Defensive Midfield,8,Guingamp,142,['e7faf23f-b045-4c5c-a451-eea787b9fa00'],19,,,,,,,,,,,,,,,,Guingamp,142,00:02:19.484,Pass,
,,,,,,,,,,,,,,,,,,1.150365,,,,,,,,,,,,,b309b809-43e9-4eb5-9c04-e6a0bba9231d,112,,,"[108.2, 72.2]",3900586,2,,,,-1.2942824,,Right Foot,True,,"[116.6, 42.6]",,High Pass,,30.768816,,Incomplete,Jimmy Briand,3213.0,,,,,,1,Regular Play,Yannis Salibur,3122.0,Right Midfield,8,Guingamp,142,"['02ccfb7a-2d95-4544-80a2-baad49060054', '46bbd038-3669-4c6e-afb8-225554710504']",23,,,,,,,,,,,,,,,,Guingamp,142,00:02:23.428,Pass,
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,99522e95-6210-44ab-81be-388f5d253355,120,,,"[61.0, 40.1]",3900586,3,True,,,2.985302,,Right Foot,,,"[44.5, 42.7]",,Ground Pass,,16.703592,,,Alejandro Bedoya,12351.0,,,,,Kick Off,1,From Kick Off,Johan Audel,401477.0,Center Forward,9,Nantes,144,['52574723-bca2-4ac0-87c7-bff4d68d989d'],11,,,,,,,,,,,,,,,,Nantes,144,00:03:11.294,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,08581cb7-8b38-4912-ab48-bb469055fa9b,122,,,"[43.7, 45.0]",3900586,3,True,,,2.1634936,,Right Foot,,,"[37.1, 54.8]",,Ground Pass,,11.815245,,,Oswaldo Augusto Vizcarrondo Araújo,3004.0,,,,,,1,From Kick Off,Alejandro Bedoya,12351.0,Center Attacking Midfield,9,Nantes,144,['21151122-0276-4994-ad1d-088a0bb05a4e'],12,,,,,,,,,,,,,,,,Nantes,144,00:03:12.094,Pass,
,,,,,,,,,,,,,,,,,,7.951541,,,,,,,,,,,,,35f50925-c032-4438-95b5-46070ac69e45,124,,,"[34.8, 52.5]",3900586,3,True,,,0.181999,,Right Foot,,,"[79.9, 60.8]",,High Pass,,45.857388,,Incomplete,,,,,,,,1,From Kick Off,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Left Center Back,9,Nantes,144,['2eadb94e-7354-422a-8be9-3ffea676b2a2'],14,,,,,,,,,,,,,,,,Nantes,144,00:03:14.377,Pass,
,,,,,,,,,,,,,,,,,,1.46487,,,,,,,,,,,,,2eadb94e-7354-422a-8be9-3ffea676b2a2,125,,,"[40.2, 19.3]",3900586,3,True,,,-0.07047135,,Right Foot,,,"[48.7, 18.7]",,Ground Pass,,8.521151,,,Jérémy Sorbon,3124.0,,,,,Recovery,1,Regular Play,Younousse Sankharé,3348.0,Left Defensive Midfield,10,Guingamp,142,"['35f50925-c032-4438-95b5-46070ac69e45', '3fbf5ca0-cc33-414c-90c5-f94662939fdb']",22,,,,,,,,,,,,,,,,Guingamp,142,00:03:22.329,Pass,
