50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,efac30c0-6c14-47c6-a5ac-f91f8e024394,1,,,3901163,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 2971, 'name': 'Romain Genevois'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3136, 'name': 'Rémi Walter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 401528, 'name': 'Mahamane El-Hadj Traoré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,33e3245c-0b05-4dfb-b70a-230ea59d67ab,2,,,3901163,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 33}, {'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 31}, {'player': {'id': 401472, 'name': 'Carlos Eduardo de Castro Lourenço'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 11}, {'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 35}, {'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 27}, {'player': {'id': 15796, 'name': 'Babacar Gueye'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,74952540-be78-46ee-80e7-0be7ff8b5e16,3,,,3901163,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['41d96c11-d81c-4a8e-bfc0-5967751f38c0'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,41d96c11-d81c-4a8e-bfc0-5967751f38c0,4,,,3901163,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['74952540-be78-46ee-80e7-0be7ff8b5e16'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6e8989ab-0ca3-4342-93fb-a241769f2785,2177,,,3901163,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,OGC Nice,136,['3ab331b8-ee52-49c9-b593-623e9802102a'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3ab331b8-ee52-49c9-b593-623e9802102a,2178,,,3901163,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,OGC Nice,136,['6e8989ab-0ca3-4342-93fb-a241769f2785'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.460172,,,,,,,,,,,,,1e9280fc-383d-41eb-be10-01453a2c2e79,5,,"[61.0, 40.1]",3901163,0,,,,1.885554,,Right Foot,,,"[59.6, 44.4]",,Ground Pass,,4.5221677,,,,Benjamin Nivet,3002.0,,,,Kick Off,1,From Kick Off,Babacar Gueye,15796.0,Center Forward,2,Troyes,133,['00372815-bdbf-4749-8729-51c21d7d773a'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.420,Pass,
,,,,,,,,,,,,,,,,,,,2.177355,,,,,,,,,,,,,be1b3ca7-5dfb-4eb0-a979-dad1bb37b498,8,,"[57.7, 41.9]",3901163,0,,,,1.9810596,,Right Foot,,,"[46.0, 68.8]",,Ground Pass,,29.33428,,,,Aloïs Confais,4413.0,,,,,1,From Kick Off,Benjamin Nivet,3002.0,Right Center Midfield,2,Troyes,133,['89b6cfee-905e-486e-a732-7cfef2215339'],1,,,,,,,,,,,,,,,,,Troyes,133,00:00:01.727,Pass,
,,,,,,,,,,,,,,,,,,,1.888529,,,,,,,,,,,,,880daf2a-c5bb-458f-9e45-ceba43d003b2,11,,"[46.0, 68.7]",3901163,0,,,,-2.6546934,,Right Foot,,,"[29.0, 59.7]",,Ground Pass,,19.235384,,,,Calvin Anele Ngcongca,401479.0,,,,,1,From Kick Off,Aloïs Confais,4413.0,Right Back,2,Troyes,133,['e9032010-4020-48a8-99db-58676f6da0cf'],3,,,,,,,,,,,,,,,,,Troyes,133,00:00:03.992,Pass,
,,,,,,,,,,,,,,,,,,,2.623297,,,,,,,,,,,,,ce09d245-40d9-4d1c-9948-dc47477f204f,14,,"[29.7, 59.4]",3901163,0,,,,-0.11019892,,Right Foot,,,"[77.6, 54.1]",,High Pass,,48.19232,,Incomplete,,Babacar Gueye,15796.0,,,,,1,From Kick Off,Calvin Anele Ngcongca,401479.0,Right Center Back,2,Troyes,133,"['bcca31f3-3c54-44d9-a5ec-f6fd506ffccc', 'd2d4df5b-98a1-4c6e-b815-83fa94d3c1b7']",7,,,,,,,,,,,,,,,,,Troyes,133,00:00:07.756,Pass,
