50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,99b9d336-c611-4d80-8231-ab9555a5db25,1,,,3901195,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 403155, 'name': 'Mohamed Amine Chermiti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9ce4028a-5c28-4d0b-bd70-dd2b9a4a6961,2,,,3901195,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4382, 'name': 'Kévin Malcuit'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3200, 'name': 'Renaud Cohade'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 8469, 'name': 'Jean-Christophe Bahebeck'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2ea09fcb-3cca-4ffd-9be2-9f158172f8e6,3,,,3901195,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['6c99b4f6-5737-41c4-abaf-0795af63f173'],0,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6c99b4f6-5737-41c4-abaf-0795af63f173,4,,,3901195,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['2ea09fcb-3cca-4ffd-9be2-9f158172f8e6'],0,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,403ca0c3-61f3-482e-b6ed-eeed96217127,1697,,,3901195,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,111,Saint-Étienne,135,['ff9a0787-e3cf-437a-a3e2-a14d59f4a149'],0,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ff9a0787-e3cf-437a-a3e2-a14d59f4a149,1698,,,3901195,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,111,Saint-Étienne,135,['403ca0c3-61f3-482e-b6ed-eeed96217127'],0,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.752014,,,,,,,,,,,,15919b5b-fdba-4c02-8703-d6ea89e24f42,5,,"[60.0, 40.0]",3901195,0,,,,,1.82812,,Right Foot,,,"[59.5, 41.9]",,Ground Pass,,1.9646883,,,Khalid Boutaïb,5726.0,,,,,Kick Off,1,From Kick Off,Jacques Zoua Daogari,401505.0,Left Center Forward,2,Gazélec Ajaccio,160,['50d772ed-885b-4d32-8491-4fdf7dd6a4d3'],0,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.718,Pass,
,,,,,,,,,,,,,,,,,1.354,,,,,,,,,,,,0228f233-07b6-47e4-8bea-792ddcb99d95,8,,"[59.7, 42.1]",3901195,0,,,,,-2.9184227,,Right Foot,,,"[45.6, 38.9]",,Ground Pass,,14.458562,,,Abdou Kader Mangane,2953.0,,,,,,1,From Kick Off,Khalid Boutaïb,5726.0,Right Center Forward,2,Gazélec Ajaccio,160,['5a874c40-af67-4702-a726-0d4ff2ef8cdc'],1,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:01.550,Pass,
,,,,,,,,,,,,,,,,,0.227028,,,,,,,,,,,,1f0371d1-4c48-4b65-bddb-acc307f0ebf0,11,,"[44.1, 39.2]",3901195,0,,,,,-0.57575834,,Right Foot,,,"[55.5, 31.8]",,High Pass,,13.591173,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,From Kick Off,Abdou Kader Mangane,2953.0,Center Defensive Midfield,2,Gazélec Ajaccio,160,"['94e8c93f-0f4a-409f-8797-9996c15c8bec', 'a605eab7-0821-4385-81f3-9b14b1a079b5']",4,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:04.100,Pass,
,,,,,,,,,,,,,,,,,2.350428,,,,,,,,,,,,9bca0fc4-df63-404b-8355-a0c96c9639b4,15,,"[55.5, 30.3]",3901195,0,,True,,,1.6027004,,Right Foot,,,"[54.9, 49.1]",,Ground Pass,,18.809572,,,Roderic Filippi,7808.0,,,,,Free Kick,1,From Free Kick,Jérémie Bréchet,7603.0,Left Center Back,3,Gazélec Ajaccio,160,['14bef0c7-8d4b-4e17-a765-21337f75cb14'],16,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:16.352,Pass,
