50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e3cfd7cd-766c-4594-8bb5-25193f5dfb6a,1,,,3900634,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20048, 'name': 'Gregory van der Wiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 4370, 'name': 'Javier Matías Pastore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 8510, 'name': 'Jean-Kévin Augustin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5d122e43-122b-4df4-9ba0-19d2e4d7c2eb,2,,,3900634,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 10330, 'name': 'Gadji Celi Carmen Junior Tallo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8fb3450f-0ae2-441d-adf2-f77e89e3ba43,3,,,3900634,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['37107994-3a78-4ffe-ab7e-f0afcc10dbec'],0,,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,37107994-3a78-4ffe-ab7e-f0afcc10dbec,4,,,3900634,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['8fb3450f-0ae2-441d-adf2-f77e89e3ba43'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,52fd8d96-e5ec-4eb3-86f8-01591a9f1e70,2037,,,3900634,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Paris Saint-Germain,131,['9f5f8d2e-9ea9-407b-b084-4fe4633ac901'],0,,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9f5f8d2e-9ea9-407b-b084-4fe4633ac901,2038,,,3900634,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Paris Saint-Germain,131,['52fd8d96-e5ec-4eb3-86f8-01591a9f1e70'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.426351,,,,,,,,,,,,,,c0c374d9-948f-4bc2-a65b-a97f79d92727,5,,"[60.0, 40.0]",3900634,0,,,,,1.1284221,,Right Foot,,"[60.9, 41.9]",Ground Pass,,2.1023796,,,,Yassine Benzia,3673.0,,,,,Kick Off,1,From Kick Off,Éric Bauthéac,40486.0,Right Wing,2,Lille,143,['8a0bd9be-8027-40cc-b88c-312a2e028bea'],0,,,,,,,,,,,,,,,,,,Lille,143,00:00:00.349,Pass,
,,,,,,,,,,,,,,,,,,,0.981381,,,,,,,,,,,,,,4bb95ba8-9e86-4c66-aef5-5b50126fc1a4,9,,"[62.7, 41.4]",3900634,0,,,,,-2.4182615,,Right Foot,,"[53.3, 33.1]",Ground Pass,,12.539936,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,1,From Kick Off,Yassine Benzia,3673.0,Center Forward,2,Lille,143,['0ca1b4c7-9a9b-45c9-81e7-d255e61db3c6'],2,,,,,,,,,,,,,,,,,,Lille,143,00:00:02.325,Pass,
,,,,,,,,,,,,,,,,,,,1.283822,,,,,,,,,,,,,,650215b3-470b-497f-a51b-0e5f4b2fc876,12,,"[53.0, 29.5]",3900634,0,,,,,-1.8913746,,Right Foot,,"[44.5, 3.9]",Ground Pass,,26.974247,,,,Djibril Sidibé,3446.0,,,,,,1,From Kick Off,Rio Antonio Zoba Mavuba,40522.0,Left Center Midfield,2,Lille,143,['f94ee46b-5761-49df-933a-9860b65c35c4'],4,,,,,,,,,,,,,,,,,,Lille,143,00:00:04.416,Pass,
,,,,,,,,,,,,,,,,,,,1.362278,,,,,,,,,,,,,,5fa12262-5c4e-4b3a-b9b2-4d400647afbc,16,,"[44.0, 3.1]",3900634,0,,,,,2.5229974,,Right Foot,,"[21.1, 19.4]",Ground Pass,,28.108717,,,,Bakary Adama Soumaoro,3677.0,,,,,,1,From Kick Off,Djibril Sidibé,3446.0,Left Back,2,Lille,143,"['3b07fa1e-1604-48e9-93b1-c329cb14a09b', 'e507d234-0f45-4cb6-a4b5-fe99a0480423']",7,,,,,,,,,,,,,,,,,,Lille,143,00:00:07.329,Pass,True
