50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,88c0e76d-4720-442f-b851-c788ada48a5d,1,,,3900528,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a41c33e5-ad94-42ec-862f-7f1fbc7ae1d1,2,,,3900528,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,455a77d4-aa6e-4c98-bc38-bbe751ff32fb,3,,,3900528,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['f01c1458-5b37-4c73-8466-dc2deb17ada2'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f01c1458-5b37-4c73-8466-dc2deb17ada2,4,,,3900528,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['455a77d4-aa6e-4c98-bc38-bbe751ff32fb'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cb041274-fbcb-4763-a39a-68d3688096f5,1714,,,3900528,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Bordeaux,146,['8e9d5858-c41d-4831-a23e-3241ad4f1db5'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8e9d5858-c41d-4831-a23e-3241ad4f1db5,1715,,,3900528,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Bordeaux,146,['cb041274-fbcb-4763-a39a-68d3688096f5'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.45615,,,,,,,,,,,,,e32ac442-273f-4068-9797-ec6e3bb47285,5,,"[60.0, 40.0]",3900528,0,,,,,2.3906636,,Right Foot,,,,"[58.5, 41.4]",,Ground Pass,,2.0518284,,,Cheick Tidiane Diabaté,7130.0,,,,,Kick Off,1,From Kick Off,André Biyogo Poko,30338.0,Right Center Midfield,2,Bordeaux,146,['e3b0e40c-dc01-4844-a3ea-1bb0d64fb067'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.271,Pass,
,,,,,,,,,,,,,,,,,,0.975797,,,,,,,,,,,,,7537610e-40c2-486a-bf04-0ee817aa480f,8,,"[57.4, 39.5]",3900528,0,,,,,2.9375746,,Right Foot,,,,"[45.8, 41.9]",,Ground Pass,,11.8456745,,,André Biyogo Poko,30338.0,,,,,,1,From Kick Off,Cheick Tidiane Diabaté,7130.0,Center Forward,2,Bordeaux,146,['89c8424b-e035-4efd-b420-184afaefa702'],1,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:01.237,Pass,
,,,,,,,,,,,,,,,,,,0.735033,,,,,,,,,,,,,ecfcd22c-8321-40aa-8eda-dcf4d27fc088,11,,"[45.8, 39.9]",3900528,0,,,,,-1.2093555,,Right Foot,,,,"[52.0, 23.5]",,Ground Pass,,17.532825,,,Clément Chantôme,7552.0,,,,,,1,From Kick Off,André Biyogo Poko,30338.0,Right Center Midfield,2,Bordeaux,146,['587bbda9-f4d4-44f9-875a-431f7d707a91'],4,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:04.723,Pass,
,,,,,,,,,,,,,,,,,,2.538983,,,,,,,,,,,,,abb370c9-76dd-4d3c-8ed0-c5145370d9f9,14,,"[53.1, 24.1]",3900528,0,,,,,-2.9895494,,Right Foot,,,,"[28.3, 20.3]",,Ground Pass,,25.08944,,,Ludovic Lamine Sané,8385.0,,,,,,1,From Kick Off,Clément Chantôme,7552.0,Left Center Midfield,2,Bordeaux,146,"['31cd6337-ca21-48e2-96d3-2bcf993d00e1', 'ecdf9496-4d72-4f28-b567-d237fde9a590']",5,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:05.458,Pass,True
