50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1354d797-d68d-4a20-93db-bad289dd7e6c,1,,,3900534,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 401491, 'name': 'Yassine Jebbour'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,400341d8-a090-43eb-8151-f73243865c84,2,,,3900534,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 11}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 401489, 'name': 'Jussiê Ferreira Vieira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1f6f7341-225e-464a-bc05-365daa0862de,3,,,3900534,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['d68e2b04-8ed0-4fb8-a7e9-560708d9497c'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d68e2b04-8ed0-4fb8-a7e9-560708d9497c,4,,,3900534,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['1f6f7341-225e-464a-bc05-365daa0862de'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c3844043-9f25-4612-833b-132cdb55f106,1735,,,3900534,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Bordeaux,146,['398a3d57-53c8-4fd1-9341-b10611c82974'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,398a3d57-53c8-4fd1-9341-b10611c82974,1736,,,3900534,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Bordeaux,146,['c3844043-9f25-4612-833b-132cdb55f106'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.503646,,,,,,,,,,,,,efa96c4d-4238-429c-b987-5b9584d89fec,5,,"[61.0, 40.1]",3900534,0,,,,,1.5291537,,Right Foot,,,"[61.2, 44.9]",Ground Pass,,4.804165,,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,,Kick Off,1,From Kick Off,Mehdi Mostefa Sbaa,10522.0,Right Defensive Midfield,2,Bastia,2736,['326a8927-47f6-4bc7-8048-38eba87f3e56'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.634,Pass,
,,,,,,,,,,,,,,,1.799533,,,,,,,,,,,,,0e3b2a79-784c-4ac7-9948-0fc88c013174,8,,"[60.7, 43.4]",3900534,0,,,,,-2.9773114,,Right Foot,,,"[42.0, 40.3]",Ground Pass,,18.95521,,,François Modesto,401194.0,,,,,,,1,From Kick Off,Evaeverson Lemos da Silva Brandão,401541.0,Left Center Forward,2,Bastia,2736,['12075393-f230-4dfa-8336-533331d7c262'],1,,,,,,,,,,,,,,,,,Bastia,2736,00:00:01.680,Pass,
,,,,,,,,,,,,,,,2.313742,,,,,,,,,,,,,8cf7db55-356a-4239-ba9f-390dede618d4,10,,"[42.0, 40.3]",3900534,0,,,,,-0.1969276,,Right Foot,,,"[83.1, 32.1]",High Pass,,41.910023,Incomplete,,Julian Palmieri,4508.0,,,,,,,1,From Kick Off,François Modesto,401194.0,Left Center Back,2,Bastia,2736,"['1cd661b8-3c7b-4543-95d5-38051802a566', '35297fc4-8337-4ee3-8602-1c29f1e096a1']",3,,,,,,,,,,,,,,,,,Bastia,2736,00:00:03.480,Pass,
,,,,,,,,,,,,,,,2.407793,,,,,,,,,,,,,478882bf-bb8f-46bb-951c-9b31a472023f,14,,"[77.3, 0.1]",3900534,0,,,,,0.5235129,,,,,"[101.9, 14.3]",High Pass,,28.404224,,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,,Throw-in,1,From Throw In,Florian Marange,40528.0,Left Back,3,Bastia,2736,['49c96f7e-8abf-4766-938d-abb5a870f5be'],17,,,,,,,,,,,,,,,,,Bastia,2736,00:00:17.332,Pass,
