50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4c3eb64c-847f-409a-bf6d-382271a19e69,1,,,3900574,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3372, 'name': 'Rachid Ghezzal'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3361, 'name': 'Clément Grenier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,388374af-7563-4ef3-b369-65ca3235edb8,2,,,3900574,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 33}, {'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 31}, {'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 35}, {'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 27}, {'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a0d77bde-18eb-438a-a556-c614c2f34cb6,3,,,3900574,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['a71c5b37-cb5b-4cbe-a0a0-ec04e0e5eb7f'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a71c5b37-cb5b-4cbe-a0a0-ec04e0e5eb7f,4,,,3900574,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['a0d77bde-18eb-438a-a556-c614c2f34cb6'],0,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7aaff65d-285a-4d98-8d70-5feff51354c3,2156,,,3900574,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,98,Troyes,133,['37250018-2672-499b-8b9b-2e18852daf2f'],0,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,37250018-2672-499b-8b9b-2e18852daf2f,2157,,,3900574,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,98,Troyes,133,['7aaff65d-285a-4d98-8d70-5feff51354c3'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.183363,,,,,,,,,,,,,b9e61546-44d2-40d4-83df-a7d7f87de14a,5,,"[60.0, 40.0]",3900574,0,,,,-2.3107712,,Right Foot,,,,"[57.9, 37.7]",,Ground Pass,,3.1144824,,,,Clément Grenier,3361.0,,,,,Kick Off,1,From Kick Off,Alexandre Lacazette,3451.0,Center Forward,2,Lyon,137,['1c443221-6540-409c-9f4f-faae35a2bb34'],1,,,,,,,,,,,,,,,,,,Lyon,137,00:00:01.005,Pass,
,,,,,,,,,,,,,,,,,2.065191,,,,,,,,,,,,,781189a5-62b8-4a67-aa0d-7e30a2ff3027,8,,"[56.5, 40.8]",3900574,0,,,,2.06451,,Right Foot,,,,"[42.4, 67.0]",,Ground Pass,,29.75315,,,,Christophe Jallet,4410.0,,,,,,1,From Kick Off,Clément Grenier,3361.0,Left Midfield,2,Lyon,137,['b6984b9a-0e26-4d34-b396-209fd0b4a521'],1,,,,,,,,,,,,,,,,,,Lyon,137,00:00:01.918,Pass,
,,,,,,,,,,,,,,,,,0.881157,,,,,,,,,,,,,c9ccd626-3a69-4869-8338-6e424fe7558b,11,,"[42.7, 67.0]",3900574,0,,,,-0.65499485,,Right Foot,,,,"[49.6, 61.7]",,Ground Pass,,8.700575,,,,Sergi Darder Moll,3236.0,,,,,,1,From Kick Off,Christophe Jallet,4410.0,Right Back,2,Lyon,137,['8fb746e5-d020-4694-9f6a-8ee2ae23a8f6'],4,,,,,,,,,,,,,,,,,,Lyon,137,00:00:04.697,Pass,
,,,,,,,,,,,,,,,,,0.851976,,,,,,,,,,,,,3f99feff-ec22-4375-863e-ba8448c3668f,14,,"[49.6, 61.7]",3900574,0,,,,1.1354431,,Right Foot,,,,"[55.6, 74.6]",,Ground Pass,,14.227087,,,,Rachid Ghezzal,3372.0,,,,,,1,From Kick Off,Sergi Darder Moll,3236.0,Right Center Midfield,2,Lyon,137,['074b7344-d046-4b82-8d42-af2f0bdad485'],5,,,,,,,,,,,,,,,,,,Lyon,137,00:00:05.754,Pass,
,,,,,,,,,,,,,,,,,0.927857,,,,,,,,,,,,,4604bcbb-07e5-4598-875c-bc21c7931f84,17,,"[51.0, 72.2]",3900574,0,,,,-2.7348456,,Left Foot,,,,"[38.0, 66.6]",,Ground Pass,,14.154858,,,,Christophe Jallet,4410.0,,,,,,1,From Kick Off,Rachid Ghezzal,3372.0,Right Midfield,2,Lyon,137,['fd6f6e85-3e15-4477-baee-041691908e4f'],7,,,,,,,,,,,,,,,,,,Lyon,137,00:00:07.875,Pass,
,,,,,,,,,,,,,,,,,1.168669,,,,,,,,,,,,,960591a7-777c-4d76-ac80-39ec7b06af7f,20,,"[38.0, 66.6]",3900574,0,,,,-0.6453808,,Right Foot,,,,"[46.5, 60.2]",,Ground Pass,,10.640018,,,,Rachid Ghezzal,3372.0,,,,,,1,From Kick Off,Christophe Jallet,4410.0,Right Back,2,Lyon,137,['847bc503-0392-4474-af92-7830220ece69'],9,,,,,,,,,,,,,,,,,,Lyon,137,00:00:09.442,Pass,
,,,,,,,,,,,,,,,,,0.970949,,,,,,,,,,,,,6d33ed65-4485-4a2f-950e-971f522aaf56,23,,"[43.6, 58.7]",3900574,0,,,,-1.6240005,,Left Foot,,,,"[42.7, 41.8]",,Ground Pass,,16.923948,,,,Maxime Gonalons,6982.0,,,,,,1,From Kick Off,Rachid Ghezzal,3372.0,Right Midfield,2,Lyon,137,['5884e968-4e9f-4b11-87dc-2aaff7eba47c'],11,,,,,,,,,,,,,,,,,,Lyon,137,00:00:11.454,Pass,
