50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4e810ccb-955c-43ce-97b1-3b91cf7ec2a6,1,,,3900616,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3361, 'name': 'Clément Grenier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0bc7c84f-c486-4013-883a-5661934c2f62,2,,,3900616,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4428, 'name': 'Mathieu Debuchy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3356, 'name': 'Valentín Vada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8a313ed4-7b3a-4739-95c4-60becca25029,3,,,3900616,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['12c28441-5d68-40eb-b8e5-d1689c0eea35'],0,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,12c28441-5d68-40eb-b8e5-d1689c0eea35,4,,,3900616,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['8a313ed4-7b3a-4739-95c4-60becca25029'],0,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,836f85b3-43a7-4fae-be2f-20147fbeddc2,1899,,,3900616,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,109,Lyon,137,['80c877c8-3d58-4149-85e2-a1862113a91b'],0,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,80c877c8-3d58-4149-85e2-a1862113a91b,1900,,,3900616,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,109,Lyon,137,['836f85b3-43a7-4fae-be2f-20147fbeddc2'],0,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.414954,,,,,,,,,,,,,2938e1fb-7e5c-4e14-8631-0e47e8185e02,5,,"[61.0, 40.1]",3900616,0,,,,,2.7049656,,Right Foot,,,,"[59.5, 40.8]",,Ground Pass,,1.6552945,,,Jaroslav Plašil,3150.0,,,,,Kick Off,1,From Kick Off,Cheick Tidiane Diabaté,7130.0,Center Forward,2,Bordeaux,146,['a75fe123-46d9-4287-af45-05354983f186'],1,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:01.191,Pass,
,,,,,,,,,,,,,,,,,,,2.258597,,,,,,,,,,,,,fd8c0a1b-d369-4e86-b9c8-379fbf396b97,7,,"[59.1, 41.6]",3900616,0,,,,,2.7152529,,Right Foot,,,,"[32.9, 53.5]",,Ground Pass,,28.775858,,,Frédéric Guilbert,2946.0,,,,,,1,From Kick Off,Jaroslav Plašil,3150.0,Right Center Midfield,2,Bordeaux,146,['2f1d7a8f-70a6-41f9-910c-2bcd601c8fd1'],1,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:01.606,Pass,
,,,,,,,,,,,,,,,,,,,2.801383,,,,,,,,,,,,,afc01b48-8b4d-4116-b5fc-b7bd039273c3,10,,"[36.2, 53.9]",3900616,0,,,,,-0.26455897,,Right Foot,,,,"[91.2, 39.0]",,High Pass,,56.98254,Incomplete,,Cheick Tidiane Diabaté,7130.0,,,,,,1,From Kick Off,Frédéric Guilbert,2946.0,Right Center Back,2,Bordeaux,146,"['100e1c87-48db-4fd1-b37d-7c324ad92faf', '85492af3-181b-4834-9ff8-991f2295a41e']",5,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:05.033,Pass,
,,,,,,,,,,,,,,,,,,,2.257361,,,,,,,,,,,,,85492af3-181b-4834-9ff8-991f2295a41e,12,,"[28.9, 41.1]",3900616,0,,,,,0.57837594,,Head,,,,"[48.2, 53.7]",,High Pass,,23.04886,,,Gnaly Maxwell Cornet,3162.0,,,,,Recovery,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,3,Lyon,137,"['060c720c-d78e-4ec2-b6ab-f510b7eb62f3', 'afc01b48-8b4d-4116-b5fc-b7bd039273c3']",7,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:07.834,Pass,
,,,,,,,,,,,,,,,,,,,1.872514,,,,,,,,,,,,,1451b9fb-e863-4b2b-a8be-f80143c06de7,15,,"[48.2, 53.7]",3900616,0,,,,True,-0.77605265,,,,,,"[59.0, 43.1]",,High Pass,,15.132746,Incomplete,,,,,,,,,1,Regular Play,Gnaly Maxwell Cornet,3162.0,Right Wing,3,Lyon,137,"['14b48392-80e1-49ca-aa4c-e72a6f80ce1b', '1ae47e13-1c0c-4370-a8e3-cde1f4f4443e']",10,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:10.091,Pass,True
,,,,,,,,,,,,,,,,,,,2.836237,,,,,,,,,,,,,1ae47e13-1c0c-4370-a8e3-cde1f4f4443e,16,,"[61.1, 37.0]",3900616,0,,,,,-0.23027384,,Right Foot,,,,"[88.4, 30.6]",,High Pass,,28.04015,Incomplete,,Cheick Tidiane Diabaté,7130.0,,,,,Recovery,1,Regular Play,Frédéric Guilbert,2946.0,Right Center Back,3,Lyon,137,"['1451b9fb-e863-4b2b-a8be-f80143c06de7', 'a44261fc-b8f8-43c1-9cb1-92c505778a57', 'e52c9396-5546-4c39-bb33-0cb5016a7cbf']",11,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:11.964,Pass,
,,,,,,,,,,,,,,,,,,,3.098418,,,,,,,,,,,,,6e1d0636-271b-4e18-940f-64dc9d1c29df,20,,"[28.3, 47.3]",3900616,0,,,,,-2.6068728,,Right Foot,,,,"[5.0, 33.5]",,Ground Pass,,27.080067,,,Anthony Lopes,2947.0,,,,,Recovery,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,3,Lyon,137,['8793826e-eaa5-4acd-ba26-2edf904edc22'],16,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:16.478,Pass,
,,,,,,,,,,,,,,,,,,,3.595334,,,,,,,,,,,,,f3e26dd8-281a-4ee3-822c-2ce9531309dc,23,,"[5.0, 33.5]",3900616,0,,,,,0.09928929,,Left Foot,,,,"[57.2, 38.7]",,High Pass,,52.458363,Incomplete,,Mathieu Valbuena,18868.0,,,,,,1,Regular Play,Anthony Lopes,2947.0,Goalkeeper,3,Lyon,137,"['3df71563-9f5b-404b-b506-c36c96539a43', 'fae83490-d335-4bff-a40b-267148fe98b8']",19,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:19.710,Pass,
,,,,,,,,,,,,,,,,,,,0.773184,,,,,,,,,,,,,3df71563-9f5b-404b-b506-c36c96539a43,25,,"[62.9, 41.4]",3900616,0,,,,True,0.88565266,,,,,,"[70.5, 50.7]",,High Pass,,12.010412,Incomplete,,Adam Ounas,10448.0,,,,,Recovery,1,Regular Play,Clément Chantôme,7552.0,Center Defensive Midfield,3,Lyon,137,"['158b0406-1ba2-4c3e-b14b-1cf384a913dc', 'd60fc6d6-8bf8-4a06-b9a1-4dd4804bb09b', 'e76d5bb4-dcba-4954-9f44-6a14545c2d87', 'f3e26dd8-281a-4ee3-822c-2ce9531309dc']",23,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:23.305,Pass,True
