50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8e490529-18f4-4ce3-b503-8f9838e428c2,1,,,,3901173,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,42c6cc19-0d76-4910-83f1-0eaf78274ba5,2,,,,3901173,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 18874, 'name': 'Mauricio Aníbal Isla Isla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 10036, 'name': 'Jacques-Alaixys Romao'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 9554, 'name': 'Steven Fletcher'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 3639, 'name': 'Georges-Kévin Nkoudou Mbida'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,84857d66-3682-4a26-aea6-67155313afff,3,,,,3901173,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['0c61527a-e30f-403e-9034-f355ce4ddf80'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0c61527a-e30f-403e-9034-f355ce4ddf80,4,,,,3901173,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['84857d66-3682-4a26-aea6-67155313afff'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7a3ee18c-28e7-482a-9938-5f22c5db124f,1528,,,,3901173,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,108,Gazélec Ajaccio,160,['f094352b-92bb-4c7f-9b3e-6b8ad4e29649'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f094352b-92bb-4c7f-9b3e-6b8ad4e29649,1529,,,,3901173,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,108,Gazélec Ajaccio,160,['7a3ee18c-28e7-482a-9938-5f22c5db124f'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.817809,,,,,,,,,,,6bff72b6-6f53-4170-912f-31a75155f0c3,5,,,"[60.0, 40.0]",3901173,0,,,,,2.158799,,Right Foot,,"[59.2, 41.2]",,Ground Pass,,1.4422206,,,John Tshibumbu,7721.0,,,,,,Kick Off,1,From Kick Off,Jacques Zoua Daogari,401505.0,Left Center Forward,2,Gazélec Ajaccio,160,['182d1457-413e-44d3-91a2-6821bb896ba6'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.164,Pass,
,,,,,,,,,,,,,,,,,,1.592415,,,,,,,,,,,8195c175-254b-448e-ac3d-60669b0308eb,8,,,"[57.8, 42.3]",3901173,0,,,,,-2.54936,,Right Foot,,"[30.6, 24.0]",,Ground Pass,,32.783073,,,Abdou Kader Mangane,2953.0,,,,,,,1,From Kick Off,John Tshibumbu,7721.0,Right Center Forward,2,Gazélec Ajaccio,160,['699b96ff-3863-4b8a-bbab-d75e90f7bc7d'],1,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:01.787,Pass,
,,,,,,,,,,,,,,,,,,5.376696,,,,,,,,,,,7a3e8527-0836-4f5c-9085-a41325322842,11,,,"[29.9, 25.1]",3901173,0,,,,,0.17883793,,Right Foot,,"[81.9, 34.5]",,High Pass,,52.842785,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,,1,From Kick Off,Abdou Kader Mangane,2953.0,Left Center Back,2,Gazélec Ajaccio,160,"['d9011266-b43e-4493-8b17-e69149f18609', 'f327f532-ca3e-4c92-a47d-acb9f9fa4f7f']",3,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:03.539,Pass,
,,,,,,,,,,,,,,,,,,0.668069,,,,,,,,,,,f327f532-ca3e-4c92-a47d-acb9f9fa4f7f,14,,,"[38.2, 45.6]",3901173,0,,,,True,-0.8577355,,,,"[41.4, 41.9]",,Low Pass,,4.89183,,,Jacques-Alaixys Romao,10036.0,,,,,,Recovery,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Gazélec Ajaccio,160,"['4329f43e-aed7-4d15-baca-2adfd8351a0d', '7a3e8527-0836-4f5c-9085-a41325322842', 'b37119cb-735c-4d40-ba51-828259828f9e']",8,,,,,,,,,,,,,,,,,Marseille,147,00:00:08.916,Pass,True
