50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a11bc294-2894-4613-a67b-4eae4838e6ba,1,,,3901235,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3372, 'name': 'Rachid Ghezzal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b9125e77-a93f-42b5-a5bf-5a7bd1fbc9f8,2,,,3901235,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 403155, 'name': 'Mohamed Amine Chermiti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,74d14dc7-2678-4cf5-867c-3ee0ebb66dc0,3,,,3901235,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['fec1154b-5e50-4af4-bd81-271e3af9ae3c'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,fec1154b-5e50-4af4-bd81-271e3af9ae3c,4,,,3901235,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['74d14dc7-2678-4cf5-867c-3ee0ebb66dc0'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d223e328-363e-4b9f-bf1c-d572f7eabbb9,2046,,,3901235,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,94,Lyon,137,['0a1359b3-2fc5-465b-8c3f-68508abf6fe7'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0a1359b3-2fc5-465b-8c3f-68508abf6fe7,2047,,,3901235,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,94,Lyon,137,['d223e328-363e-4b9f-bf1c-d572f7eabbb9'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.465995,,,,,,,,,,,5047ed27-446e-4f24-a8e5-50141444e441,5,,"[61.0, 40.1]",3901235,0,,,,2.0472639,,Right Foot,,,"[59.4, 43.2]",,Ground Pass,3.4885528,,,Jacques Zoua Daogari,401505.0,,,,,Kick Off,1,From Kick Off,Mohamed Amine Chermiti,403155.0,Left Center Forward,2,Gazélec Ajaccio,160,['84d7550c-4525-427e-9e8d-51cb91c21537'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.157,Pass,
,,,,,,,,,,,,,,,2.554207,,,,,,,,,,,f8dad24c-84cd-417e-89af-574b5a086a4e,8,,"[57.8, 44.4]",3901235,0,,,,-2.6121964,,Right Foot,,,"[29.6, 27.9]",,Ground Pass,32.672466,,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,From Kick Off,Jacques Zoua Daogari,401505.0,Right Center Forward,2,Gazélec Ajaccio,160,['554101db-463e-44bb-ae69-ae43a8e75b5e'],1,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:01.405,Pass,
,,,,,,,,,,,,,,,5.769259,,,,,,,,,,,406c28e5-a9a2-4c1d-af0d-00f9af51af78,11,,"[31.6, 23.7]",3901235,0,,,,-0.23831412,,Left Foot,,,"[109.4, 4.8]",,High Pass,80.06279,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,From Kick Off,Pablo Jean Antoine Martínez,3207.0,Left Center Back,2,Gazélec Ajaccio,160,"['3b3bf6af-f81b-4784-aada-97a95dbb83c1', 'ff547421-40f4-4ff8-b372-000fdd8c2327']",6,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:06.204,Pass,
,,,,,,,,,,,,,,,0.870087,,,,,,,,,,,40c00ec5-c2fb-4d26-85ea-fc79ba04aee6,15,,"[107.1, 0.1]",3901235,0,,,,1.6756732,,,,,"[105.9, 11.5]",,High Pass,11.462984,,,Jacques Zoua Daogari,401505.0,,,,,Throw-in,1,From Throw In,Issiaga Sylla,4352.0,Left Back,3,Gazélec Ajaccio,160,['9a56ee09-441f-469f-a894-8264eda9fda0'],22,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:22.390,Pass,
,,,,,,,,,,,,,,,0.711003,,,,,,,,,,,3f66912f-e665-4a10-97d5-057a2b9f6b80,20,,"[97.6, 12.6]",3901235,0,,,,-2.9812171,,Right Foot,,,"[90.8, 11.5]",,Ground Pass,6.8883963,,,Damjan Đoković,31911.0,,,,,,1,From Throw In,Jacques Zoua Daogari,401505.0,Right Center Forward,3,Gazélec Ajaccio,160,['96a9a4fe-07ed-4c29-9ebc-7b52b0fb9003'],25,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:25.875,Pass,
,,,,,,,,,,,,,,,0.827633,,,,,,,,,,,5ae3ac32-9418-46a7-b32c-dea0f3343a1f,24,,"[90.4, 11.1]",3901235,0,,,,-0.46744987,,Left Foot,,,"[100.9, 5.8]",,Ground Pass,11.761803,,,Issiaga Sylla,4352.0,,,,,,1,From Throw In,Damjan Đoković,31911.0,Left Defensive Midfield,3,Gazélec Ajaccio,160,['c4c33f14-9c21-4563-a76b-f2d71776f3df'],26,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:26.649,Pass,
,,,,,,,,,,,,,,,2.285817,,,,,,,,,,,d0c7047a-4123-4839-8049-8f92d97c27cd,27,,"[106.1, 6.0]",3901235,0,,,,1.558661,,Left Foot,True,,"[106.6, 47.2]",,High Pass,41.203033,,,Louis Poggi,310534.0,,True,,,,1,From Throw In,Issiaga Sylla,4352.0,Left Back,3,Gazélec Ajaccio,160,['6bec08d2-7dab-41dd-995a-296b703f0367'],28,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:28.580,Pass,
,,,,,,,,,,,,,,,0.057795,,,,,,,,,,,ef643d1b-5e0f-4ef7-a754-519d1a681b9a,31,,"[104.5, 73.9]",3901235,0,,,,-0.5317241,,Right Foot,,,"[106.2, 72.9]",,Ground Pass,1.9723083,Incomplete,,Mohamed Amine Chermiti,403155.0,,,,,,1,From Throw In,Louis Poggi,310534.0,Right Midfield,3,Gazélec Ajaccio,160,"['335f5446-9529-4bca-8a0f-c5ed216d10fe', 'fcf37e04-fa33-4cec-a5dd-fbc8dd538c19']",37,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:37.649,Pass,
