50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.198421,,,,,,,,,,,,,2cb7a420-4753-4b16-bd25-f061790dcd76,2959,,"[92.5, 14.5]",3901189,76,,,,-0.2899355,,Left Foot,,,"[110.6, 9.1]",Ground Pass,18.888355,,,,Éric Bauthéac,40486.0,,,,,,,2,From Throw In,Éderzito António Macedo Lopes,15996.0,Center Forward,176,Lille,143,['e0e0b623-0366-4133-bb41-564b9224a129'],43,,,,,,,,,,,,,,,,Lille,143,00:31:43.386,Pass,
,,,,,,,,,,,,,,,,1.267645,,,,,,,,,,,,,51da59fe-80fe-41e3-a9ba-c3988bd40c3e,2961,,"[110.7, 9.1]",3901189,76,,,,1.7175926,,Left Foot,True,,"[106.9, 34.8]",High Pass,25.979414,,Incomplete,,,,,,,,,,2,From Throw In,Éric Bauthéac,40486.0,Left Wing,176,Lille,143,['b15951da-d390-4064-b143-74231c0923b2'],45,,,,,,,,,,,,,,,,Lille,143,00:31:45.584,Pass,
,,,,,,,,,,,,,,,,0.098597,,,,,,,,,,,,,f3a18d31-a499-4831-bc5b-6b5cb3beb87d,2965,,"[2.2, 67.3]",3901189,76,,,,0.4636476,,Right Foot,,,"[5.4, 68.9]",Ground Pass,3.5777087,,Incomplete,,Adrien Regattin,16418.0,,,,,,,2,Regular Play,Steeve Yago,3035.0,Right Back,177,Toulouse,130,"['86ba4451-d42d-4963-bd15-6dec42e903bf', 'c1ceba73-f6db-4949-bda8-e12d17ea5d9d']",51,,,,,,,,,,,,,,,,Toulouse,130,00:31:51.251,Pass,
,,,,,,,,,,,,,,,,3.157624,,,,,,,,,,,,,1880051c-2273-40a9-9f10-62f5a9983603,2968,,"[6.0, 44.0]",3901189,77,,,,-0.021160861,,Right Foot,,,"[62.7, 42.8]",High Pass,56.712696,,,,François Pantxi Sirieix,40526.0,,,,,,Goal Kick,2,From Goal Kick,Alban Lafont,2981.0,Goalkeeper,178,Toulouse,130,['d40b0a9a-0244-4f60-9f37-de93c9e819c3'],7,,,,,,,,,,,,,,,,Toulouse,130,00:32:07.731,Pass,
,,,,,,,,,,,,,,,,0.576033,,,,,,,,,,,,,6a5af332-5702-479a-b11a-b52135eed746,2971,,"[62.7, 42.8]",3901189,77,,,True,-0.4697825,,,,,"[69.2, 39.5]",Low Pass,7.2897186,,,,Wissam Ben Yedder,6723.0,,,,,,,2,From Goal Kick,François Pantxi Sirieix,40526.0,Left Defensive Midfield,178,Toulouse,130,"['a29fdc4f-c669-424c-80d6-03d12f31d040', 'e8258504-6aa8-47b9-9fbf-beb01a53e5c2']",10,,,,,,,,,,,,,,,,Toulouse,130,00:32:10.905,Pass,True
,,,,,,,,,,,,,,,,1.526976,,,,,,,,,,,,,0e480b8d-e1f9-40fe-a78f-f12d541a73a9,2974,,"[69.2, 39.5]",3901189,77,,,,2.534605,,Left Foot,,,"[54.8, 49.5]",High Pass,17.531685,,,,Tongo Hamed Doumbia,16522.0,,,,,,,2,From Goal Kick,Wissam Ben Yedder,6723.0,Right Center Forward,178,Toulouse,130,['427a8a4f-1d9e-46a3-b9c1-562ed3b91ccd'],11,,,,,,,,,,,,,,,,Toulouse,130,00:32:11.518,Pass,
,,,,,,,,,,,,,,,,0.606356,,,,,,,,,,,,,ad65b59d-5f6a-49f3-b90b-8afe75105855,2976,,"[54.8, 49.5]",3901189,77,,,,-0.7180157,,Head,,,"[63.5, 41.9]",High Pass,11.552056,,Incomplete,,François Pantxi Sirieix,40526.0,,,,,,,2,From Goal Kick,Tongo Hamed Doumbia,16522.0,Right Defensive Midfield,178,Toulouse,130,"['198c1759-b3c9-4151-afb4-80925e3e61c4', '8f57008f-efdc-429f-a40b-84f6fe119939']",13,,,,,,,,,,,,,,,,Toulouse,130,00:32:13.045,Pass,
,,,,,,,,,,,,,,,,1.518222,,,,,,,,,,,,,198c1759-b3c9-4151-afb4-80925e3e61c4,2979,,"[56.6, 38.2]",3901189,77,,,True,-0.54475474,,,,,"[76.9, 25.9]",Low Pass,23.735628,,Incomplete,,,,,,,,,Recovery,2,From Goal Kick,Rio Antonio Zoba Mavuba,40522.0,Right Center Midfield,178,Toulouse,130,"['77bb30da-e9c0-42da-8890-787e29e56062', 'a055fb90-2527-4b75-8852-489fed1d298e', 'ad65b59d-5f6a-49f3-b90b-8afe75105855']",13,,,,,,,,,,,,,,,,Lille,143,00:32:13.652,Pass,True
,,,,,,,,,,,,,,,,1.37197,,,,,,,,,,,,,d6901073-eff0-4520-8f88-54ef7ef671c2,2982,,"[43.2, 54.7]",3901189,77,,,,0.08314123,,Right Foot,,,"[69.6, 56.9]",Ground Pass,26.491508,,,,François Pantxi Sirieix,40526.0,,,,,,,2,From Goal Kick,Steeve Yago,3035.0,Right Back,178,Toulouse,130,['e2660bb4-9ae2-47d5-8660-ac5cc762f55b'],16,,,,,,,,,,,,,,,,Toulouse,130,00:32:16.855,Pass,
,,,,,,,,,,,,,,,,0.933061,,,,,,,,,,,,,65f2e822-dc2e-4d99-bfe1-b35156b313ca,2986,,"[71.0, 59.3]",3901189,77,,,,1.9824677,,Right Foot,,,"[64.8, 73.5]",Ground Pass,15.494515,,,,Adrien Regattin,16418.0,,,,,,,2,From Goal Kick,François Pantxi Sirieix,40526.0,Left Defensive Midfield,178,Toulouse,130,"['1a1a6406-f290-4a62-81d2-378871530a5c', '851e8df5-3406-44ae-8194-aed80d56276b']",19,,,,,,,,,,,,,,,,Toulouse,130,00:32:19.255,Pass,True
,,,,,,,,,,,,,,,,1.546704,,,,,,,,,,,,,bc512a20-5042-41f4-8cfd-056fd250848f,2991,,"[71.3, 68.0]",3901189,77,,,,-1.9725573,,Right Foot,,,"[63.1, 48.7]",Ground Pass,20.96974,,,,Tongo Hamed Doumbia,16522.0,,,,,,,2,From Goal Kick,Adrien Regattin,16418.0,Right Midfield,178,Toulouse,130,['cc9e21c3-0146-406e-a029-d4807909e37b'],21,,,,,,,,,,,,,,,,Toulouse,130,00:32:21.909,Pass,
,,,,,,,,,,,,,,,,2.196604,,,,,,,,,,,,,5450b1ed-e5a8-4bb1-b8ae-93ebe4ec307d,2995,,"[68.5, 38.9]",3901189,77,,,,-1.7077292,,Right Foot,,,"[65.0, 13.5]",Ground Pass,25.640007,,,,Marcel Tisserand,8677.0,,,,,,,2,From Goal Kick,Tongo Hamed Doumbia,16522.0,Right Defensive Midfield,178,Toulouse,130,"['1469251f-912e-450c-a447-cecfb4721ae9', 'd3cfd2bb-21af-4b4a-a496-670c375f0077']",25,,,,,,,,,,,,,,,,Toulouse,130,00:32:25.752,Pass,True
,,,,,,,,,,,,,,,,3.229361,,,,,,,,,,,,,b4619854-849c-4af3-b6fc-864ff57ff5e7,2998,,"[65.0, 13.5]",3901189,77,,,,0.8868585,,Right Foot,,,"[104.7, 62.2]",High Pass,62.83136,,Incomplete,,Adrien Regattin,16418.0,,,True,,,,2,From Goal Kick,Marcel Tisserand,8677.0,Left Center Back,178,Toulouse,130,"['8fd1c589-fbab-4ae4-b93f-cebd9d28ca82', 'c33f307f-1abe-4218-b0e1-b1c23377423c']",29,,,,,,,,,,,,,,,,Toulouse,130,00:32:29.714,Pass,
,,,,,,,,,,,,,,,,0.698036,,,,,,,,,,,,,8a7b0726-a4c4-4257-a1e3-81ba957b82f5,3001,,"[113.1, 80.0]",3901189,77,,,,-1.7644184,,,,,"[111.1, 69.8]",Low Pass,10.394229,,,,François Pantxi Sirieix,40526.0,,,,,,Throw-in,2,From Throw In,Adrien Regattin,16418.0,Right Midfield,179,Toulouse,130,['5b320874-5700-48a7-93e0-aa46b21a280f'],41,,,,,,,,,,,,,,,,Toulouse,130,00:32:41.971,Pass,
,,,,,,,,,,,,,,,,0.841658,,,,,,,,,,,,,2d175796-18e4-4022-89d5-f2b6db10aede,3005,,"[112.4, 68.9]",3901189,77,,,,1.7494273,,Right Foot,,,"[111.1, 76.1]",Ground Pass,7.31642,,,,Adrien Regattin,16418.0,,,,,,,2,From Throw In,François Pantxi Sirieix,40526.0,Left Defensive Midfield,179,Toulouse,130,"['4fe3c79b-893a-487a-aeb7-2c5b909cd6a1', 'c151e78b-ba90-496a-b422-3a3afa440e89']",42,,,,,,,,,,,,,,,,Toulouse,130,00:32:42.675,Pass,True
,,,,,,,,,,,,,,,,1.093744,,,,,,,,,,,,,b454383e-61f9-4c49-9f5f-159a0c736102,3008,,"[105.9, 75.5]",3901189,77,,,,-0.32440308,,Right Foot,,,"[117.2, 71.7]",Ground Pass,11.921828,,,,Steeve Yago,3035.0,,,,,,,2,From Throw In,Adrien Regattin,16418.0,Right Midfield,179,Toulouse,130,['61613e12-eae6-44e3-869b-d020bb313e1d'],48,,,,,,,,,,,,,,,,Toulouse,130,00:32:48.279,Pass,
,,,,,,,,,,,,,,,,1.823299,,,,,,,,,,,,,0c701431-b170-4017-82fe-8a5c13d3165e,3011,,"[117.2, 71.7]",3901189,77,,,,-1.9811302,43b6e9d7-4d0a-41be-9fe1-53a4f42026d2,Right Foot,True,,"[101.8, 36.3]",Low Pass,38.604664,,,,Martin Braithwaite Christensen,4447.0,True,,,,,,2,From Throw In,Steeve Yago,3035.0,Right Back,179,Toulouse,130,['9bcdfd91-d552-4a19-af12-dfe414c724a1'],49,,,,,,,,,,,,,,,,Toulouse,130,00:32:49.448,Pass,
,,,,,,,,,,,,,,,,3.772444,,,,,,,,,,,,,70df630e-8425-4338-a1af-47f792500a3f,3015,,"[7.0, 36.1]",3901189,78,True,,,-0.22252993,,Right Foot,,,"[61.8, 23.7]",High Pass,56.185406,,,,Éderzito António Macedo Lopes,15996.0,,,,,,Goal Kick,2,From Goal Kick,Vincent Enyeama,40484.0,Goalkeeper,180,Lille,143,['f2933e0e-b58a-4c54-bc03-e78ce9d481cb'],9,,,,,,,,,,,,,,,,Lille,143,00:33:09.691,Pass,
,,,,,,,,,,,,,,,,1.410357,,,,,,,,,,,,,14118db6-472b-4475-b709-d5cad777b4c6,3018,,"[61.8, 23.7]",3901189,78,,,True,0.18334796,,,,,"[76.9, 26.5]",High Pass,15.357409,,Incomplete,,Éric Bauthéac,40486.0,,,,,,,2,From Goal Kick,Éderzito António Macedo Lopes,15996.0,Center Forward,180,Lille,143,"['295adf9a-6be1-47e2-8860-c1e2de865476', '4bae5c74-4fed-4b55-ba4a-1eba7c291df1', 'fb808a5c-4a5a-4cdd-9c6a-be3dac0dda38']",13,,,,,,,,,,,,,,,,Lille,143,00:33:13.482,Pass,True
,,,,,,,,,,,,,,,,3.376992,,,,,,,,,,,,,269c5f67-f099-4e21-8314-c80cf4bb702d,3023,,"[47.7, 50.4]",3901189,78,,,,-0.49155298,,Left Foot,,,"[80.2, 33.0]",High Pass,36.864754,,Incomplete,,Aleksandar Pešić,40431.0,,,,,,,2,Regular Play,Issa Diop,4349.0,Right Center Back,181,Toulouse,130,"['3c6b90bb-a6f0-4f66-8f4e-a815cb36208a', '650ca361-93fe-4591-a9cc-fbe0917ff381', '88d249a2-aa3e-4af1-9241-97da4311cb3a']",16,,,,,,,,,,,,,,,,Toulouse,130,00:33:16.241,Pass,True
,,,,,,,,,,,,,,,,2.064139,,,,,,,,,,,,,88d249a2-aa3e-4af1-9241-97da4311cb3a,3026,,"[39.9, 47.1]",3901189,78,,,True,-0.17652176,,,,,"[58.4, 43.8]",High Pass,18.792019,,Incomplete,,Sofiane Boufal,3625.0,,,,,,Recovery,2,Regular Play,Renato Civelli,29057.0,Right Center Back,181,Toulouse,130,"['03c927b0-007e-428b-acba-e6839f15ede7', '269c5f67-f099-4e21-8314-c80cf4bb702d', '90bf1c6b-cadd-409b-b48a-b73b4e2467d3', 'bd4b6707-8960-46c1-a721-4e9f7303c306']",19,,,,,,,,,,,,,,,,Lille,143,00:33:19.618,Pass,True
,,,,,,,,,,,,,,,,2.391748,,,,,,,,,,,,,90bf1c6b-cadd-409b-b48a-b73b4e2467d3,3028,,"[61.7, 36.3]",3901189,78,,,,1.2675622,,Right Foot,,,"[71.9, 68.9]",High Pass,34.158455,,,,Adrien Regattin,16418.0,,,,,,Recovery,2,Regular Play,Marcel Tisserand,8677.0,Left Center Back,181,Toulouse,130,"['88d249a2-aa3e-4af1-9241-97da4311cb3a', 'e5b75847-0568-49db-a603-68a7e7a58d1b']",21,,,,,,,,,,,,,,,,Toulouse,130,00:33:21.682,Pass,
,,,,,,,,,,,,,,,,2.09788,,,,,,,,,,,,,74210b47-64ae-40e2-815f-b5aeac26469d,3031,,"[77.2, 68.4]",3901189,78,,,,-1.0921686,,Right Foot,,,"[99.2, 26.0]",High Pass,47.767773,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,True,,,,2,Regular Play,Adrien Regattin,16418.0,Right Midfield,181,Toulouse,130,"['654e8c03-d38f-4c52-adfb-7140ca0200cf', 'b8768bd9-1a19-4b48-a127-3cfc214c6553']",26,,,,,,,,,,,,,,,,Toulouse,130,00:33:26.105,Pass,
,,,,,,,,,,,,,,,,3.456497,,,,,,,,,,,,,654e8c03-d38f-4c52-adfb-7140ca0200cf,3033,,"[20.9, 54.1]",3901189,78,,,,1.0372182,,Head,,,"[36.2, 80.0]",High Pass,30.081556,,Out,,Sofiane Boufal,3625.0,,,,,,Recovery,2,Regular Play,Bakary Adama Soumaoro,3677.0,Right Back,181,Toulouse,130,"['74210b47-64ae-40e2-815f-b5aeac26469d', '899da4a6-9fdd-4a1d-ae2a-1547ee78664a']",28,,,,,,,,,,,,,,,,Lille,143,00:33:28.202,Pass,
,,,,,,,,,,,,,,,,1.334959,,,,,,,,,,,,,3fc01198-56cb-4c29-b142-4fa8e7bc31bf,3035,,"[84.7, 0.1]",3901189,78,,,,0.10768987,,,,,"[99.5, 1.7]",Low Pass,14.886235,,,,Martin Braithwaite Christensen,4447.0,,,,,,Throw-in,2,From Throw In,Jacques François Moubandje,3024.0,Left Back,182,Toulouse,130,['593df998-a539-4382-8159-303b25784057'],38,,,,,,,,,,,,,,,,Toulouse,130,00:33:38.524,Pass,
,,,,,,,,,,,,,,,,1.43636,,,,,,,,,,,,,521b858b-9740-46eb-a2b5-745eb59ac401,3039,,"[31.2, 80.0]",3901189,79,,,,-0.08581027,,,,,"[49.8, 78.4]",High Pass,18.66869,,Incomplete,,Éderzito António Macedo Lopes,15996.0,,,,,,Throw-in,2,From Throw In,Bakary Adama Soumaoro,3677.0,Right Back,183,Lille,143,"['384b82ca-c9e1-4029-b0bf-e01206a1e8b7', '90738e5f-019c-4aed-a1f2-3db2a5d59b57']",14,,,,,,,,,,,,,,,,Lille,143,00:34:14.129,Pass,
,,,,,,,,,,,,,,,,0.734053,,,,,,,,,,,,,90738e5f-019c-4aed-a1f2-3db2a5d59b57,3042,,"[70.3, 1.7]",3901189,79,,,True,0.8050035,,,,,"[77.8, 9.5]",Low Pass,10.820813,,,,Wissam Ben Yedder,6723.0,,,,,,Recovery,2,Regular Play,Jacques François Moubandje,3024.0,Left Back,184,Toulouse,130,"['521b858b-9740-46eb-a2b5-745eb59ac401', 'ba7d8b63-6be6-4baf-b73a-4a7bea8df77d', 'c10d3a93-61bd-48dc-8f83-3fe3e1e41dc4']",15,,,,,,,,,,,,,,,,Toulouse,130,00:34:15.566,Pass,True
,,,,,,,,,,,,,,,,1.07544,,,,,,,,,,,,,a7581d99-21a3-4ee2-b46f-f84cda7b93d3,3045,,"[77.8, 9.5]",3901189,79,,,,-0.34555557,,Other,,,"[85.3, 6.8]",High Pass,7.971198,,,,Aleksandar Pešić,40431.0,,,,,,,2,Regular Play,Wissam Ben Yedder,6723.0,Right Center Forward,184,Toulouse,130,['86f6515f-015b-4c42-9870-5507a8806a43'],16,,,,,,,,,,,,,,,,Toulouse,130,00:34:16.339,Pass,
,,,,,,,,,,,,,,,,0.506075,,,,,,,,,,,,,7ed48939-62d4-474f-8d37-985fb3f2c2e0,3049,,"[85.7, 3.1]",3901189,79,,,,2.8245368,,Right Foot,,,"[79.3, 5.2]",Ground Pass,6.735726,,,,Martin Braithwaite Christensen,4447.0,,,,,,,2,Regular Play,Aleksandar Pešić,40431.0,Left Center Forward,184,Toulouse,130,['ab954026-70bb-48ed-8cb6-c5fd3f2607ce'],17,,,,,,,,,,,,,,,,Toulouse,130,00:34:17.911,Pass,
,,,,,,,,,,,,,,,,0.696937,,,,,,,,,,,,,d54328d3-b995-484a-a230-5353c10b3446,3058,,"[82.0, 11.4]",3901189,79,,,,-3.0791738,,Right Foot,,,"[77.2, 11.1]",Ground Pass,4.8093657,,,,François Pantxi Sirieix,40526.0,,,,,,,2,Regular Play,Martin Braithwaite Christensen,4447.0,Left Midfield,184,Toulouse,130,['64a78979-647f-4963-aa20-75acb08be47e'],20,,,,,,,,,,,,,,,,Toulouse,130,00:34:20.887,Pass,
,,,,,,,,,,,,,,,,1.070956,,,,,,,,,,,,,b93a8b5f-faae-4973-b6b3-8ea95ea3639e,3061,,"[77.2, 11.1]",3901189,79,,,,2.040309,,Right Foot,,,"[70.3, 24.7]",Ground Pass,15.250246,,,,Tongo Hamed Doumbia,16522.0,,,,,,,2,Regular Play,François Pantxi Sirieix,40526.0,Left Defensive Midfield,184,Toulouse,130,['81544cb8-4506-4e61-96d0-b22610d8969b'],21,,,,,,,,,,,,,,,,Toulouse,130,00:34:21.664,Pass,
,,,,,,,,,,,,,,,,0.844297,,,,,,,,,,,,,219d896b-22d3-4953-80a3-d95777f42fc3,3064,,"[70.3, 24.7]",3901189,79,,,,0.8894981,,Right Foot,,,"[79.3, 35.8]",Ground Pass,14.290207,,,,Adrien Regattin,16418.0,,,,,,,2,Regular Play,Tongo Hamed Doumbia,16522.0,Right Defensive Midfield,184,Toulouse,130,['6abf0579-fcf6-4134-be45-9353071076a4'],23,,,,,,,,,,,,,,,,Toulouse,130,00:34:23.686,Pass,
,,,,,,,,,,,,,,,,0.890361,,,,,,,,,,,,,f015c7b5-7a70-46a6-908e-a91755194a10,3067,,"[79.2, 37.1]",3901189,79,,,,-1.2882414,,Right Foot,,,"[81.9, 27.8]",Ground Pass,9.684008,,Incomplete,,Tongo Hamed Doumbia,16522.0,,,,,,,2,Regular Play,Adrien Regattin,16418.0,Right Midfield,184,Toulouse,130,"['72626fe0-b5ac-4401-8d56-032fe9596f89', 'd97076e6-bc68-4786-a1d1-1894d1101efd']",24,,,,,,,,,,,,,,,,Toulouse,130,00:34:24.650,Pass,
,,,,,,,,,,,,,,,,0.167114,,,,,,,,,,,,,72626fe0-b5ac-4401-8d56-032fe9596f89,3070,,"[38.2, 52.3]",3901189,79,,,,-0.34097895,,Right Foot,,,"[41.3, 51.2]",Low Pass,3.2893767,,Incomplete,,,,,,,,,Recovery,2,Regular Play,Ibrahim Amadou,11332.0,Center Defensive Midfield,184,Toulouse,130,"['2af1db79-bd96-4aaa-93b7-2d7a5f8330ef', '32c7766c-a4e6-4697-b30a-3a3f0111021e', 'f015c7b5-7a70-46a6-908e-a91755194a10']",25,,,,,,,,,,,,,,,,Lille,143,00:34:25.541,Pass,True
,,,,,,,,,,,,,,,,0.999712,,,,,,,,,,,,,6b65bfcf-4379-4ab8-9ef0-f3c477ba8a06,3074,,"[83.3, 6.8]",3901189,79,,,,-0.43094897,,Right Foot,,,"[92.0, 2.8]",Ground Pass,9.57549,,,,Jacques François Moubandje,3024.0,,,,,,,2,Regular Play,Tongo Hamed Doumbia,16522.0,Right Defensive Midfield,184,Toulouse,130,['829ed278-3adb-4f90-9485-97ff1626b9fd'],30,,,,,,,,,,,,,,,,Toulouse,130,00:34:30.774,Pass,
,,,,,,,,,,,,,,,,1.661616,,,,,,,,,,,,,ba5e53cf-0fb6-4d12-ab3d-f85eb949bca6,3077,,"[92.0, 2.8]",3901189,79,,,,1.1670022,,Left Foot,True,,"[106.1, 35.8]",High Pass,35.88607,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,,2,Regular Play,Jacques François Moubandje,3024.0,Left Back,184,Toulouse,130,"['26c05fbf-5818-4e9a-ad66-c9458c3043e6', '4a6aae02-a74d-4f34-8a46-808ac2cb8612']",33,,,,,,,,,,,,,,,,Toulouse,130,00:34:33.256,Pass,
,,,,,,,,,,,,,,,,1.752364,,,,,,,,,,,,,529d4eee-426e-49d0-a4ba-90c3f1d97a93,3080,,"[34.1, 62.2]",3901189,79,,,,-0.6063829,,Left Foot,,,"[40.3, 57.9]",High Pass,7.545197,,Incomplete,,Sofiane Boufal,3625.0,,,,,,Recovery,2,Regular Play,Éderzito António Macedo Lopes,15996.0,Center Forward,184,Toulouse,130,"['9e8c9962-9432-43ea-abdf-611ae01d758d', 'c23e9cb8-1b03-4f4f-a31c-aabd48b54c6a']",38,,,,,,,,,,,,,,,,Lille,143,00:34:38.658,Pass,
,,,,,,,,,,,,,,,,1.41852,,,,,,,,,,,,,c23e9cb8-1b03-4f4f-a31c-aabd48b54c6a,3082,,"[79.8, 22.2]",3901189,79,,,,-2.3841202,,Right Foot,,,"[70.6, 13.5]",Ground Pass,12.662148,,,,Marcel Tisserand,8677.0,,,,,,Recovery,2,Regular Play,Adrien Regattin,16418.0,Right Midfield,184,Toulouse,130,"['13b1e107-5bc9-4f42-86be-d8a2aa9a111d', '529d4eee-426e-49d0-a4ba-90c3f1d97a93']",40,,,,,,,,,,,,,,,,Toulouse,130,00:34:40.410,Pass,
,,,,,,,,,,,,,,,,3.238183,,,,,,,,,,,,,3cc36da4-7571-4f3c-845f-74945a49f51b,3085,,"[70.6, 13.5]",3901189,79,,,,0.97065973,,Right Foot,,,"[99.0, 55.0]",High Pass,50.287273,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,True,,,,2,Regular Play,Marcel Tisserand,8677.0,Left Center Back,184,Toulouse,130,"['2025ca7d-208b-4291-87b5-44481214218b', '846cd73f-d883-425b-8f31-ed8ab3e8b0ec']",41,,,,,,,,,,,,,,,,Toulouse,130,00:34:41.869,Pass,
,,,,,,,,,,,,,,,,1.17338,,,,,,,,,,,,,a0274dd5-b7e9-4ebb-8df9-1811ffb2472f,3089,,"[86.5, 80.0]",3901189,79,True,,,-1.8113306,,,,,"[83.9, 69.4]",Low Pass,10.914211,,,,Adrien Regattin,16418.0,,,,,,Throw-in,2,From Throw In,Steeve Yago,3035.0,Right Back,185,Toulouse,130,['d57fcbef-aa42-4133-8338-f923d0cb8fd9'],50,,,,,,,,,,,,,,,,Toulouse,130,00:34:50.293,Pass,
,,,,,,,,,,,,,,,,0.654303,,,,,,,,,,,,,3faabd65-613e-4384-a9fc-eca51bdb612b,3092,,"[84.0, 70.7]",3901189,79,,,,-1.4754976,,Right Foot,,,"[85.3, 57.1]",Ground Pass,13.661991,,,,François Pantxi Sirieix,40526.0,,,,,,,2,From Throw In,Adrien Regattin,16418.0,Right Midfield,185,Toulouse,130,"['65dd5d23-5c1c-4afb-9908-4976764f2d40', 'bc14bd48-58d1-4afe-af45-02df4f75aa22']",53,,,,,,,,,,,,,,,,Toulouse,130,00:34:53.346,Pass,True
,,,,,,,,,,,,,,,,1.593363,,,,,,,,,,,,,60554b4c-0957-46aa-93fa-32d913788fd0,3100,,"[71.7, 49.5]",3901189,79,,,,-2.4912558,,Right Foot,,,"[55.4, 37.1]",Ground Pass,20.480478,,,,Marcel Tisserand,8677.0,,,,,,,2,From Throw In,Tongo Hamed Doumbia,16522.0,Right Defensive Midfield,185,Toulouse,130,['a3c5b974-a94c-49e7-9e90-8cd031841ea5'],57,,,,,,,,,,,,,,,,Toulouse,130,00:34:57.860,Pass,
,,,,,,,,,,,,,,,,0.805904,,,,,,,,,,,,,dcfd177b-5405-44b6-9b96-212cd98c2aae,3103,,"[56.5, 34.9]",3901189,80,,,,0.90333176,,Right Foot,,,"[65.8, 46.7]",Ground Pass,15.024314,,,,Tongo Hamed Doumbia,16522.0,,,,,,,2,From Throw In,Marcel Tisserand,8677.0,Left Center Back,185,Toulouse,130,['77629a7e-6865-4494-a3b6-b62ef6993c2f'],1,,,,,,,,,,,,,,,,Toulouse,130,00:35:01.192,Pass,
,,,,,,,,,,,,,,,,1.482057,,,,,,,,,,,,,4e1e3cf7-e058-4d67-9c69-ea688f4b8918,3106,,"[65.8, 46.7]",3901189,80,,,,2.1448247,,Right Foot,,,"[56.1, 61.7]",Ground Pass,17.86309,,,,Issa Diop,4349.0,,,,,,,2,From Throw In,Tongo Hamed Doumbia,16522.0,Right Defensive Midfield,185,Toulouse,130,['0825c658-e4fb-4c58-bdf5-8f8fbec6ff19'],2,,,,,,,,,,,,,,,,Toulouse,130,00:35:02.117,Pass,
,,,,,,,,,,,,,,,,1.097584,,,,,,,,,,,,,3ece9619-0615-4654-815e-8879f1f83c83,3109,,"[56.1, 61.7]",3901189,80,,,,-0.8471751,,Right Foot,,,"[65.2, 51.4]",Ground Pass,13.74409,,,,Tongo Hamed Doumbia,16522.0,,,,,,,2,From Throw In,Issa Diop,4349.0,Right Center Back,185,Toulouse,130,['f0be88e6-983c-4901-9731-890cd95e592d'],4,,,,,,,,,,,,,,,,Toulouse,130,00:35:04.854,Pass,
,,,,,,,,,,,,,,,,1.435067,,,,,,,,,,,,,e7de1224-ebc5-4576-8d37-eaad08e037b6,3113,,"[63.1, 54.6]",3901189,80,,,,1.4739573,,Right Foot,,,"[64.8, 72.1]",Ground Pass,17.582378,,,,Steeve Yago,3035.0,,,,,,,2,From Throw In,Tongo Hamed Doumbia,16522.0,Right Defensive Midfield,185,Toulouse,130,['3bb54c55-e1dd-43c0-951c-4f6120d8c081'],6,,,,,,,,,,,,,,,,Toulouse,130,00:35:06.987,Pass,
,,,,,,,,,,,,,,,,1.11206,,,,,,,,,,,,,c812c863-41f2-4c9a-a440-fe1c4e60baad,3116,,"[64.8, 72.1]",3901189,80,,,,-2.8357139,,Right Foot,,,"[49.6, 67.3]",Ground Pass,15.939887,,,,Issa Diop,4349.0,,,,,,,2,From Throw In,Steeve Yago,3035.0,Right Back,185,Toulouse,130,['544e97fd-d587-4d32-8de9-6321b8f92cfb'],8,,,,,,,,,,,,,,,,Toulouse,130,00:35:08.502,Pass,
,,,,,,,,,,,,,,,,2.523737,,,,,,,,,,,,,ff591d5c-21cd-4783-b2c4-2f94677d76eb,3119,,"[55.6, 68.4]",3901189,80,,,,-0.18241541,,Right Foot,,,"[96.8, 60.8]",High Pass,41.895107,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,,2,From Throw In,Issa Diop,4349.0,Right Center Back,185,Toulouse,130,"['02367cc3-03f6-45ba-8eee-caf58a25d427', 'aaf47b2b-ad79-4f68-b445-9cbdedd3e21d']",11,,,,,,,,,,,,,,,,Toulouse,130,00:35:11.536,Pass,
