50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d323743d-c7ce-4fb9-baf7-0c5c0cb2dac2,1,,,,3829452,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7c1ea997-4765-4cab-85d9-0aa66d06ce0a,2,,,,3829452,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,bc04845f-c053-4485-b5c3-540757be0dc6,3,,,,3829452,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Bordeaux,146,['521f4b7a-585c-4dd0-a989-39094a20eb95'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,521f4b7a-585c-4dd0-a989-39094a20eb95,4,,,,3829452,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Bordeaux,146,['bc04845f-c053-4485-b5c3-540757be0dc6'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2e5d8735-ab20-425c-8138-114e7274c241,1712,,,,3829452,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,91,Bordeaux,146,['5ff3cb48-b8d9-4afc-863b-732a0d304c8d'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5ff3cb48-b8d9-4afc-863b-732a0d304c8d,1713,,,,3829452,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,91,Bordeaux,146,['2e5d8735-ab20-425c-8138-114e7274c241'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.561877,,,,,,,,,,,,,,,5fce5d78-20ca-4aa1-84d6-9a9dd5eb017c,5,,,"[61.0, 40.1]",3829452,0,,,,,2.1662061,,Right Foot,,"[58.9, 43.2]",,Ground Pass,,3.744329,,,,Johan Audel,401477.0,,,,,Kick Off,1,From Kick Off,Kolbeinn Sigþórsson,6284.0,,Center Forward,2,Nantes,144,['ffe19fd8-3991-4450-b24e-22f1aa2090bf'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.637,Pass,
,,,,,,,,,,,,,,,,,,2.254818,,,,,,,,,,,,,,,50d6f3bd-aaba-47ee-a00c-aa5a5b646377,8,,,"[57.4, 43.6]",3829452,0,,,,,-2.4805496,,Left Foot,,"[33.1, 24.7]",,Ground Pass,,30.784737,,,,Lucas Deaux,2943.0,,,,,,1,From Kick Off,Johan Audel,401477.0,,Left Wing,2,Nantes,144,['2d231200-936d-40a2-b56d-4d5890eb161c'],1,,,,,,,,,,,,,,,,,Nantes,144,00:00:01.920,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2eadb04f-8888-4d2c-98fd-996bec1b6de4,11,,,"[31.7, 28.2]",3829452,0,,,,,1.4536875,,Right Foot,,"[34.7, 53.7]",,Ground Pass,,25.675863,,,,Lévy Koffi Djidji,3174.0,,,,,,1,From Kick Off,Lucas Deaux,2943.0,,Left Center Back,2,Nantes,144,['eb4959e7-cd0c-4821-b776-187c59617d54'],6,,,,,,,,,,,,,,,,,Nantes,144,00:00:06.317,Pass,
,,,,,,,,,,,,,,,,,,1.540215,,,,,,,,,,,,,,,f854ff3f-a457-41f6-8bb5-2bb34154bed7,14,,,"[28.7, 61.3]",3829452,0,,,,,-2.5124447,,Left Foot,,"[11.8, 49.0]",,Ground Pass,,20.902153,,,,Rémy Riou,25377.0,,,,,,1,From Kick Off,Lévy Koffi Djidji,3174.0,,Right Center Back,2,Nantes,144,['c4bdcab1-c5b6-4278-8582-b06924e64e60'],8,,,,,,,,,,,,,,,,,Nantes,144,00:00:08.605,Pass,
