50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3f017c0a-1ab9-4b64-96b7-5932ce843ac7,1,,,,3901175,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 40530, 'name': 'Jamel Saihi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 2980, 'name': 'Kévin Bérigaud'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 26}, {'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2770a0ea-d06e-4a8e-8130-4a8af7fa39a5,2,,,,3901175,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 401528, 'name': 'Mahamane El-Hadj Traoré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8da189d3-891d-4d05-b9fd-abfb4bd91bf1,3,,,,3901175,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['37a8958e-2cfe-403c-9d64-6cc9843a7c75'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,37a8958e-2cfe-403c-9d64-6cc9843a7c75,4,,,,3901175,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['8da189d3-891d-4d05-b9fd-abfb4bd91bf1'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,dd2f9900-b67e-4219-980e-fd97358d8f31,2085,,,,3901175,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Montpellier,139,['0119d329-a19d-48fb-933e-96942b754e5b'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0119d329-a19d-48fb-933e-96942b754e5b,2086,,,,3901175,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Montpellier,139,['dd2f9900-b67e-4219-980e-fd97358d8f31'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.219712,,,,,,,,,,,86e00bad-0156-4fb3-b009-4d2709d4ecdd,5,,,"[61.0, 40.1]",3901175,0,,,,0.4154921,057059bb-b635-4045-a5fe-fea6ec4680d2,Right Foot,,,,"[64.4, 41.6]",,Ground Pass,,3.7161808,,,,Ryad Boudebouz,6661.0,True,,,,,Kick Off,1,From Kick Off,Mustapha Yatabaré,30255.0,Center Forward,2,Montpellier,139,['b2aba07e-bd36-4c5a-addb-fa28c5589d5f'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.384,Pass,
,,,,,,,,,,,,,,,,,,1.323448,,,,,,,,,,,3f9451af-aeaa-455c-bda2-a684be5aa52f,10,,,"[6.0, 44.0]",3901175,0,True,,,-1.3896538,,Right Foot,,,,"[11.0, 16.7]",,Ground Pass,,27.754099,,,,Maxime Le Marchand,3229.0,,,,,,Goal Kick,1,From Goal Kick,Yoan Cardinale,4257.0,Goalkeeper,3,OGC Nice,136,['540b3c3f-0428-441e-89d5-34cb91360cef'],12,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:12.658,Pass,
,,,,,,,,,,,,,,,,,,1.474341,,,,,,,,,,,fb1e301c-0dc7-498d-b05f-45c0ea0046ac,12,,,"[11.4, 17.0]",3901175,0,,,,2.003937,,Left Foot,,,,"[3.4, 34.3]",,Ground Pass,,19.060167,,,,Yoan Cardinale,4257.0,,,,,,,1,From Goal Kick,Maxime Le Marchand,3229.0,Left Center Back,3,OGC Nice,136,['3370e9f2-b26d-4dff-b0eb-e2b6cca2ffed'],13,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:13.981,Pass,
,,,,,,,,,,,,,,,,,,1.58046,,,,,,,,,,,3cd1552d-9827-4198-aae5-077e5736c147,15,,,"[3.4, 34.3]",3901175,0,,,,-1.315614,,Right Foot,,,,"[10.0, 9.0]",,Ground Pass,,26.146702,,,,Maxime Le Marchand,3229.0,,,,,,,1,From Goal Kick,Yoan Cardinale,4257.0,Goalkeeper,3,OGC Nice,136,['bcb2976d-e855-4c48-b64d-37eca9802af7'],15,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:15.641,Pass,
