50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b320f80f-5cc3-400d-a597-0f112aa322d4,1,,,,3900496,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 41385, 'name': 'Ali Nadhoim Ahamada'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bed5bf92-fd51-494d-bdf5-39d15a9f1dc3,2,,,,3900496,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 29}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8b5bd266-cc8e-4e21-b156-ce4d3685f82b,3,,,,3900496,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['e2d34120-668a-42e6-be17-f1c9c52cb459'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e2d34120-668a-42e6-be17-f1c9c52cb459,4,,,,3900496,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['8b5bd266-cc8e-4e21-b156-ce4d3685f82b'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,61539978-3a80-4dae-a8f5-79e75bef1171,1828,,,,3900496,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,120,Montpellier,139,['c9b1eebd-48dd-45e9-9710-f16ab4a3d159'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c9b1eebd-48dd-45e9-9710-f16ab4a3d159,1829,,,,3900496,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,120,Montpellier,139,['61539978-3a80-4dae-a8f5-79e75bef1171'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.451163,,,,,,,,,,,,,,ca23b185-5feb-419b-bde2-758462390a30,5,,,"[61.0, 40.1]",3900496,0,,,,-2.48751,,Right Foot,,,,"[58.0, 37.8]",,Ground Pass,,3.7802117,,,,Martin Braithwaite Christensen,4447.0,,,,,Kick Off,1,From Kick Off,Wissam Ben Yedder,6723.0,Right Center Forward,2,Toulouse,130,['e360c8e0-b64a-4d4a-b35b-0bcae6e60803'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.643,Pass,
,,,,,,,,,,,,,,,,0.878988,,,,,,,,,,,,,,e4f8c6fb-2c17-4c64-8a87-1ae711243397,8,,,"[56.7, 37.8]",3900496,0,,,,2.2518134,,Left Foot,,,,"[52.0, 43.6]",,Ground Pass,,7.465253,,,,Étienne Didot,3189.0,,,,,,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Left Center Forward,2,Toulouse,130,['d509a9a6-01d5-46a6-99c3-4323a9958e65'],1,,,,,,,,,,,,,,,,,Toulouse,130,00:00:01.174,Pass,
,,,,,,,,,,,,,,,,2.151286,,,,,,,,,,,,,,d0550882-22e6-4990-9352-a623521669c4,12,,,"[54.6, 47.4]",3900496,0,,,,0.008403163,,Right Foot,,,,"[90.3, 47.7]",,High Pass,,35.70126,,Incomplete,,Wissam Ben Yedder,6723.0,,,,,,1,From Kick Off,Étienne Didot,3189.0,Center Defensive Midfield,2,Toulouse,130,"['49ba449f-d72d-436f-8194-7402d3cc466e', '55f11e6e-5f9c-48bc-a241-043f6e9e720b', '7bbb99d9-6039-4e13-9225-dc5c3066970f']",3,,,,,,,,,,,,,,,,,Toulouse,130,00:00:03.464,Pass,True
,,,,,,,,,,,,,,,,1.759166,,,,,,,,,,,,,,7bbb99d9-6039-4e13-9225-dc5c3066970f,14,,,"[29.8, 32.4]",3900496,0,,,,1.0150406,,Head,,,,"[47.5, 60.9]",,High Pass,,33.54907,,Unknown,,,,,,,,Recovery,1,From Kick Off,Daniel Congré,3011.0,Left Center Back,2,Toulouse,130,['d0550882-22e6-4990-9352-a623521669c4'],5,,,,,,,,,,,,,,,,,Montpellier,139,00:00:05.615,Pass,
