50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.283222,,,,,,,,,,,,,e147a30d-9336-45d9-8f0e-0ce5315bee55,15,,"[29.7, 49.5]",3829483,0,,,,,-1.3332376,,Right Foot,,,,"[39.7, 8.2]",,Ground Pass,,42.493412,,,,,Layvin Kurzawa,4326.0,,True,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['0a2cda92-b2cb-4078-9bf7-2a71b326a83a'],9,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:09.124,Pass,
,,,,,,,,,,,,,,,,,1.467727,,,,,,,,,,,,,64779757-c136-41f1-a121-00bbf5054052,18,,"[39.7, 8.2]",3829483,0,,,,,1.9780521,,Left Foot,,,,"[33.1, 23.5]",,Ground Pass,,16.662832,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Layvin Kurzawa,4326.0,Left Back,2,Paris Saint-Germain,131,['457a1c4e-3d28-4e31-87ee-25b5e3c1eaaa'],12,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.588,Pass,
,,,,,,,,,,,,,,,,,0.98144,,,,,,,,,,,,,5be1c59c-6e8d-42d2-8f2b-2560b70fc679,21,,"[37.2, 26.0]",3829483,0,,,,,-0.82739025,,Right Foot,,,,"[42.9, 19.8]",,Ground Pass,,8.421995,,,,,Benjamin Stambouli,8515.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Left Center Back,2,Paris Saint-Germain,131,['3f829338-0c19-4d25-bd00-7cd53de3ddb8'],16,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:16.481,Pass,
,,,,,,,,,,,,,,,,,1.128668,,,,,,,,,,,,,259b05a6-4ef5-4f4e-bce3-6c863d8c0087,23,,"[42.9, 19.8]",3829483,0,,,,,1.8834286,,Right Foot,,,,"[39.7, 29.7]",,Ground Pass,,10.404326,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Benjamin Stambouli,8515.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['789c93d7-382d-4f6f-bd5f-5923d8871f04'],17,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:17.462,Pass,
,,,,,,,,,,,,,,,,,1.882837,,,,,,,,,,,,,1f16a521-0ab4-4976-8540-087e5238a257,26,,"[40.4, 32.9]",3829483,0,,,,,1.2998495,,Left Foot,,,,"[48.4, 61.7]",,Ground Pass,,29.890467,,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Left Center Back,2,Paris Saint-Germain,131,['1f520d6e-fd4b-4a74-8d05-3b7253aa833f'],19,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:19.553,Pass,
,,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,0f1e5c22-3fc3-4d46-a032-645b08ee159e,28,,"[50.0, 61.9]",3829483,0,,,,,-2.1866663,,Right Foot,,,,"[45.4, 55.4]",,Ground Pass,,7.9630394,,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Center Midfield,2,Paris Saint-Germain,131,['fa1819c0-90f3-4d1c-bdaf-1bf04a9b4761'],21,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.436,Pass,
,,,,,,,,,,,,,,,,,1.199998,,,,,,,,,,,,,5548d06f-911b-4289-ac04-cd0bb48749ef,31,,"[45.4, 55.4]",3829483,0,,,,,1.1775842,,Left Foot,,,,"[51.0, 68.9]",,Ground Pass,,14.615403,,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['f8aff25a-aeaa-4498-9b59-ee50e65588c4'],24,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:24.489,Pass,
,,,,,,,,,,,,,,,,,2.463043,,,,,,,,,,,,,745aa0f4-6389-496e-87d7-452bd9737a00,34,,"[56.7, 73.7]",3829483,0,,,,,-0.46931863,,Right Foot,,,,"[98.9, 52.3]",,High Pass,,47.31596,,,Incomplete,,Ángel Fabián Di María Hernández,2995.0,,,Through Ball,True,,1,From Kick Off,Marco Verratti,3166.0,Right Center Midfield,2,Paris Saint-Germain,131,"['ad620c0a-5e5b-444c-ac24-5a78ddeeb10d', 'f3fbe446-96e4-46ed-b76c-ba39b1776153']",26,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:26.882,Pass,
,,,,,,,,,,,,,,,,,1.462684,,,,,,,,,,,,,f3fbe446-96e4-46ed-b76c-ba39b1776153,36,,"[21.2, 27.8]",3829483,0,,,,,-0.6128202,,Head,,,,"[27.6, 23.3]",,Low Pass,,7.823682,,,,,Valentin Rongier,3365.0,,,,,Recovery,1,Regular Play,Lorik Agim Cana,10936.0,Left Center Back,3,Nantes,144,"['1dbf5e7d-adca-4316-859d-13182f81a324', '745aa0f4-6389-496e-87d7-452bd9737a00']",29,,,,,,,,,,,,,,,,Nantes,144,00:00:29.345,Pass,
,,,,,,,,,,,,,,,,,1.578006,,,,,,,,,,,,,cb723c06-c368-43c5-aa30-8b0006f1b33b,38,,"[26.9, 23.0]",3829483,0,,,,,2.9016986,,Right Foot,,,,"[13.0, 26.4]",,Ground Pass,,14.309787,,,,,Wilfried Moimbé,4249.0,,,,,,1,Regular Play,Valentin Rongier,3365.0,Right Defensive Midfield,3,Nantes,144,['27f8c3b3-f91a-4b8f-b5a4-50e6321f6ee5'],30,,,,,,,,,,,,,,,,Nantes,144,00:00:30.808,Pass,
,,,,,,,,,,,,,,,,,3.700684,,,,,,,,,,,,,ea225577-913d-4338-9a38-c7faf35948f4,41,,"[15.0, 27.1]",3829483,0,,,,,0.22230813,,Right Foot,,,,"[55.7, 36.3]",,High Pass,,41.72685,,,,,Yacine Bammou,3319.0,,,,,,1,Regular Play,Wilfried Moimbé,4249.0,Left Back,3,Nantes,144,"['219bdba1-bc1e-4859-8428-a1741a863fd2', 'bdb18c36-08c7-4225-ad0e-260e6bd92156']",32,,,,,,,,,,,,,,,,Nantes,144,00:00:32.386,Pass,True
,,,,,,,,,,,,,,,,,1.891979,,,,,,,,,,,,,874951e2-c4bf-49ca-8837-148298f2ee15,44,,"[55.7, 36.3]",3829483,0,,,,True,-1.1636438,,,,,,"[62.6, 20.3]",,Low Pass,,17.424408,,,,,Ermir Lenjani,10746.0,,,,,,1,Regular Play,Yacine Bammou,3319.0,Left Center Forward,3,Nantes,144,"['b56d7b04-f1e8-4e52-b2bd-a301ac0155eb', 'f6c7351f-527d-4ab2-bf6c-9b06627fa068']",36,,,,,,,,,,,,,,,,Nantes,144,00:00:36.086,Pass,True
,,,,,,,,,,,,,,,,,2.594364,,,,,,,,,,,,,10e86101-1216-475b-8a4a-e71e59814e1c,47,,"[70.1, 20.7]",3829483,0,,,,,-0.59037787,,Left Foot,,,,"[89.5, 7.7]",,Ground Pass,,23.352943,,,,,Alejandro Bedoya,12351.0,,,,,,1,Regular Play,Ermir Lenjani,10746.0,Left Midfield,3,Nantes,144,['3b232f63-0228-4140-afd6-a89361f2a6ec'],39,,,,,,,,,,,,,,,,Nantes,144,00:00:39.220,Pass,
,,,,,,,,,,,,,,,,,1.807523,,,,,,,,,,,,,7c97e269-3612-4288-b670-51b3505e8d62,51,,"[87.6, 5.2]",3829483,0,,,,,2.8097415,,Right Foot,,,,"[72.8, 10.3]",,Ground Pass,,15.654073,,,,,Valentin Rongier,3365.0,,,,,,1,Regular Play,Alejandro Bedoya,12351.0,Right Center Forward,3,Nantes,144,"['214ce6a5-4b91-4936-a76b-c7db1032fa04', '31a59b38-4bc3-4ae7-a54f-1cf43ea9e48a']",42,,,,,,,,,,,,,,,,Nantes,144,00:00:42.511,Pass,True
,,,,,,,,,,,,,,,,,2.700908,,,,,,,,,,,,,7fe1f0e0-11b9-4a44-b1bf-6e8e6079f8e9,54,,"[81.3, 16.4]",3829483,0,,,,,1.0554445,,Right Foot,,,,"[110.3, 67.6]",,High Pass,,58.842503,,,,,Jules Iloki,3151.0,,True,,,,1,Regular Play,Valentin Rongier,3365.0,Right Defensive Midfield,3,Nantes,144,['0c4b16e2-b2b9-45b8-84cd-35dbfe7e9768'],46,,,,,,,,,,,,,,,,Nantes,144,00:00:46.319,Pass,
,,,,,,,,,,,,,,,,,1.492956,,,,,,,,,,,,,352b6292-b6fb-4548-9b86-f5cd51c728a2,57,,"[110.5, 77.6]",3829483,0,,,,,-2.6527402,,Right Foot,,,,"[101.1, 72.6]",,Ground Pass,,10.647065,,,,,Léo Dubois,3144.0,,,,,,1,Regular Play,Jules Iloki,3151.0,Right Midfield,3,Nantes,144,['6743f85e-f5e6-4b3b-8ec4-c21e6dc52bfc'],51,,,,,,,,,,,,,,,,Nantes,144,00:00:51.315,Pass,
,,,,,,,,,,,,,,,,,1.735351,,,,,,,,,,,,,9403fb5b-0929-49f4-8104-37d71f3be97c,59,,"[101.1, 72.6]",3829483,0,,,,,-1.472865,,Right Foot,True,,,"[103.9, 44.1]",,Ground Pass,,28.637213,,,,,Ermir Lenjani,10746.0,,,,,,1,Regular Play,Léo Dubois,3144.0,Right Back,3,Nantes,144,['fa789f86-1439-4461-851c-d60038ef2542'],52,,,,,,,,,,,,,,,,Nantes,144,00:00:52.808,Pass,
,,,,,,,,,,,,,,,,,1.284377,,,,,,,,,,,,,26bf65d5-830f-436f-bd1a-e2483554cf66,69,,"[28.3, 28.1]",3829483,0,,,,,1.3171222,,Left Foot,,,,"[32.5, 44.3]",,Ground Pass,,16.73559,,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Benjamin Stambouli,8515.0,Center Defensive Midfield,4,Paris Saint-Germain,131,['8b9623e5-ea8d-4f8d-9f89-143bc623ec9a'],57,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:57.919,Pass,
,,,,,,,,,,,,,,,,,0.987178,,,,,,,,,,,,,a80d3025-f0dd-4121-aa30-0abc71b62f65,72,,"[35.4, 46.1]",3829483,0,,,,,1.3337289,,Right Foot,,,,"[39.0, 61.0]",,Ground Pass,,15.328732,,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Right Center Midfield,4,Paris Saint-Germain,131,['edfd3df8-d7aa-414c-a1c7-d8a1fef8b7b2'],59,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:59.855,Pass,
,,,,,,,,,,,,,,,,,1.007857,,,,,,,,,,,,,77674a2a-e830-4957-b542-04893929dd78,83,,"[89.7, 12.0]",3829483,1,,,,,-0.73480844,,Left Foot,,,,"[98.0, 4.5]",,Ground Pass,,11.186599,,,,,Yacine Bammou,3319.0,,,,,,1,Regular Play,Wilfried Moimbé,4249.0,Left Back,5,Nantes,144,['86262004-6d1e-4d78-8cc7-64f0692960c4'],6,,,,,,,,,,,,,,,,Nantes,144,00:01:06.151,Pass,
,,,,,,,,,,,,,,,,,1.52404,,,,,,,,,,,,,3fa48d3a-ff4e-41b6-96d4-cbb7e6b95503,87,,"[99.7, 2.9]",3829483,1,,,,,0.17073521,,Left Foot,,,,"[114.2, 5.4]",,Ground Pass,,14.713939,,,,,Wilfried Moimbé,4249.0,,,,,,1,Regular Play,Yacine Bammou,3319.0,Left Center Forward,5,Nantes,144,['33cc3f92-ea16-44a3-a8a0-357abe6f5e11'],9,,,,,,,,,,,,,,,,Nantes,144,00:01:09.284,Pass,
,,,,,,,,,,,,,,,,,6.268668,,,,,,,,,,,,,c4347906-e437-4230-8925-abd2f2f47744,93,,"[114.7, 7.2]",3829483,2,,,,,1.8612318,,Left Foot,True,,,"[95.9, 70.1]",,High Pass,,65.649445,,,,,Jules Iloki,3151.0,,True,,,Free Kick,1,From Free Kick,Ermir Lenjani,10746.0,Left Midfield,6,Nantes,144,['61aad67f-55ac-4d03-8255-646a25d48ac4'],14,,,,,,,,,,,,,,,,Nantes,144,00:02:14.863,Pass,
,,,,,,,,,,,,,,,,,2.198821,,,,,,,,,,,,,f56afe3c-67b0-4c5a-9574-b3ab4effb596,97,,"[86.3, 71.9]",3829483,2,,,,,-1.9771297,,Left Foot,,,,"[75.5, 46.8]",,Ground Pass,,27.324898,,,,,Lorik Agim Cana,10936.0,,,,,,1,From Free Kick,Jules Iloki,3151.0,Right Midfield,6,Nantes,144,['ae466259-2ff5-45be-b484-b4e38288e888'],24,,,,,,,,,,,,,,,,Nantes,144,00:02:24.138,Pass,
,,,,,,,,,,,,,,,,,1.670343,,,,,,,,,,,,,e1323ae3-a844-4a93-b5c4-8950a80e12f1,100,,"[74.4, 48.8]",3829483,2,,,,,2.7239485,,Right Foot,,,,"[58.4, 55.9]",,Ground Pass,,17.50457,,,,,Oswaldo Augusto Vizcarrondo Araújo,3004.0,,,,,,1,From Free Kick,Lorik Agim Cana,10936.0,Left Center Back,6,Nantes,144,['d783bf88-3501-4099-9fa5-905e889d7583'],26,,,,,,,,,,,,,,,,Nantes,144,00:02:26.388,Pass,
,,,,,,,,,,,,,,,,,3.318461,,,,,,,,,,,,,7e67fdeb-666e-4716-b576-d0289a17ad70,103,,"[62.3, 54.6]",3829483,2,,,,,-0.85882914,,Right Foot,,,,"[102.6, 7.9]",,High Pass,,61.68452,,,,,Ermir Lenjani,10746.0,,True,,,,1,From Free Kick,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Right Center Back,6,Nantes,144,['19750a36-5011-4ab4-9809-80796efc75ec'],29,,,,,,,,,,,,,,,,Nantes,144,00:02:29.176,Pass,
,,,,,,,,,,,,,,,,,1.155567,,,,,,,,,,,,,3a65e47e-d4a9-4101-9c52-0f056fe35507,107,,"[110.7, 10.0]",3829483,2,,,,,1.691971,1831609b-cb93-404d-a47d-5b9f4c06621a,Left Foot,True,,,"[107.4, 37.1]",,High Pass,,27.300182,,,,,Yacine Bammou,3319.0,True,,,,,1,From Free Kick,Ermir Lenjani,10746.0,Left Midfield,6,Nantes,144,['7ab86ca1-135d-494c-a364-a1b394a98993'],33,,,,,,,,,,,,,,,,Nantes,144,00:02:33.746,Pass,
,,,,,,,,,,,,,,,,,1.209378,,,,,,,,,,,,,17436d2c-4558-4ef3-9dcb-bf31a4b7bfac,114,,"[110.8, 69.6]",3829483,2,,,,,-2.220815,,Right Foot,,,,"[97.8, 52.5]",,Low Pass,,21.480455,,,,,Birama Touré,7350.0,,,,,,1,From Free Kick,Jules Iloki,3151.0,Right Midfield,6,Nantes,144,['b237fc31-962b-49bd-a846-2133e257acd4'],41,,,,,,,,,,,,,,,,Nantes,144,00:02:41.412,Pass,
,,,,,,,,,,,,,,,,,1.083224,,,,,,,,,,,,,216d5e83-7a57-4440-9318-deb51ff536f5,117,,"[89.1, 58.0]",3829483,2,,,,,0.768593,,Right Foot,,,,"[101.2, 69.7]",,Ground Pass,,16.831518,,,,,Jules Iloki,3151.0,,,,,,1,From Free Kick,Birama Touré,7350.0,Left Defensive Midfield,6,Nantes,144,['8ba14287-11c2-40ea-b73e-a805eaf67b2c'],45,,,,,,,,,,,,,,,,Nantes,144,00:02:45.392,Pass,
,,,,,,,,,,,,,,,,,1.354,,,,,,,,,,,,,2702c0f7-6d23-4232-8ae7-3ba1aff681c2,121,,"[117.0, 68.0]",3829483,2,,,,,-1.6780752,,Right Foot,,,,"[115.6, 55.0]",,Ground Pass,,13.075168,,,Incomplete,,Alejandro Bedoya,12351.0,,,,,,1,From Free Kick,Jules Iloki,3151.0,Right Midfield,6,Nantes,144,"['138c31ec-9006-4a2c-a2b0-ac4d6027092a', '6046a3e2-0476-41b3-af58-d7743dd04ddd', '74fe090f-8f2a-4aba-adb4-6d420e7e30cf']",50,,,,,,,,,,,,,,,,Nantes,144,00:02:50.145,Pass,True
,,,,,,,,,,,,,,,,,1.466839,,,,,,,,,,,,,138c31ec-9006-4a2c-a2b0-ac4d6027092a,123,,"[4.5, 25.1]",3829483,2,,,,,-0.9022345,,Left Foot,,,,"[13.9, 13.2]",,Ground Pass,,15.164762,,,,,Javier Matías Pastore,4370.0,,,,,Recovery,1,Regular Play,Marcos Aoás Corrêa,4372.0,Left Center Back,7,Paris Saint-Germain,131,"['2702c0f7-6d23-4232-8ae7-3ba1aff681c2', 'b12d061b-8092-4b67-9e56-9db3b69cdf8f']",51,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:51.499,Pass,
,,,,,,,,,,,,,,,,,0.876125,,,,,,,,,,,,,3226fa07-b1d8-457d-9630-e42263874b48,126,,"[43.8, 10.7]",3829483,2,,,,,-0.8176451,,Right Foot,,,,"[52.8, 1.1]",,Ground Pass,,13.159027,,,,,Lucas Rodrigues Moura da Silva,3745.0,,,,,,1,Regular Play,Javier Matías Pastore,4370.0,Left Center Midfield,7,Paris Saint-Germain,131,['bae99452-42ff-46c0-8203-836e2e6ec100'],58,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:58.316,Pass,
,,,,,,,,,,,,,,,,,0.872427,,,,,,,,,,,,,7884638f-e44d-4109-9b9e-48f433c07cc4,130,,"[53.0, 1.6]",3829483,2,,,,,1.8998461,,Right Foot,,,,"[50.2, 9.8]",,Ground Pass,,8.664871,,,,,Javier Matías Pastore,4370.0,,,,,,1,Regular Play,Lucas Rodrigues Moura da Silva,3745.0,Left Wing,7,Paris Saint-Germain,131,"['0249d1d9-60e7-4059-8e0e-f79ece8cf85a', 'daff3125-7467-4202-b676-08cdf981d83f']",59,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:59.834,Pass,True
