50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ebe2e676-41d3-47a4-9f0f-a85174b643f9,1,,,3900556,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 401482, 'name': 'Gaël Angoula'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 4441, 'name': 'Billy Ketkeophomphone'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d6bad872-b131-4868-8d89-b40e31177499,2,,,3900556,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 40518, 'name': 'Abdoulaye Traoré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,de76a91d-c2f6-49cb-b409-eacdcbef2b09,3,,,3900556,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,['b4f55db7-e2d0-4179-b3af-1a6205038d3d'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b4f55db7-e2d0-4179-b3af-1a6205038d3d,4,,,3900556,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,['de76a91d-c2f6-49cb-b409-eacdcbef2b09'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,527a21d1-a447-4a1a-8e1a-5df8162d5a24,2031,,,3900556,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Angers,145,['dc530e15-fcb8-4115-b475-22e2cb863a42'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dc530e15-fcb8-4115-b475-22e2cb863a42,2032,,,3900556,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Angers,145,['527a21d1-a447-4a1a-8e1a-5df8162d5a24'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.849486,,,,,,,,,,,,,7a9b1efe-2fb9-45b3-a08b-fc5eb749cee9,5,,"[60.0, 40.0]",3900556,0,,,,-0.9048271,,Right Foot,,,"[61.1, 38.6]",,Ground Pass,,1.7804494,,,Thomas Mangani,3185.0,,,,,,Kick Off,1,From Kick Off,Billy Ketkeophomphone,4441.0,Center Forward,2,Angers,145,['0481e2d0-6d22-4325-88eb-b7570dd82a07'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.614,Pass,
,,,,,,,,,,,,,,,,,,1.17928,,,,,,,,,,,,,10355769-0bfd-4c99-820f-994cb6dd1a8b,8,,"[58.4, 40.3]",3900556,0,,,,2.58764,,Left Foot,,,"[48.7, 46.3]",,Ground Pass,,11.405701,,,Cheikh N''Doye,5676.0,,,,,,,1,From Kick Off,Thomas Mangani,3185.0,Left Center Midfield,2,Angers,145,['e62c66f0-cff3-4117-8431-f8ec53a27413'],2,,,,,,,,,,,,,,,,,,Angers,145,00:00:02.316,Pass,
,,,,,,,,,,,,,,,,,,0.254567,,,,,,,,,,,,,0252196a-1964-4168-92ab-6e65c4317aa1,11,,"[48.7, 46.3]",3900556,0,,,,-0.87605804,,Right Foot,,,"[50.2, 44.5]",,Ground Pass,,2.3430748,Incomplete,,Thomas Mangani,3185.0,,,,,,,1,From Kick Off,Cheikh N''Doye,5676.0,Right Center Midfield,2,Angers,145,"['00627318-ffef-425f-8f28-4e0df9f64ead', '6227651c-e552-41b1-adef-430288d030bb', 'f89fc6dd-b3db-4567-a928-9694efa6eed2']",3,,,,,,,,,,,,,,,,,,Angers,145,00:00:03.496,Pass,True
,,,,,,,,,,,,,,,,,,1.443309,,,,,,,,,,,,,1f398bc0-f51e-4bce-8920-1bf24feb12ee,16,,"[42.5, 72.0]",3900556,0,,,,-0.021657264,,Right Foot,,,"[70.2, 71.4]",,Low Pass,,27.706497,Incomplete,,Gilles Sunu,3111.0,,,,,,,1,From Kick Off,Gaël Angoula,401482.0,Right Back,2,Angers,145,"['3ae86e3e-e617-4b19-adc4-a3568be7135c', 'aedfaf81-acd2-4dba-a96e-1973bfa7910d']",6,,,,,,,,,,,,,,,,,,Angers,145,00:00:06.734,Pass,
,,,,,,,,,,,,True,,,,,,1.105906,,,,,,,,,,,,,3ae86e3e-e617-4b19-adc4-a3568be7135c,19,,"[49.9, 8.7]",3900556,0,,,,0.3851575,,Left Foot,,,"[57.3, 11.7]",,Low Pass,,7.984986,,,Nicolas Maurice-Belay,42430.0,,,,,,Interception,1,Regular Play,Diego Armando Valentin Contento,4628.0,Left Back,3,Bordeaux,146,"['1f398bc0-f51e-4bce-8920-1bf24feb12ee', '5530bde5-6ef2-4fb7-95be-f43464aae15a']",8,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:08.178,Pass,
,,,,,,,,,,,,,,,,,,1.878241,,,,,,,,,,,,,f453abe8-6d2d-45f1-94dd-853c3511e7eb,23,,"[56.9, 6.9]",3900556,0,,,,3.088662,,Right Foot,,,"[41.8, 7.7]",,Ground Pass,,15.121178,,,Diego Armando Valentin Contento,4628.0,,,,,,,1,Regular Play,Nicolas Maurice-Belay,42430.0,Left Center Midfield,3,Bordeaux,146,['c26993a4-778b-4fdd-ae8e-d51110cc72eb'],14,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:14.360,Pass,
,,,,,,,,,,,,,,,,,,1.109859,,,,,,,,,,,,,cb556005-9334-448f-ad81-f6114d755766,26,,"[41.1, 8.4]",3900556,0,,,,2.2281117,,Left Foot,,,"[29.6, 23.3]",,Ground Pass,,18.821796,,,Cédric Yambéré,3779.0,,,,,,,1,Regular Play,Diego Armando Valentin Contento,4628.0,Left Back,3,Bordeaux,146,['07251de7-30d8-4362-911d-a029624a6c71'],16,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:16.278,Pass,
,,,,,,,,,,,,,,,,,,1.578495,,,,,,,,,,,,,83a6317e-623f-4f3f-bd29-7d9c70695d72,29,,"[28.7, 25.8]",3900556,0,,,,1.5208379,,Right Foot,,,"[30.2, 55.8]",,Ground Pass,,30.037477,,,Frédéric Guilbert,2946.0,,,,,,,1,Regular Play,Cédric Yambéré,3779.0,Left Center Back,3,Bordeaux,146,['a7160afe-ebfc-4e28-8d95-494483eccf14'],18,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:18.787,Pass,
,,,,,,,,,,,,,,,,,,1.325915,,,,,,,,,,,,,f3d69cca-252a-4c25-a7f8-2ef4cdae19c0,32,,"[34.4, 61.9]",3900556,0,,,,0.9558219,,Right Foot,,,"[43.3, 74.5]",,Ground Pass,,15.426276,,,André Biyogo Poko,30338.0,,,,,,,1,Regular Play,Frédéric Guilbert,2946.0,Right Center Back,3,Bordeaux,146,['81564333-26c2-465c-ae96-a6364b31ab1b'],21,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:21.669,Pass,
,,,,,,,,,,,,,,,,,,0.729604,,,,,,,,,,,,,c355506a-3aa3-4ef8-a87b-49ab11552232,35,,"[43.3, 74.5]",3900556,0,,,,-0.7936624,,Right Foot,,,"[49.3, 68.4]",,Ground Pass,,8.556284,,,Jaroslav Plašil,3150.0,,,,,,,1,Regular Play,André Biyogo Poko,30338.0,Right Back,3,Bordeaux,146,['8489f22a-f435-4aad-b577-60d1ef6bd187'],24,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:24.985,Pass,
,,,,,,,,,,,,,,,,,,2.1881,,,,,,,,,,,,,b0667f1a-f367-4d9e-8c1c-db190a4e2071,38,,"[49.3, 68.8]",3900556,0,,,,-2.6307166,,Left Foot,,,"[33.6, 60.0]",,Ground Pass,,17.998055,,,Frédéric Guilbert,2946.0,,,,,,,1,Regular Play,Jaroslav Plašil,3150.0,Right Center Midfield,3,Bordeaux,146,['0326c8e2-5bbc-4ada-aff5-5830e8ca4fe8'],25,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:25.771,Pass,
,,,,,,,,,,,,,,,,,,1.723593,,,,,,,,,,,,,2aaeef84-ae9a-4511-b80a-fcf8cfcc23ea,42,,"[33.6, 60.0]",3900556,0,,,,-1.7536368,,Right Foot,,,"[28.7, 33.5]",,Ground Pass,,26.949211,,,Cédric Yambéré,3779.0,,,,,,,1,Regular Play,Frédéric Guilbert,2946.0,Right Center Back,3,Bordeaux,146,['77cbf7c5-4410-4756-9e6a-b983b03c5d33'],28,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:28.128,Pass,
,,,,,,,,,,,,,,,,,,1.294903,,,,,,,,,,,,,3965f672-ac03-49e2-bd40-315203584ad0,45,,"[28.7, 33.5]",3900556,0,,,,-0.5287728,,Left Foot,,,"[37.6, 28.3]",,Ground Pass,,10.307764,,,Nicolas Maurice-Belay,42430.0,,,,,,,1,Regular Play,Cédric Yambéré,3779.0,Left Center Back,3,Bordeaux,146,['39273704-0ded-42da-8f8e-cf0bcee13be9'],30,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:30.770,Pass,
,,,,,,,,,,,,,,,,,,1.189456,,,,,,,,,,,,,f19960fa-0f26-462a-8417-8011516bf4bd,48,,"[47.5, 21.6]",3900556,0,,,,0.5467888,,Left Foot,,,"[54.4, 25.8]",,Ground Pass,,8.077747,,,Abdoulaye Traoré,40518.0,,,,,,,1,Regular Play,Nicolas Maurice-Belay,42430.0,Left Center Midfield,3,Bordeaux,146,['5ee7c9ee-4723-4742-955a-d9e13630a4e6'],34,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:34.959,Pass,
