50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.636845,,,,,,,,,,,,,,0f2ef772-c2a6-4c34-9b90-74b40fe1c74d,15,,"[13.2, 68.6]",3900612,0,,,,,-1.5340031,,Right Foot,,,"[14.4, 36.0]",,Ground Pass,,32.622078,,,,Jérémy Sorbon,3124.0,,,,,,1,From Throw In,Christophe Kerbrat,2936.0,Right Center Back,3,Guingamp,142,['f060c678-b263-4133-a820-7c41e9034815'],18,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:18.578,Pass,
,,,,,,,,,,,,,,,2.453372,,,,,,,,,,,,,,deb31865-6129-4e75-8c7d-1e9839ddb313,18,,"[17.8, 31.9]",3900612,0,,,,,-1.1350561,,Right Foot,,,"[29.3, 7.2]",,Ground Pass,,27.245916,,,,Younousse Sankharé,3348.0,,,,,,1,From Throw In,Jérémy Sorbon,3124.0,Left Center Back,3,Guingamp,142,['f7432d5b-83ea-419d-93ca-125619e008c9'],21,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:21.348,Pass,
,,,,,,,,,,,,,,,1.370636,,,,,,,,,,,,,,6e17b8b7-5cb2-4bcb-9cbb-955199818d48,21,,"[46.1, 5.0]",3900612,0,,,,,2.6301727,,Right Foot,,,"[36.3, 10.5]",,Ground Pass,,11.237883,,,,Jérémy Sorbon,3124.0,,,,,,1,From Throw In,Younousse Sankharé,3348.0,Left Defensive Midfield,3,Guingamp,142,['c29a556e-9183-49e1-96e6-a0a1a8b9d238'],27,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:27.410,Pass,
,,,,,,,,,,,,,,,1.265196,,,,,,,,,,,,,,1e97009a-c07e-4bcb-b32d-49c0798435f3,24,,"[32.9, 15.6]",3900612,0,,,,,-0.93283534,,Right Foot,,,"[41.5, 4.0]",,Ground Pass,,14.440222,,,,Younousse Sankharé,3348.0,,,,,,1,From Throw In,Jérémy Sorbon,3124.0,Left Center Back,3,Guingamp,142,['eb6b72f2-78e6-4351-88f8-014f3b842d5e'],31,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:31.571,Pass,
,,,,,,,,,,,,,,,1.190361,,,,,,,,,,,,,,9a54c155-d2d7-4b02-bc06-54588e21c161,27,,"[45.9, 5.9]",3900612,0,,,,,-0.1882215,,Left Foot,,,"[64.8, 2.3]",,Ground Pass,,19.239803,,,,Dorian Lévêque,30182.0,,,,,,1,From Throw In,Younousse Sankharé,3348.0,Left Defensive Midfield,3,Guingamp,142,['4713c21e-3a45-40b3-b22f-9ed6f5073a4e'],34,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:34.178,Pass,
,,,,,,,,,,,,,,,0.867832,,,,,,,,,,,,,,be6167cd-42bd-47fb-bc81-e8de67e5fc2a,29,,"[64.8, 1.9]",3900612,0,,,,,3.0007405,,Left Foot,,,"[51.4, 3.8]",,Ground Pass,,13.534031,,,,Younousse Sankharé,3348.0,,,,,,1,From Throw In,Dorian Lévêque,30182.0,Left Back,3,Guingamp,142,['ea8b0e29-4d1f-4216-8ab6-883c8a77f01b'],35,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:35.368,Pass,
,,,,,,,,,,,,,,,2.216612,,,,,,,,,,,,,,08df2770-1382-49e5-97a6-147efd00ba1f,32,,"[57.4, 5.0]",3900612,0,,,,,0.31434327,,Left Foot,,,"[98.0, 18.2]",,High Pass,,42.69192,,Incomplete,,Jimmy Briand,3213.0,,,,,,1,From Throw In,Younousse Sankharé,3348.0,Left Defensive Midfield,3,Guingamp,142,"['9a8212c9-080e-48b6-9488-f06c74d09352', 'f63ce99a-6f67-4ebf-9c89-c47cbfdb90e5']",38,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:38.717,Pass,
,,,,,,,,,,,,,,,0.927845,,,,,,,,,,,,,,9a8212c9-080e-48b6-9488-f06c74d09352,35,,"[22.1, 61.9]",3900612,0,,,,True,0.14057605,,,,,"[32.7, 63.4]",,Low Pass,,10.705606,,,,Thiago Xavier Rodrigues Corrêa,7283.0,,,,,Recovery,1,Regular Play,Calvin Anele Ngcongca,401479.0,Right Center Back,4,Troyes,133,"['08df2770-1382-49e5-97a6-147efd00ba1f', 'd0e1853c-bbb4-4c3c-a26a-1823a7798a22', 'e825f8a7-7bdc-46ff-87db-fdf860e3dfd4']",40,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:40.934,Pass,True
,,,,,,,,,,,,,,,1.041816,,,,,,,,,,,,,,f741d8f1-48c5-4f76-94b0-8589df90f67f,38,,"[32.9, 63.4]",3900612,0,,,,,-0.18432441,,Right Foot,,,"[44.7, 61.2]",,Ground Pass,,12.003333,,,,Karim Azamoum,2969.0,,,,,,1,Regular Play,Thiago Xavier Rodrigues Corrêa,7283.0,Center Defensive Midfield,4,Troyes,133,['f0f117da-7af2-46e2-8457-71261c0dc941'],43,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:43.035,Pass,
,,,,,,,,,,,,,,,0.764498,,,,,,,,,,,,,,4c5ecfb3-65d3-45ee-a614-66aedcdcbb4d,42,,"[45.8, 60.3]",3900612,0,,,,,-2.616349,,Left Foot,,,"[37.0, 55.2]",,Ground Pass,,10.171038,,,,Aloïs Confais,4413.0,,,,,,1,Regular Play,Karim Azamoum,2969.0,Right Center Midfield,4,Troyes,133,"['397bc18d-a7ad-45cc-b93d-dc6892fd00c6', '502a0c38-d718-4576-9489-fefa77a30058']",44,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:44.728,Pass,True
,,,,,,,,,,,,,,,0.659386,,,,,,,,,,,,,,49b64fbf-f061-4320-81cf-c22b91fe46eb,45,,"[37.9, 55.6]",3900612,0,,,,,2.1553977,,Right Foot,,,"[33.4, 62.4]",,Ground Pass,,8.15414,,,,Thiago Xavier Rodrigues Corrêa,7283.0,,,,,,1,Regular Play,Aloïs Confais,4413.0,Left Center Midfield,4,Troyes,133,['a98c46b3-8b25-41bb-9e6c-4cb2b9a9e1b5'],45,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:45.640,Pass,
,,,,,,,,,,,,,,,2.787175,,,,,,,,,,,,,,d6703f55-98c6-4df4-81cd-34382d056d20,48,,"[33.1, 63.3]",3900612,0,,,,,-0.3577461,,Left Foot,,,"[75.9, 47.3]",,High Pass,,45.692886,,Incomplete,,Babacar Gueye,15796.0,,,,,,1,Regular Play,Thiago Xavier Rodrigues Corrêa,7283.0,Center Defensive Midfield,4,Troyes,133,"['3ba8a49d-2d20-4487-bf43-8922b5dccc27', '8026589d-6eb8-4615-958b-73b9181cf2cb']",46,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:46.323,Pass,
,,,,,,,,,,,,,,,0.970516,,,,,,,,,,,,,,3ba8a49d-2d20-4487-bf43-8922b5dccc27,50,,"[44.2, 32.8]",3900612,0,,,,,-1.5144045,,Head,,,"[44.9, 20.4]",,Low Pass,,12.419743,,,,Jérémy Sorbon,3124.0,,,,,Recovery,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,4,Troyes,133,"['b8094753-1027-4af1-8252-997d816476c0', 'd6703f55-98c6-4df4-81cd-34382d056d20']",49,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:49.110,Pass,
,,,,,,,,,,,,,,,3.945035,,,,,,,,,,,,,,dcb81cc5-7645-4f84-9845-337b87cf1452,53,,"[51.9, 20.4]",3900612,0,,,,,0.0034129561,,Right Foot,,,"[110.5, 20.6]",,High Pass,,58.60034,,Incomplete,,Mevlüt Erdinç,20027.0,,,Through Ball,True,,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,4,Troyes,133,"['228524cc-7821-453c-a3ae-4c9e81f49df4', '43cdfdca-0550-4659-af12-bf00e6677b82']",52,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:52.874,Pass,
,,,,,,,,,,,,,,,2.484484,,,,,,,,,,,,,,28985862-829c-4c16-99cc-dfafdc38d024,57,,"[14.8, 55.7]",3900612,1,,,,,-0.21566014,,Right Foot,,,"[64.1, 44.9]",,High Pass,,50.4691,,,,Babacar Gueye,15796.0,,,,,,1,Regular Play,Matthieu Dreyer,36553.0,Goalkeeper,4,Troyes,133,['d143af84-502b-4fa5-8da5-cb352b10512f'],3,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:03.218,Pass,
,,,,,,,,,,,,,,,1.340074,,,,,,,,,,,,,,bdd028ad-70cd-4c5e-9a49-e4036e49213e,60,,"[63.9, 43.7]",3900612,1,,,,True,-1.1788487,,,,,"[70.1, 28.7]",,High Pass,,16.230835,,Incomplete,,Corentin Jean,3010.0,,,,,,1,Regular Play,Babacar Gueye,15796.0,Center Forward,4,Troyes,133,"['8a310865-c120-488f-bf8c-da9ce207956c', 'a6455702-b963-43b9-82b6-002fcd884a43', 'b0fa2870-c779-40a2-8c1f-9a70d786a7fe']",5,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:05.816,Pass,True
,,,,,,,,,,,,,,,1.269525,,,,,,,,,,,,,,b0fa2870-c779-40a2-8c1f-9a70d786a7fe,62,,"[50.0, 51.4]",3900612,1,,,,,-2.3803444,,Right Foot,,,"[39.4, 41.3]",,Ground Pass,,14.641379,,,,Christophe Kerbrat,2936.0,,,,,Recovery,1,Regular Play,Jonathan Martins-Pereira,3364.0,Right Back,5,Guingamp,142,"['2283b465-c65d-428f-bd18-261f5293a52f', 'bdd028ad-70cd-4c5e-9a49-e4036e49213e']",7,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:07.156,Pass,
,,,,,,,,,,,,,,,1.488595,,,,,,,,,,,,,,9d11a5e9-44cc-4a29-baa7-a4afc70e4a46,65,,"[38.7, 40.0]",3900612,1,,,,,-1.4682164,,Right Foot,,,"[40.8, 19.6]",,Ground Pass,,20.507803,,,,Jérémy Sorbon,3124.0,,,,,,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,5,Guingamp,142,['ef334f95-4ea8-46af-b047-5712354186c3'],9,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:09.790,Pass,
,,,,,,,,,,,,,,,1.377677,,,,,,,,,,,,,,f776088e-69d2-4b84-981c-67e999bcdd26,68,,"[38.9, 18.6]",3900612,1,,,,,1.4797248,,Right Foot,,,"[40.9, 40.5]",,Ground Pass,,21.991135,,,,Lionel Mathis,401512.0,,,,,,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,5,Guingamp,142,['496688b9-abb3-4112-a9c4-be033b85717f'],12,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:12.701,Pass,
,,,,,,,,,,,,,,,1.149038,,,,,,,,,,,,,,84d5f83d-d0e6-47a4-9191-0957d140dfa7,71,,"[42.8, 44.9]",3900612,1,,,,,0.64454603,,Right Foot,,,"[58.1, 56.4]",,Ground Pass,,19.14001,,,,Jimmy Briand,3213.0,,,,,,1,Regular Play,Lionel Mathis,401512.0,Right Defensive Midfield,5,Guingamp,142,['0d9da43d-a4eb-40de-ac3a-3d4547ad8159'],14,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:14.884,Pass,
,,,,,,,,,,,,,,,1.708285,,,,,,,,,,,,,,c5406d60-ac68-4658-a20c-ea9d6607744e,73,,"[58.1, 56.2]",3900612,1,,,,,-2.6281328,,Right Foot,,,"[31.5, 41.2]",,Ground Pass,,30.537846,,,,Christophe Kerbrat,2936.0,,,,,,1,Regular Play,Jimmy Briand,3213.0,Right Center Forward,5,Guingamp,142,['f31268f6-a975-45a0-be5f-f8405cd36312'],16,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:16.033,Pass,
,,,,,,,,,,,,,,,1.77452,,,,,,,,,,,,,,dde5f5f8-41f7-4506-bdb4-a8d1f5c6cba2,76,,"[39.7, 41.5]",3900612,1,,,,,-1.574075,,Right Foot,,,"[39.6, 11.0]",,Ground Pass,,30.500164,,,,Jérémy Sorbon,3124.0,,,,,,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,5,Guingamp,142,['93161c5c-5edf-4457-8dda-585842cbf5fa'],20,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:20.352,Pass,
,,,,,,,,,,,,,,,1.845331,,,,,,,,,,,,,,b68dd391-d653-4c9d-a24a-581eb2a1230b,79,,"[42.5, 11.7]",3900612,1,,,,,1.7014045,,Right Foot,,,"[39.4, 35.3]",,Ground Pass,,23.80273,,,,Christophe Kerbrat,2936.0,,,,,,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,5,Guingamp,142,['8296129d-9ded-4e55-8353-ce442a2e268d'],26,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:26.174,Pass,
,,,,,,,,,,,,,,,1.341638,,,,,,,,,,,,,,9e5bafda-ddf4-40f1-abde-df7efd414cf1,82,,"[52.1, 49.4]",3900612,1,,,,,-1.95566,,Right Foot,,,"[45.7, 33.6]",,Ground Pass,,17.046993,,,,Jérémy Sorbon,3124.0,,,,,,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,5,Guingamp,142,['02ef4e0e-e7c5-4d71-9844-2186a5be196b'],32,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:32.288,Pass,
,,,,,,,,,,,,,,,1.474814,,,,,,,,,,,,,,5c2c2c27-4e0d-446f-b595-fbc1f5488555,85,,"[46.1, 33.3]",3900612,1,,,,,-1.293749,,Right Foot,,,"[52.1, 12.2]",,Ground Pass,,21.936499,,,,Younousse Sankharé,3348.0,,,,,,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,5,Guingamp,142,['a378f9ea-56d9-4b82-a6d2-fe62ae50563a'],34,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:34.516,Pass,
,,,,,,,,,,,,,,,1.73998,,,,,,,,,,,,,,5cd7501f-4aa1-4a75-b004-97977dd1652a,88,,"[56.5, 6.2]",3900612,1,,,,,0.40553528,,Left Foot,,,"[94.0, 22.3]",,High Pass,,40.810047,,Incomplete,,Dorian Lévêque,30182.0,,,Through Ball,True,,1,Regular Play,Younousse Sankharé,3348.0,Left Defensive Midfield,5,Guingamp,142,"['85f07262-16bd-43e4-9b80-499be32782f3', '9f893cc4-2389-469e-b737-8ca749da8352']",37,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:37.518,Pass,
,,,,,,,,,,,,,,,1.95803,,,,,,,,,,,,,,9f893cc4-2389-469e-b737-8ca749da8352,90,,"[26.1, 57.8]",3900612,1,,,,,1.5240468,,Right Foot,,,"[26.9, 74.9]",,Low Pass,,17.118704,,,,Mouhamadou Dabo,26752.0,,,,,Recovery,1,Regular Play,Calvin Anele Ngcongca,401479.0,Right Center Back,6,Troyes,133,"['22c11f38-3c5c-4a7b-9318-393e26338d85', '5cd7501f-4aa1-4a75-b004-97977dd1652a']",39,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:39.258,Pass,
,,,,,,,,,,,,,,,0.683457,,,,,,,,,,,,,,c7895ff8-3115-40b7-8af0-7d61959e2474,93,,"[27.6, 74.9]",3900612,1,,,,,0.12114301,,Right Foot,,,"[39.1, 76.3]",,Ground Pass,,11.584904,,,,Lossémy Karaboué,7301.0,,,,,,1,Regular Play,Mouhamadou Dabo,26752.0,Right Back,6,Troyes,133,['b2f1c434-bb51-4c4f-9f58-7041671801af'],41,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:41.497,Pass,
,,,,,,,,,,,,,,,0.919318,,,,,,,,,,,,,,a581b80b-fbd6-4e4a-ac76-0e1e721059d1,96,,"[44.2, 76.3]",3900612,1,,,,,0.06363944,,Right Foot,,,"[64.6, 77.6]",,Ground Pass,,20.44138,,,,Babacar Gueye,15796.0,,,,,,1,Regular Play,Lossémy Karaboué,7301.0,Right Midfield,6,Troyes,133,['226c12f6-5f93-4b65-9141-84644c9475f2'],43,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:43.989,Pass,
,,,,,,,,,,,,,,,1.861864,,,,,,,,,,,,,,9614f5cc-e310-4ea1-9d1e-61ca53b7a612,99,,"[64.8, 77.3]",3900612,1,,,,,-1.6300489,,Right Foot,,,"[64.1, 65.5]",,Ground Pass,,11.8207445,,Incomplete,,Karim Azamoum,2969.0,,,,,,1,Regular Play,Babacar Gueye,15796.0,Center Forward,6,Troyes,133,"['1cc1329a-2936-418b-9947-f22801556942', 'ab7469ed-9011-49d1-95cd-1a78b276aed7']",45,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:45.029,Pass,
,,,,,,,,,,,,,,,1.693416,,,,,,,,,,,,,,ab7469ed-9011-49d1-95cd-1a78b276aed7,102,,"[56.0, 14.6]",3900612,1,,,,,2.849031,,Right Foot,,,"[39.4, 19.6]",,Ground Pass,,17.336666,,,,Christophe Kerbrat,2936.0,,,,,Recovery,1,Regular Play,Lionel Mathis,401512.0,Right Defensive Midfield,7,Guingamp,142,"['0656cb8d-f63c-4f21-9953-ecb153e567dc', '9614f5cc-e310-4ea1-9d1e-61ca53b7a612', 'e39ab31e-b468-4c18-9e66-bb6d50360c99']",46,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:46.891,Pass,True
,,,,,,,,,,,,,,,2.564912,,,,,,,,,,,,,,526a282e-3e27-4f21-aa87-d7e8850fa9be,105,,"[37.9, 22.0]",3900612,1,,,,,1.6252172,,Right Foot,,,"[36.5, 47.7]",,Ground Pass,,25.738104,,,,Jonathan Martins-Pereira,3364.0,,,,,,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,7,Guingamp,142,['93519c07-48fb-4e5a-b2c3-acaa0a1c093b'],48,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:48.880,Pass,
