50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,3.048698,,,,,,,,,,,,,7fa8a046-56a0-4154-82fe-2b6e7a5ae659,16,,"[33.7, 34.9]",3901246,0,,,,,0.8295954,,Right Foot,,,"[72.6, 77.4]",,High Pass,,57.614754,,,Youssouf Sabaly,3404.0,,,True,,,,1,From Kick Off,Lévy Koffi Djidji,3174.0,Left Center Back,2,Nantes,144,['38344058-b91a-4a6a-a5d3-608177887333'],12,,,,,,,,,,,,,,,,,Nantes,144,00:00:12.729,Pass,
,,,,,,,,,,,,,,,0.632469,,,,,,,,,,,,,04c3ddee-f1b9-4e30-9bb7-5f6a59f9fc0a,19,,"[76.1, 68.5]",3901246,0,,,,,0.8301444,,Right Foot,,,"[82.5, 75.5]",,Ground Pass,,9.484725,,,Adrien Thomasson,3375.0,,,,,,,1,From Kick Off,Youssouf Sabaly,3404.0,Right Back,2,Nantes,144,['a438b397-29dc-4dfe-bf5e-23cb8a548c03'],18,,,,,,,,,,,,,,,,,Nantes,144,00:00:18.526,Pass,
,,,,,,,,,,,,,,,1.376065,,,,,,,,,,,,,c8d23dd7-88aa-4380-acab-838676b556f0,22,,"[66.2, 72.5]",3901246,0,,,,,-2.1808703,,Left Foot,,,"[51.8, 51.9]",,Ground Pass,,25.13404,,,Guillaume Gillet,4380.0,,,,,,,1,From Kick Off,Adrien Thomasson,3375.0,Right Wing,2,Nantes,144,['0b04381e-0d22-4fdf-bfb3-4eea000bb963'],21,,,,,,,,,,,,,,,,,Nantes,144,00:00:21.514,Pass,
,,,,,,,,,,,,,,,1.795126,,,,,,,,,,,,,be89e774-069d-4f26-aedf-ba584481ecf0,25,,"[51.8, 51.9]",3901246,0,,,,,2.1576939,,Right Foot,,,"[37.9, 72.8]",,Ground Pass,,25.100199,,,Anthony Walongwa,4411.0,,,,,,,1,From Kick Off,Guillaume Gillet,4380.0,Left Defensive Midfield,2,Nantes,144,['b244441a-af20-4bc9-9b95-ece7721657d2'],22,,,,,,,,,,,,,,,,,Nantes,144,00:00:22.970,Pass,
,,,,,,,,,,,,,,,0.651894,,,,,,,,,,,,,41cf4807-5f51-45a0-8a7a-8728878d8cb1,29,,"[40.7, 72.8]",3901246,0,,,,,0.2536741,,Right Foot,,,"[51.5, 75.6]",,Ground Pass,,11.157061,,,Youssouf Sabaly,3404.0,,,,,,,1,From Kick Off,Anthony Walongwa,4411.0,Right Center Back,2,Nantes,144,"['4479e6f6-12fc-4f15-9a14-3e54b6231794', 'f76f9335-6e02-4a59-b962-103b53e855dc']",26,,,,,,,,,,,,,,,,,Nantes,144,00:00:26.117,Pass,True
,,,,,,,,,,,,,,,0.717264,,,,,,,,,,,,,4ccedcdf-bd3f-4b39-a240-6b76e2c60944,32,,"[51.5, 75.6]",3901246,0,,,,,-1.5453781,,Right Foot,,,"[51.8, 63.8]",,Ground Pass,,11.803813,,,Rémi Gomis,401478.0,,,,,,,1,From Kick Off,Youssouf Sabaly,3404.0,Right Back,2,Nantes,144,['165fe4ad-3f52-4695-8207-67fd7f5c1f50'],27,,,,,,,,,,,,,,,,,Nantes,144,00:00:27.819,Pass,
,,,,,,,,,,,,,,,1.176254,,,,,,,,,,,,,c76d8546-fe71-48c0-9c46-b9e0e4310a9e,34,,"[51.8, 63.8]",3901246,0,,,,,2.8767753,,Right Foot,,,"[28.2, 70.2]",,Ground Pass,,24.452402,,,Anthony Walongwa,4411.0,,,,,,,1,From Kick Off,Rémi Gomis,401478.0,Right Defensive Midfield,2,Nantes,144,['0565490b-652b-479b-a4ce-f7829b8a5ab5'],28,,,,,,,,,,,,,,,,,Nantes,144,00:00:28.536,Pass,
,,,,,,,,,,,,,,,1.861978,,,,,,,,,,,,,8c5d5d94-6b91-46ac-b769-d86e01e765ff,37,,"[27.2, 63.6]",3901246,0,,,,,-1.4834062,,Right Foot,,,"[30.1, 30.5]",,Ground Pass,,33.226795,,,Lévy Koffi Djidji,3174.0,,,,,,,1,From Kick Off,Anthony Walongwa,4411.0,Right Center Back,2,Nantes,144,['bb108c25-2d00-4d12-8af9-4df04513d376'],31,,,,,,,,,,,,,,,,,Nantes,144,00:00:31.837,Pass,
,,,,,,,,,,,,,,,1.676574,,,,,,,,,,,,,b1686157-b3f0-4082-90dc-8c5eaa0643b6,40,,"[42.5, 25.3]",3901246,0,,,,,-0.5323225,,Right Foot,,,"[79.0, 3.8]",,High Pass,,42.361538,,,Adryan Oliveira Tavares,31687.0,,,,,,,1,From Kick Off,Lévy Koffi Djidji,3174.0,Left Center Back,2,Nantes,144,['35063094-5094-4f59-a3f6-a07d5735a0b7'],37,,,,,,,,,,,,,,,,,Nantes,144,00:00:37.378,Pass,
,,,,,,,,,,,,,,,1.893921,,,,,,,,,,,,,1e387ccf-5b1f-4427-b0ef-d5eef79215be,44,,"[33.3, 80.0]",3901246,0,,,,,-0.328373,,,,,"[55.9, 72.3]",,High Pass,,23.87572,,,Andy Delort,3038.0,,,,,,Throw-in,1,From Throw In,Dennis Appiah,22111.0,Right Back,3,Caen,140,['4941e695-9bbe-43fa-a0b6-9d36d071d265'],49,,,,,,,,,,,,,,,,,Caen,140,00:00:49.565,Pass,
,,,,,,,,,,,,,,,2.482531,,,,,,,,,,,,,891bf3b3-ae65-48a9-8afc-5b6a084d7034,50,,"[62.9, 8.5]",3901246,0,,,,True,-2.6358013,,,,,"[56.4, 4.9]",,Low Pass,,7.430343,,,Léo Dubois,3144.0,,,,,,Recovery,1,Regular Play,Rémi Gomis,401478.0,Right Defensive Midfield,4,Nantes,144,"['1bd062d2-603d-4498-aa82-50de3d2f2d5c', 'db26db1c-caac-4d13-860d-dda530e728de']",52,,,,,,,,,,,,,,,,,Nantes,144,00:00:52.842,Pass,True
,,,,,,,,,,,,,,,3.366683,,,,,,,,,,,,,35bc9c2d-e5b4-4d7f-b4e6-442c4ab39bf6,53,,"[48.2, 1.9]",3901246,0,,,,,2.6602998,,Right Foot,,,"[14.5, 19.5]",,Ground Pass,,38.019073,,,Rémy Riou,25377.0,,,,,,,1,Regular Play,Léo Dubois,3144.0,Left Back,4,Nantes,144,['3357ae42-6477-4bab-959d-bd6a14b97961'],55,,,,,,,,,,,,,,,,,Nantes,144,00:00:55.357,Pass,
,,,,,,,,,,,,,,,1.311966,,,,,,,,,,,,,b60504a5-9b68-4225-b90c-e9ad932d4ee4,56,,"[15.1, 24.4]",3901246,1,,,,,0.7853982,,Right Foot,,,"[29.5, 38.8]",,Ground Pass,,20.364676,,,Guillaume Gillet,4380.0,,,,,,,1,Regular Play,Rémy Riou,25377.0,Goalkeeper,4,Nantes,144,['89513370-06b6-4e2a-b667-ebe8622ec5ee'],0,,,,,,,,,,,,,,,,,Nantes,144,00:01:00.286,Pass,
,,,,,,,,,,,,,,,0.850666,,,,,,,,,,,,,195b01b1-1001-4efd-bff6-71d8a15c51c2,59,,"[45.3, 52.8]",3901246,1,,,,,0.40094963,,Right Foot,,,"[63.7, 60.6]",,Ground Pass,,19.984995,,,Adrien Thomasson,3375.0,,,,,,,1,Regular Play,Guillaume Gillet,4380.0,Left Defensive Midfield,4,Nantes,144,['01dcdef2-23d6-4175-830c-b0edb22cba7a'],6,,,,,,,,,,,,,,,,,Nantes,144,00:01:06.040,Pass,
,,,,,,,,,,,,,,,0.765733,,,,,,,,,,,,,24519c5d-5944-4146-90da-d00936a2145c,63,,"[64.3, 61.0]",3901246,1,,,,,-0.11142468,,Right Foot,,,"[78.6, 59.4]",,Ground Pass,,14.389232,,,Alejandro Bedoya,12351.0,,,,,,,1,Regular Play,Adrien Thomasson,3375.0,Right Wing,4,Nantes,144,"['0f33eea2-2730-427f-a4e2-da7ca5d2e3a8', 'ea73a0b9-7ddb-47f4-86e4-f6ed55371188']",8,,,,,,,,,,,,,,,,,Nantes,144,00:01:08.080,Pass,True
,,,,,,,,,,,,,,,3.070293,,,,,,,,,,,,,9a51f148-f19c-41ff-a650-2125a5223efb,70,,"[44.4, 24.1]",3901246,1,,,,,-0.017887179,,Right Foot,,,"[100.3, 23.1]",,High Pass,,55.908943,,,Ronny Rodelin,2955.0,,,,,,Free Kick,1,From Free Kick,Rémy Vercoutre,2963.0,Goalkeeper,5,Caen,140,['d2ba9146-6728-4c12-a273-6f5bd1dece76'],40,,,,,,,,,,,,,,,,,Caen,140,00:01:40.029,Pass,
,,,,,,,,,,,,,,,0.682647,,,,,,,,,,,,,9fa47567-cef6-4bb5-9f4e-7136924c0f69,73,,"[100.3, 23.1]",3901246,1,,,,True,0.7853982,,,,,"[107.0, 29.8]",,Low Pass,,9.475231,,,Andy Delort,3038.0,,,,,,,1,From Free Kick,Ronny Rodelin,2955.0,Left Midfield,5,Caen,140,"['185b1614-0d97-4ce6-809a-90791d73b13a', '9bb6c0c9-dc33-4050-9143-6499b080d614']",43,,,,,,,,,,,,,,,,,Caen,140,00:01:43.101,Pass,True
,,,,,,,,,,,,,,,2.23561,,,,,,,,,,,,,3b36b42a-2c56-4d27-9da9-d1bfb01b209e,80,,"[13.9, 56.4]",3901246,1,,,,,0.23908772,,Right Foot,,,"[45.9, 64.2]",,High Pass,,32.93691,,Incomplete,Emiliano Sala,3114.0,,,,,,Recovery,1,From Free Kick,Anthony Walongwa,4411.0,Right Center Back,5,Caen,140,"['15b29a44-9241-41e0-a329-66d2110338bf', '5f8e5a4e-5d30-4793-a6ff-5c1d35f65848', 'e96fd5bd-f7d7-4bd1-8d7a-51a2feb96b62']",45,,,,,,,,,,,,,,,,,Nantes,144,00:01:45.766,Pass,True
,,,,,,,,,,,,,,,0.938238,,,,,,,,,,,,,cfc76f97-c67a-45d2-a7c5-13a9e8a56982,83,,"[41.2, 80.0]",3901246,1,,,,,-1.5707964,,,,,"[41.2, 74.2]",,Low Pass,,5.8,,,Guillaume Gillet,4380.0,,,,,,Throw-in,1,From Throw In,Youssouf Sabaly,3404.0,Right Back,6,Nantes,144,['1ba34887-2df3-45a3-947f-9f9be2239081'],59,,,,,,,,,,,,,,,,,Nantes,144,00:01:59.643,Pass,
,,,,,,,,,,,,,,,0.805023,,,,,,,,,,,,,cf27da77-4b6e-48da-a728-36c4e916cc13,87,,"[42.6, 72.5]",3901246,2,,,,,2.0586329,,Right Foot,,,"[40.0, 77.4]",,Ground Pass,,5.5470715,,,Youssouf Sabaly,3404.0,,,,,,,1,From Throw In,Guillaume Gillet,4380.0,Left Defensive Midfield,6,Nantes,144,['9254e322-7725-4d20-b1f6-36db24b3af6d'],0,,,,,,,,,,,,,,,,,Nantes,144,00:02:00.606,Pass,
,,,,,,,,,,,,,,,1.015983,,,,,,,,,,,,,063293e6-638d-4be2-a8c5-b241a1895aec,94,,"[32.3, 73.5]",3901246,2,,,,,-2.8757837,,Right Foot,,,"[13.2, 68.3]",,Ground Pass,,19.795202,,,Anthony Walongwa,4411.0,,,,,,,1,From Throw In,Youssouf Sabaly,3404.0,Right Back,6,Nantes,144,['afd91ab3-7fed-4617-aa71-efb3e14f90a1'],2,,,,,,,,,,,,,,,,,Nantes,144,00:02:02.751,Pass,
,,,,,,,,,,,,,,,1.547772,,,,,,,,,,,,,8f518d8c-6076-42e0-b49d-cfdfd465baa6,97,,"[13.4, 64.9]",3901246,2,,,,,-1.8788491,,Right Foot,,,"[5.0, 38.5]",,Ground Pass,,27.704151,,,Rémy Riou,25377.0,,,,,,,1,From Throw In,Anthony Walongwa,4411.0,Right Center Back,6,Nantes,144,['38bb741f-6928-48e4-a58a-edba697d5935'],4,,,,,,,,,,,,,,,,,Nantes,144,00:02:04.490,Pass,
,,,,,,,,,,,,,,,1.716026,,,,,,,,,,,,,654193d9-8850-4850-91ce-726997c1e6e9,101,,"[6.5, 43.8]",3901246,2,,,,,0.8113664,,Right Foot,,,"[29.0, 67.5]",,High Pass,,32.67935,,,Youssouf Sabaly,3404.0,,,,,,,1,From Throw In,Rémy Riou,25377.0,Goalkeeper,6,Nantes,144,"['71212fb1-d106-4d63-a258-5292c1a555e1', 'e6b12b85-b34d-4ddc-bcd6-27538596bbf1']",6,,,,,,,,,,,,,,,,,Nantes,144,00:02:06.915,Pass,True
,,,,,,,,,,,,,,,1.878877,,,,,,,,,,,,,223c8c09-91e2-49e2-9011-c3ed2ed6ced4,104,,"[26.5, 69.2]",3901246,2,,,,,-0.02371097,,Right Foot,,,"[51.8, 68.6]",,High Pass,,25.307114,,,Emiliano Sala,3114.0,,,,,,,1,From Throw In,Youssouf Sabaly,3404.0,Right Back,6,Nantes,144,['2dbe5b2e-f229-48bd-8af1-5273a1e3c503'],11,,,,,,,,,,,,,,,,,Nantes,144,00:02:11.226,Pass,
,,,,,,,,,,,,,,,0.444937,,,,,,,,,,,,,e29d46d2-1f48-41e2-9e55-2b114d0af14e,110,,"[49.7, 71.1]",3901246,2,,,,,2.107707,,Right Foot,,,"[47.2, 75.3]",,Ground Pass,,4.8877397,,,Adrien Thomasson,3375.0,,,,,,,1,From Throw In,Emiliano Sala,3114.0,Center Forward,6,Nantes,144,"['00ec788b-cd5a-459a-b2c2-d54521afded5', 'f773f044-1c47-46b9-a971-594fc9263e1b']",15,,,,,,,,,,,,,,,,,Nantes,144,00:02:15.149,Pass,True
,,,,,,,,,,,,,,,0.785735,,,,,,,,,,,,,404b3c37-96a5-4744-ba44-9a40cbdbc879,113,,"[47.2, 75.3]",3901246,2,,,,,-1.1912324,,Right Foot,,,"[54.5, 57.0]",,Ground Pass,,19.702284,,,Guillaume Gillet,4380.0,,,,,,,1,From Throw In,Adrien Thomasson,3375.0,Right Wing,6,Nantes,144,['f1fab710-fac7-4053-a611-a0d108e50f1c'],15,,,,,,,,,,,,,,,,,Nantes,144,00:02:15.605,Pass,
,,,,,,,,,,,,,,,4.00419,,,,,,,,,,,,,12d32c87-b664-46d4-80b8-23b8a93c2852,116,,"[58.2, 60.0]",3901246,2,,,,,0.11103963,,Right Foot,,,"[115.6, 66.4]",,High Pass,,57.75569,,Incomplete,Alejandro Bedoya,12351.0,,,,,,,1,From Throw In,Guillaume Gillet,4380.0,Left Defensive Midfield,6,Nantes,144,"['61916da5-ea4d-4356-93f4-625ab8cbfb8a', '7722734d-6bd5-4bea-8af9-44c55f91d5ce']",17,,,,,,,,,,,,,,,,,Nantes,144,00:02:17.578,Pass,
,,,,,,,,,,,,,,,0.878816,,,,,,,,,,,,,4da3df89-ab65-466f-a456-5b89870eb477,120,,"[113.1, 80.0]",3901246,2,,,,,-2.6127112,,,,,"[105.4, 75.5]",,Low Pass,,8.91852,,,Adrien Thomasson,3375.0,,,,,,Throw-in,1,From Throw In,Alejandro Bedoya,12351.0,Center Attacking Midfield,7,Nantes,144,['ae56e02a-8587-4875-8e0c-366aca874abd'],27,,,,,,,,,,,,,,,,,Nantes,144,00:02:27.502,Pass,
,,,,,,,,,,,,,,,0.443278,,,,,,,,,,,,,78f402ac-8ac4-4d25-a64e-379c89a007c1,123,,"[105.4, 75.5]",3901246,2,,,,,0.03612885,,Right Foot,,,"[113.7, 75.8]",,Low Pass,,8.30542,,,Alejandro Bedoya,12351.0,,,,,,,1,From Throw In,Adrien Thomasson,3375.0,Right Wing,7,Nantes,144,['4163155e-3dc7-4840-9fcd-bb2636167520'],28,,,,,,,,,,,,,,,,,Nantes,144,00:02:28.418,Pass,
,,,,,,,,,,,,,,,0.663117,,,,,,,,,,,,,e4b666b5-720b-4a73-9b15-40ee1dea9682,126,,"[110.0, 75.3]",3901246,2,,,,,-2.896614,,Right Foot,,,"[103.2, 73.6]",,Ground Pass,,7.0092797,,,Adrien Thomasson,3375.0,,,,,,,1,From Throw In,Alejandro Bedoya,12351.0,Center Attacking Midfield,7,Nantes,144,['3aae3e0d-ff36-46df-a5fb-f1f79e6a9058'],29,,,,,,,,,,,,,,,,,Nantes,144,00:02:29.503,Pass,
,,,,,,,,,,,,,,,0.984349,,,,,,,,,,,,,88057167-7d53-4bce-95b1-804bf61fcf27,133,,"[93.4, 59.9]",3901246,2,,,,,-2.9136255,,Right Foot,,,"[80.9, 57.0]",,Ground Pass,,12.831991,,,Guillaume Gillet,4380.0,,,,,,,1,From Throw In,Adrien Thomasson,3375.0,Right Wing,7,Nantes,144,['15e9f27f-8627-4dec-82bb-b8577b36cd94'],34,,,,,,,,,,,,,,,,,Nantes,144,00:02:34.900,Pass,
,,,,,,,,,,,,,,,1.439985,,,,,,,,,,,,,a74fea4f-cd05-4aab-8d7c-eeb9cdd32e35,136,,"[80.9, 57.0]",3901246,2,,,,,-1.8496603,,Right Foot,,,"[74.2, 33.6]",,Ground Pass,,24.340296,,,Rémi Gomis,401478.0,,,,,,,1,From Throw In,Guillaume Gillet,4380.0,Left Defensive Midfield,7,Nantes,144,['a2b76177-7d3d-4cd0-b29e-44478d80fd7e'],35,,,,,,,,,,,,,,,,,Nantes,144,00:02:35.924,Pass,
,,,,,,,,,,,,,,,1.550254,,,,,,,,,,,,,9450f142-26b9-4adb-87ec-d93c1ef91a52,139,,"[72.6, 22.0]",3901246,2,,,,,-0.9514526,,Right Foot,,,"[87.5, 1.1]",,Ground Pass,,25.66749,,,Léo Dubois,3144.0,,,,,,,1,From Throw In,Rémi Gomis,401478.0,Right Defensive Midfield,7,Nantes,144,['c14f38bb-faf9-471c-a130-06969337602c'],39,,,,,,,,,,,,,,,,,Nantes,144,00:02:39.411,Pass,
,,,,,,,,,,,,,,,2.604106,,,,,,,,,,,,,5f2b37cd-0666-4113-99a9-4f1973c2303d,144,,"[74.5, 2.5]",3901246,2,,,,,2.9549494,,Right Foot,,,"[51.2, 6.9]",,Ground Pass,,23.711811,,,Rémi Gomis,401478.0,,,,,,,1,From Throw In,Léo Dubois,3144.0,Left Back,7,Nantes,144,['051f937b-fd06-4709-93a2-4dc5d2dc9813'],43,,,,,,,,,,,,,,,,,Nantes,144,00:02:43.594,Pass,
