50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bd0cbde2-5663-44cd-b4dd-cad8eabc0845,1,,,3900597,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3361, 'name': 'Clément Grenier'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3372, 'name': 'Rachid Ghezzal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,89cd617e-799a-4221-91c8-d8ebcafb3af9,2,,,3900597,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 7857, 'name': 'Brice Dja Djédjé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 18874, 'name': 'Mauricio Aníbal Isla Isla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 10036, 'name': 'Jacques-Alaixys Romao'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 4351, 'name': 'Bouna Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 13}, {'player': {'id': 3639, 'name': 'Georges-Kévin Nkoudou Mbida'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bba41bea-b006-4209-8334-2aa51858dfb6,3,,,3900597,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['22cc590f-d26a-435b-8aa4-4d4abf0e4a18'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,22cc590f-d26a-435b-8aa4-4d4abf0e4a18,4,,,3900597,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['bba41bea-b006-4209-8334-2aa51858dfb6'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bbde8c74-f3e7-404a-8a69-d2337ecd6dcc,2012,,,3900597,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,103,Marseille,147,['71d35e85-7c20-418f-8736-659de44eb471'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,71d35e85-7c20-418f-8736-659de44eb471,2013,,,3900597,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,103,Marseille,147,['bbde8c74-f3e7-404a-8a69-d2337ecd6dcc'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,2.44269,,,,,,,,,,,,,,49181ba4-d480-4018-a699-bf4a23210a8e,5,,"[61.0, 40.1]",3900597,0,,True,,,2.9167986,,Right Foot,,,,"[28.2, 47.6]",,Ground Pass,,33.646545,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,Kick Off,1,From Kick Off,Michy Batshuayi Tunga,3457.0,Center Forward,2,Marseille,147,['51b56861-9304-4a97-ba39-e0ab5fb7ae94'],2,,,,,,,,,,,,,,,,,Marseille,147,00:00:02.489,Pass,
,,,,,,,,,,,,,,,,,,,,,1.267961,,,,,,,,,,,,,,2a2a5d0a-a479-424b-b85a-c65f088a3450,7,,"[27.7, 47.7]",3900597,0,,,,,-1.5281681,,Right Foot,,,,"[28.6, 26.6]",,Ground Pass,,21.119186,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Marseille,147,['67d3ed63-4370-4f7b-9efa-15a1de7dbe74'],5,,,,,,,,,,,,,,,,,Marseille,147,00:00:05.817,Pass,
,,,,,,,,,,,,,,,,,,,,,1.320895,,,,,,,,,,,,,,df0366c9-9867-46bb-9a01-2d7157222b66,11,,"[34.6, 21.8]",3900597,0,,,,,-1.0902727,,Right Foot,,,,"[44.4, 3.0]",,Ground Pass,,21.200943,,,,Javier Manquillo Gaitán,3075.0,,,,,,1,From Kick Off,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,2,Marseille,147,"['22e67cc1-9b3b-402c-a508-ca7995d65207', '6557d35c-4eba-4f91-afd0-e9bb80104226']",8,,,,,,,,,,,,,,,,,Marseille,147,00:00:08.260,Pass,True
,,,,,,,,,,,,,,,,,,,,,2.591868,,,,,,,,,,,,,,d5ab57f5-9ce4-4b34-beb7-ef57888980e9,18,,"[40.2, 7.5]",3900597,0,,,,,2.3092275,,Right Foot,,,,"[10.8, 39.8]",,Ground Pass,,43.67665,,,,Steve Mandanda,3543.0,,,,,,1,From Kick Off,Javier Manquillo Gaitán,3075.0,Left Back,2,Marseille,147,['6a1c7a17-3b58-4ff2-9ca9-0c59fcc2f7a2'],11,,,,,,,,,,,,,,,,,Marseille,147,00:00:11.817,Pass,
