50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.504177,,,,,,,,,,,,,,0a154c93-74d7-4fbd-9eb1-11c9f946304c,17,,"[42.0, 19.7]",3829492,0,,,,,-1.0358412,,Right Foot,,,,"[50.0, 6.2]",Ground Pass,,15.692355,,,,,Djibril Sidibé,3446.0,,,,,,1,From Kick Off,Rio Antonio Zoba Mavuba,40522.0,Right Defensive Midfield,2,Lille,143,['aaf93193-b221-4e52-98f0-23628e042006'],7,,,,,,,,,,,,,,,,,Lille,143,00:00:07.641,Pass,
,,,,,,,,,,,,,,,,1.38358,,,,,,,,,,,,,,937b096c-5d61-4436-94b9-eaecc4ccce34,20,,"[50.0, 6.2]",3829492,0,,,,,-0.08036346,,Right Foot,,,,"[64.9, 5.0]",Ground Pass,,14.948244,,,,,Éric Bauthéac,40486.0,,,,,,1,From Kick Off,Djibril Sidibé,3446.0,Left Back,2,Lille,143,['31499a3e-0bf9-4c17-9b81-3d220d638f68'],9,,,,,,,,,,,,,,,,,Lille,143,00:00:09.634,Pass,
,,,,,,,,,,,,,,,,0.475842,,,,,,,,,,,,,,463bdb1c-303e-40bd-bff5-936b8631cd7a,33,,"[57.0, 12.1]",3829492,0,,,,,1.706324,,Left Foot,,,,"[55.8, 20.9]",Ground Pass,,8.881441,,,,,Mounir Obbadi,40697.0,,,,,,1,From Kick Off,Éric Bauthéac,40486.0,Left Wing,2,Lille,143,['5bef83dc-af38-416c-85e4-4f79270ab018'],15,,,,,,,,,,,,,,,,,Lille,143,00:00:15.174,Pass,
,,,,,,,,,,,,,,,,0.845837,,,,,,,,,,,,,,1d137d5b-fea7-422d-944a-4f6b211fec6c,35,,"[55.8, 20.9]",3829492,0,,,,,-0.20333609,,Left Foot,,,,"[65.5, 18.9]",Low Pass,,9.904039,,,,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Mounir Obbadi,40697.0,Left Defensive Midfield,2,Lille,143,['c18ff61c-fb70-4ba5-9ff7-2864723a1993'],15,,,,,,,,,,,,,,,,,Lille,143,00:00:15.650,Pass,
,,,,,,,,,,,,,,,,1.223566,,,,,,,,,,,,,,63d38755-2db7-4032-88ac-85cd01c1ba27,38,,"[64.9, 18.9]",3829492,0,,,,,-0.7546386,,Left Foot,,,,"[78.3, 6.3]",Ground Pass,,18.393476,,,,,Yassine Benzia,3673.0,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Center Attacking Midfield,2,Lille,143,['82939a3e-2fb2-45d6-8bf1-0d2d4e712a94'],17,,,,,,,,,,,,,,,,,Lille,143,00:00:17.515,Pass,
,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,36abf069-69f4-498a-94a2-34797e01fb50,42,,"[77.7, 6.5]",3829492,0,,,,,-2.7610862,,Right Foot,,,,"[75.7, 5.7]",Ground Pass,,2.1540658,,,,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Yassine Benzia,3673.0,Center Forward,2,Lille,143,"['658b6c8c-23f0-49c9-91b3-138b075d8c19', '8a13baf7-8cc7-4a8f-b483-24c2bd05f18b']",19,,,,,,,,,,,,,,,,,Lille,143,00:00:19.273,Pass,True
,,,,,,,,,,,,,,,,1.159898,,,,,,,,,,,,,,67fbb3a5-125d-4c49-8a8d-6ba633751100,52,,"[115.3, 15.5]",3829492,1,,,,,1.4680665,,Right Foot,True,,,"[118.3, 44.6]",High Pass,,29.25423,,,Incomplete,,Yassine Benzia,3673.0,,,,,Free Kick,1,From Free Kick,Sofiane Boufal,3625.0,Center Attacking Midfield,3,Lille,143,"['3dfce4fc-1aad-479b-af5b-a4eda2e16fbe', '976d9414-67b7-4511-9f9d-e17049cdc0fd']",42,,,,,,,,,,,,,,,,,Lille,143,00:01:42.744,Pass,
,,,,,,,,,,,,,,,,1.344039,,,,,,,,,,,,,,00968a0f-be19-4a39-bee6-260119858e20,55,,"[120.0, 80.0]",3829492,2,,,,,-1.733487,e1357b55-5355-4f31-bff8-0ae1be775d6f,Left Foot,,,,"[113.5, 40.4]",High Pass,True,40.129913,,,,,Gadji Celi Carmen Junior Tallo,10330.0,True,,Inswinging,,Corner,1,From Corner,Éric Bauthéac,40486.0,Left Wing,4,Lille,143,['a9de176a-3208-4e79-ae05-a4f5bbd1d294'],4,,,,,,,,,,,,,,,,,Lille,143,00:02:04.792,Pass,
,,,,,,,,,,,,,,,,2.775533,,,,,,,,,,,,,,e9ee50f0-88de-48c5-9ff1-296acaa51d86,64,,"[8.6, 68.3]",3829492,2,,,,,-0.025257785,,Right Foot,,,,"[56.1, 67.1]",High Pass,,47.515156,,,,,Alejandro Bedoya,12351.0,,,,,,1,Regular Play,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Right Center Back,5,Nantes,144,['19d19514-c96a-4f33-920e-06e45d08512b'],11,,,,,,,,,,,,,,,,,Nantes,144,00:02:11.503,Pass,
,,,,,,,,,,,,,,,,0.637407,,,,,,,,,,,,,,3ea24c02-52e7-442f-bb22-4ef36ddf0f69,70,,"[53.6, 70.5]",3829492,2,,,,,-2.751675,,Right Foot,,,,"[46.3, 67.5]",Ground Pass,,7.892401,,,,,Birama Touré,7350.0,,,,,,1,Regular Play,Alejandro Bedoya,12351.0,Center Attacking Midfield,5,Nantes,144,['ee5b8bef-48fc-488c-b010-b6245dba25a4'],17,,,,,,,,,,,,,,,,,Nantes,144,00:02:17.725,Pass,
,,,,,,,,,,,,,,,,1.435391,,,,,,,,,,,,,,57aec1cb-e02f-45c6-ab51-d9b61ca3fb93,72,,"[46.3, 67.5]",3829492,2,,,,,0.90198416,,Left Foot,,,,"[56.1, 79.9]",Ground Pass,,15.805062,,,Out,,Alejandro Bedoya,12351.0,,,,,,1,Regular Play,Birama Touré,7350.0,Left Defensive Midfield,5,Nantes,144,['f8a9fba2-533a-4f7c-8efb-cc0c1c88211a'],18,,,,,,,,,,,,,,,,,Nantes,144,00:02:18.362,Pass,
,,,,,,,,,,,,,,,,0.889414,,,,,,,,,,,,,,5dce58d8-674a-4a3e-a13b-88eae2d2e067,74,,"[63.9, 0.1]",3829492,2,,True,,,2.6593714,,,,,,"[51.1, 6.8]",Low Pass,,14.447491,,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,Throw-in,1,From Throw In,Djibril Sidibé,3446.0,Left Back,6,Lille,143,['127db22e-23de-4dad-a15d-61fbc1b8d537'],30,,,,,,,,,,,,,,,,,Lille,143,00:02:30.784,Pass,
,,,,,,,,,,,,,,,,1.980016,,,,,,,,,,,,,,cedb0c16-ac33-4b79-b488-a8406c4c987b,76,,"[50.5, 8.7]",3829492,2,,,,,1.7338916,,Right Foot,,,,"[44.0, 48.2]",Ground Pass,,40.03124,,,,,Renato Civelli,29057.0,,,,,,1,From Throw In,Rio Antonio Zoba Mavuba,40522.0,Right Defensive Midfield,6,Lille,143,['a7588511-3b9a-43c7-ad75-140e049fff8e'],32,,,,,,,,,,,,,,,,,Lille,143,00:02:32.893,Pass,
,,,,,,,,,,,,,,,,1.255797,,,,,,,,,,,,,,6400de88-5f94-43f5-b08b-4924c4273ff0,79,,"[54.8, 60.1]",3829492,2,,,,,1.1227376,,Right Foot,,,,"[63.5, 78.2]",Ground Pass,,20.08233,,,,,Sébastien Corchia,6716.0,,,,,,1,From Throw In,Renato Civelli,29057.0,Right Center Back,6,Lille,143,['448954cf-d048-4579-9983-bb7f9dcba9fa'],37,,,,,,,,,,,,,,,,,Lille,143,00:02:37.684,Pass,
,,,,,,,,,,,,,,,,1.113638,,,,,,,,,,,,,,65a2967b-dce4-4657-b981-ea273eeea279,82,,"[63.5, 78.2]",3829492,2,,,,,-2.5263395,,Right Foot,,,,"[50.2, 68.8]",Low Pass,,16.286497,,,,,Renato Civelli,29057.0,,,,,,1,From Throw In,Sébastien Corchia,6716.0,Right Back,6,Lille,143,['3fb86baa-d04d-4c22-bb52-7bcfa8a64486'],40,,,,,,,,,,,,,,,,,Lille,143,00:02:40.185,Pass,
,,,,,,,,,,,,,,,,3.023258,,,,,,,,,,,,,,3438fd9f-1272-43d0-b819-ff4f289df0c0,86,,"[49.1, 71.6]",3829492,2,,,,,-2.5438342,,Left Foot,,,,"[20.9, 52.4]",Ground Pass,,34.115685,,,,,Mike Maignan,3761.0,,,,,,1,From Throw In,Renato Civelli,29057.0,Right Center Back,6,Lille,143,"['2dd2e738-4646-4f85-9045-52affdee87c8', 'f64a46e8-1dee-4bc1-a819-8d9db5ca2d08']",41,,,,,,,,,,,,,,,,,Lille,143,00:02:41.983,Pass,True
,,,,,,,,,,,,,,,,1.385568,,,,,,,,,,,,,,e7de901b-f80c-4be3-bb7e-895be00d3d78,89,,"[26.0, 50.1]",3829492,2,,,,,-1.3329604,,Right Foot,,,,"[32.4, 23.7]",Ground Pass,,27.164682,,,,,Marko Baša,40523.0,,,,,,1,From Throw In,Mike Maignan,3761.0,Goalkeeper,6,Lille,143,['8d2e42dc-9b5c-43a6-a3f5-ac42e4b61a10'],46,,,,,,,,,,,,,,,,,Lille,143,00:02:46.251,Pass,
,,,,,,,,,,,,,,,,1.384525,,,,,,,,,,,,,,ee8744b3-071f-453d-8bcd-13d4bc55cc5d,92,,"[34.0, 22.4]",3829492,2,,,,,-0.43548605,,Right Foot,,,,"[48.4, 15.7]",Ground Pass,,15.8823805,,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,1,From Throw In,Marko Baša,40523.0,Left Center Back,6,Lille,143,['5ddeee90-c1e4-4749-ad7c-c53bfe618a0f'],48,,,,,,,,,,,,,,,,,Lille,143,00:02:48.980,Pass,
,,,,,,,,,,,,,,,,0.773295,,,,,,,,,,,,,,f02827a2-5fed-41bf-b117-6809fe980255,95,,"[53.7, 14.6]",3829492,2,,,,,-0.24053425,,Left Foot,,,,"[69.6, 10.7]",High Pass,,16.371317,,,Incomplete,,Djibril Sidibé,3446.0,,,,,,1,From Throw In,Rio Antonio Zoba Mavuba,40522.0,Right Defensive Midfield,6,Lille,143,"['45a92603-511b-410b-8066-1c81192337eb', 'a42ba019-c4da-4e24-8b5e-b64fb4a197d5']",52,,,,,,,,,,,,,,,,,Lille,143,00:02:52.210,Pass,
,,,,,,,,,,,,,,,,1.817904,,,,,,,,,,,,,,45a92603-511b-410b-8066-1c81192337eb,97,,"[50.5, 69.4]",3829492,2,,,,,-2.0543528,,Head,,,,"[41.1, 51.5]",High Pass,,20.218061,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Adrien Thomasson,3375.0,Right Midfield,6,Lille,143,"['eec46203-6e36-4797-b4bd-929231508783', 'f02827a2-5fed-41bf-b117-6809fe980255']",52,,,,,,,,,,,,,,,,,Nantes,144,00:02:52.984,Pass,
,,,,,,,,,,,,,,,,1.171144,,,,,,,,,,,,,,9e61ea64-2987-4bd7-8265-0e6044033b1e,101,,"[41.7, 51.1]",3829492,2,,True,,,-1.3510526,,Right Foot,,,,"[46.1, 31.4]",Ground Pass,,20.18539,,,,,Alejandro Bedoya,12351.0,,,,,Free Kick,1,From Free Kick,Lucas Deaux,2943.0,Right Defensive Midfield,7,Nantes,144,['264ff156-33af-419a-a6a9-d09326f6a89d'],59,,,,,,,,,,,,,,,,,Nantes,144,00:02:59.469,Pass,
,,,,,,,,,,,,,,,,2.719498,,,,,,,,,,,,,,53ab6660-522d-4685-b199-5bd99769b5f0,110,,"[69.9, 23.3]",3829492,3,,,,,-2.2583263,,Right Foot,,,,"[57.5, 8.2]",Ground Pass,,19.538935,,,,,Djibril Sidibé,3446.0,,,,,,1,Regular Play,Éric Bauthéac,40486.0,Left Wing,8,Lille,143,"['6e6de04c-67c9-4337-8713-dd3ea89c932b', 'c6176e2a-9a83-4460-aabd-f55115a2c601']",4,,,,,,,,,,,,,,,,,Lille,143,00:03:04.770,Pass,True
,,,,,,,,,,,,,,,,1.132842,,,,,,,,,,,,,,1064e539-aeb2-4be9-826b-c718c52bd0e3,113,,"[57.5, 8.6]",3829492,3,,,,,2.4087775,,Left Foot,,,,"[47.5, 17.6]",Ground Pass,,13.453624,,,,,Marko Baša,40523.0,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Back,8,Lille,143,['d77c9b18-5b1d-4ad9-b56a-3a31e5ea3ec7'],8,,,,,,,,,,,,,,,,,Lille,143,00:03:08.609,Pass,
,,,,,,,,,,,,,,,,1.930903,,,,,,,,,,,,,,ea2e6119-ad6b-4742-ac96-ed4caf816abf,116,,"[45.0, 17.8]",3829492,3,,,,,1.4823678,,Right Foot,,,,"[49.3, 66.3]",Ground Pass,,48.690247,,,,,Renato Civelli,29057.0,,True,,,,1,Regular Play,Marko Baša,40523.0,Left Center Back,8,Lille,143,['13f9738b-8f97-48d1-82ca-eb5b5c57c5d1'],11,,,,,,,,,,,,,,,,,Lille,143,00:03:11.345,Pass,
,,,,,,,,,,,,,,,,1.508083,,,,,,,,,,,,,,7b1976a3-906d-42dd-aaae-278094e4717b,119,,"[54.1, 67.7]",3829492,3,,,,,0.36846682,,Right Foot,,,,"[80.0, 77.7]",Ground Pass,,27.763466,,,,,Sébastien Corchia,6716.0,,,,,,1,Regular Play,Renato Civelli,29057.0,Right Center Back,8,Lille,143,['d8bcfffe-bf30-40af-88c1-e5f1a6e3d1a8'],15,,,,,,,,,,,,,,,,,Lille,143,00:03:15.657,Pass,
,,,,,,,,,,,,,,,,0.732855,,,,,,,,,,,,,,14bf12d7-57f9-4342-a8fb-5d2982a8ba24,122,,"[84.8, 78.2]",3829492,3,,,,,-2.4370985,,Right Foot,,,,"[78.8, 73.1]",Ground Pass,,7.874643,,,,,Sofiane Boufal,3625.0,,,,,,1,Regular Play,Sébastien Corchia,6716.0,Right Back,8,Lille,143,['eedf6dd4-14ec-4055-b6f2-a33ed233fff6'],18,,,,,,,,,,,,,,,,,Lille,143,00:03:18.729,Pass,
,,,,,,,,,,,,,,,,1.183762,,,,,,,,,,,,,,690466cd-27a2-46df-9aaf-65192eac2b95,125,,"[78.1, 74.1]",3829492,3,,,,,-2.6306431,,Right Foot,,,,"[64.9, 66.7]",Ground Pass,,15.132746,,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,1,Regular Play,Sofiane Boufal,3625.0,Center Attacking Midfield,8,Lille,143,['a6822780-38e5-4776-8648-9ec4bf38d92e'],20,,,,,,,,,,,,,,,,,Lille,143,00:03:20.403,Pass,
,,,,,,,,,,,,,,,,2.455218,,,,,,,,,,,,,,dc8fd800-922d-423c-8a6a-6a5d1051f92c,128,,"[64.9, 66.7]",3829492,3,,,,,-1.919991,,Right Foot,,,,"[51.1, 28.8]",Low Pass,,40.33423,,,,,Marko Baša,40523.0,,,,,,1,Regular Play,Rio Antonio Zoba Mavuba,40522.0,Right Defensive Midfield,8,Lille,143,['d4311882-3453-4603-a59c-0fd031ab32a4'],22,,,,,,,,,,,,,,,,,Lille,143,00:03:22.384,Pass,
,,,,,,,,,,,,,,,,1.76046,,,,,,,,,,,,,,fb09c655-c340-4d2d-9c13-54d18fa16df7,131,,"[68.5, 20.5]",3829492,3,,,,,-1.3854483,,Right Foot,,,,"[71.5, 4.5]",Ground Pass,,16.27882,,,,,Djibril Sidibé,3446.0,,,,,,1,Regular Play,Marko Baša,40523.0,Left Center Back,8,Lille,143,['34c3f462-e71e-4c3f-9a5a-bf64a7bd3ddb'],30,,,,,,,,,,,,,,,,,Lille,143,00:03:30.338,Pass,
,,,,,,,,,,,,,,,,0.851468,,,,,,,,,,,,,,b5cc74ff-f2dd-489b-bfe8-a330e1b7ee00,134,,"[71.5, 4.5]",3829492,3,,,,,0.16398181,,Right Foot,,,,"[85.4, 6.8]",Ground Pass,,14.089003,,,,,Yassine Benzia,3673.0,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Back,8,Lille,143,['d898a3ce-c538-49d1-8440-50e2522031f8'],32,,,,,,,,,,,,,,,,,Lille,143,00:03:32.603,Pass,
,,,,,,,,,,,,,,,,0.807096,,,,,,,,,,,,,,e00f5434-71f8-4ea0-b08d-6ba1d363300d,138,,"[85.0, 8.0]",3829492,3,,,,,2.0920722,,Right Foot,,,,"[79.2, 18.1]",Ground Pass,,11.646888,,,,,Mounir Obbadi,40697.0,,,,,,1,Regular Play,Yassine Benzia,3673.0,Center Forward,8,Lille,143,"['0965730f-de6b-4fe8-991d-3e686cd5b777', '4c5adf31-f36f-4679-bb38-6ee7876f540d']",35,,,,,,,,,,,,,,,,,Lille,143,00:03:35.137,Pass,True
,,,,,,,,,,,,,,,,1.631615,,,,,,,,,,,,,,c287007d-7872-46f6-80a1-70b461c72cee,144,,"[79.2, 16.5]",3829492,4,,,,,0.67701626,,Left Foot,,,,"[111.3, 42.3]",High Pass,,41.18313,,,Incomplete,,Renato Civelli,29057.0,,,,,Free Kick,1,From Free Kick,Éric Bauthéac,40486.0,Left Wing,9,Lille,143,"['bf2d26c3-0630-441c-8afe-696ef11541c9', 'c9485849-f5da-4a57-ace0-a1fcbff7434d']",11,,,,,,,,,,,,,,,,,Lille,143,00:04:11.642,Pass,
,,,,,,,,,,,,,,,,1.81735,,,,,,,,,,,,,,5a5b31de-bbc9-4700-b77c-86bf848a0b3d,150,,"[53.7, 28.9]",3829492,4,,,,,1.0214218,,Left Foot,,,,"[68.7, 53.4]",Ground Pass,,28.727165,,,,,Kolbeinn Sigþórsson,6284.0,,,,,,1,Regular Play,Wilfried Moimbé,4249.0,Left Back,10,Nantes,144,['b90ac5af-0081-410b-95eb-7b6e2dab4f5c'],20,,,,,,,,,,,,,,,,,Nantes,144,00:04:20.652,Pass,
