50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5ea09b03-1131-4fa2-89d1-2ad6be938584,1,,,3829509,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 13}, {'player': {'id': 4345, 'name': 'Lucas Ariel Ocampos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4d3d0a51-4d3a-40e8-9a07-26ee7d419e00,2,,,3829509,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,996e22d6-da55-47e4-8f44-40dce153d8ee,3,,,3829509,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,['126a5f76-84e6-4aa0-afcf-b738f6aae5f9'],0,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,126a5f76-84e6-4aa0-afcf-b738f6aae5f9,4,,,3829509,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,['996e22d6-da55-47e4-8f44-40dce153d8ee'],0,,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f295277b-2a69-4e66-8e05-4e331a2ef213,1604,,,3829509,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,Lorient,165,['4d5256f9-d92a-47d0-8565-f40db675f5d1'],0,,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4d5256f9-d92a-47d0-8565-f40db675f5d1,1605,,,3829509,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,Lorient,165,['f295277b-2a69-4e66-8e05-4e331a2ef213'],0,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.596778,,,,,,,,,,,,,,,a23ffa3d-54d6-4882-9a02-39c15868e639,5,,"[60.0, 40.0]",3829509,0,,True,,,1.484058,,Right Foot,,,"[60.2, 42.3]",,Ground Pass,,2.3086793,,,,Michy Batshuayi Tunga,3457.0,,,,,,Kick Off,1,From Kick Off,Rémy Cabella,3420.0,Center Attacking Midfield,2,Marseille,147,['1e5c62ec-b932-4412-a542-7f1bfb3b6721'],0,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.795,Pass,
,,,,,,,,,,,,,,,1.110263,,,,,,,,,,,,,,,2ee8d1cf-ddb1-4e76-9967-096f5e75de59,7,,"[60.8, 42.8]",3829509,0,,True,,,-2.5091407,,Right Foot,,,"[46.2, 32.1]",,Ground Pass,,18.101105,,,,Lassana Diarra,3181.0,,,,,,,1,From Kick Off,Michy Batshuayi Tunga,3457.0,Center Forward,2,Marseille,147,['693e4078-4eb9-419a-aaf9-cad3a4114a9d'],1,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:01.433,Pass,
,,,,,,,,,,,,,,,1.397946,,,,,,,,,,,,,,,1602690c-03dd-4521-8bbc-f577e4636e29,9,,"[44.7, 30.1]",3829509,0,,,,,1.5123523,,Right Foot,,,"[45.8, 48.9]",,Ground Pass,,18.832153,,,,Lucas Silva Borges,25199.0,,,,,,,1,From Kick Off,Lassana Diarra,3181.0,Left Defensive Midfield,2,Marseille,147,['c2bcde35-ba41-4d9a-ab3d-f10eada781b1'],3,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:03.736,Pass,
,,,,,,,,,,,,,,,1.04354,,,,,,,,,,,,,,,aad1b457-739c-4456-ab87-2810577a8173,12,,"[50.3, 56.5]",3829509,0,,,,,1.4966084,,Right Foot,,,"[51.4, 71.3]",,Ground Pass,,14.840822,,,,Javier Manquillo Gaitán,3075.0,,,,,,,1,From Kick Off,Lucas Silva Borges,25199.0,Right Defensive Midfield,2,Marseille,147,['9f24f5da-489b-4950-80fb-0441d648b673'],8,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:08.798,Pass,
