50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.331439,,,,,,,,,,,,,,b8e6d310-2963-4b30-b3b3-0d55e6d1fa0a,17,,"[90.4, 4.8]",3829499,0,,,,,2.9078496,,Left Foot,,,,"[86.2, 5.8]",,Ground Pass,,4.3174067,,,,,Fabien Lemoine,7200.0,,,,,,,1,From Throw In,Valentin Eysseric,4254.0,Center Attacking Midfield,3,Saint-Étienne,135,['63f4e4c9-625a-4511-a8ef-7c8cacef656f'],20,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:20.917,Pass,
,,,,,,,,,,,,,,,,0.094595,,,,,,,,,,,,,,a422bf2b-94e8-4eb5-855e-c09472b4abe5,25,,"[26.2, 77.5]",3829499,0,,,,,0.03844259,,Right Foot,,,,"[28.8, 77.6]",,Low Pass,,2.6019223,,,Incomplete,,,,,,,,,,1,Regular Play,Jordan Leborgne,40701.0,Right Center Midfield,4,Caen,140,['c3cbdab8-d6d7-490c-9a54-5dfea01d7c2d'],24,,,,,,,,,,,,,,,,,,,Caen,140,00:00:24.508,Pass,
,,,,,,,,,,,,,,,,1.390948,,,,,,,,,,,,,,3a2caf20-eea6-4319-9e44-e5ebfc8bc8ae,28,,"[25.6, 64.9]",3829499,0,,,,,0.13107692,,Right Foot,,,,"[56.7, 69.0]",,Low Pass,,31.369093,,,,,Andy Delort,3038.0,,,,,,Recovery,1,Regular Play,Alaeddine Yahia,7444.0,Right Center Back,4,Caen,140,"['3883ff30-c497-4a8f-9f8b-c6a3936068a4', '59104e2e-47c7-4859-90de-d5a053d2b2d1']",26,,,,,,,,,,,,,,,,,,,Caen,140,00:00:26.687,Pass,True
,,,,,,,,,,,,,,,,1.792383,,,,,,,,,,,,,,eb6a2b23-6f3d-40f3-813e-2f0b9fbcaee1,36,,"[51.6, 70.2]",3829499,0,,,,,1.3891475,,Right Foot,,,,"[53.4, 80.0]",,Ground Pass,,9.963935,,,Out,,Ronny Rodelin,2955.0,,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,4,Caen,140,['696d0e56-ce31-41d3-b1b4-094db1ef2b6c'],30,,,,,,,,,,,,,,,,,,,Caen,140,00:00:30.258,Pass,
,,,,,,,,,,,,,,,,1.367618,,,,,,,,,,,,,,bf80c9c6-abc2-4567-8a75-d8a562b1dba4,38,,"[60.7, 0.1]",3829499,0,,,,,0.20836003,,,,,,"[78.2, 3.8]",,High Pass,,17.886868,,,,,Robert Berič,4601.0,,,,,,Throw-in,1,From Throw In,Jonathan Brison,7560.0,Left Back,5,Saint-Étienne,135,['c60173be-31b9-4a48-b099-8da6944e0807'],56,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:56.789,Pass,
,,,,,,,,,,,,,,,,1.632113,,,,,,,,,,,,,,7d1bb06a-7f05-4051-a0ce-440a5ed5b0a8,40,,"[78.1, 3.8]",3829499,0,,,,,0.9551764,,Head,,,,"[83.9, 12.0]",,High Pass,,10.043903,,,Incomplete,,Valentin Eysseric,4254.0,,,,,,,1,From Throw In,Robert Berič,4601.0,Center Forward,5,Saint-Étienne,135,"['997a51b6-0f67-49e3-9e7c-6c946990f831', 'c660f13a-5ecd-435e-a7de-68a3f784e1f6']",58,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:58.157,Pass,
,,,,,,,,,,,,,,,,1.775927,,,,,,,,,,,,,,997a51b6-0f67-49e3-9e7c-6c946990f831,42,,"[36.2, 68.1]",3829499,0,,,,,-0.1613751,,Head,,,,"[49.1, 66.0]",,High Pass,,13.069813,,,,,Jordan Leborgne,40701.0,,,,,,Recovery,1,From Counter,Nicolas Seube,40698.0,Center Defensive Midfield,6,Caen,140,"['66ff0b19-3afb-41b5-b64f-dae633f68c46', '7d1bb06a-7f05-4051-a0ce-440a5ed5b0a8']",59,,,,,,,,,,,,,,,,,,,Caen,140,00:00:59.789,Pass,
,,,,,,,,,,,,,,,,2.008308,,,,,,,,,,,,,,a5ceda79-4e04-4541-b31e-ece0c5e23c60,45,,"[49.1, 66.0]",3829499,1,,,,True,-1.1499796,,,,,,"[55.5, 51.7]",,Low Pass,,15.666844,,,,,Vincent Bessat,2992.0,,,,,,,1,From Counter,Jordan Leborgne,40701.0,Right Center Midfield,6,Caen,140,"['4022782e-cc88-435d-b029-ea5a2a453f9e', '49f5d802-ad5f-4eae-b12b-a64521d8bfbb']",1,,,,,,,,,,,,,,,,,,,Caen,140,00:01:01.565,Pass,True
,,,,,,,,,,,,,,,,0.424333,,,,,,,,,,,,,,04663970-c9ad-47db-9805-df18f2780b36,49,,"[60.6, 43.7]",3829499,1,,,,,-0.5028432,,Left Foot,,,,"[66.6, 40.4]",,Ground Pass,,6.847627,,,,,Julien Féret,2959.0,,,,,,,1,From Counter,Vincent Bessat,2992.0,Left Wing,6,Caen,140,"['5d6c32fb-38e5-44f1-b3f5-b7e8f610acf2', '89a1bd41-253c-45c4-a5be-1910c77b4b12']",4,,,,,,,,,,,,,,,,,,,Caen,140,00:01:04.873,Pass,True
,,,,,,,,,,,,,,,,1.385419,,,,,,,,,,,,,,9a9ce605-08a1-4567-bbc7-85fade888ca7,53,,"[40.4, 45.0]",3829499,1,,,,,-0.88397866,,Right Foot,,,,"[48.6, 35.0]",,Ground Pass,,12.932131,,,,,Ismaël Tiémoko Diomandé,3797.0,,,,,,Recovery,1,Regular Play,François Clerc,7707.0,Right Back,7,Saint-Étienne,135,['0f5ed2c6-1c0c-47a9-be86-77e1d033f34f'],6,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:06.418,Pass,
,,,,,,,,,,,,,,,,1.146651,,,,,,,,,,,,,,5b6f1473-fae0-49d6-8b39-c2da6b0050c6,57,,"[47.3, 29.9]",3829499,1,,,,,-2.954042,,Right Foot,,,,"[33.6, 27.3]",,Ground Pass,,13.944533,,,,,Loïc Perrin,4263.0,,,,,,,1,Regular Play,Ismaël Tiémoko Diomandé,3797.0,Right Defensive Midfield,7,Saint-Étienne,135,"['7aa23502-9fc4-446c-b9f5-48b75a51e40a', '94bc0f91-f2c3-4b5a-abf9-d625d09efae0']",8,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:08.130,Pass,True
,,,,,,,,,,,,,,,,2.323478,,,,,,,,,,,,,,60e55aab-6a50-4d92-8511-8d68d31c531e,60,,"[37.1, 27.0]",3829499,1,,,,,1.1165382,,Left Foot,,,,"[58.0, 69.8]",,High Pass,,47.63035,,,,,Valentin Eysseric,4254.0,,,True,,,,1,Regular Play,Loïc Perrin,4263.0,Left Center Back,7,Saint-Étienne,135,['bf7e407d-02ef-4cfa-ace5-4d53b226cf3e'],12,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:12.969,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,9b278278-2386-4bae-a022-b3740bc3649d,63,,"[80.0, 69.0]",3829499,1,,,,,0.4734753,,Right Foot,,,,"[96.2, 77.3]",,Ground Pass,,18.202473,,,,,Kévin Monnet-Paquet,4431.0,,,,,,,1,Regular Play,Valentin Eysseric,4254.0,Center Attacking Midfield,7,Saint-Étienne,135,['6460b209-0a21-4e28-8918-49ece2859f8d'],18,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:18.737,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,79c554dc-39d9-4503-a72f-29c2b834fab1,66,,"[92.8, 75.6]",3829499,1,,,,,-2.6271412,,Right Foot,,,,"[79.0, 67.8]",,Ground Pass,,15.851813,,,,,Ismaël Tiémoko Diomandé,3797.0,,,,,,,1,Regular Play,Kévin Monnet-Paquet,4431.0,Right Wing,7,Saint-Étienne,135,['62abec71-f491-4b3c-bb11-1df601227010'],21,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:21.330,Pass,
,,,,,,,,,,,,,,,,1.275574,,,,,,,,,,,,,,a88850a5-ceed-48b4-b14f-b4502111200a,70,,"[74.9, 62.9]",3829499,1,,,,,-2.7875953,,Right Foot,,,,"[61.1, 57.8]",,Ground Pass,,14.71224,,,,,Moustapha Bayal Sall,401468.0,,,,,,,1,Regular Play,Ismaël Tiémoko Diomandé,3797.0,Right Defensive Midfield,7,Saint-Étienne,135,"['2df7178c-97ee-4121-ae67-da592b3d2a26', '5c3fd569-e27b-4891-a1cd-342df1038b58']",23,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:23.871,Pass,True
,,,,,,,,,,,,,,,,2.656528,,,,,,,,,,,,,,e3175ea6-ed8e-4e0e-8f1a-111088f79a91,74,,"[61.5, 57.2]",3829499,1,,,,,-1.3425047,,Right Foot,,,,"[74.0, 3.4]",,High Pass,,55.23305,,,,,Jonathan Brison,7560.0,,,True,,,,1,Regular Play,Moustapha Bayal Sall,401468.0,Right Center Back,7,Saint-Étienne,135,"['1b23b123-8689-4884-af9e-320f3592e87e', '7b22e825-07f1-49d7-a940-a4a9d34a457d']",26,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:26.769,Pass,True
,,,,,,,,,,,,,,,,2.529135,,,,,,,,,,,,,,f82acb1f-dfb6-460b-94d3-a11f9cb502cc,77,,"[75.3, 2.6]",3829499,1,,,,,0.47817442,,Left Foot,,,,"[108.1, 19.6]",,High Pass,,36.94374,,,Incomplete,,Jean-Christophe Bahebeck,8469.0,,,,,,,1,Regular Play,Jonathan Brison,7560.0,Left Back,7,Saint-Étienne,135,"['5ca47886-cacc-43d8-ab7e-b7814d52c9fc', 'd0a3e180-e1c4-4a88-8c5d-6215b03a64d6']",30,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:30.893,Pass,
,,,,,,,,,,,,,,,,2.34804,,,,,,,,,,,,,,b78ffdf3-7dbd-4039-829d-de9106b16ee6,82,,"[1.8, 59.5]",3829499,1,,,,,1.0551124,,Right Foot,,,,"[12.4, 78.2]",,High Pass,,21.495348,,,,,Dennis Appiah,22111.0,,,,,,,1,Regular Play,Alaeddine Yahia,7444.0,Right Center Back,7,Saint-Étienne,135,"['10a11cdd-6e06-4458-9643-688b730151f1', '9191666d-b739-45b0-8fbb-7b4caf3bfebb']",35,,,,,,,,,,,,,,,,,,,Caen,140,00:01:35.215,Pass,True
,,,,,,,,,,,,,,,,3.035492,,,,,,,,,,,,,,bf86ec1f-ed49-40f2-93f7-90677d3c840c,84,,"[12.4, 78.2]",3829499,1,,,,,-0.047368605,,Right Foot,,,,"[56.7, 76.1]",,High Pass,,44.349747,,,Incomplete,,Andy Delort,3038.0,,,,,,,1,Regular Play,Dennis Appiah,22111.0,Right Back,7,Saint-Étienne,135,"['95b16a38-30c9-422a-965c-8247e4f5a01a', 'b6ad2f77-7681-42e5-b6dc-4f6bb9ce6249']",37,,,,,,,,,,,,,,,,,,,Caen,140,00:01:37.563,Pass,
,,,,,,,,,,,,,,,,0.914194,,,,,,,,,,,,,,95b16a38-30c9-422a-965c-8247e4f5a01a,86,,"[63.4, 4.0]",3829499,1,,,,,-0.012194517,,Left Foot,,,,"[79.8, 3.8]",,Low Pass,,16.40122,,,Incomplete,,Jonathan Brison,7560.0,,,,,,Recovery,1,Regular Play,Loïc Perrin,4263.0,Left Center Back,7,Saint-Étienne,135,"['0d51adee-6af3-4908-aefd-0377d821976a', '6d73b460-4e8e-4a6e-87da-b96318255d6d', 'bf86ec1f-ed49-40f2-93f7-90677d3c840c']",40,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:40.599,Pass,
,,,,,,,,,,,,,,,,0.269872,,,,,,,,,,,,,,6d73b460-4e8e-4a6e-87da-b96318255d6d,88,,"[40.3, 76.3]",3829499,1,,,,,-0.80829495,,Left Foot,,,,"[46.7, 69.6]",,Ground Pass,,9.265528,,,Incomplete,,Andy Delort,3038.0,,,,,,Recovery,1,Regular Play,Ronny Rodelin,2955.0,Right Wing,7,Saint-Étienne,135,"['05b978f2-6cbd-4ff2-add2-e06f08c6dc95', '427705f1-8db5-4ad9-93b3-2c7939d96d64', '95b16a38-30c9-422a-965c-8247e4f5a01a']",41,,,,,,,,,,,,,,,,,,,Caen,140,00:01:41.513,Pass,
,,,,,,,,,,,,,,,,0.918176,,,,,,,,,,,,,,bb7bf065-c804-4e81-83eb-a54433489aef,91,,"[61.8, 9.5]",3829499,1,,,,,-0.053282853,,Left Foot,,,,"[69.3, 9.1]",,Low Pass,,7.510659,,,,,Fabien Lemoine,7200.0,,,,,,Recovery,1,Regular Play,Loïc Perrin,4263.0,Left Center Back,7,Saint-Étienne,135,['19ed925f-861b-4557-9ee1-59b22ffc83be'],42,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:42.759,Pass,
,,,,,,,,,,,,,,,,3.116,,,,,,,,,,,,,,e335fc78-7d70-430c-a331-2f198526c059,93,,"[68.3, 9.3]",3829499,1,,,,,2.4079194,,Right Foot,,,,"[49.0, 26.7]",,Ground Pass,,25.985573,,,,,Moustapha Bayal Sall,401468.0,,,,,,,1,Regular Play,Fabien Lemoine,7200.0,Left Defensive Midfield,7,Saint-Étienne,135,['625fcb57-8bf8-4d6a-8ac3-9e525548a0d7'],43,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:43.677,Pass,
,,,,,,,,,,,,,,,,2.879628,,,,,,,,,,,,,,beba4d53-345f-46f3-b361-c2aa27443fa7,96,,"[52.5, 32.7]",3829499,1,,,,,0.16671656,,Right Foot,,,,"[104.2, 41.4]",,High Pass,,52.426903,,,,,Kévin Monnet-Paquet,4431.0,,,,Through Ball,True,,1,Regular Play,Moustapha Bayal Sall,401468.0,Right Center Back,7,Saint-Étienne,135,['6b2225d2-9b79-477c-9930-e73a3116734b'],48,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:48.148,Pass,
,,,,,,,,,,,,,,,,1.333836,,,,,,,,,,,,,,978a32a7-ec91-4369-aca8-05b17b04b84f,104,,"[36.4, 43.5]",3829499,1,,True,,,-0.30028147,,Right Foot,,,,"[56.1, 37.4]",,Ground Pass,,20.622803,,,,,Andy Delort,3038.0,,,,,,,1,Regular Play,Nicolas Seube,40698.0,Center Defensive Midfield,8,Caen,140,"['0ad44aa5-aa9a-4e4b-9b43-29c3448e30a7', 'd7bf221c-bf25-4c31-a82c-52f2be8494b0']",56,,,,,,,,,,,,,,,,,,,Caen,140,00:01:56.347,Pass,True
,,,,,,,,,,,,,,,,0.920986,,,,,,,,,,,,,,90caa169-e10a-4226-8506-e9dd0ac82cbe,106,,"[55.9, 38.1]",3829499,1,,,,,1.8025131,,Right Foot,,,,"[53.8, 47.0]",,Ground Pass,,9.144397,,,,,Jordan Leborgne,40701.0,,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,8,Caen,140,['4bd39b5e-7927-4a5f-b7ff-501951045174'],59,,,,,,,,,,,,,,,,,,,Caen,140,00:01:59.193,Pass,
,,,,,,,,,,,,,,,,0.948679,,,,,,,,,,,,,,7206f002-0607-477e-9e84-b11ca06ccb77,109,,"[53.8, 47.0]",3829499,2,,,,,-2.4668517,,Right Foot,,,,"[46.3, 41.0]",,Ground Pass,,9.604687,,,,,Nicolas Seube,40698.0,,,,,,,1,Regular Play,Jordan Leborgne,40701.0,Right Center Midfield,8,Caen,140,['194cff79-87d1-4d08-bc22-87c2cd913f96'],0,,,,,,,,,,,,,,,,,,,Caen,140,00:02:00.598,Pass,
,,,,,,,,,,,,,,,,2.123472,,,,,,,,,,,,,,60dc0013-4043-4538-ad55-f537b4bf0368,111,,"[46.3, 41.0]",3829499,2,,,,,-0.026425565,,Right Foot,,,,"[69.0, 40.4]",,Ground Pass,,22.707928,True,,Incomplete,,Andy Delort,3038.0,,,,,,,1,Regular Play,Nicolas Seube,40698.0,Center Defensive Midfield,8,Caen,140,"['11ee25c8-dc6f-41b8-8a33-69808102a98f', '6244da57-e223-40ea-b8a8-7f4d78f4c61f']",1,,,,,,,,,,,,,,,,,,,Caen,140,00:02:01.547,Pass,
,,,,,,,,,,,,,,,,0.807269,,,,,,,,,,,,,,6244da57-e223-40ea-b8a8-7f4d78f4c61f,113,,"[51.1, 39.7]",3829499,2,,,,,0.15741688,,Right Foot,,,,"[57.4, 40.7]",,Ground Pass,,6.3788714,,,,,Ismaël Tiémoko Diomandé,3797.0,,,,,,Recovery,1,Regular Play,Loïc Perrin,4263.0,Left Center Back,9,Saint-Étienne,135,"['60dc0013-4043-4538-ad55-f537b4bf0368', '67cd0d54-ce17-4014-b614-99acc253d9ac']",3,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:03.670,Pass,
,,,,,,,,,,,,,,,,0.759282,,,,,,,,,,,,,,e24336b4-2020-44f4-851a-ab958c59b3ef,117,,"[57.0, 40.3]",3829499,2,,,,,-2.9504082,,Right Foot,,,,"[50.8, 39.1]",,Ground Pass,,6.3150616,,,,,Loïc Perrin,4263.0,,,,,,,1,Regular Play,Ismaël Tiémoko Diomandé,3797.0,Right Defensive Midfield,9,Saint-Étienne,135,"['31a3e34e-b935-47a8-9da4-aebf2cbee593', '9a98d49a-2223-4312-92f4-603017ac31d2']",4,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:04.950,Pass,True
,,,,,,,,,,,,,,,,1.999997,,,,,,,,,,,,,,b9cb4609-0615-4f6d-971a-8c922709600d,120,,"[56.0, 36.4]",3829499,2,,,,,-1.6516058,,Right Foot,,,,"[53.7, 8.0]",,Ground Pass,,28.492981,,,,,Jonathan Brison,7560.0,,,,,,,1,Regular Play,Loïc Perrin,4263.0,Left Center Back,9,Saint-Étienne,135,['e20ff776-62d5-4d00-92d7-adcd89113b7b'],7,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:07.021,Pass,
