50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_penalty_saved_to_post,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,fc5f1b61-fcfe-4823-938a-cbc50093fae5,1,,,3900627,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4428, 'name': 'Mathieu Debuchy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6863, 'name': 'Mauro Wilney Arambarri Rosa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 3109, 'name': 'Malcom Filipe Silva de Oliveira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,9bcc4e14-f973-48d2-8e75-433c3fa78fae,2,,,3900627,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 3220, 'name': 'Franck Tabanou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3200, 'name': 'Renaud Cohade'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 4265, 'name': 'Oussama Tannane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 2944, 'name': 'Benjamin Corgnet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 3423, 'name': 'Alexander Toft Søderlund'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,f3e119d8-9ade-4ea1-af1e-2edc1ea2fbb7,3,,,3900627,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['b206027e-e8d5-4389-b0c5-1ab1381a3199'],0,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,b206027e-e8d5-4389-b0c5-1ab1381a3199,4,,,3900627,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['f3e119d8-9ade-4ea1-af1e-2edc1ea2fbb7'],0,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,d0a86f09-da7a-4140-831d-870a69702147,1444,,,3900627,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,102,Saint-Étienne,135,['25daa972-256d-49f1-8c3d-ee52103fe65b'],0,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,25daa972-256d-49f1-8c3d-ee52103fe65b,1445,,,3900627,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,102,Saint-Étienne,135,['d0a86f09-da7a-4140-831d-870a69702147'],0,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.274863,,,,,,,,,,,,,,,,,9bf615dd-3fb3-410d-ae63-707ba5868c93,5,,"[61.0, 40.1]",3900627,0,,,,2.0607536,,Right Foot,,,,"[59.4, 43.1]",,Ground Pass,,3.4,,,Enzo Crivelli,3184.0,,,,,Kick Off,1,From Kick Off,Diego Alejandro Rolan Silva,6739.0,Left Wing,2,Bordeaux,146,['0ceed9f8-737a-403d-8cb7-94d9e4295525'],0,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.463,Pass,
,,,,,,,,,,,,,,,,0.909251,,,,,,,,,,,,,,,,,acebbe1e-e724-45e9-b7b0-6085065ac6ba,8,,"[59.0, 43.2]",3900627,0,,,,-3.0606885,,Right Foot,,,,"[47.9, 42.3]",,Ground Pass,,11.136427,,,Mauro Wilney Arambarri Rosa,6863.0,,,,,,1,From Kick Off,Enzo Crivelli,3184.0,Center Forward,2,Bordeaux,146,['a8b5d59d-bd8a-4816-8192-f6dfbb51ce02'],1,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:01.081,Pass,
,,,,,,,,,,,,,,,,1.882171,,,,,,,,,,,,,,,,,f0700b3c-5b0b-476e-ac92-be72d2e62827,11,,"[46.1, 40.2]",3900627,0,,,,-2.1982846,,Right Foot,,,,"[32.9, 22.0]",,Ground Pass,,22.482882,,,Cédric Yambéré,3779.0,,,,,,1,From Kick Off,Mauro Wilney Arambarri Rosa,6863.0,Right Defensive Midfield,2,Bordeaux,146,['cb3ffd2e-cc87-4937-a189-abdd4dfe2566'],2,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:02.870,Pass,
,,,,,,,,,,,,,,,,3.075911,,,,,,,,,,,,,,,,,9e7961e1-09cd-4470-98f8-bfc542942e5d,14,,"[35.1, 21.6]",3900627,0,,,,-0.11029438,,Right Foot,,,,"[95.6, 14.9]",,High Pass,,60.86986,Incomplete,,Diego Alejandro Rolan Silva,6739.0,,,,,,1,From Kick Off,Cédric Yambéré,3779.0,Left Center Back,2,Bordeaux,146,"['16f18bfe-83bc-435c-8480-e2d2cf36903f', '94482d93-9a07-4d24-8775-6cba32e1f608']",6,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:06.024,Pass,
