50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0c625335-351d-4e03-bc16-2960ddee5021,1,,,3829505,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 7707, 'name': 'François Clerc'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 4601, 'name': 'Robert Berič'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a18644ab-60e5-42aa-a63f-c72ff52ae65e,2,,,3829505,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 7430, 'name': 'Kévin Mayi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e3c5d541-68b4-4327-bf1f-707a148e1563,3,,,3829505,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['7f6d011f-783c-4716-9810-4abb84a15a42'],0,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7f6d011f-783c-4716-9810-4abb84a15a42,4,,,3829505,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['e3c5d541-68b4-4327-bf1f-707a148e1563'],0,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,04a91578-1399-4362-b534-653731b873ad,1801,,,3829505,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Saint-Étienne,135,['5a9c987e-1078-4de3-b63b-005215c5428d'],0,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5a9c987e-1078-4de3-b63b-005215c5428d,1802,,,3829505,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Saint-Étienne,135,['04a91578-1399-4362-b534-653731b873ad'],0,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.934086,,,,,,,,,,,,f99b256c-9caf-4507-8d4c-daf1517dbbdc,5,,"[60.0, 40.0]",3829505,0,,True,,,-2.5158412,,Right Foot,,,"[46.3, 30.1]",,Ground Pass,,16.902662,,,Vincent Pajot,3414.0,,,,,,Kick Off,1,From Kick Off,Robert Berič,4601.0,Center Forward,2,Saint-Étienne,135,['959169ef-edb5-4ba2-b361-8681b5c05c1b'],0,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.498,Pass,
,,,,,,,,,,,,,,,0.690391,,,,,,,,,,,,d7f79f68-dfbd-4359-8333-a7a789c5a4d0,7,,"[48.2, 27.5]",3829505,0,,,,,1.6413313,,Right Foot,,,"[46.9, 45.9]",,Ground Pass,,18.445868,,,Fabien Lemoine,7200.0,,,,,,,1,From Kick Off,Vincent Pajot,3414.0,Left Defensive Midfield,2,Saint-Étienne,135,['5c7d4ad9-08db-40f7-acb7-e8b172178dbb'],2,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:02.177,Pass,
,,,,,,,,,,,,,,,1.6794,,,,,,,,,,,,dc907f14-55f9-44f6-acf4-58cda82b401b,10,,"[51.6, 48.7]",3829505,0,,,,,1.9246995,,Right Foot,,,"[44.1, 69.0]",,Ground Pass,,21.641165,,,François Clerc,7707.0,,,,,,,1,From Kick Off,Fabien Lemoine,7200.0,Right Defensive Midfield,2,Saint-Étienne,135,['945fa71b-4a7e-47ff-b821-738e5ee5da96'],5,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:05.525,Pass,
,,,,,,,,,,,,,,,1.408966,,,,,,,,,,,,e7b1818d-4607-43af-9cb3-49d6b23b555d,12,,"[44.3, 68.6]",3829505,0,,,,,-1.8388013,,Right Foot,,,"[39.0, 49.3]",,Ground Pass,,20.014494,,,Moustapha Bayal Sall,401468.0,,,,,,,1,From Kick Off,François Clerc,7707.0,Right Back,2,Saint-Étienne,135,['56bcf4e6-ab67-452a-8b82-f76d67bef16c'],7,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:07.204,Pass,
