50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,3.406291,,,,,,,,,,,,,ae6ba108-14ce-4d23-ad54-8699a3a2e121,16,,"[45.5, 12.0]",3829415,0,,,,-0.04532042,,Left Foot,,"[89.6, 10.0]",,High Pass,,44.14533,,Incomplete,,Floyd Ayité,15689.0,,,,,,1,From Kick Off,François Modesto,401194.0,Left Center Back,2,Bastia,2736,"['0b0aec59-a29e-4e03-94bf-02e6f8e9fc99', '533e73dc-86d0-4647-b863-d1ce7b4a7b03']",10,,,,,,,,,,,,,,,,Bastia,2736,00:00:10.756,Pass,
,,,,,,,,,,,,,,,,,,1.479162,,,,,,,,,,,,,0b0aec59-a29e-4e03-94bf-02e6f8e9fc99,19,,"[30.5, 70.1]",3829415,0,,,True,0.5502472,,,,"[42.4, 77.4]",,Low Pass,,13.960659,,,,Steven Moreira,7197.0,,,,,Recovery,1,From Kick Off,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,2,Bastia,2736,"['7482a36b-1913-4b5e-a59f-8c875c071bce', 'ae6ba108-14ce-4d23-ad54-8699a3a2e121', 'e104cc63-00aa-401b-af5a-f3ea720a95bf']",14,,,,,,,,,,,,,,,,Rennes,134,00:00:14.162,Pass,True
,,,,,,,,,,,,,,,,,,1.744932,,,,,,,,,,,,,1f2733ee-e0bb-4c04-ad07-803a5ad44436,22,,"[43.0, 77.4]",3829415,0,,,,-0.83328485,,Right Foot,,"[57.9, 61.0]",,High Pass,,22.157843,,Incomplete,,Abdoulaye Doucouré,3292.0,,,,,,1,From Kick Off,Steven Moreira,7197.0,Right Wing Back,2,Bastia,2736,"['124afbea-9a4c-447d-8d36-b4a0033df6e9', '18666b70-0b1c-4083-b8da-643e92cf6fe4', 'caa481e2-d9c4-4a10-919f-e5efcfb53959']",15,,,,,,,,,,,,,,,,Rennes,134,00:00:15.641,Pass,True
,,,,,,,,,,,,,,,,,,1.798672,,,,,,,,,,,,,caa481e2-d9c4-4a10-919f-e5efcfb53959,24,,"[62.2, 19.1]",3829415,0,,,,-0.22646226,,Right Foot,,"[83.9, 14.1]",,High Pass,,22.268587,,,,Floyd Ayité,15689.0,,,,,Recovery,1,From Kick Off,François Modesto,401194.0,Left Center Back,2,Bastia,2736,"['1f2733ee-e0bb-4c04-ad07-803a5ad44436', 'e026be22-1067-45f9-a6f1-f26280a2b8c3']",17,,,,,,,,,,,,,,,,Bastia,2736,00:00:17.386,Pass,
,,,,,,,,,,,,,,,,,,0.701746,,,,,,,,,,,,,41699607-f1b1-4e17-ab58-314957cde9b7,28,,"[84.5, 14.9]",3829415,0,,,,3.0443394,,Right Foot,,"[76.3, 15.7]",,Ground Pass,,8.238932,,,,Seko Fofana,7791.0,,,,,,1,From Kick Off,Floyd Ayité,15689.0,Left Wing,2,Bastia,2736,"['da8ade6a-dd6c-4a39-9779-2888ac124985', 'f64c94f9-53a7-4224-b093-51c3fb705940']",20,,,,,,,,,,,,,,,,Bastia,2736,00:00:20.721,Pass,True
,,,,,,,,,,,,,,,,,,0.69663,,,,,,,,,,,,,c08ef7dc-d04e-47c4-bdea-0bdb337bf793,31,,"[69.8, 8.9]",3829415,0,,,,-1.5707964,,Left Foot,,"[69.8, 5.9]",,Ground Pass,,3.0,,,,Julian Palmieri,4508.0,,,,,,1,From Kick Off,Seko Fofana,7791.0,Left Defensive Midfield,2,Bastia,2736,['cf7a8e37-0746-48a1-b2d8-241160e9d8a6'],22,,,,,,,,,,,,,,,,Bastia,2736,00:00:22.964,Pass,
,,,,,,,,,,,,,,,,,,1.416628,,,,,,,,,,,,,c6d3b73e-143a-42c6-8d9a-98f3457e9009,34,,"[64.7, 7.3]",3829415,0,,,,-2.974491,,Right Foot,,"[48.1, 4.5]",,Ground Pass,,16.834488,,,,François Modesto,401194.0,,,,,,1,From Kick Off,Julian Palmieri,4508.0,Left Back,2,Bastia,2736,['c17d600d-1110-485e-b736-967ce2803168'],25,,,,,,,,,,,,,,,,Bastia,2736,00:00:25.506,Pass,
,,,,,,,,,,,,,,,,,,2.125191,,,,,,,,,,,,,bece725c-2105-4591-af7f-e60d2f091d45,38,,"[50.6, 3.6]",3829415,0,,,,0.19515842,,Left Foot,,"[85.0, 10.4]",,High Pass,,35.06565,,Incomplete,,Abdoulaye Sadio Diallo,31711.0,,,,,,1,From Kick Off,François Modesto,401194.0,Left Center Back,2,Bastia,2736,"['1cf50022-4bf5-4b00-9cff-a45dab61bc5c', '3173416b-8196-475d-802a-cc12659e7f33', '79407a26-f59c-4e78-b20e-6812f3ca68c5']",28,,,,,,,,,,,,,,,,Bastia,2736,00:00:28.012,Pass,True
,,,,,,,,,,,,,,,,,,3.21969,,,,,,,,,,,,,06044797-e8b9-42c7-a773-97b6c5615cee,54,,"[31.2, 35.9]",3829415,1,,,,0.5893832,,Right Foot,,"[81.3, 69.4]",,High Pass,,60.268234,,,,Steven Moreira,7197.0,,,,,Free Kick,1,From Free Kick,Benoît Guy Robert Costil,3354.0,Goalkeeper,4,Rennes,134,['4d1fd78a-9100-4cbc-b7d5-f75a26475e01'],3,,,,,,,,,,,,,,,,Rennes,134,00:01:03.778,Pass,
,,,,,,,,,,,,,,,,,,1.424895,,,,,,,,,,,,,ee7ea0ba-0aaf-45ac-9cde-45c90e550774,57,,"[79.9, 68.1]",3829415,1,,,,-2.6868734,,Right Foot,,"[66.4, 61.5]",,Ground Pass,,15.026976,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,1,From Free Kick,Steven Moreira,7197.0,Right Wing Back,4,Rennes,134,['a1653ab4-7d0c-4d67-a794-f8a000f2cf27'],9,,,,,,,,,,,,,,,,Rennes,134,00:01:09.208,Pass,
,,,,,,,,,,,,,,,,,,0.581017,,,,,,,,,,,,,6ae681e7-37bf-4a52-8970-826227baaed4,60,,"[66.4, 61.5]",3829415,1,,,,-0.32175055,,Right Foot,,"[71.2, 59.9]",,Ground Pass,,5.059644,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,1,From Free Kick,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,4,Rennes,134,['6c4ea0a2-1dcb-44a8-8c60-fad995ef1b69'],11,,,,,,,,,,,,,,,,Rennes,134,00:01:11.485,Pass,
,,,,,,,,,,,,,,,,,,1.717472,,,,,,,,,,,,,43fe2a47-ae28-45e4-8211-cbbf2551acc1,63,,"[68.1, 61.5]",3829415,1,,,,-2.917569,,Right Foot,,"[52.3, 57.9]",,Ground Pass,,16.204937,,,,Edson André Sitoe,3250.0,,,,,,1,From Free Kick,Gélson da Conceição Tavares Fernandes,8672.0,Right Defensive Midfield,4,Rennes,134,['a06d8702-43da-4d91-954f-266909e49c4d'],12,,,,,,,,,,,,,,,,Rennes,134,00:01:12.765,Pass,
,,,,,,,,,,,,,,,,,,0.753891,,,,,,,,,,,,,9e0f9881-4395-452e-8b2a-911043c93f59,66,,"[52.3, 57.9]",3829415,1,,,,-0.23109066,,Right Foot,,"[57.4, 56.7]",,Ground Pass,,5.239275,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,1,From Free Kick,Edson André Sitoe,3250.0,Center Back,4,Rennes,134,['a655d142-7450-4cc7-a97b-7523021a8023'],15,,,,,,,,,,,,,,,,Rennes,134,00:01:15.418,Pass,
,,,,,,,,,,,,,,,,,,1.7589,,,,,,,,,,,,,c38ee392-81b4-4ac5-b26e-542a1bf7c383,69,,"[57.1, 54.2]",3829415,1,,,,-2.0775604,,Right Foot,,"[43.0, 28.8]",,Ground Pass,,29.051163,,,,Sylvain Armand,40699.0,,,,,,1,From Free Kick,Gélson da Conceição Tavares Fernandes,8672.0,Right Defensive Midfield,4,Rennes,134,['1430a9b7-24c1-4cf7-bfcd-8e133d145737'],17,,,,,,,,,,,,,,,,Rennes,134,00:01:17.119,Pass,
,,,,,,,,,,,,,,,,,,1.38947,,,,,,,,,,,,,4985d22c-a963-4047-afdc-daf0b1b7f24f,72,,"[43.0, 28.8]",3829415,1,,,,1.5860236,,Left Foot,,"[42.7, 48.5]",,Ground Pass,,19.702284,,,,Edson André Sitoe,3250.0,,,,,,1,From Free Kick,Sylvain Armand,40699.0,Left Center Back,4,Rennes,134,['2e167155-9dc1-49e0-97e6-f70a9266a030'],20,,,,,,,,,,,,,,,,Rennes,134,00:01:20.631,Pass,
,,,,,,,,,,,,,,,,,,2.028105,,,,,,,,,,,,,e0249df4-d2d9-4373-b087-1e0240403ba4,75,,"[43.3, 50.0]",3829415,1,,,,1.3299499,,Right Foot,,"[48.9, 72.8]",,Ground Pass,,23.47765,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,1,From Free Kick,Edson André Sitoe,3250.0,Center Back,4,Rennes,134,['b32b48eb-b3f4-482b-93d9-151a44687d4a'],23,,,,,,,,,,,,,,,,Rennes,134,00:01:23.468,Pass,
,,,,,,,,,,,,,,,,,,3.982067,,,,,,,,,,,,,8ae55514-f718-4c62-aa60-4e437bc839d4,78,,"[50.9, 70.8]",3829415,1,,,,-0.25152403,,Right Foot,,"[115.5, 54.2]",,High Pass,,66.69872,,Incomplete,,Abdoulaye Doucouré,3292.0,,,,,,1,From Free Kick,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,4,Rennes,134,"['779abac2-d7c5-49ea-9a72-e72db0e6ca8e', 'dde926c3-1443-4a82-b5f9-0bfb733a599d']",26,,,,,,,,,,,,,,,,Rennes,134,00:01:26.872,Pass,
,,,,,,,,,,,,,,,,,,3.277236,,,,,,,,,,,,,1fb6afff-8612-4917-bb8a-8cc50b8d5e71,82,,"[15.8, 44.5]",3829415,1,,,,-0.0047021597,,Drop Kick,,"[79.6, 44.2]",,High Pass,,63.800705,,Incomplete,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,,1,From Free Kick,Jean-Louis Leca,7282.0,Goalkeeper,4,Rennes,134,"['a5fad3c0-d3fc-4fd1-88c9-a91458c2a4e3', 'd83b6b63-8f29-449a-99d8-f76753ef3179']",45,,,,,,,,,,,,,,,,Bastia,2736,00:01:45.273,Pass,
,,,,,,,,,,,,,,,,,,1.567866,,,,,,,,,,,,,a5fad3c0-d3fc-4fd1-88c9-a91458c2a4e3,85,,"[40.5, 35.9]",3829415,1,,,True,0.113150984,,,,"[44.9, 36.4]",,High Pass,,4.428318,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,Recovery,1,From Free Kick,Edson André Sitoe,3250.0,Center Back,4,Rennes,134,"['1fb6afff-8612-4917-bb8a-8cc50b8d5e71', '2c5afd3d-eb34-430c-8b62-b5bf8411a39d', '74a22e7e-dab6-40c9-9e8b-5dd6da5cc87c']",48,,,,,,,,,,,,,,,,Rennes,134,00:01:48.551,Pass,True
,,,,,,,,,,,,,,,,,,2.065178,,,,,,,,,,,,,ba0a378d-59ca-4fa3-b26b-5de8416f0195,88,,"[44.7, 36.7]",3829415,1,,,,-1.3770548,,Head,,"[47.8, 20.9]",,High Pass,,16.101242,,Incomplete,,Yacouba Sylla,29714.0,,,,,,1,From Free Kick,Gélson da Conceição Tavares Fernandes,8672.0,Right Defensive Midfield,4,Rennes,134,"['279d07da-23e1-4bed-aab0-e7da0f0c3fd6', '2acdcd18-e6dd-4f47-a1b3-5d2569f6a84b']",50,,,,,,,,,,,,,,,,Rennes,134,00:01:50.119,Pass,
,,,,,,,,,,,,,,,,,,4.312881,,,,,,,,,,,,,279d07da-23e1-4bed-aab0-e7da0f0c3fd6,91,,"[72.3, 59.2]",3829415,1,,,,0.17616518,,Right Foot,,"[110.5, 66.0]",,High Pass,,38.800514,,Incomplete,,François Kamano,3405.0,,,,,Recovery,1,From Free Kick,Yannick Cahuzac,4350.0,Right Defensive Midfield,4,Rennes,134,"['0c46d749-b45e-4c9a-934e-56beaa42d2fa', '15c2886b-cf94-4aad-b298-4f1a8db31b0c', 'ba0a378d-59ca-4fa3-b26b-5de8416f0195', 'f1cacf45-c8b1-4c3e-9e85-f5a8d7f4c5f4']",52,,,,,,,,,,,,,,,,Bastia,2736,00:01:52.184,Pass,True
,,,,,,,,,,,,,,,,,,1.477349,,,,,,,,,,,,,0c46d749-b45e-4c9a-934e-56beaa42d2fa,93,,"[9.6, 14.1]",3829415,1,,,,-0.74016154,,Left Foot,,"[22.3, 2.5]",,High Pass,,17.20029,,,,Ludovic Baal,2985.0,,,,,Recovery,1,From Free Kick,Sylvain Armand,40699.0,Left Center Back,4,Rennes,134,"['279d07da-23e1-4bed-aab0-e7da0f0c3fd6', 'f1dd112b-dcbc-4cfd-a7be-f84efc10fb5e']",56,,,,,,,,,,,,,,,,Rennes,134,00:01:56.497,Pass,
,,,,,,,,,,,,,,,,,,1.873088,,,,,,,,,,,,,b61babcc-d37e-4379-abbd-c308f917de7d,95,,"[22.3, 2.5]",3829415,1,,,,0.7670516,,Head,,"[33.4, 13.2]",,High Pass,,15.417522,,,,Yacouba Sylla,29714.0,,,,,,1,From Free Kick,Ludovic Baal,2985.0,Left Wing Back,4,Rennes,134,['65f1b068-464e-40df-bc67-0b4c9f6cddbd'],57,,,,,,,,,,,,,,,,Rennes,134,00:01:57.974,Pass,
,,,,,,,,,,,,,,,,,,0.548354,,,,,,,,,,,,,38dc25df-37ff-493d-9586-dbde76afe579,97,,"[33.4, 13.2]",3829415,1,,,,0.61586994,,Right Foot,,"[39.9, 17.8]",,Low Pass,,7.9630394,,Incomplete,,,,,,,,,1,From Free Kick,Yacouba Sylla,29714.0,Left Defensive Midfield,4,Rennes,134,['f83d5d42-9f17-4281-b7a0-4822876487b7'],59,,,,,,,,,,,,,,,,Rennes,134,00:01:59.847,Pass,
,,,,,,,,,,,,,,,,,,0.855534,,,,,,,,,,,,,511521b5-609b-481d-8c9d-5efb6a5a497d,102,,"[82.2, 67.1]",3829415,2,,,,0.46028063,,Right Foot,,"[94.1, 73.0]",,Ground Pass,,13.282319,,,,François Kamano,3405.0,,,,,,1,Regular Play,Abdoulaye Sadio Diallo,31711.0,Center Attacking Midfield,5,Bastia,2736,['a7344b7c-64c0-4506-be86-11209e5a8036'],1,,,,,,,,,,,,,,,,Bastia,2736,00:02:01.957,Pass,
,,,,,,,,,,,,,,,,,,1.141301,,,,,,,,,,,,,e9cf09fd-c768-4a85-868b-1a8f5c1457c6,105,,"[103.4, 77.6]",3829415,2,,,,-1.4456042,,Right Foot,True,"[107.1, 48.2]",,Low Pass,,29.631908,,Incomplete,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,,1,Regular Play,François Kamano,3405.0,Right Wing,5,Bastia,2736,"['09f224ea-41b3-414d-8b0f-20472da2b0b0', '49b40c21-52e9-4f88-9df9-fca67dfb4ab5']",4,,,,,,,,,,,,,,,,Bastia,2736,00:02:04.612,Pass,
,,,,,,,,,,,,,,,,,,0.601475,,,,,,,,,,,,,5126c068-789a-4f48-a7aa-a7540f436f2c,110,,"[104.5, 41.1]",3829415,2,,,,-2.5762563,,Left Foot,,"[95.2, 35.2]",,Ground Pass,,11.013628,,,,Floyd Ayité,15689.0,,,,,,1,Regular Play,Evaeverson Lemos da Silva Brandão,401541.0,Center Forward,5,Bastia,2736,['62022e47-907e-4891-9ed6-e1d5a1f0a6de'],7,,,,,,,,,,,,,,,,Bastia,2736,00:02:07.911,Pass,
,,,,,,,,,,,,,,,,,,1.413348,,,,,,,,,,,,,c66b1226-ffae-481b-8775-d5f6bd30d824,114,,"[97.8, 20.0]",3829415,2,,,,-2.2992613,,Right Foot,,"[88.7, 9.8]",,Ground Pass,,13.669309,,,,Julian Palmieri,4508.0,,,,,,1,Regular Play,Floyd Ayité,15689.0,Left Wing,5,Bastia,2736,['c31c3272-7168-45a3-9a20-ebfe3d463313'],12,,,,,,,,,,,,,,,,Bastia,2736,00:02:12.027,Pass,
,,,,,,,,,,,,,,,,,,1.060421,,,,,,,,,,,,,754c392f-df7a-4a8e-ba8d-b820d2ade424,125,,"[13.9, 80.0]",3829415,2,True,,,-0.34017393,,,,"[31.7, 73.7]",,High Pass,,18.882002,,Incomplete,,Giovanni-Guy Yann Sio,3018.0,,,,,Throw-in,1,From Throw In,Steven Moreira,7197.0,Right Wing Back,6,Rennes,134,"['e92a58ed-aca0-40fe-af07-e9973537dcd0', 'ea216f17-00bb-46f6-b8e5-1112ac42c7fc']",33,,,,,,,,,,,,,,,,Rennes,134,00:02:33.326,Pass,
,,,,,,,,,,,,,,,,,,0.958663,,,,,,,,,,,,,ea216f17-00bb-46f6-b8e5-1112ac42c7fc,127,,"[88.4, 6.4]",3829415,2,,,,-0.29675576,,Left Foot,,"[100.5, 2.7]",,Ground Pass,,12.653063,,,,Floyd Ayité,15689.0,,,,,Recovery,1,Regular Play,Julian Palmieri,4508.0,Left Back,7,Bastia,2736,"['54bb81f5-26a8-49b4-bbd4-ed6096cec905', '754c392f-df7a-4a8e-ba8d-b820d2ade424']",34,,,,,,,,,,,,,,,,Bastia,2736,00:02:34.386,Pass,
,,,,,,,,,,,,,,,,,,1.372836,,,,,,,,,,,,,2c7c805d-1e6e-46a1-957e-70b4ed62d392,134,,"[113.3, 1.3]",3829415,2,,,,1.3944557,,Left Foot,True,"[120.0, 38.9]",,High Pass,,38.192276,,Out,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,,1,Regular Play,Floyd Ayité,15689.0,Left Wing,7,Bastia,2736,['a2afcf1b-bbee-4eb9-a2bb-de17c336f048'],38,,,,,,,,,,,,,,,,Bastia,2736,00:02:38.224,Pass,
,,,,,,,,,,,,,,,,,,3.583773,,,,,,,,,,,,,09e09d0e-dfcf-4c38-a4b9-87e499e61262,136,,"[7.0, 36.1]",3829415,2,,,,0.43485975,,Right Foot,,"[69.0, 64.9]",,High Pass,,68.362564,,,,Abdoulaye Doucouré,3292.0,,,,,Goal Kick,1,From Goal Kick,Benoît Guy Robert Costil,3354.0,Goalkeeper,8,Rennes,134,['151c678c-9c81-4cb1-bcd9-d1970bbc52b3'],59,,,,,,,,,,,,,,,,Rennes,134,00:02:59.851,Pass,
