ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,77a10653-8b68-4124-bc83-812b6b6f8a42,1,,,,3901197,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3121, 'name': 'Moustapha Elhadji Diallo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 26}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 4799, 'name': 'Sloan Privat'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,41b4d0bd-b446-4246-8f87-2a26eba2924a,2,,,,3901197,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7b6d47c4-7e18-42cf-874b-ab8f263bd412,3,,,,3901197,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['c1d8bc18-b980-43c1-82f5-e30964855705'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c1d8bc18-b980-43c1-82f5-e30964855705,4,,,,3901197,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['7b6d47c4-7e18-42cf-874b-ab8f263bd412'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,416f4462-06c8-424d-9f16-6f398eb755cf,1598,,,,3901197,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,99,Montpellier,139,['c90c899e-2504-44de-b6b1-1949a9c2d5fc'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c90c899e-2504-44de-b6b1-1949a9c2d5fc,1599,,,,3901197,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,99,Montpellier,139,['416f4462-06c8-424d-9f16-6f398eb755cf'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.32116,,,,,,,,,,,,,762190a9-0e71-46ab-9d62-6ba090074ae9,5,,,"[61.0, 40.1]",3901197,0,,,,,-2.0344439,,Right Foot,,"[60.4, 38.9]",,Ground Pass,,1.3416408,,,Ryad Boudebouz,6661.0,,,,,Kick Off,1,From Kick Off,Souleymane Camara,3679.0,Right Center Forward,2,Montpellier,139,['4eb9068e-b063-4112-9efd-9506b0a683f2'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.734,Pass,
,,,,,,,,,,,,,,,1.495833,,,,,,,,,,,,,50037022-7851-4f97-8ed6-300cd74a3dc4,8,,,"[60.4, 38.4]",3901197,0,,,,,-1.6041173,,Left Foot,,"[59.4, 8.4]",,Ground Pass,,30.016663,,,Jérôme Roussillon,3676.0,,,,,,1,From Kick Off,Ryad Boudebouz,6661.0,Center Attacking Midfield,2,Montpellier,139,['afc7f2c4-9474-4d61-8061-231ccecf08bb'],2,,,,,,,,,,,,,,,,,Montpellier,139,00:00:02.202,Pass,
,,,,,,,,,,,,,,,1.379445,,,,,,,,,,,,,eca2acf8-ce88-44f5-aa54-4193514a2f4e,12,,,"[58.8, 8.4]",3901197,0,,,,,2.7783666,,Left Foot,,"[36.7, 16.8]",,Low Pass,,23.642546,,,William Jean Rémy,4669.0,,,,,,1,From Kick Off,Jérôme Roussillon,3676.0,Left Back,2,Montpellier,139,"['62470ed1-2930-4d76-a654-1ee3c60c1f13', '7d96a0e3-71dd-4317-afe1-4265d5b92c2b']",4,,,,,,,,,,,,,,,,,Montpellier,139,00:00:04.719,Pass,True
,,,,,,,,,,,,,,,2.376138,,,,,,,,,,,,,476a89a1-7f98-40c5-a1fb-e9be37057595,15,,,"[29.7, 21.6]",3901197,0,,,,,1.5653319,,Right Foot,,"[29.9, 58.2]",,Ground Pass,,36.600548,,,Vitorino Hilton da Silva,3674.0,,,,,,1,From Kick Off,William Jean Rémy,4669.0,Left Center Back,2,Montpellier,139,['e21436bd-398b-4dd0-bc4c-2e6df24f70e5'],7,,,,,,,,,,,,,,,,,Montpellier,139,00:00:07.550,Pass,
