50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.738872,,,,,,,,,,,,,,f868a6d6-3558-4158-8029-f9182adb7d73,14,,,"[65.1, 11.7]",3900529,0,,,,0.8908875,,Right Foot,,,,"[80.3, 30.5]",,High Pass,,24.176022,,Incomplete,,Mana Dembélé,7483.0,,,,,Recovery,1,From Kick Off,Dorian Lévêque,30182.0,Left Back,2,Guingamp,142,"['2be1d263-7eed-4a4c-be28-1908ad8629b3', 'db434fcf-74ac-4cc8-b6a3-d99d6c982700', 'ffc184c7-32bd-40d6-aee4-02ffc83c9c93']",6,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:06.145,Pass,
,,,,,,,,,,,,,,,,,1.494987,,,,,,,,,,,,,,2be1d263-7eed-4a4c-be28-1908ad8629b3,17,,,"[39.8, 49.6]",3900529,0,,,True,0.23554498,,,,,,"[44.8, 50.8]",,High Pass,,5.141984,,,,Jérémy Clément,7442.0,,,,,Recovery,1,Regular Play,Loïc Perrin,4263.0,Left Center Back,3,Saint-Étienne,135,"['24aca7fa-7cfb-47c2-a0df-a80a737d6380', 'eeed7a94-6653-4ca0-b705-2811a359e7b8', 'f868a6d6-3558-4158-8029-f9182adb7d73']",8,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:08.884,Pass,True
,,,,,,,,,,,,,,,,,0.847086,,,,,,,,,,,,,,23136778-cbdb-4147-994c-cdd8d7738f3b,19,,,"[44.8, 50.8]",3900529,0,,,,1.9562902,,Head,,,,"[42.0, 57.7]",,High Pass,,7.4464755,,,,Fabien Lemoine,7200.0,,,,,,1,Regular Play,Jérémy Clément,7442.0,Left Defensive Midfield,3,Saint-Étienne,135,['3922bc62-348b-4802-b79d-95945ca4cbe0'],10,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:10.379,Pass,
,,,,,,,,,,,,,,,,,1.116689,,,,,,,,,,,,,,e5516d6f-093a-4077-bc38-c94c4938ae8f,23,,,"[42.6, 56.8]",3900529,0,,,,0.32887632,,Right Foot,,,,"[55.2, 61.1]",,Ground Pass,,13.313527,,,,Valentin Eysseric,4254.0,,,,,,1,Regular Play,Fabien Lemoine,7200.0,Right Defensive Midfield,3,Saint-Étienne,135,['b859e3da-2805-4cfe-9b78-c23995ab3312'],11,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:11.789,Pass,
,,,,,,,,,,,,,,,,,1.453411,,,,,,,,,,,,,,2d7d67b1-bb67-4a66-a491-2c37428aa35b,26,,,"[75.4, 64.3]",3900529,0,,,,0.9423965,,Right Foot,,,,"[86.3, 79.3]",,Ground Pass,,18.542114,,Out,,Romain Hamouma,4260.0,,,,,,1,Regular Play,Valentin Eysseric,4254.0,Center Attacking Midfield,3,Saint-Étienne,135,['433c6245-29d4-488c-8456-ca40abce2138'],15,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:15.717,Pass,
,,,,,,,,,,,,,,,,,1.830398,,,,,,,,,,,,,,f6813bf1-81bc-4e69-ba1b-2f395a051e72,28,,,"[33.2, 0.1]",3900529,0,,,,0.2848909,,,,,,"[61.2, 8.3]",,High Pass,,29.176018,,,,Jimmy Briand,3213.0,,,,,Throw-in,1,From Throw In,Lars Christian Jacobsen,20199.0,Right Back,4,Guingamp,142,['500916e4-8691-4c2f-b379-2b899d105766'],24,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:24.250,Pass,
,,,,,,,,,,,,,,,,,0.736219,,,,,,,,,,,,,,bc5c01f0-b464-460f-b07d-0c362087e8ea,33,,,"[62.3, 11.7]",3900529,0,,,,-2.8049178,,Right Foot,,,,"[56.3, 9.6]",,Ground Pass,,6.356886,,,,Yannis Salibur,3122.0,,,,,,1,From Throw In,Jimmy Briand,3213.0,Left Center Forward,4,Guingamp,142,['1db0535e-9417-470c-9fe7-7f40cb3497d6'],27,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:27.394,Pass,
,,,,,,,,,,,,,,,,,0.949044,,,,,,,,,,,,,,f5c39164-77d3-4f09-94b1-8458b3388eb7,37,,,"[56.5, 8.9]",3900529,0,,,,0.14562838,,Right Foot,,,,"[71.5, 11.1]",,Ground Pass,,15.160475,,,,Mana Dembélé,7483.0,,,,,,1,From Throw In,Yannis Salibur,3122.0,Left Midfield,4,Guingamp,142,['17abcb44-90d3-48aa-a788-7032692d4bf4'],28,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:28.150,Pass,
,,,,,,,,,,,,,,,,,0.647846,,,,,,,,,,,,,,bafb118f-b7b7-49dc-9b7d-bea7d2482491,41,,,"[71.3, 11.1]",3900529,0,,,,1.8925469,,Right Foot,,,,"[69.1, 17.7]",,Ground Pass,,6.9570107,,Incomplete,,,,,,,,,1,From Throw In,Mana Dembélé,7483.0,Right Center Forward,4,Guingamp,142,['826fcc77-2e7d-4761-a993-744d58e52812'],30,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:30.661,Pass,
,,,,,,,,,,,,,,,,,0.46488,,,,,,,,,,,,,,102a2593-da30-418e-aa27-1d0fbcaf07e6,45,,,"[53.7, 5.1]",3900529,0,,,,-0.29988524,,Left Foot,,,,"[68.9, 0.4]",,Ground Pass,,15.91006,,Out,,,,,,,,,1,From Throw In,Dorian Lévêque,30182.0,Left Back,4,Guingamp,142,,34,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:34.181,Pass,
,,,,,,,,,,,,,,,,,1.137294,,,,,,,,,,,,,,eb6f9c98-617b-4222-94cb-dd62c16d6db7,46,,,"[52.5, 80.0]",3900529,0,True,,,-0.4636476,,,,,,"[64.7, 73.9]",,Low Pass,,13.640015,,,,Romain Hamouma,4260.0,,,,,Throw-in,1,From Throw In,Ronaël Pierre-Gabriel,4258.0,Right Back,5,Saint-Étienne,135,['1624f908-1e14-4664-ae2e-12f169fdd7a8'],40,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:40.738,Pass,
,,,,,,,,,,,,,,,,,1.776663,,,,,,,,,,,,,,049bc0d5-8e12-4bfe-8d31-1d8089982e66,49,,,"[62.9, 73.7]",3900529,0,,,,-0.36314702,,Right Foot,,,,"[77.9, 68.0]",,Low Pass,,16.046495,,Incomplete,,Neal Maupay,4766.0,,,,,,1,From Throw In,Romain Hamouma,4260.0,Right Wing,5,Saint-Étienne,135,"['a092e2d1-444e-476b-9c61-14186b198372', 'bc7a8b38-09d1-448e-a9fc-95f765af6279']",41,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:41.875,Pass,
,,,,,,,,,,,,,,,,,0.671569,,,,,,,,,,,,,,bc7a8b38-09d1-448e-a9fc-95f765af6279,52,,,"[42.2, 12.1]",3900529,0,,,,-0.044415217,,Right Foot,,,,"[55.7, 11.5]",,High Pass,,13.513327,,Incomplete,,,,,,,,Recovery,1,From Throw In,Jérémy Sorbon,3124.0,Left Center Back,5,Saint-Étienne,135,"['049bc0d5-8e12-4bfe-8d31-1d8089982e66', 'd4c32e36-967f-42f3-b3d2-ad43bd4c4fcb']",43,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:43.652,Pass,
,,,,,,,,,,,,,,,,,1.344992,,,,,,,,,,,,,,d4c32e36-967f-42f3-b3d2-ad43bd4c4fcb,53,,,"[64.4, 68.6]",3900529,0,,,,-0.9104901,,Head,,,,"[79.0, 49.8]",,Low Pass,,23.803362,,Incomplete,,Neal Maupay,4766.0,,,,,Recovery,1,From Throw In,Fabien Lemoine,7200.0,Right Defensive Midfield,5,Saint-Étienne,135,"['11100ca1-cc1a-4013-9915-16737f55632a', '3315141c-a94b-49f2-b4c9-585b0c6a48cf', 'bc7a8b38-09d1-448e-a9fc-95f765af6279']",44,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:44.324,Pass,
,,,,,,,,,,,,,,,,,3.333663,,,,,,,,,,,,,,3315141c-a94b-49f2-b4c9-585b0c6a48cf,55,,,"[41.1, 30.3]",3900529,0,,,,-0.04531502,,Right Foot,,,,"[83.0, 28.4]",,High Pass,,41.943058,,Incomplete,,Mana Dembélé,7483.0,,,,,Recovery,1,From Throw In,Christophe Kerbrat,2936.0,Right Center Back,5,Saint-Étienne,135,"['10a0c8d5-b90f-49f3-84e9-c167f56abd27', '97951725-99fa-48d9-9e60-dea982a633d0', 'd4c32e36-967f-42f3-b3d2-ad43bd4c4fcb']",45,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:45.669,Pass,
,,,,,,,,,,,,,,,,,2.63529,,,,,,,,,,,,,,9bf0c936-926e-49ea-ba5a-c7857da6cf4f,61,,,"[12.0, 50.2]",3900529,0,True,,,-1.0914432,,Keeper Arm,,,,"[31.7, 12.3]",,Low Pass,,42.714165,,,,Benoît Assou-Ekotto,3047.0,,,,,,1,From Keeper,Stéphane Ruffier,4259.0,Goalkeeper,6,Saint-Étienne,135,['b2729717-3bf8-4a8d-b96f-a95e1bc66a1d'],55,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:55.819,Pass,
,,,,,,,,,,,,,,,,,1.664729,,,,,,,,,,,,,,7157246a-4345-48e0-a9ed-865765e940ce,63,,,"[32.1, 12.6]",3900529,0,True,,,-0.3021452,,Left Foot,,,,"[47.5, 7.8]",,Ground Pass,,16.130716,,,,Kévin Monnet-Paquet,4431.0,,,,,,1,From Keeper,Benoît Assou-Ekotto,3047.0,Left Back,6,Saint-Étienne,135,['67fadb6e-53c2-49e4-a01a-f52ffca46555'],59,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:59.928,Pass,
,,,,,,,,,,,,,,,,,0.630004,,,,,,,,,,,,,,bc7524ad-cc48-4e57-88b4-7c69f3215d07,67,,,"[47.1, 2.7]",3900529,1,,,,2.479651,,Right Foot,,,,"[39.4, 8.7]",,Ground Pass,,9.76166,,,,Benoît Assou-Ekotto,3047.0,,,,,,1,From Keeper,Kévin Monnet-Paquet,4431.0,Left Wing,6,Saint-Étienne,135,['6d995707-ab3c-4a4c-882f-a217ebda1b27'],2,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:02.013,Pass,
,,,,,,,,,,,,,,,,,2.206666,,,,,,,,,,,,,,51eabe95-c6a0-4335-9387-7b332071ba98,70,,,"[39.4, 8.7]",3900529,1,,,,-0.095298685,,Left Foot,,,True,"[66.6, 6.1]",,Ground Pass,,27.323982,,,,Valentin Eysseric,4254.0,,,,,,1,From Keeper,Benoît Assou-Ekotto,3047.0,Left Back,6,Saint-Étienne,135,['e7b1e8b0-ad70-42f0-a2ba-6a449760691f'],2,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:02.768,Pass,
,,,,,,,,,,,,,,,,,2.492444,,,,,,,,,,,,,,0ccdccd0-a095-49df-ae65-26c2201d1753,79,,,"[23.8, 52.1]",3900529,2,,,,0.42285392,,Right Foot,,,,"[73.8, 74.6]",,High Pass,,54.82928,,,,Marcus Coco,3363.0,,,,,,1,From Keeper,Jonas Lössl,3322.0,Goalkeeper,9,Guingamp,142,['4cbe7b40-452d-4587-871f-4ca3472251f0'],53,,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:53.319,Pass,
,,,,,,,,,,,,,,,,,0.722521,,,,,,,,,,,,,,d8411e83-9db2-42a1-8807-60d06cd2daff,83,,,"[74.3, 74.4]",3900529,2,,,,-2.9881687,,Right Foot,,,,"[64.6, 72.9]",,Ground Pass,,9.815294,,,,Lars Christian Jacobsen,20199.0,,,,,,1,From Keeper,Marcus Coco,3363.0,Right Midfield,9,Guingamp,142,['c26ec533-d008-4465-a6f4-ddba6c17c8a4'],56,,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:56.915,Pass,
,,,,,,,,,,,,,,,,,2.550278,,,,,,,,,,,,,,cdd3886c-beaf-4108-9664-c1ef94d0712c,86,,,"[64.6, 72.9]",3900529,2,,,,0.10889231,,Right Foot,,,,"[95.7, 76.3]",,High Pass,,31.2853,,,,Mana Dembélé,7483.0,,,,,,1,From Keeper,Lars Christian Jacobsen,20199.0,Right Back,9,Guingamp,142,['7264a3f6-6468-4021-a07b-79d92560080a'],59,,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:59.302,Pass,
,,,,,,,,,,,,,,,,,1.352013,,,,,,,,,,,,,,cd0774c7-34ce-4d4e-8e00-ddaf6780d36a,92,,,"[96.5, 80.0]",3900529,3,,,,-0.15776874,,,,,,"[114.1, 77.2]",,Low Pass,,17.821335,,,,Mana Dembélé,7483.0,,,,,Throw-in,1,From Throw In,Lars Christian Jacobsen,20199.0,Right Back,10,Guingamp,142,['4abb1639-1896-454f-b133-b749fb5d32ac'],19,,,,,,,,,,,,,,,,,,,Guingamp,142,00:03:19.277,Pass,
,,,,,,,,,,,,,,,,,0.724866,,,,,,,,,,,,,,699bfba8-1914-4a4d-91d1-235b651a0ba0,95,,,"[113.6, 76.5]",3900529,3,,,,-3.088545,,Left Foot,,,,"[102.3, 75.9]",,Low Pass,,11.315918,,,,Lars Christian Jacobsen,20199.0,,,,,,1,From Throw In,Mana Dembélé,7483.0,Right Center Forward,10,Guingamp,142,['13fb2cf0-0ea5-409e-8ac5-e9456eb71ca2'],20,,,,,,,,,,,,,,,,,,,Guingamp,142,00:03:20.629,Pass,
,,,,,,,,,,,,,,,,,0.569481,,,,,,,,,,,,,,e9ac9b83-d3da-4cdc-b980-734b37717f57,101,,,"[6.9, 16.4]",3900529,3,,,,-1.5707964,,Left Foot,,,,"[6.9, 7.2]",,Ground Pass,,9.2,,,,Benoît Assou-Ekotto,3047.0,,,,,Recovery,1,Regular Play,Jérémy Clément,7442.0,Left Defensive Midfield,11,Saint-Étienne,135,['d3fe402b-02fe-4b71-8dd1-f8ee8a7aef5c'],23,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:23.861,Pass,
,,,,,,,,,,,,,,,,,1.299412,,,,,,,,,,,,,,7ec7f790-d5f8-49a1-b443-c31d9e084672,104,,,"[6.9, 7.2]",3900529,3,,,,0.3932794,,Left Foot,,,,"[16.3, 11.1]",,Ground Pass,,10.176934,,,,Kévin Monnet-Paquet,4431.0,,,,,,1,Regular Play,Benoît Assou-Ekotto,3047.0,Left Back,11,Saint-Étienne,135,['941add52-be71-471c-9d8a-60f7effede09'],24,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:24.505,Pass,
,,,,,,,,,,,,,,,,,1.232203,,,,,,,,,,,,,,a4ca5634-a662-4baa-bf34-1281c459bbb8,108,,,"[27.9, 4.6]",3900529,3,,,,0.055498507,,Right Foot,,,,"[44.1, 5.5]",,Ground Pass,,16.224981,,,,Neal Maupay,4766.0,,,,,,1,Regular Play,Kévin Monnet-Paquet,4431.0,Left Wing,11,Saint-Étienne,135,"['44cb85b2-9f98-4719-b39d-9a0004f46043', 'b55aebb4-9824-447d-8e9f-1f3cff2e7c74']",26,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:26.737,Pass,True
,,,,,,,,,,,,,,,,,1.475563,,,,,,,,,,,,,,724625d6-2222-4f51-b468-30fab346ff49,113,,,"[42.2, 0.1]",3900529,3,,,,1.4559197,,,,,,"[44.3, 18.3]",,Low Pass,,18.320753,,,,Fabien Lemoine,7200.0,,,,,Throw-in,1,From Throw In,Neal Maupay,4766.0,Center Forward,12,Saint-Étienne,135,['64ca5650-df16-45af-bc6c-97a4cb8ace89'],31,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:31.339,Pass,
,,,,,,,,,,,,,,,,,2.092086,,,,,,,,,,,,,,067d3746-8b62-4bdc-a9d4-408735d7c0e3,116,,,"[54.6, 21.1]",3900529,3,,,,-0.56002486,,Right Foot,,,,"[79.8, 5.3]",,Ground Pass,,29.74357,,Incomplete,,Valentin Eysseric,4254.0,,,,,,1,From Throw In,Fabien Lemoine,7200.0,Right Defensive Midfield,12,Saint-Étienne,135,"['013bf88d-fc55-4c4d-a9c0-365244f4a18a', 'f9e9f6b5-cfd0-4c4c-9419-67119add69fd']",35,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:35.655,Pass,
,,,,,,,,,,,,,,,,,0.975153,,,,,,,,,,,,,,778c7c8b-032f-498e-82c7-cd150e7be8fa,119,,,"[71.5, 0.1]",3900529,3,True,,,2.7598283,,,,,,"[44.1, 11.1]",,High Pass,,29.525581,,,,Loïc Perrin,4263.0,,,,,Throw-in,1,From Throw In,Benoît Assou-Ekotto,3047.0,Left Back,13,Saint-Étienne,135,['d5e8b731-cfa4-4cde-930e-6380098d42ef'],50,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:50.555,Pass,
,,,,,,,,,,,,,,,,,1.690158,,,,,,,,,,,,,,c4ab5379-258a-4c1e-bf81-6d480e71bdfb,121,,,"[40.7, 11.7]",3900529,3,True,,,1.8194596,,Right Foot,,,,"[32.6, 43.6]",,Ground Pass,,32.912308,,,,Moustapha Bayal Sall,401468.0,,,,,,1,From Throw In,Loïc Perrin,4263.0,Left Center Back,13,Saint-Étienne,135,['4c8f07d3-fb90-40f4-b16a-619066d4f7fb'],51,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:51.721,Pass,
