ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.425135,,,,,,,,,,,,,8834ace7-e6be-4c02-b570-150cb18a3267,23,,"[37.5, 4.2]",3900582,0,,,,0.25687,,Right Foot,,,,"[80.9, 15.6]",,High Pass,,44.872265,,,,Theoson Jordan Siebatcheu,7375.0,,,,,Free Kick,1,From Free Kick,Anthony Weber,7435.0,Left Center Back,4,Stade de Reims,156,['4db8ee0c-f9fe-45d2-8004-5eb7aa7cb61a'],36,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:36.848,Pass,
,,,,,,,,,,,,,,,,,1.776419,,,,,,,,,,,,,c72f00a6-7c60-42ad-b64a-a8f9b8536cd7,25,,"[81.2, 16.0]",3900582,0,,,,-0.08941611,,Head,,,,"[95.7, 14.7]",,High Pass,,14.558159,,Incomplete,,Nicolas de Roussel de Préville,4383.0,,,,,,1,From Free Kick,Theoson Jordan Siebatcheu,7375.0,Right Attacking Midfield,4,Stade de Reims,156,"['d291ade0-9ec1-4867-86fc-cd542577e173', 'd8a00222-2fb6-4639-ad04-c00420253a09']",39,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:39.379,Pass,
,,,,,,,,,,,,,,,,,2.232838,,,,,,,,,,,,,b3913b68-16a5-496c-98ac-c10c7384eb77,30,,"[25.4, 70.7]",3900582,0,,,,0.0833643,,Right Foot,,,,"[62.5, 73.8]",,High Pass,,37.22929,,,,Khalid Boutaïb,5726.0,,,,,,1,Regular Play,Alexandre Coeff,7428.0,Right Back,5,Gazélec Ajaccio,160,['b1610e76-6db5-4141-92a1-6938489a259b'],42,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:42.873,Pass,
,,,,,,,,,,,,,,,,,1.907461,,,,,,,,,,,,,2cb56544-f7d7-4c3c-a7f9-3ce52141bfd2,37,,"[54.2, 80.0]",3900582,1,,,,-2.818365,,,,,,"[33.9, 73.2]",,Low Pass,,21.408644,,,,Abdou Kader Mangane,2953.0,,,,,Throw-in,1,From Throw In,Alexandre Coeff,7428.0,Right Back,6,Gazélec Ajaccio,160,['ef2975de-ec4b-4914-9d29-f6805019f952'],0,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:00.965,Pass,
,,,,,,,,,,,,,,,,,1.940021,,,,,,,,,,,,,75233894-7709-40bb-b4c7-c7f8a93de812,40,,"[34.2, 69.1]",3900582,1,,,,-1.8120604,,Right Foot,,,,"[26.4, 37.4]",,Ground Pass,,32.64552,,,,Jérémie Bréchet,7603.0,,,,,,1,From Throw In,Abdou Kader Mangane,2953.0,Right Center Back,6,Gazélec Ajaccio,160,['9e06eb70-60f3-458d-8b18-fb88a68acc8b'],4,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:04.900,Pass,
,,,,,,,,,,,,,,,,,1.753804,,,,,,,,,,,,,1d02f561-6470-437f-9531-da7c7887e9cc,43,,"[27.0, 37.3]",3900582,1,,,,-1.131937,,Right Foot,,,,"[36.2, 17.7]",,Ground Pass,,21.65179,,,,Damjan Đoković,31911.0,,,,,,1,From Throw In,Jérémie Bréchet,7603.0,Left Center Back,6,Gazélec Ajaccio,160,['e3c714ec-fc57-427c-b906-db32b843a14e'],8,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:08.720,Pass,
,,,,,,,,,,,,,,,,,1.390274,,,,,,,,,,,,,28566bec-0930-4581-a388-27b1c417910c,46,,"[45.0, 10.2]",3900582,1,,,,2.3966348,,Left Foot,,,,"[27.0, 26.8]",,Ground Pass,,24.485914,,,,Jérémie Bréchet,7603.0,,,,,,1,From Throw In,Damjan Đoković,31911.0,Left Center Midfield,6,Gazélec Ajaccio,160,['8e7fe411-4767-43d4-9f4b-4f848a8a6816'],11,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:11.217,Pass,
,,,,,,,,,,,,,,,,,1.626561,,,,,,,,,,,,,f414e765-0d61-4025-aeb1-d84cdff00caf,49,,"[29.7, 31.5]",3900582,1,,,,-0.8703947,,Left Foot,,,,"[50.1, 7.3]",,Ground Pass,,31.651224,,,,Issiaga Sylla,4352.0,,,,,,1,From Throw In,Jérémie Bréchet,7603.0,Left Center Back,6,Gazélec Ajaccio,160,['dcc482ee-81e1-4968-ab88-913df490030f'],16,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:16.504,Pass,
,,,,,,,,,,,,,,,,,0.721417,,,,,,,,,,,,,16ce71f8-033e-4345-ba55-c2ceb884921b,53,,"[50.1, 7.6]",3900582,1,,,,0.88431096,,Left Foot,,,,"[61.9, 22.0]",,Ground Pass,,18.617197,,,,Mohamed Larbi,10616.0,,,,,,1,From Throw In,Issiaga Sylla,4352.0,Left Back,6,Gazélec Ajaccio,160,"['65e8ae6b-6dc2-414d-ad24-48a5bcbfc0ce', 'c2fe930a-a61d-4afc-be38-1112e63869d7']",18,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:18.769,Pass,True
,,,,,,,,,,,,,,,,,1.299367,,,,,,,,,,,,,d48ed547-39b7-4d49-b92e-47d65943bfa7,59,,"[72.2, 48.0]",3900582,1,,,,0.485227,,Right Foot,,,,"[83.2, 53.8]",,Ground Pass,,12.435433,,,,Prince Oniangué,4545.0,,,,,Recovery,1,Regular Play,Gaëtan Charbonnier,7635.0,Center Forward,7,Stade de Reims,156,['9622b7d5-aae3-414b-b95b-d11d87314963'],22,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:22.033,Pass,
,,,,,,,,,,,,,,,,,2.289064,,,,,,,,,,,,,0bce226f-9785-41ed-9da0-298df65fe4d9,66,,"[10.8, 16.8]",3900582,1,,,,0.11756557,,Left Foot,,,,"[48.9, 21.3]",,High Pass,,38.364826,,Incomplete,,John Tshibumbu,7721.0,,,,,Recovery,1,Regular Play,Jérémie Bréchet,7603.0,Left Center Back,7,Stade de Reims,156,"['a1ed4056-37e8-4770-9360-3a69af3699a5', 'd5da2817-f407-4296-84e5-de9db417ac0e', 'efd1c615-7ac0-4942-9788-a2ec6ca4e104']",28,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:28.186,Pass,True
,,,,,,,,,,,,,,,,,1.277741,,,,,,,,,,,,,d5da2817-f407-4296-84e5-de9db417ac0e,68,,"[71.2, 58.8]",3900582,1,,,,1.3986055,,Head,,,,"[73.2, 70.3]",,High Pass,,11.672618,,,,Hamari Traoré,3248.0,,,,,Recovery,1,Regular Play,Gaëtan Charbonnier,7635.0,Center Forward,7,Stade de Reims,156,"['0bce226f-9785-41ed-9da0-298df65fe4d9', 'a42680aa-c28c-4b96-8067-dff825898415']",30,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:30.475,Pass,
,,,,,,,,,,,,,,,,,0.995859,,,,,,,,,,,,,1d932190-b926-4370-b315-53d49a1458ad,71,,"[72.6, 71.0]",3900582,1,,,,-0.56361717,,Right Foot,,,,"[85.1, 63.1]",,Low Pass,,14.787157,,Incomplete,,Gaëtan Charbonnier,7635.0,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Wing Back,7,Stade de Reims,156,"['cc93eabb-a747-412e-bdf8-4d01e102a172', 'd99cc0ec-e9a2-4cbd-b420-dd7b329cdf6b', 'd9e56032-a438-4c90-9537-df1ee02a4da2']",31,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:31.753,Pass,True
,,,,,,,,,,,,,,,,,3.7932,,,,,,,,,,,,,cc93eabb-a747-412e-bdf8-4d01e102a172,73,,"[35.0, 17.0]",3900582,1,,,,0.20448285,,Left Foot,,,,"[91.9, 28.8]",,High Pass,,58.110672,,Incomplete,,Khalid Boutaïb,5726.0,,,,,Recovery,1,Regular Play,Jérôme Le Moigne,401507.0,Center Defensive Midfield,7,Stade de Reims,156,"['0a51e2cb-0f43-4fdd-82da-d28da944fe58', '10dcf5ed-74f3-4381-a305-7d6d11cbd944', '1d932190-b926-4370-b315-53d49a1458ad']",32,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:32.749,Pass,
,,,,,,,,,,,,,,,,,0.554945,,,,,,,,,,,,,a30f224a-0238-4f61-a795-79e7c72d2cf1,85,,"[60.0, 40.0]",3900582,2,,,,1.7454685,,Right Foot,,,,"[59.7, 41.7]",,Ground Pass,,1.7262677,,,,Gaëtan Charbonnier,7635.0,,,,,Kick Off,1,From Kick Off,Nicolas de Roussel de Préville,4383.0,Left Attacking Midfield,8,Stade de Reims,156,['b5794b15-cea9-4677-bf06-d6706e44cc93'],28,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:28.318,Pass,
,,,,,,,,,,,,,,,,,0.929129,,,,,,,,,,,,,819ca934-786d-4c6f-a442-af74f1e21a0a,88,,"[59.5, 42.0]",3900582,2,,,,2.641152,,Right Foot,,,,"[53.1, 45.5]",,Ground Pass,,7.2945185,,,,Prince Oniangué,4545.0,,,,,,1,From Kick Off,Gaëtan Charbonnier,7635.0,Center Forward,8,Stade de Reims,156,['1b1067a8-2dcd-4a36-a01c-88d6602e01e8'],28,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:28.890,Pass,
,,,,,,,,,,,,,,,,,1.667438,,,,,,,,,,,,,f77a4757-604d-40e4-b4ad-b45f238b1aef,91,,"[53.1, 45.5]",3900582,2,,,,1.4265069,,Right Foot,,,,"[56.5, 68.9]",,Ground Pass,,23.645718,,,,Hamari Traoré,3248.0,,,,,,1,From Kick Off,Prince Oniangué,4545.0,Right Defensive Midfield,8,Stade de Reims,156,['a845e3de-e4a9-42d5-9ce5-dbc3e07beb98'],30,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:30.974,Pass,
,,,,,,,,,,,,,,,,,1.7132,,,,,,,,,,,,,4dd0238a-4d20-4564-9ac8-36ec97df59e8,94,,"[63.6, 74.1]",3900582,2,,,,-0.09966865,,Right Foot,,,,"[93.6, 71.1]",,Ground Pass,,30.149628,,,,Theoson Jordan Siebatcheu,7375.0,,,,,,1,From Kick Off,Hamari Traoré,3248.0,Right Wing Back,8,Stade de Reims,156,['b1329a7d-bdb1-4abb-9acb-58723ea1689c'],33,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:33.769,Pass,
,,,,,,,,,,,,,,,,,0.618592,,,,,,,,,,,,,205f7aeb-5833-4568-be20-078edcb568e4,98,,"[94.3, 71.7]",3900582,2,,,,-3.0968463,,Right Foot,,,,"[87.6, 71.4]",,Ground Pass,,6.706713,,,,Hamari Traoré,3248.0,,,,,,1,From Kick Off,Theoson Jordan Siebatcheu,7375.0,Right Attacking Midfield,8,Stade de Reims,156,"['f402caf5-dc6a-4c06-9afc-80a547d11ce0', 'fed13872-d3b1-43cf-bfd8-ca5065c11fe8']",36,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:36.201,Pass,True
,,,,,,,,,,,,,,,,,0.31203,,,,,,,,,,,,,b63beff7-4637-4a8f-97b0-8f96edb3a1b7,101,,"[87.6, 71.4]",3900582,2,,,,-0.4012288,,Right Foot,,,,"[94.2, 68.6]",,Low Pass,,7.169379,,Incomplete,,Gaëtan Charbonnier,7635.0,,,,,,1,From Kick Off,Hamari Traoré,3248.0,Right Wing Back,8,Stade de Reims,156,"['a3c2b490-87dd-4f4d-8719-ec26108a8859', 'f84cda96-00e4-4a4c-acc4-5552381c7777']",36,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:36.859,Pass,
,,,,,,,,,,,,,,,,,1.111521,,,,,,,,,,,,,84e60d64-2939-4a80-a7dd-5a2293b29e9e,105,,"[36.5, 10.6]",3900582,2,,,,3.0819619,,Right Foot,,,,"[29.8, 11.0]",,Low Pass,,6.71193,,,,Damjan Đoković,31911.0,,,,,Recovery,1,Regular Play,John Tshibumbu,7721.0,Right Center Forward,9,Gazélec Ajaccio,160,"['0e3eb697-0b93-43ac-b371-eb5ee02b52ab', 'b5bdd69f-be6e-43c7-a8e0-3605e06a3547']",38,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:38.571,Pass,True
,,,,,,,,,,,,,,,,,1.806335,,,,,,,,,,,,,00896c44-c017-4ebb-b6cd-e5d28aa6dd73,107,,"[28.7, 7.9]",3900582,2,,,,0.3635732,,Left Foot,,,,"[69.7, 23.5]",,High Pass,,43.867527,,,,Khalid Boutaïb,5726.0,,,,,,1,Regular Play,Damjan Đoković,31911.0,Left Center Midfield,9,Gazélec Ajaccio,160,['7aed9248-88c0-4e93-a6b4-aecaa66d7821'],39,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:39.683,Pass,
,,,,,,,,,,,,,,,,,1.96083,,,,,,,,,,,,,f3dfb4d0-c73c-4c2c-9510-417d50207b83,110,,"[74.8, 28.1]",3900582,2,,,,-0.9075933,,Right Foot,,,,"[92.3, 5.7]",,Ground Pass,,28.425516,,,,John Tshibumbu,7721.0,,,,,,1,Regular Play,Khalid Boutaïb,5726.0,Left Center Forward,9,Gazélec Ajaccio,160,['f1a2874c-af8e-4dda-a7f9-1373b17be191'],42,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:42.754,Pass,
,,,,,,,,,,,,,,,,,0.747385,,,,,,,,,,,,,3f952336-193c-4611-b97e-f57d3819f0e9,113,,"[99.8, 9.8]",3900582,2,,,,1.6050686,,Right Foot,,,,"[99.2, 27.3]",,Ground Pass,,17.510283,,,,Mohamed Larbi,10616.0,,,,,,1,Regular Play,John Tshibumbu,7721.0,Right Center Forward,9,Gazélec Ajaccio,160,['5d8b348d-5f1d-45f5-9e44-8c60b4600305'],48,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:48.510,Pass,
,,,,,,,,,,,,,,,,,1.140163,,,,,,,,,,,,,e6ec847e-112d-4b61-8b56-74bb3167aabc,118,,"[17.9, 58.8]",3900582,2,,,,0.60085535,,Right Foot,,,,"[26.8, 64.9]",,Ground Pass,,10.78981,,,,Theoson Jordan Siebatcheu,7375.0,,,,,Recovery,1,Regular Play,Hamari Traoré,3248.0,Right Wing Back,10,Stade de Reims,156,['e8b83249-898c-4042-8378-64201026b238'],50,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:50.627,Pass,
,,,,,,,,,,,,,,,,,0.788875,,,,,,,,,,,,,c9f7f5e7-8c79-452e-9959-59fbc9a3b357,121,,"[26.5, 66.9]",3900582,2,,,,-1.1027628,,Right Foot,,,,"[31.1, 57.8]",,Ground Pass,,10.1965685,,,,Prince Oniangué,4545.0,,,,,,1,Regular Play,Theoson Jordan Siebatcheu,7375.0,Right Attacking Midfield,10,Stade de Reims,156,['76ebfc9a-7187-4d7b-aacc-c31104638601'],53,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:53.073,Pass,
,,,,,,,,,,,,,,,,,0.886583,,,,,,,,,,,,,1dfa133d-8d77-482f-a5c4-e394a56b0894,126,,"[41.8, 59.7]",3900582,2,,,,1.7245727,,Right Foot,,,,"[38.7, 79.7]",,Ground Pass,,20.238825,,Out,,Gaëtan Charbonnier,7635.0,,,,,,1,Regular Play,Prince Oniangué,4545.0,Right Defensive Midfield,10,Stade de Reims,156,['85b85872-8b27-41df-8aff-76507639dc31'],57,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:57.687,Pass,
,,,,,,,,,,,,,,,,,1.234508,,,,,,,,,,,,,f0ddee2f-450e-4bda-933c-e7961d951bd8,128,,"[84.0, 0.1]",3900582,3,,,,0.8491415,,,,,,"[95.0, 12.6]",,Low Pass,,16.650826,,,,Mohamed Larbi,10616.0,,,,,Throw-in,1,From Throw In,Issiaga Sylla,4352.0,Left Back,11,Gazélec Ajaccio,160,['beedc6c9-e206-42af-8166-18f63ae293fa'],11,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:11.792,Pass,
,,,,,,,,,,,,,,,,,1.04745,,,,,,,,,,,,,69971b20-5420-4469-aaa2-20b74d6693a3,130,,"[94.7, 12.6]",3900582,3,,,,0.09347678,,Right Foot,,,,"[101.1, 13.2]",,High Pass,,6.4280634,,Incomplete,,John Tshibumbu,7721.0,,,,,,1,From Throw In,Mohamed Larbi,10616.0,Center Attacking Midfield,11,Gazélec Ajaccio,160,"['55849a98-b897-4ff2-8454-98486cfd7b0b', '675af189-bda9-4f24-9113-3b5169804487']",13,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:13.027,Pass,
,,,,,,,,,,,,,,,,,1.567878,,,,,,,,,,,,,55849a98-b897-4ff2-8454-98486cfd7b0b,133,,"[19.0, 66.9]",3900582,3,,,True,1.1246908,,,,,,"[22.3, 73.8]",,Low Pass,,7.648529,,,,Hamari Traoré,3248.0,,,,,Recovery,1,Regular Play,Mohamed Fofana,401455.0,Right Center Back,12,Stade de Reims,156,"['0871d60e-cbb1-4b94-956f-27b943ef7cf1', '69971b20-5420-4469-aaa2-20b74d6693a3', '95154828-be9d-4258-b539-aba128690595']",14,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:03:14.074,Pass,True
,,,,,,,,,,,,,,,,,1.76915,,,,,,,,,,,,,d8c660d3-d13d-489b-98c2-1f2cf8264f3d,137,,"[24.5, 75.0]",3900582,3,,,,-0.44154456,,Right Foot,,,,"[55.6, 60.3]",,High Pass,,34.399128,,,,Nicolas de Roussel de Préville,4383.0,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Wing Back,12,Stade de Reims,156,['814ac66f-24ab-45e4-8b4a-797b3afb4a1c'],17,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:03:17.182,Pass,
