50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.142153,,,,,,,,,,,,c105f83c-d11b-49bc-aa01-a1a88206aed2,35,,,"[34.0, 3.6]",3901250,0,,,,,2.2266717,,Right Foot,,,,"[13.3, 30.5]",,Ground Pass,,33.9426,,,,Yoan Cardinale,4257.0,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,4,OGC Nice,136,"['3ad5b17e-6db4-437f-ba17-1842a27bcffb', '8210f9b4-aa3c-452d-81e4-f361ef54968a']",46,,,,,,,,,,,,,,,,OGC Nice,136,00:00:46.653,Pass,True
,,,,,,,,,,,,,,,,,,,2.22979,,,,,,,,,,,,991707ef-b507-4a6e-98a8-6d28d67ae68f,38,,,"[15.9, 35.4]",3901250,0,,,,,0.0,,Right Foot,,,,"[23.3, 35.4]",,Ground Pass,,7.4,,,,Maxime Le Marchand,3229.0,,,,,,1,Regular Play,Yoan Cardinale,4257.0,Goalkeeper,4,OGC Nice,136,['c05f3be3-7b35-4958-9663-c0c14c339336'],50,,,,,,,,,,,,,,,,OGC Nice,136,00:00:50.491,Pass,
,,,,,,,,,,,,,,,,,,,1.061774,,,,,,,,,,,,007c07be-d7de-4e98-9987-f5e35ad9155d,40,,,"[23.3, 35.4]",3901250,0,,,,,0.58173966,,Left Foot,,,,"[34.4, 42.7]",,Ground Pass,,13.28533,,,,Vincent Koziello,4264.0,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,4,OGC Nice,136,['ccb44501-fd4b-468f-ae5b-9e9d06556909'],52,,,,,,,,,,,,,,,,OGC Nice,136,00:00:52.721,Pass,
,,,,,,,,,,,,,,,,,,,1.290612,,,,,,,,,,,,452c4859-dcee-44dd-903f-1a52fb7ae437,42,,,"[34.4, 42.7]",3901250,0,,,,,-2.4980915,,Right Foot,,,,"[23.6, 34.6]",,Ground Pass,,13.5,,,,Maxime Le Marchand,3229.0,,,,,,1,Regular Play,Vincent Koziello,4264.0,Right Center Midfield,4,OGC Nice,136,['b09445b6-fa24-48e1-9279-ee6576523c0e'],53,,,,,,,,,,,,,,,,OGC Nice,136,00:00:53.783,Pass,
,,,,,,,,,,,,,,,,,,,1.68343,,,,,,,,,,,,441a06d3-4a58-48c6-8657-6d9142593136,45,,,"[26.0, 32.9]",3901250,0,,,,,-1.192828,,Left Foot,,,,"[36.8, 5.7]",,Ground Pass,,29.26568,,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,4,OGC Nice,136,['c1fcc4e1-466f-4a12-8c37-93471f0391c3'],56,,,,,,,,,,,,,,,,OGC Nice,136,00:00:56.184,Pass,
,,,,,,,,,,,,,,,,,,,1.282046,,,,,,,,,,,,be5a4a92-4065-4d0b-87af-19403caa01c2,48,,,"[36.2, 6.6]",3901250,0,,,,,1.965069,,Right Foot,,,,"[30.5, 20.3]",,Ground Pass,,14.838464,,,,Maxime Le Marchand,3229.0,,,,,,1,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,4,OGC Nice,136,['95f18daa-6786-4d13-a348-840590c23b07'],59,,,,,,,,,,,,,,,,OGC Nice,136,00:00:59.005,Pass,
,,,,,,,,,,,,,,,,,,,0.948783,,,,,,,,,,,,a3393f3f-f38d-45ff-a93a-41f43ad36607,51,,,"[40.6, 17.4]",3901250,1,,,,,-0.14031477,,Left Foot,,,,"[58.3, 14.9]",,Ground Pass,,17.87568,,,,Valère Germain,3210.0,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,4,OGC Nice,136,['fd28bb38-000c-4e6c-aeb7-302a7fd84fc5'],2,,,,,,,,,,,,,,,,OGC Nice,136,00:01:02.408,Pass,
,,,,,,,,,,,,,,,,,,,1.719478,,,,,,,,,,,,3ac19e3f-aa83-4820-8364-a145974de60f,53,,,"[58.3, 14.9]",3901250,1,,,,,2.8430936,,Right Foot,,,,"[45.3, 18.9]",,Ground Pass,,13.601471,,,,Maxime Le Marchand,3229.0,,,,,,1,Regular Play,Valère Germain,3210.0,Right Center Forward,4,OGC Nice,136,['dbeda0bc-e4ae-42e6-83c9-0393b8ad54f6'],3,,,,,,,,,,,,,,,,OGC Nice,136,00:01:03.357,Pass,
,,,,,,,,,,,,,,,,,,,1.863936,,,,,,,,,,,,ddf68d5b-1cb4-47ae-889d-1528895f3e57,56,,,"[44.5, 21.4]",3901250,1,,,,,2.3561945,,Left Foot,,,,"[33.7, 32.2]",,Ground Pass,,15.273506,,,,Nampalys Mendy,4506.0,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,4,OGC Nice,136,['af769890-483e-4bca-ac1c-32a7bd033697'],6,,,,,,,,,,,,,,,,OGC Nice,136,00:01:06.994,Pass,
,,,,,,,,,,,,,,,,,,,1.099187,,,,,,,,,,,,43237841-430a-4bdd-a5fb-933354a21fde,59,,,"[33.4, 37.8]",3901250,1,,,,,1.5979636,,Right Foot,,,,"[32.9, 56.2]",,Ground Pass,,18.406792,,,,Paul Baysse,4443.0,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,4,OGC Nice,136,['c184cf7f-0463-41e5-9c72-16c90483ef38'],10,,,,,,,,,,,,,,,,OGC Nice,136,00:01:10.005,Pass,
,,,,,,,,,,,,,,,,,,,1.687511,,,,,,,,,,,,0e04824a-b845-4906-be18-42507436e8a9,62,,,"[32.4, 56.5]",3901250,1,,,,,-1.5046678,,Right Foot,,,,"[34.4, 26.3]",,Ground Pass,,30.266153,,,,Maxime Le Marchand,3229.0,,,,,,1,Regular Play,Paul Baysse,4443.0,Right Center Back,4,OGC Nice,136,['a7abb916-3e16-4d23-835a-a9d5c8e5088d'],13,,,,,,,,,,,,,,,,OGC Nice,136,00:01:13.318,Pass,
,,,,,,,,,,,,,,,,,,,1.170093,,,,,,,,,,,,a8125fde-ed62-4213-b3c4-e4df13ce6623,65,,,"[35.6, 24.5]",3901250,1,,,,,-0.2965458,,Left Foot,,,,"[42.8, 22.3]",,Ground Pass,,7.528612,,,,Jean Michaël Seri,3359.0,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,4,OGC Nice,136,['48d0eb2d-c79c-4d10-b65c-5b1c79becf05'],15,,,,,,,,,,,,,,,,OGC Nice,136,00:01:15.797,Pass,
,,,,,,,,,,,,,,,,,,,1.522631,,,,,,,,,,,,3ff2ed7c-7723-4a45-a53b-16d60c95689a,69,,,"[42.8, 26.4]",3901250,1,,,,,1.2145767,,Right Foot,,,,"[50.8, 47.9]",,Ground Pass,,22.94014,,,,Valère Germain,3210.0,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Left Center Midfield,4,OGC Nice,136,"['26abc7b2-e4ec-4f83-b166-8978c5711e2d', 'd8c537e0-3905-4742-9851-3231d4be45f4']",19,,,,,,,,,,,,,,,,OGC Nice,136,00:01:19.338,Pass,True
,,,,,,,,,,,,,,,,,,,1.03968,,,,,,,,,,,,5ffa7e56-ce07-4ff1-a925-af2e34f774b4,73,,,"[40.3, 42.7]",3901250,1,,,,,-2.205823,,Left Foot,,,,"[30.5, 29.4]",,Ground Pass,,16.520594,,,,Maxime Le Marchand,3229.0,,,,,,1,Regular Play,Valère Germain,3210.0,Right Center Forward,4,OGC Nice,136,"['42ba7afe-1f61-411b-b347-326927fdb60e', '5529cc12-6a75-4aca-b357-8ae0ffe58a8d']",22,,,,,,,,,,,,,,,,OGC Nice,136,00:01:22.726,Pass,True
,,,,,,,,,,,,,,,,,,,6.043724,,,,,,,,,,,,275ef9fa-13d0-4fcd-bad6-80790819731b,76,,,"[35.6, 26.1]",3901250,1,,,,,-0.32602403,,Left Foot,,,,"[105.7, 2.4]",,High Pass,,73.99797,,Incomplete,,Valère Germain,3210.0,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,4,OGC Nice,136,"['cbc61240-7cc6-47fd-b048-edf22cfa5378', 'd1854859-756f-4e46-b621-2700d3a55de7']",25,,,,,,,,,,,,,,,,OGC Nice,136,00:01:25.575,Pass,
,,,,,,,,,,,,,,,,,,,0.075632,,,,,,,,,,,,e98d9a14-1187-47cf-bc19-29b8975270fa,81,,,"[9.0, 77.7]",3901250,1,,,,,0.0,,Right Foot,,,,"[10.1, 77.7]",,Ground Pass,,1.1,,Incomplete,,Kévin Malcuit,4382.0,,,,,,1,Regular Play,Kévin Théophile-Catherine,3413.0,Right Center Back,4,OGC Nice,136,"['a9515192-c53b-4290-9a45-2e48ef456d2c', 'aece6df3-8d49-408b-93cc-7bf16e43f9df', 'fc5ce240-b175-414b-853b-ef3f4b7eb1b1']",32,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:32.711,Pass,True
,,,,,,,,,,,,,,,,,,,1.601352,,,,,,,,,,,,d5d0a412-2885-4741-bf49-4f180ed98706,84,,,"[16.1, 80.0]",3901250,1,,,,,-0.12935495,,,,,,"[40.7, 76.8]",,High Pass,,24.807257,,Incomplete,,Valentin Eysseric,4254.0,,,,,Throw-in,1,From Throw In,Kévin Malcuit,4382.0,Right Wing Back,5,Saint-Étienne,135,"['4ccf9f25-83fb-4cb8-a9d8-9228303465ef', '77cb29bb-6c27-4802-a444-92096dec3261']",46,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:46.793,Pass,
,,,,,,,,,,,,,,,,,,,1.110088,,,,,,,,,,,,77cb29bb-6c27-4802-a444-92096dec3261,86,,,"[79.4, 3.3]",3901250,1,,,,,0.4743999,,Head,,,,"[86.8, 7.1]",,High Pass,,8.318654,,Incomplete,,Jean Michaël Seri,3359.0,,,,,Recovery,1,From Throw In,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,5,Saint-Étienne,135,"['2f1c4797-da85-4e09-9236-6a83891d3d17', '3ca5ecd8-cfbe-44c8-96dd-0366c5788d0e', 'd5d0a412-2885-4741-bf49-4f180ed98706']",48,,,,,,,,,,,,,,,,OGC Nice,136,00:01:48.395,Pass,
,,,,,,,,,,,,,,,,,,,2.23403,,,,,,,,,,,,3ca5ecd8-cfbe-44c8-96dd-0366c5788d0e,89,,,"[33.3, 73.0]",3901250,1,,,,,-0.49934673,,Right Foot,,,,"[63.0, 56.8]",,High Pass,,33.830902,,Incomplete,,Nolan Roux,3179.0,,,,,Recovery,1,From Throw In,Jérémy Clément,7442.0,Center Defensive Midfield,5,Saint-Étienne,135,"['4470b21f-bded-4382-8d4c-a5f6fc3bf53c', '72d18485-5f89-4301-8e3d-efdbdad5837e', '77cb29bb-6c27-4802-a444-92096dec3261', 'dfb352d0-4e19-401b-b8c4-d4269aa5ad9a']",49,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:49.505,Pass,True
,,,,,,,,,,,,,,,,,,,1.19008,,,,,,,,,,,,72d18485-5f89-4301-8e3d-efdbdad5837e,91,,,"[57.1, 23.3]",3901250,1,,,,,0.15865526,,Other,,,,"[64.6, 24.5]",,High Pass,,7.595393,,,,Nampalys Mendy,4506.0,,,,,Recovery,1,Regular Play,Paul Baysse,4443.0,Right Center Back,6,OGC Nice,136,"['3ca5ecd8-cfbe-44c8-96dd-0366c5788d0e', 'bc8d8764-c835-4b7d-8a72-65e87ee66026']",51,,,,,,,,,,,,,,,,OGC Nice,136,00:01:51.739,Pass,
,,,,,,,,,,,,,,,,,,,1.850967,,,,,,,,,,,,ae7a0fc6-7c50-483d-90f2-5759f72fd850,93,,,"[64.6, 24.5]",3901250,1,,,,,-2.5503006,,Head,,,,"[50.6, 15.1]",,Low Pass,,16.862978,,,,Maxime Le Marchand,3229.0,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,6,OGC Nice,136,['bf2d111c-b0f1-405b-83aa-5d6a4222cc1b'],52,,,,,,,,,,,,,,,,OGC Nice,136,00:01:52.929,Pass,
,,,,,,,,,,,,,,,,,,,1.576429,,,,,,,,,,,,00e01750-3946-4f29-8ce9-b9e55a47028d,97,,,"[51.6, 8.5]",3901250,1,,,,,-0.32433453,,Left Foot,,,,"[74.8, 0.7]",,High Pass,,24.47611,,Out,,,,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,6,OGC Nice,136,['66ca682c-16e9-45fc-8a28-e28361040144'],55,,,,,,,,,,,,,,,,OGC Nice,136,00:01:55.731,Pass,True
,,,,,,,,,,,,,,,,,,,1.734416,,,,,,,,,,,,9e41137c-6e3d-42a4-86a5-130edc312cd8,98,,,"[56.0, 80.0]",3901250,2,,,,,-0.11225339,,,,,,"[83.5, 76.9]",,High Pass,,27.674175,,Incomplete,,Nolan Roux,3179.0,,,,,Throw-in,1,From Throw In,Kévin Malcuit,4382.0,Right Wing Back,7,Saint-Étienne,135,"['0afc8a4a-6469-44c8-9cb6-a1a72dd3dfd6', '97ce3b33-254c-4715-9a1f-f9390e213da5']",12,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:12.802,Pass,
,,,,,,,,,,,,,,,,,,,1.175614,,,,,,,,,,,,7bff8b14-9f60-4754-9b35-130ffbe33fdc,102,,,"[35.9, 11.8]",3901250,2,,,,True,0.10801172,,,,,,"[44.2, 12.7]",,Low Pass,,8.348653,,,,Hatem Ben Arfa,16462.0,,,,,,1,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,8,OGC Nice,136,"['a0619258-f1bf-40ec-ab8e-40af8fbd6b0b', 'fe121d4b-a963-480d-a471-56e55e5e081a']",16,,,,,,,,,,,,,,,,OGC Nice,136,00:02:16.490,Pass,True
,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,3e6de8cb-7932-4f73-a871-497fcc4099f8,109,,,"[41.0, 11.2]",3901250,2,,True,,,1.6277815,,Right Foot,,,,"[39.3, 41.0]",,Ground Pass,,29.84845,,,,Nampalys Mendy,4506.0,,,,,Free Kick,1,From Free Kick,Jean Michaël Seri,3359.0,Left Center Midfield,9,OGC Nice,136,['c68fca87-2406-4602-858d-7794ef9527d3'],26,,,,,,,,,,,,,,,,OGC Nice,136,00:02:26.345,Pass,
,,,,,,,,,,,,,,,,,,,1.313633,,,,,,,,,,,,2a1d4619-df81-47fa-b136-bbbe326d2aea,111,,,"[42.3, 53.3]",3901250,2,,,,,0.4636476,,Right Foot,,,,"[57.5, 60.9]",,Ground Pass,,16.994116,,,,Alassane Pléa,3230.0,,,,,,1,From Free Kick,Nampalys Mendy,4506.0,Center Defensive Midfield,9,OGC Nice,136,['1532d199-ecbe-40f1-95e4-37b61ea88370'],29,,,,,,,,,,,,,,,,OGC Nice,136,00:02:29.361,Pass,
