50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8266c771-f411-4cd1-8eaf-302daa4f01cf,1,,,,3901250,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cabd179b-f5c5-498c-af2f-4c3d85002d0a,2,,,,3901250,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 4382, 'name': 'Kévin Malcuit'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 25}, {'player': {'id': 3220, 'name': 'Franck Tabanou'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 13}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,47a02261-436e-4829-b311-c4af6b5b193b,3,,,,3901250,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['db35af3c-721e-43e1-bdd7-1d0977285074'],0,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,db35af3c-721e-43e1-bdd7-1d0977285074,4,,,,3901250,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['47a02261-436e-4829-b311-c4af6b5b193b'],0,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b741b24a-f5d8-4c22-b0f8-e30261f0e454,1682,,,,3901250,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,102,Saint-Étienne,135,['df171397-5cf3-49d1-995c-08b7e56c8ed9'],0,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,df171397-5cf3-49d1-995c-08b7e56c8ed9,1683,,,,3901250,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,102,Saint-Étienne,135,['b741b24a-f5d8-4c22-b0f8-e30261f0e454'],0,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.51211,,,,,,,,,,,,aa49cde9-3191-45af-a617-8caf8ad8f347,5,,,"[61.0, 40.1]",3901250,0,,,,,-0.67474097,,Right Foot,,,,"[62.5, 38.9]",,Ground Pass,,1.9209373,,,,Hatem Ben Arfa,16462.0,,,,,Kick Off,1,From Kick Off,Valère Germain,3210.0,Right Center Forward,2,OGC Nice,136,['5ea9bde0-e41f-49c0-96bb-cf474338d0a9'],0,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.531,Pass,
,,,,,,,,,,,,,,,,,,,3.21251,,,,,,,,,,,,5100bba8-fbe5-48b0-bd83-12dd93dca77b,7,,,"[62.5, 39.2]",3901250,0,,,,,0.77090645,,Left Foot,,,,"[104.5, 80.0]",,Low Pass,,58.55459,,Out,,,,,True,,,,1,From Kick Off,Hatem Ben Arfa,16462.0,Center Attacking Midfield,2,OGC Nice,136,,2,,,,,,,,,,,,,,,,OGC Nice,136,00:00:02.043,Pass,
,,,,,,,,,,,,,,,,,,,1.761228,,,,,,,,,,,,02ae3554-46ff-46a3-8a04-a60ae5904df1,8,,,"[16.6, 0.1]",3901250,0,,,,,0.08625164,,,,,,"[43.2, 2.4]",,High Pass,,26.699251,,,,Nolan Roux,3179.0,,,,,Throw-in,1,From Throw In,Benoît Assou-Ekotto,3047.0,Left Center Back,3,Saint-Étienne,135,['c370565b-7424-4e2b-afe3-75edfca39cab'],19,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:19.707,Pass,
,,,,,,,,,,,,,,,,,,,2.351939,,,,,,,,,,,,023363be-cb4d-4058-84e9-c84d2d9063eb,11,,,"[42.9, 2.4]",3901250,0,,,,True,1.0624857,,,,,,"[54.6, 23.4]",,Low Pass,,24.039343,,Incomplete,,Valentin Eysseric,4254.0,,,,,,1,From Throw In,Nolan Roux,3179.0,Left Center Forward,3,Saint-Étienne,135,"['1f8719b3-9891-41df-a6f1-c6493459dd78', 'd5a49fc3-e4a5-4712-a602-0f2dbf93a84f', 'fee3dea4-4be7-48e5-aeed-529476296ceb']",21,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:21.468,Pass,True
,,,,,,,,,,,,,,,,,,,1.423024,,,,,,,,,,,,ec572aec-1b06-45c6-ac2e-a2213b1af9ac,15,,,"[64.6, 52.6]",3901250,0,,,,,-1.557866,,Left Foot,,,,"[64.9, 29.4]",,Ground Pass,,23.201939,,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,4,OGC Nice,136,['152ede25-0300-4c38-86f1-f39ea35ecadc'],24,,,,,,,,,,,,,,,,OGC Nice,136,00:00:24.717,Pass,
,,,,,,,,,,,,,,,,,,,2.025407,,,,,,,,,,,,228ae0fd-67fd-42b8-9397-abff341f89e2,18,,,"[63.5, 29.3]",3901250,0,,,,,2.3937194,,Left Foot,,,,"[48.3, 43.4]",,Ground Pass,,20.732824,,,,Maxime Le Marchand,3229.0,,,,,,1,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,4,OGC Nice,136,['2e5678b9-5ade-4364-a1e7-2cb8908d7a33'],27,,,,,,,,,,,,,,,,OGC Nice,136,00:00:27.557,Pass,
,,,,,,,,,,,,,,,,,,,1.523752,,,,,,,,,,,,e773f7d1-1da7-4342-bdb8-90b24946bf11,21,,,"[51.9, 42.4]",3901250,0,,,,,1.7740322,,Left Foot,,,,"[45.8, 72.0]",,Ground Pass,,30.222012,,,,Paul Baysse,4443.0,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,4,OGC Nice,136,['6c19f5b5-cd4a-4aa9-9d92-65be9369a03f'],32,,,,,,,,,,,,,,,,OGC Nice,136,00:00:32.509,Pass,
,,,,,,,,,,,,,,,,,,,1.269318,,,,,,,,,,,,1f8f025b-1780-4670-bdda-4dc778009f59,25,,,"[48.5, 71.0]",3901250,0,,,,,-2.144328,,Right Foot,,,,"[38.1, 54.9]",,Ground Pass,,19.166899,,,,Maxime Le Marchand,3229.0,,,,,,1,Regular Play,Paul Baysse,4443.0,Right Center Back,4,OGC Nice,136,['d7347067-fd77-4525-bd2e-664d1e92f2a1'],37,,,,,,,,,,,,,,,,OGC Nice,136,00:00:37.556,Pass,
,,,,,,,,,,,,,,,,,,,0.852478,,,,,,,,,,,,f1151f46-4003-48fe-9441-740d93f945bc,28,,,"[39.9, 42.9]",3901250,0,,,,,0.0,,Left Foot,,,,"[44.1, 42.9]",,Ground Pass,,4.2,,,,Jean Michaël Seri,3359.0,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,4,OGC Nice,136,['4bd6e88f-0440-456c-b891-9c8c265b4934'],41,,,,,,,,,,,,,,,,OGC Nice,136,00:00:41.267,Pass,
,,,,,,,,,,,,,,,,,,,2.745643,,,,,,,,,,,,6e0a8d6d-0f2b-4a07-95be-9a65473d4248,31,,,"[43.4, 40.5]",3901250,0,,,,,-1.749891,,Right Foot,,,,"[37.1, 5.7]",,Ground Pass,,35.36566,,,,Nampalys Mendy,4506.0,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Left Center Midfield,4,OGC Nice,136,['c32604bb-064f-459f-92c7-078028984180'],42,,,,,,,,,,,,,,,,OGC Nice,136,00:00:42.916,Pass,
