50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,738f5739-547f-4366-bc4c-813b7e8d8d40,1,,,3901188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 8469, 'name': 'Jean-Christophe Bahebeck'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3423, 'name': 'Alexander Toft Søderlund'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6da5b4cb-e28d-45fd-98d1-d10110386af7,2,,,3901188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 2980, 'name': 'Kévin Bérigaud'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 26}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,94255227-b1e0-4e3a-bbe8-266ed3a8a5d8,3,,,3901188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['55a130f6-5a6e-472a-b23f-4a28a7ea23bd'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,55a130f6-5a6e-472a-b23f-4a28a7ea23bd,4,,,3901188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['94255227-b1e0-4e3a-bbe8-266ed3a8a5d8'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f1329c85-ae92-4987-8783-53bc8b1b6865,1707,,,3901188,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,Saint-Étienne,135,['0be7dcea-69cc-4b01-97c2-f767006582f8'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0be7dcea-69cc-4b01-97c2-f767006582f8,1708,,,3901188,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,Saint-Étienne,135,['f1329c85-ae92-4987-8783-53bc8b1b6865'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.427492,,,,,,,,,,,,,a5a26b75-93d7-4699-b071-e7d2bcb77a70,5,,"[61.0, 40.1]",3901188,0,,,,,1.815775,,Right Foot,,,,"[60.3, 42.9]",,Ground Pass,,2.886174,,,,,Alexander Toft Søderlund,3423.0,,,,,Kick Off,1,From Kick Off,Valentin Eysseric,4254.0,Center Attacking Midfield,2,Saint-Étienne,135,['8b0b4d58-5f2d-4bd6-baa8-11983ef728e3'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.631,Pass,
,,,,,,,,,,,,,,,,,,,,1.104446,,,,,,,,,,,,,28391084-b28b-41d4-a41b-64811d73031f,8,,"[60.3, 43.2]",3901188,0,,,,,-2.7367008,,Right Foot,,,,"[50.5, 39.0]",,Ground Pass,,10.662083,,,,,Jérémy Clément,7442.0,,,,,,1,From Kick Off,Alexander Toft Søderlund,3423.0,Center Forward,2,Saint-Étienne,135,['25a2d6b4-4dd5-43d3-8d38-ad6c1e2f9b8c'],1,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:01.098,Pass,
,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,efa89cd1-cdbe-4de4-98d0-0843b52b2db8,11,,"[49.3, 37.3]",3901188,0,,,,,1.6767807,,Left Foot,,,,"[48.3, 46.7]",,Ground Pass,,9.453042,,,,,Fabien Lemoine,7200.0,,,,,,1,From Kick Off,Jérémy Clément,7442.0,Left Defensive Midfield,2,Saint-Étienne,135,['6cb9e7af-c266-48aa-a29a-ae046fd5509a'],2,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:02.640,Pass,
,,,,,,,,,,,,,,,,,,,,0.960586,,,,,,,,,,,,,61699889-d1e7-43e6-968e-2b21ccdbdacb,14,,"[48.3, 46.7]",3901188,0,,,,,-2.3195138,,Right Foot,,,,"[37.8, 35.4]",,Ground Pass,,15.425303,,,,,Florentin Pogba,4802.0,,,,,,1,From Kick Off,Fabien Lemoine,7200.0,Right Defensive Midfield,2,Saint-Étienne,135,['862b25a1-e46b-441c-ba08-f248b3fdccb5'],3,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:03.520,Pass,
