50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.570663,,,,,,,,,,,d0e044d3-7087-464d-b20e-700c9ccbf604,17,,,"[21.2, 31.4]",3901212,0,,,,,1.5124434,,Right Foot,,,"[22.9, 60.5]",,Ground Pass,,29.149614,,,,,Renato Civelli,29057.0,,,,,,1,From Kick Off,Marko Baša,40523.0,Left Center Back,2,Lille,143,['f819142e-ea41-4017-bdbe-f709d9a827a0'],8,,,,,,,,,,,,,,,,,,Lille,143,00:00:08.944,Pass,
,,,,,,,,,,,,,,,,,,0.957142,,,,,,,,,,,5c3a0eca-950f-431b-8b48-deefc237d83e,20,,,"[30.4, 65.8]",3901212,0,,,,,-0.44849727,,Left Foot,,,"[43.7, 59.4]",,Ground Pass,,14.759743,,,,,Ibrahim Amadou,11332.0,,,,,,1,From Kick Off,Renato Civelli,29057.0,Right Center Back,2,Lille,143,['8e551b11-8e6f-4b73-9599-0b4b57ea1a6f'],15,,,,,,,,,,,,,,,,,,Lille,143,00:00:15.474,Pass,
,,,,,,,,,,,,,,,,,,1.273633,,,,,,,,,,,6424494e-a355-412f-aaf5-9f81a6163eb7,24,,,"[48.4, 52.8]",3901212,0,,,,,-0.77297646,,Right Foot,,,"[64.7, 36.9]",,Ground Pass,,22.770596,,,Incomplete,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Ibrahim Amadou,11332.0,Center Defensive Midfield,2,Lille,143,"['5c42b4a2-b4c4-4b0f-b496-53158c5c1b4c', '631d2496-1968-4033-b141-382bf0cb339e']",18,,,,,,,,,,,,,,,,,,Lille,143,00:00:18.265,Pass,
,,,,,,,,,,,,,,,,,,0.838541,,,,,,,,,,,2480608e-0f0b-4c63-83be-4563da3147dd,34,,,"[68.5, 40.6]",3901212,0,,,,,-1.4909663,,Right Foot,,,"[71.1, 8.1]",,Low Pass,,32.603832,,,,,Thomas Lemar,3245.0,,,,,,1,From Kick Off,Nabil Dirar,5727.0,Right Wing,2,Lille,143,['f145971b-4832-4110-b98c-2280a0ee996a'],24,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:24.978,Pass,
,,,,,,,,,,,,,,,,,,2.791082,,,,,,,,,,,3551bc26-9625-436c-a742-7c7ae36e03be,37,,,"[76.2, 8.1]",3901212,0,,,,,-0.2585717,,Right Foot,,,"[103.8, 0.8]",,Ground Pass,,28.54908,,,Out,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,1,From Kick Off,Thomas Lemar,3245.0,Left Wing,2,Lille,143,['adf83d0a-2cfa-45cf-acaf-e81adfe040b8'],26,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:26.830,Pass,
,,,,,,,,,,,,,,,,,,2.019634,,,,,,,,,,,d7fbcf9b-e24d-424e-a5a8-f723fe58c67f,39,,,"[19.7, 80.0]",3901212,0,,,,,-0.22494127,,,,,"[43.3, 74.6]",,High Pass,,24.209915,,,Incomplete,,Éderzito António Macedo Lopes,15996.0,,,,,Throw-in,1,From Throw In,Sébastien Corchia,6716.0,Right Back,3,Lille,143,"['96ec0617-6c95-4fa2-a32d-c23789b84f07', 'e489d6d5-92d9-46f9-8b70-a36918de4933']",47,,,,,,,,,,,,,,,,,,Lille,143,00:00:47.162,Pass,
,,,,,,,,,,,,,,,,,,1.454449,,,,,,,,,,,e489d6d5-92d9-46f9-8b70-a36918de4933,42,,,"[76.8, 5.5]",3901212,0,,,,True,-0.33502412,,,,,"[90.3, 0.8]",,High Pass,,14.294754,,,Out,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,Recovery,1,From Throw In,Elderson Uwa Echiejile,27558.0,Left Back,3,Lille,143,"['935a6232-f181-40ea-bcd4-9a72673a4b45', 'd1566987-4c30-404b-87e6-c176201c095a', 'd7fbcf9b-e24d-424e-a5a8-f723fe58c67f']",49,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:49.182,Pass,True
,,,,,,,,,,,,,,,,,,1.522542,,,,,,,,,,,cec19b83-5653-4c1f-8807-a7c5e1afaa3c,44,,,"[34.5, 80.0]",3901212,1,,True,,,-0.26474717,,,,,"[57.0, 73.9]",,High Pass,,23.31223,,,,,Éderzito António Macedo Lopes,15996.0,,,,,Throw-in,1,From Throw In,Sébastien Corchia,6716.0,Right Back,4,Lille,143,['3dcc07e3-7248-4856-9814-46041bf7667a'],0,,,,,,,,,,,,,,,,,,Lille,143,00:01:00.282,Pass,
,,,,,,,,,,,,,,,,,,2.396362,,,,,,,,,,,c863d6aa-9dab-4909-9f75-c4065fb2e788,47,,,"[58.4, 0.1]",3901212,1,,,,,2.1718118,,,,,"[35.5, 33.5]",,High Pass,,40.496544,,,,,Andrea Raggi,3374.0,,,,,Throw-in,1,From Throw In,Elderson Uwa Echiejile,27558.0,Left Back,5,AS Monaco,129,['9e677f23-a476-46ab-ab5a-f726aa6bc25a'],5,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:05.998,Pass,
,,,,,,,,,,,,,,,,,,1.412441,,,,,,,,,,,568f8757-1fdc-4307-8a3d-c7a391c8cc67,50,,,"[36.2, 43.4]",3901212,1,,,,,0.18055183,,Right Foot,,,"[48.8, 45.7]",,Ground Pass,,12.808201,,,,,Fábio Henrique Tavares,3247.0,,,,,,1,From Throw In,Andrea Raggi,3374.0,Right Center Back,5,AS Monaco,129,['6ba23bcc-63fb-4cd2-9ca7-466c465d991d'],10,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:10.223,Pass,
,,,,,,,,,,,,,,,,,,1.522582,,,,,,,,,,,56e73e42-d222-4bbe-b255-fb43f7b84894,53,,,"[48.4, 50.2]",3901212,1,,,,,1.7987634,,Right Foot,,,"[42.6, 75.2]",,Ground Pass,,25.663982,,,,,Jemerson de Jesus Nascimento,3217.0,,,,,,1,From Throw In,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,5,AS Monaco,129,['3025d9c4-b95f-4ac8-9cfc-7b5c3575311e'],13,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:13.349,Pass,
,,,,,,,,,,,,,,,,,,1.303054,,,,,,,,,,,33edb695-e42b-4d8c-9df6-e4dd69afd32b,56,,,"[42.8, 75.2]",3901212,1,,,,,0.105377436,,Right Foot,,,"[63.6, 77.4]",,Ground Pass,,20.916023,,,,,Nabil Dirar,5727.0,,,,,,1,From Throw In,Jemerson de Jesus Nascimento,3217.0,Right Back,5,AS Monaco,129,['36d5ed45-109b-4165-93fc-1653dbee7e3b'],16,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:16.082,Pass,
,,,,,,,,,,,,,,,,,,1.016807,,,,,,,,,,,c3aecf7b-b9ac-477b-9649-8d6c15e4a71c,60,,,"[62.1, 77.4]",3901212,1,,,,,-2.8032691,,Right Foot,,,"[56.7, 75.5]",,Ground Pass,,5.724509,,,Incomplete,,Jemerson de Jesus Nascimento,3217.0,,,,,,1,From Throw In,Nabil Dirar,5727.0,Right Wing,5,AS Monaco,129,"['38685153-87f4-49c9-add0-f2ad38ee9716', '763cb7c6-6977-4980-a71a-ac43d4d2a4d4', 'fe478e0c-cd16-4a5b-addd-1a9f3049e59e']",17,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:17.656,Pass,True
,,,,,,,,,,,,,,,,,,1.332507,,,,,,,,,,,0ca42bb5-a3fb-468a-925f-caec45f89736,68,,,"[93.7, 21.5]",3901212,1,,,,,2.0866053,,Left Foot,,,"[88.2, 31.2]",,Ground Pass,,11.1507845,,,,,Florent Balmont,3211.0,,,,,,1,From Throw In,Djibril Sidibé,3446.0,Left Back,5,AS Monaco,129,['ce3c1d81-cf50-469a-808c-d5179b9ad1bd'],23,,,,,,,,,,,,,,,,,,Lille,143,00:01:23.389,Pass,
,,,,,,,,,,,,,,,,,,4.349304,,,,,,,,,,,d23ebac3-e344-464a-b5c8-933fa803c3bd,71,,,"[88.2, 31.2]",3901212,1,,,,,0.70211595,,Right Foot,,,"[120.0, 58.1]",,High Pass,,41.65153,,,Out,,Morgan Amalfitano,3425.0,,,,,,1,From Throw In,Florent Balmont,3211.0,Right Center Midfield,5,AS Monaco,129,['d6a1be4b-0544-4c95-a6a5-42cc4c1bd978'],26,,,,,,,,,,,,,,,,,,Lille,143,00:01:26.290,Pass,
,,,,,,,,,,,,,,,,,,3.731842,,,,,,,,,,,aef5860b-b629-4f60-8432-b30ec6577268,73,,,"[7.0, 36.1]",3901212,2,,,,,0.23933499,,Right Foot,,,"[73.8, 52.4]",,High Pass,,68.75994,,,Incomplete,,Vágner Silva de Souza,18953.0,,,,,Goal Kick,1,From Goal Kick,Danijel Subašić,3444.0,Goalkeeper,6,AS Monaco,129,"['81b31ac8-2f81-4df7-a332-f245ddaafdb2', 'ce81bc3d-2588-4240-8d28-efb56549b6af']",6,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:06.310,Pass,
,,,,,,,,,,,,,,,,,,1.767833,,,,,,,,,,,e09a77a4-739b-482f-af38-3dfd8be80cae,79,,,"[64.6, 54.9]",3901212,2,,,,,1.1827226,,Head,,,"[71.1, 70.8]",,High Pass,,17.17731,,,,,Nabil Dirar,5727.0,,,,,,1,Regular Play,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,7,AS Monaco,129,"['025f890e-09c8-47d1-8c99-e93c2dce4541', '8e2a0695-b2d9-4949-9b99-9868b472e0c3']",11,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:11.711,Pass,True
,,,,,,,,,,,,,,,,,,1.330568,,,,,,,,,,,33d0d625-b906-49e3-91bd-94a362de809a,82,,,"[72.1, 70.3]",3901212,2,,,,,2.8160968,,Head,,,"[56.1, 75.7]",,Low Pass,,16.88668,,,,,Jemerson de Jesus Nascimento,3217.0,,,,,,1,Regular Play,Nabil Dirar,5727.0,Right Wing,7,AS Monaco,129,"['43f887b2-2b3d-425e-9340-c1d6d7f07fd6', '5bd6b37b-7c5d-49a2-9021-23b31139e87b']",13,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:13.543,Pass,True
,,,,,,,,,,,,,,,,,,1.293765,,,,,,,,,,,45ceaee7-82f2-42de-8275-ead9bb87fda8,85,,,"[56.1, 75.5]",3901212,2,,,,,0.27829966,,Right Foot,,,"[66.6, 78.5]",,High Pass,,10.920165,,,,,Nabil Dirar,5727.0,,,,,,1,Regular Play,Jemerson de Jesus Nascimento,3217.0,Right Back,7,AS Monaco,129,['845c48fb-87d0-4bf9-8150-edf35f4387dc'],15,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:15.665,Pass,
,,,,,,,,,,,,,,,,,,1.175517,,,,,,,,,,,90207c1f-a7e0-49f8-9427-d01e8dabf4fe,88,,,"[67.2, 78.5]",3901212,2,,,,,-1.091277,,Right Foot,,,"[71.1, 71.0]",,High Pass,,8.453402,,,Unknown,,Jemerson de Jesus Nascimento,3217.0,,,,,,1,Regular Play,Nabil Dirar,5727.0,Right Wing,7,AS Monaco,129,['1fc54fe4-cb5a-4a99-ae44-14a30218ea1b'],17,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:17.760,Pass,
,,,,,,,,,,,,,,,,,,1.658127,,,,,,,,,,,5b40669f-daa3-4566-b867-74cc97d4577d,92,,,"[55.5, 8.9]",3901212,2,,,,,0.27387688,,Right Foot,,,"[85.4, 17.3]",,High Pass,,31.057528,,,,,Éderzito António Macedo Lopes,15996.0,,,,,Free Kick,1,From Free Kick,Marko Baša,40523.0,Left Center Back,8,Lille,143,['dc32c434-23cc-4474-b6ff-8ba26f0cdd0b'],39,,,,,,,,,,,,,,,,,,Lille,143,00:02:39.447,Pass,
,,,,,,,,,,,,,,,,,,0.991032,,,,,,,,,,,7cb85a97-960c-4408-9c36-ba1c14a867f6,99,,,"[36.2, 62.4]",3901212,2,,True,,,-1.6254294,,Right Foot,,,"[35.5, 49.6]",,Ground Pass,,12.819126,,,,,Jérémy Toulalan,3406.0,,,,,Free Kick,1,From Free Kick,Andrea Raggi,3374.0,Right Center Back,9,AS Monaco,129,['24695505-7376-4d6f-9d73-05d500b7dda6'],54,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:54.554,Pass,
,,,,,,,,,,,,,,,,,,1.490801,,,,,,,,,,,6597b23d-664d-4b56-b65a-bec0068faa6e,101,,,"[35.5, 49.6]",3901212,2,,,,,-1.646737,,Right Foot,,,"[34.1, 31.2]",,Ground Pass,,18.453184,,,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,1,From Free Kick,Jérémy Toulalan,3406.0,Left Defensive Midfield,9,AS Monaco,129,['7e49e18b-c33e-4a40-bdaa-408ec47c8674'],56,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:56.085,Pass,
,,,,,,,,,,,,,,,,,,0.604586,,,,,,,,,,,5328c76b-805f-4b1a-9c53-f64c04e42d8a,104,,,"[47.3, 24.8]",3901212,3,,,,,-0.09709631,,Right Foot,,,"[62.7, 23.3]",,Ground Pass,,15.472879,,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,1,From Free Kick,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,9,AS Monaco,129,['0fe9bd2f-b21f-4149-96a4-ad224c1cfac7'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:00.518,Pass,
,,,,,,,,,,,,,,,,,,0.751623,,,,,,,,,,,360d10da-1087-44ab-9e3d-f65b7e0a38ce,108,,,"[62.7, 23.7]",3901212,3,,,,,-2.7324886,,Left Foot,,,"[48.4, 17.5]",,Ground Pass,,15.586212,,,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,1,From Free Kick,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Center Attacking Midfield,9,AS Monaco,129,"['8d187eec-f36b-4547-a324-b5f7eea3b472', 'a6f9ecb7-e869-4971-8a62-300d23d3359e']",1,,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:01.326,Pass,True
,,,,,,,,,,,,,,,,,,3.484682,,,,,,,,,,,911c1321-6406-4ff5-922f-fb7d286b0802,111,,,"[48.6, 17.1]",3901212,3,,,,,-0.26361507,,Right Foot,,,"[106.4, 1.5]",,High Pass,,59.868187,,,Out,,Thomas Lemar,3245.0,,,,,,1,From Free Kick,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,9,AS Monaco,129,['0b51f768-8c6a-47fe-83e6-31746838e8e6'],4,,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:04.092,Pass,
,,,,,,,,,,,,,,,,,,1.996891,,,,,,,,,,,e4aa0f08-73c8-49f7-82fb-d9f8068b0255,113,,,"[23.4, 80.0]",3901212,3,,,,,-0.25313804,,,,,"[49.3, 73.3]",,High Pass,,26.75257,,,,,Éderzito António Macedo Lopes,15996.0,,,,,Throw-in,1,From Throw In,Sébastien Corchia,6716.0,Right Back,10,Lille,143,['e0452e83-42a1-405f-933c-6e7394624167'],26,,,,,,,,,,,,,,,,,,Lille,143,00:03:26.712,Pass,
,,,,,,,,,,,,,,,,,,1.025705,,,,,,,,,,,ce579071-2a64-41a2-9b9c-3902c1abd4ed,116,,,"[49.3, 73.3]",3901212,3,,,,True,-1.6003735,,,,,"[48.8, 56.4]",,High Pass,,16.907394,,,Incomplete,,Florent Balmont,3211.0,,,,,,1,From Throw In,Éderzito António Macedo Lopes,15996.0,Center Forward,10,Lille,143,"['11e1ef77-fb68-4eaf-a04b-16eacb952ee5', '817ab767-7f26-427a-8f39-4662f7474d17', 'beff95ee-5235-4a11-9818-86ab8d67a24a']",28,,,,,,,,,,,,,,,,,,Lille,143,00:03:28.709,Pass,True
,,,,,,,,,,,,,,,,,,1.992343,,,,,,,,,,,817ab767-7f26-427a-8f39-4662f7474d17,118,,,"[71.3, 23.7]",3901212,3,,,,,2.927532,,Right Foot,,,"[43.7, 29.7]",,Low Pass,,28.244646,,,,,Andrea Raggi,3374.0,,,,,Recovery,1,Regular Play,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,11,AS Monaco,129,"['694f2967-cae3-4713-8c36-965af74a8a71', 'ce579071-2a64-41a2-9b9c-3902c1abd4ed']",29,,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:29.735,Pass,
,,,,,,,,,,,,,,,,,,1.478838,,,,,,,,,,,8dab1d98-d1a3-4f44-afb1-c9522052e06a,121,,,"[40.3, 40.8]",3901212,3,,,,,-1.7567934,,Right Foot,,,"[36.8, 22.2]",,Ground Pass,,18.926437,,,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,1,Regular Play,Andrea Raggi,3374.0,Right Center Back,11,AS Monaco,129,['b716f612-58b3-4216-9cf6-d1c0995e0dbf'],35,,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:35.062,Pass,
,,,,,,,,,,,,,,,,,,1.534304,,,,,,,,,,,6657f195-69a7-4058-9792-92eaf8896dbd,124,,,"[36.8, 22.2]",3901212,3,,,,,1.6327606,,Right Foot,,,"[35.1, 49.6]",,Ground Pass,,27.452686,,,,,Andrea Raggi,3374.0,,,,,,1,Regular Play,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,11,AS Monaco,129,['631c303a-f47f-40a7-b7fb-d81ef075c7ea'],37,,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:37.537,Pass,
,,,,,,,,,,,,,,,,,,0.592733,,,,,,,,,,,00c616d8-de28-426a-a485-95ab301a2055,127,,,"[35.1, 49.6]",3901212,3,,,,,-1.2134876,,Right Foot,,,"[37.9, 42.1]",,Ground Pass,,8.005623,,,,,Jérémy Toulalan,3406.0,,,,,,1,Regular Play,Andrea Raggi,3374.0,Right Center Back,11,AS Monaco,129,['8a31914a-820b-4d3a-ad61-94e83a0be79b'],39,,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:39.563,Pass,
