50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.817032,,,,,,,,,,,,f47c0bbe-4c97-4a95-a620-ba981db83314,17,,"[53.4, 0.1]",3901178,0,,,,,1.0847644,,,,,,"[56.2, 5.4]",,Low Pass,,5.994164,,,,Walid Mesloub,7766.0,,,,,,Throw-in,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,3,Lorient,165,['8a439e0f-f93a-4195-a4f3-383a0a1d67cd'],15,,,,,,,,,,,,,,,,,Lorient,165,00:00:15.175,Pass,
,,,,,,,,,,,,,,,,0.598882,,,,,,,,,,,,2179e9f8-65cf-4ab4-837a-63c575a0ae40,20,,"[56.2, 5.4]",3901178,0,,,,,-2.0176387,,Right Foot,,,,"[53.9, 0.6]",,Low Pass,,5.322593,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,,1,From Throw In,Walid Mesloub,7766.0,Left Defensive Midfield,3,Lorient,165,['3f91c55d-13bd-472d-a389-a9c577b40dc2'],16,,,,,,,,,,,,,,,,,Lorient,165,00:00:16.072,Pass,
,,,,,,,,,,,,,,,,2.722899,,,,,,,,,,,,d1f8fed2-d67a-45ae-90ff-b9b774759916,23,,"[53.9, 1.6]",3901178,0,,,,,2.6184342,,Left Foot,,,,"[29.8, 15.5]",,High Pass,,27.821215,,,,Zargo Touré,7211.0,,,,,,,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,3,Lorient,165,['edb8f2ad-0352-4e8c-83c6-da3914231187'],16,,,,,,,,,,,,,,,,,Lorient,165,00:00:16.751,Pass,
,,,,,,,,,,,,,,,,1.1253,,,,,,,,,,,,b0f1491f-1332-4c8d-ab4a-e3f1de43e705,26,,"[29.8, 15.5]",3901178,0,,,,,1.8660045,,Right Foot,,,,"[24.6, 32.6]",,Ground Pass,,17.873165,,,,Lindsay Rose,7346.0,,,,,,,1,From Throw In,Zargo Touré,7211.0,Left Center Back,3,Lorient,165,['f0dcf21c-97ad-4379-8977-393ca3f52741'],20,,,,,,,,,,,,,,,,,Lorient,165,00:00:20.174,Pass,
,,,,,,,,,,,,,,,,0.877835,,,,,,,,,,,,e3728d9f-fb10-445e-8030-e78b970962ae,29,,"[29.4, 34.0]",3901178,0,,,,,1.6183795,,Left Foot,,,,"[28.4, 55.0]",,Ground Pass,,21.023796,,,,Lamine Gassama,6335.0,,,,,,,1,From Throw In,Lindsay Rose,7346.0,Right Center Back,3,Lorient,165,['475f40e7-b0a4-4bf9-98f8-218f9d1a5fba'],22,,,,,,,,,,,,,,,,,Lorient,165,00:00:22.444,Pass,
,,,,,,,,,,,,,,,,1.12212,,,,,,,,,,,,38cfe7cc-a613-4275-bdb7-d63a1fed602f,32,,"[28.4, 55.0]",3901178,0,,,,,1.0326308,,Right Foot,,,,"[40.1, 74.6]",,Ground Pass,,22.826519,,,,Jimmy Cabot,7336.0,,,,,,,1,From Throw In,Lamine Gassama,6335.0,Right Back,3,Lorient,165,['e12566ca-f9eb-4f99-b917-c93281bf0795'],24,,,,,,,,,,,,,,,,,Lorient,165,00:00:24.476,Pass,
,,,,,,,,,,,,,,,,0.981876,,,,,,,,,,,,76053697-196b-46b7-a235-5566b7f8ac31,35,,"[38.6, 66.3]",3901178,0,,,,,-0.8167468,,Left Foot,,,,"[52.5, 51.5]",,Ground Pass,,20.30394,,,,Walid Mesloub,7766.0,,,,,,,1,From Throw In,Jimmy Cabot,7336.0,Right Midfield,3,Lorient,165,['90ed6499-c6eb-43e8-b8e0-abdb11b68dcf'],27,,,,,,,,,,,,,,,,,Lorient,165,00:00:27.253,Pass,
,,,,,,,,,,,,,,,,4.749553,,,,,,,,,,,,ccd797d8-6bfa-47c4-a1e4-12ebdc6380d0,40,,"[53.2, 57.0]",3901178,0,,,,,0.1489724,,Right Foot,,,,"[112.5, 65.9]",,High Pass,,59.964157,,,,Jimmy Cabot,7336.0,,,,,,,1,From Throw In,Walid Mesloub,7766.0,Left Defensive Midfield,3,Lorient,165,['cce2f8f9-1498-4743-a685-f64cb53edf4a'],30,,,,,,,,,,,,,,,,,Lorient,165,00:00:30.276,Pass,
,,,,,,,,,,,,,,,,1.004514,,,,,,,,,,,,ecccb77e-c4e9-4971-930b-5e17f9cd5d60,44,,"[113.5, 69.4]",3901178,0,,,,,2.9724915,,Left Foot,,,,"[97.1, 72.2]",,Ground Pass,,16.637308,,,,Walid Mesloub,7766.0,,,,,,,1,From Throw In,Jimmy Cabot,7336.0,Right Midfield,3,Lorient,165,['c599a22a-fddf-4897-9c8a-a0deb16d9114'],37,,,,,,,,,,,,,,,,,Lorient,165,00:00:37.332,Pass,
,,,,,,,,,,,,,,,,0.64851,,,,,,,,,,,,0153aa0a-b69f-4f99-8cbe-0b3c6fd03e19,52,,"[9.0, 6.4]",3901178,0,,,,,1.0101093,,Left Foot,,,,"[11.7, 10.7]",,Ground Pass,,5.0774007,,,,Jacques-Alaixys Romao,10036.0,,,,,,,1,From Counter,Benjamin Mendy,3261.0,Left Back,4,Marseille,147,['5f3f564b-ae38-4de5-ae86-ee04e1c0a75e'],44,,,,,,,,,,,,,,,,,Marseille,147,00:00:44.346,Pass,
,,,,,,,,,,,,,,,,0.629131,,,,,,,,,,,,c9fc7d4d-7bc6-42f4-828e-067087b8dd9d,55,,"[10.3, 10.5]",3901178,0,,,,,-0.2701532,,Right Foot,,,,"[16.8, 8.7]",,Ground Pass,,6.7446275,,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,,1,From Counter,Jacques-Alaixys Romao,10036.0,Left Defensive Midfield,4,Marseille,147,['6c9e0a01-e164-404d-9d14-7182395f725d'],45,,,,,,,,,,,,,,,,,Marseille,147,00:00:45.138,Pass,
,,,,,,,,,,,,,,,,1.309384,,,,,,,,,,,,97de010a-d3a5-4aa8-97c6-04298480dd3e,66,,"[116.2, 73.9]",3901178,0,,,,,-1.5557599,,Right Foot,True,,,"[116.6, 47.3]",,High Pass,,26.603008,,Incomplete,,Abdul Majeed Waris,7615.0,,,,,,,1,Regular Play,Jimmy Cabot,7336.0,Right Midfield,5,Lorient,165,"['73d2dd61-5531-45df-bd7e-3d4dc3909ae0', 'edfae851-5eb7-4ffe-bc0c-8f530b0a86ac']",57,,,,,,,,,,,,,,,,,Lorient,165,00:00:57.648,Pass,
,,,,,,,,,,,,,,,,2.624729,,,,,,,,,,,,01820a13-6dc9-4bf4-9854-5fe997c52aa1,70,,"[120.0, 80.0]",3901178,1,,,,,-1.9538463,,Right Foot,,,,"[100.9, 32.6]",,High Pass,,51.103523,,Incomplete,True,,,,,True,Outswinging,,Corner,1,From Corner,Walid Mesloub,7766.0,Left Defensive Midfield,6,Lorient,165,['05fef6fd-d762-4cef-a267-7ff6a799dbfd'],48,,,,,,,,,,,,,,,,,Lorient,165,00:01:48.008,Pass,
,,,,,,,,,,,,,,,,1.040545,,,,,,,,,,,,db3f8cfd-46d7-49ca-aa0c-2f8273b494ba,77,,"[90.9, 0.1]",3901178,2,,,,,0.16051193,,,,,,"[111.9, 3.5]",,High Pass,,21.273458,,,,Maxime Barthelmé,7567.0,,,,,,Throw-in,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,7,Lorient,165,['ad800145-0fba-4a03-93d2-e63fc60ea195'],9,,,,,,,,,,,,,,,,,Lorient,165,00:02:09.093,Pass,
,,,,,,,,,,,,,,,,1.626154,,,,,,,,,,,,7d9477ce-7f94-4a0d-9ed0-11c8ed267d52,87,,"[113.1, 2.5]",3901178,2,,,,,1.4078698,,Left Foot,True,,,"[117.9, 31.7]",,Low Pass,,29.59189,,Incomplete,,,,,,,,,,1,From Throw In,Maxime Barthelmé,7567.0,Left Midfield,7,Lorient,165,['3fcfdc60-a001-419d-b258-5928bf216d21'],18,,,,,,,,,,,,,,,,,Lorient,165,00:02:18.102,Pass,
,,,,,,,,,,,,,,,,2.557794,,,,,,,,,,,,58435cf8-790a-4d86-97ad-dc02f3c8b471,90,,"[8.6, 36.1]",3901178,2,,,,,-1.5779904,,Keeper Arm,,,,"[8.4, 8.3]",,Ground Pass,,27.80072,,,,Karim Rekik,8572.0,,,,,,,1,Regular Play,Steve Mandanda,3543.0,Goalkeeper,8,Marseille,147,['bd970574-50aa-4725-a500-4fedff3aab28'],28,,,,,,,,,,,,,,,,,Marseille,147,00:02:28.813,Pass,
,,,,,,,,,,,,,,,,1.689884,,,,,,,,,,,,a9f7566d-7bfd-416d-97a3-aac1de0f9b56,93,,"[8.4, 7.3]",3901178,2,,,,,1.784857,,Left Foot,,,,"[3.9, 28.0]",,Ground Pass,,21.183485,,,,Steve Mandanda,3543.0,,,,,,,1,Regular Play,Karim Rekik,8572.0,Left Center Back,8,Marseille,147,['e983ef86-88e5-46dc-b8cf-6f19b6d3c87b'],31,,,,,,,,,,,,,,,,,Marseille,147,00:02:31.945,Pass,
,,,,,,,,,,,,,,,,2.805118,,,,,,,,,,,,8db531ec-0911-4201-88d9-422ae6fee6be,97,,"[14.5, 41.4]",3901178,2,,,,,-0.3068263,,Right Foot,,,,"[54.9, 28.6]",,High Pass,,42.379242,,,,Benjamin Mendy,3261.0,,,,,,,1,Regular Play,Steve Mandanda,3543.0,Goalkeeper,8,Marseille,147,"['0f135856-9739-48e9-9347-d277c17f348e', '227c9254-7ddf-4b3e-92ee-306c4225b45c']",40,,,,,,,,,,,,,,,,,Marseille,147,00:02:40.624,Pass,True
,,,,,,,,,,,,,,,,1.839981,,,,,,,,,,,,913b7b2e-bf18-428f-ab20-3a558b202240,103,,"[62.6, 38.3]",3901178,2,,,,,-1.3638773,,Left Foot,,,,"[68.1, 12.1]",,High Pass,,26.771067,,,,Rémy Cabella,3420.0,,,,,,Recovery,1,Regular Play,Florian Thauvin,3254.0,Right Wing,8,Marseille,147,['062a06a8-c638-48b4-8f86-1b4fccbd2cba'],46,,,,,,,,,,,,,,,,,Marseille,147,00:02:46.929,Pass,
,,,,,,,,,,,,,,,,0.795626,,,,,,,,,,,,f2ebf435-4cbf-42be-9ccd-10f1743bef48,106,,"[68.1, 11.1]",3901178,2,,,,,2.3100734,,Right Foot,,,,"[65.0, 14.5]",,Ground Pass,,4.6010866,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,,1,Regular Play,Rémy Cabella,3420.0,Center Attacking Midfield,8,Marseille,147,['356119a7-31b7-4d73-8f22-772c536e6766'],48,,,,,,,,,,,,,,,,,Marseille,147,00:02:48.809,Pass,
,,,,,,,,,,,,,,,,1.387712,,,,,,,,,,,,52fb1254-309e-4106-854a-83ff133fb295,109,,"[65.0, 14.5]",3901178,2,,,,,-0.3109983,,Left Foot,,,,"[81.8, 9.1]",,Ground Pass,,17.64653,,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,,1,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Defensive Midfield,8,Marseille,147,['2b52b302-fb15-4864-b9d6-aef06480de01'],49,,,,,,,,,,,,,,,,,Marseille,147,00:02:49.637,Pass,
,,,,,,,,,,,,,,,,1.020892,,,,,,,,,,,,d3bdb0e7-8c25-44ac-a419-94c448f7c0d5,113,,"[81.4, 9.1]",3901178,2,,,,,2.6414316,,Right Foot,,,,"[72.8, 13.8]",,Ground Pass,,9.80051,,,,Rémy Cabella,3420.0,,,,,,,1,Regular Play,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,8,Marseille,147,"['1c158461-e49e-4c57-b0ad-fb3831b6d88f', '9272b9b3-94aa-44e2-974d-cc646eff04e0']",51,,,,,,,,,,,,,,,,,Marseille,147,00:02:51.754,Pass,True
,,,,,,,,,,,,,,,,0.577588,,,,,,,,,,,,510979ca-f3d4-4913-9717-2f5d3bcc38e2,116,,"[72.8, 13.8]",3901178,2,,,,,0.7763894,,Right Foot,,,,"[78.4, 19.3]",,Ground Pass,,7.8492036,,,,Michy Batshuayi Tunga,3457.0,,,,,,,1,Regular Play,Rémy Cabella,3420.0,Center Attacking Midfield,8,Marseille,147,['e21d8deb-9a21-4c11-a99b-51cf56a2706f'],53,,,,,,,,,,,,,,,,,Marseille,147,00:02:53.176,Pass,
,,,,,,,,,,,,,,,,0.942853,,,,,,,,,,,,883c494b-3598-4e9a-a8ee-9ffe604395f6,119,,"[78.4, 19.3]",3901178,2,,,,,-3.0172377,,Right Foot,,,,"[64.0, 17.5]",,Ground Pass,,14.512064,,,,Jacques-Alaixys Romao,10036.0,,,,,,,1,Regular Play,Michy Batshuayi Tunga,3457.0,Center Forward,8,Marseille,147,['2e3df461-d6cc-4410-8871-b2badb80b0ac'],53,,,,,,,,,,,,,,,,,Marseille,147,00:02:53.834,Pass,
,,,,,,,,,,,,,,,,1.18641,,,,,,,,,,,,87da332f-edd1-464c-8869-cef9e9afe152,122,,"[59.4, 18.6]",3901178,2,,,,,-1.2071277,,Left Foot,,,,"[64.5, 5.2]",,Ground Pass,,14.337712,,,,Rémy Cabella,3420.0,,,,,,,1,Regular Play,Jacques-Alaixys Romao,10036.0,Left Defensive Midfield,8,Marseille,147,['c099d4b2-54c9-4580-a634-3b39cd68cb43'],58,,,,,,,,,,,,,,,,,Marseille,147,00:02:58.728,Pass,
,,,,,,,,,,,,,,,,0.710756,,,,,,,,,,,,6865548a-f0db-4973-aa08-1f486a08ec16,125,,"[64.5, 5.2]",3901178,3,,,,,-0.0809041,,Right Foot,,,,"[79.3, 4.0]",,Ground Pass,,14.848569,,,,Benjamin Mendy,3261.0,,,,,,,1,Regular Play,Rémy Cabella,3420.0,Center Attacking Midfield,8,Marseille,147,['dab490d3-a510-43ae-854c-35471a2a632d'],0,,,,,,,,,,,,,,,,,Marseille,147,00:03:00.664,Pass,
,,,,,,,,,,,,,,,,0.283285,,,,,,,,,,,,9c75a82b-0641-47fb-9932-bf7b17ea5e2f,129,,"[81.0, 4.3]",3901178,3,,,,,0.4636476,,Right Foot,,,,"[82.4, 5.0]",,Ground Pass,,1.5652475,,Incomplete,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,,1,Regular Play,Benjamin Mendy,3261.0,Left Back,8,Marseille,147,"['3b1bb4a6-6448-483a-8355-bc7d11f3caec', '88242d90-f2dd-4fd7-b29f-ba892b2e12c7', '89629c41-7bfa-45d2-8383-e2a574e7298a']",1,,,,,,,,,,,,,,,,,Marseille,147,00:03:01.977,Pass,True
,,,,,,,,,,,,,,,,1.280653,,,,,,,,,,,,f5b87ff6-ec82-42e6-8d61-ef115c6502d3,132,,"[82.8, 0.1]",3901178,3,,,,,1.2934141,,,,,,"[86.9, 14.5]",,Low Pass,,14.972308,,,,Michy Batshuayi Tunga,3457.0,,,,,,Throw-in,1,From Throw In,Benjamin Mendy,3261.0,Left Back,9,Marseille,147,['dec698c8-49d4-4c67-bf2a-79be5b0085b6'],10,,,,,,,,,,,,,,,,,Marseille,147,00:03:10.475,Pass,
,,,,,,,,,,,,,,,,0.949989,,,,,,,,,,,,ee76f3ce-8a94-424c-b718-79abbd9db6b7,135,,"[86.9, 14.5]",3901178,3,,,,,2.9899871,,Right Foot,,,,"[79.7, 15.6]",,Ground Pass,,7.283543,,,,Rémy Cabella,3420.0,,,,,,,1,From Throw In,Michy Batshuayi Tunga,3457.0,Center Forward,9,Marseille,147,['2abc2575-4d67-455a-b94b-7363a52ebcfc'],11,,,,,,,,,,,,,,,,,Marseille,147,00:03:11.795,Pass,
,,,,,,,,,,,,,,,,1.274443,,,,,,,,,,,,6035bdf9-e41c-4259-a94f-b45a95dd4e59,138,,"[79.7, 15.6]",3901178,3,,,,,-1.5829909,,Left Foot,,,,"[79.6, 7.4]",,Ground Pass,,8.20061,,,,Benjamin Mendy,3261.0,,,,,,,1,From Throw In,Rémy Cabella,3420.0,Center Attacking Midfield,9,Marseille,147,['3f6a4810-619d-4070-b0d8-4d884049af22'],12,,,,,,,,,,,,,,,,,Marseille,147,00:03:12.779,Pass,
,,,,,,,,,,,,,,,,0.292703,,,,,,,,,,,,6a8c64ed-95b3-4450-bff1-bd8bba091eba,142,,"[79.6, 7.4]",3901178,3,,,,,0.10673567,,Left Foot,,,,"[82.4, 7.7]",,Low Pass,,2.8160255,,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,,,1,From Throw In,Benjamin Mendy,3261.0,Left Back,9,Marseille,147,"['62da428d-278f-4e9c-8c9c-ddc0a4c9e647', 'a6498e2a-f0aa-452b-97d6-cfc99e8de27b', 'c912a1bf-a08e-42a0-8783-4202d7d4032f']",14,,,,,,,,,,,,,,,,,Marseille,147,00:03:14.173,Pass,True
,,,,,,,,,,,,,,,,0.6737,,,,,,,,,,,,c029fef0-1b89-44dc-913d-0d5dce3f0001,145,,"[80.7, 0.1]",3901178,3,,True,,,1.1071488,,,,,,"[87.9, 14.5]",,High Pass,,16.09969,,,,Michy Batshuayi Tunga,3457.0,,,,,,Throw-in,1,From Throw In,Benjamin Mendy,3261.0,Left Back,10,Marseille,147,['938383ea-29f5-4ff1-bb7e-64d2e74db97e'],17,,,,,,,,,,,,,,,,,Marseille,147,00:03:17.824,Pass,
,,,,,,,,,,,,,,,,1.968307,,,,,,,,,,,,002652a5-be4c-4038-af3e-2c86a496a1dc,147,,"[87.9, 14.5]",3901178,3,,,,,-2.98083,,Head,,,,"[69.4, 11.5]",,Low Pass,,18.741665,,,,Karim Rekik,8572.0,,,,,,,1,From Throw In,Michy Batshuayi Tunga,3457.0,Center Forward,10,Marseille,147,['e0fc0938-d0ca-4f6f-872a-1364c554147e'],18,,,,,,,,,,,,,,,,,Marseille,147,00:03:18.698,Pass,
