50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.772589,,,,,,,,,,,,,3de006e3-bd6f-4424-84b9-4cf61abeab4d,20,,,"[72.5, 67.3]",3900587,0,,,,,-2.3506079,,Left Foot,,,,"[63.6, 58.3]",,Low Pass,,12.657409,,,,Clément Grenier,3361.0,,,,,,1,From Kick Off,Rachid Ghezzal,3372.0,Right Wing,2,Lyon,137,['78f3845f-a0a8-4b10-a740-92ab26bbba3a'],6,,,,,,,,,,,,,,,,,,Lyon,137,00:00:06.956,Pass,
,,,,,,,,,,,,,,,,,,1.761666,,,,,,,,,,,,,88da1f8d-35c2-4792-9002-ff41e80b12a3,24,,,"[64.0, 58.3]",3900587,0,,,,,-1.9111782,,Right Foot,,,,"[57.2, 39.1]",,High Pass,,20.368603,,,,Corentin Tolisso,5480.0,,,,,,1,From Kick Off,Clément Grenier,3361.0,Left Wing,2,Lyon,137,"['a477bea8-0d90-4b4f-bc81-360381944797', 'aa8397af-2381-4141-93c3-78c833492e8e']",7,,,,,,,,,,,,,,,,,,Lyon,137,00:00:07.833,Pass,True
,,,,,,,,,,,,,,,,,,0.984085,,,,,,,,,,,,,99367bc7-3939-41eb-9b2a-c241f84e12cb,28,,,"[57.9, 35.9]",3900587,0,,,,,-1.5430257,,Right Foot,,,,"[58.3, 21.5]",,Ground Pass,,14.405555,,,,Jérémy Morel,2983.0,,,,,,1,From Kick Off,Corentin Tolisso,5480.0,Left Center Midfield,2,Lyon,137,"['48fb2a66-4921-41af-aae6-8294f30a6532', '98f9b7a7-882e-47f6-82ee-ac66c530080f']",9,,,,,,,,,,,,,,,,,,Lyon,137,00:00:09.729,Pass,True
,,,,,,,,,,,,,,,,,,0.791801,,,,,,,,,,,,,bc13c6fc-de6c-463f-97e3-17d80b123b38,31,,,"[80.3, 18.3]",3900587,0,,,,,0.83699554,,Left Foot,,,,"[90.4, 29.5]",,Ground Pass,,15.081446,,,Incomplete,Clément Grenier,3361.0,,,,,,1,From Kick Off,Jérémy Morel,2983.0,Left Back,2,Lyon,137,"['924f2855-ca28-473d-b7f8-5357ebec901b', 'c20a6c50-b9dc-4b48-9d9a-e98e5530ed1d']",14,,,,,,,,,,,,,,,,,,Lyon,137,00:00:14.819,Pass,
,,,,,,,,,,,,,,,,,,0.503656,,,,,,,,,,,,,31baa541-2799-4ca8-aa50-25bf56477567,36,,,"[96.8, 30.9]",3900587,0,,,,,-1.0400229,,Right Foot,,,,"[99.5, 26.3]",,Ground Pass,,5.333854,,,,Clément Grenier,3361.0,,,,,,1,From Kick Off,Alexandre Lacazette,3451.0,Center Forward,2,Lyon,137,['a8351147-8187-4be1-b982-a75d1296059a'],17,,,,,,,,,,,,,,,,,,Lyon,137,00:00:17.547,Pass,
,,,,,,,,,,,,,,,,,,0.602151,,,,,,,,,,,,,3be96116-65a0-4be7-8786-ecef57db26ef,41,,,"[98.8, 22.4]",3900587,0,,,,,-1.5707964,,Right Foot,,,True,"[98.8, 21.0]",,Ground Pass,,1.4,,,,Alexandre Lacazette,3451.0,,,,,,1,From Kick Off,Clément Grenier,3361.0,Left Wing,2,Lyon,137,"['29760530-f4fa-4fab-a08b-e205b4e98194', '85bec248-6baf-4bfd-a9f6-24f138a1c21e', 'ad96c07e-7e8e-45aa-b88a-c20a979df126']",18,,,,,,,,,,,,,,,,,,Lyon,137,00:00:18.628,Pass,True
,,,,,,,,,,,,,,,,,,1.606883,,,,,,,,,,,,,9247d8dc-f6b2-4a0f-913c-f71b5af9ca81,51,,,"[120.0, 0.1]",3900587,0,,,,,1.7215427,,Right Foot,,,,"[114.0, 39.6]",,High Pass,True,39.9531,,,Incomplete,Alexandre Lacazette,3451.0,,,Inswinging,,Corner,1,From Corner,Clément Grenier,3361.0,Left Wing,3,Lyon,137,"['5195435f-2ce5-4d40-81f7-4af78589eedb', 'be55c85f-08a8-4722-b238-f4110c1ca98a']",47,,,,,,,,,,,,,,,,,,Lyon,137,00:00:47.820,Pass,
,,,,,,,,,,,,,,,,,,2.015918,,,,,,,,,,,,,d926f16d-0c8d-464e-a0d7-44c669700481,57,,,"[84.6, 0.1]",3900587,1,,,,,2.650429,,,,,,"[58.8, 13.9]",,Low Pass,,29.258844,,,,Samuel Yves Umtiti,5492.0,,,,,Throw-in,1,From Throw In,Jérémy Morel,2983.0,Left Back,4,Lyon,137,['ee3ce312-2def-492d-bb7a-316ff39040cb'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:01:00.426,Pass,
,,,,,,,,,,,,,,,,,,1.812063,,,,,,,,,,,,,09927b59-7c63-4928-9f4f-98ee82ffa58d,60,,,"[57.6, 15.1]",3900587,1,,,,,1.670465,,Right Foot,,,,"[54.7, 44.1]",,Ground Pass,,29.14464,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,4,Lyon,137,['515c9cd4-cb31-417a-897b-966bc346e249'],3,,,,,,,,,,,,,,,,,,Lyon,137,00:01:03.872,Pass,
,,,,,,,,,,,,,,,,,,1.04424,,,,,,,,,,,,,74535d27-6305-4340-9622-903f693e3b9c,63,,,"[54.7, 44.1]",3900587,1,,,,,-1.4501727,,Right Foot,,,,"[56.3, 30.9]",,Ground Pass,,13.296617,,,,Maxime Gonalons,6982.0,,,,,,1,From Throw In,Mapou Yanga-Mbiwa,4463.0,Right Center Back,4,Lyon,137,['163717ec-0e55-4c40-9106-f8be2e9f8ae9'],5,,,,,,,,,,,,,,,,,,Lyon,137,00:01:05.948,Pass,
,,,,,,,,,,,,,,,,,,1.371059,,,,,,,,,,,,,30d66cfe-9813-4061-8034-872801a9651b,66,,,"[56.3, 32.0]",3900587,1,,,,,1.5021757,,Right Foot,,,,"[58.3, 61.1]",,Ground Pass,,29.168648,,,,Jordan Ferri,3118.0,,,,,,1,From Throw In,Maxime Gonalons,6982.0,Center Defensive Midfield,4,Lyon,137,['98446eb6-f889-4b26-bd4b-b11888cb0cfb'],9,,,,,,,,,,,,,,,,,,Lyon,137,00:01:09.528,Pass,
,,,,,,,,,,,,,,,,,,1.046226,,,,,,,,,,,,,e955f654-6a3a-4f32-a46f-5d666382c53b,69,,,"[62.9, 67.5]",3900587,1,,,,,0.88154745,,Right Foot,,,,"[71.8, 78.3]",,Ground Pass,,13.994642,,,,Christophe Jallet,4410.0,,,,,,1,From Throw In,Jordan Ferri,3118.0,Right Center Midfield,4,Lyon,137,['d94b5642-8ffd-4ac5-9517-fd48e9cabf2a'],12,,,,,,,,,,,,,,,,,,Lyon,137,00:01:12.179,Pass,
,,,,,,,,,,,,,,,,,,0.750039,,,,,,,,,,,,,eecc90e5-1385-4611-bb6f-246c87789b1c,72,,,"[71.8, 78.3]",3900587,1,,,,,-1.2088376,,Right Foot,,,,"[75.7, 68.0]",,Ground Pass,,11.013628,,,,Rachid Ghezzal,3372.0,,,,,,1,From Throw In,Christophe Jallet,4410.0,Right Back,4,Lyon,137,['67d245a1-3389-4093-adf7-08f8ce5e79ca'],14,,,,,,,,,,,,,,,,,,Lyon,137,00:01:14.138,Pass,
,,,,,,,,,,,,,,,,,,0.595904,,,,,,,,,,,,,5c17cc8a-a9dc-4355-a9c5-95f777205cc2,74,,,"[75.7, 68.0]",3900587,1,,,,,3.1217933,,Left Foot,,,,"[65.6, 68.2]",,Ground Pass,,10.10198,,,,Jordan Ferri,3118.0,,,,,,1,From Throw In,Rachid Ghezzal,3372.0,Right Wing,4,Lyon,137,['d1ea066d-f8c8-4c5a-b089-700ecdb1a331'],14,,,,,,,,,,,,,,,,,,Lyon,137,00:01:14.888,Pass,
,,,,,,,,,,,,,,,,,,1.037016,,,,,,,,,,,,,d2c62c27-517d-4d3c-bc34-1aa45c352312,78,,,"[62.4, 69.1]",3900587,1,,,,,-2.9008453,,Right Foot,,,,"[45.7, 65.0]",,Ground Pass,,17.19593,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Throw In,Jordan Ferri,3118.0,Right Center Midfield,4,Lyon,137,"['1cb7caaf-fdf2-4088-8f5a-cfe553dd71ac', '3da214ad-e0e5-4623-921f-a1593ac31a0d']",16,,,,,,,,,,,,,,,,,,Lyon,137,00:01:16.604,Pass,True
,,,,,,,,,,,,,,,,,,1.42305,,,,,,,,,,,,,d6167489-b971-4f88-881f-eb6ffacc35c7,81,,,"[47.3, 62.9]",3900587,1,,,,,-1.5767486,,Right Foot,,,,"[47.1, 29.3]",,Ground Pass,,33.600594,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Mapou Yanga-Mbiwa,4463.0,Right Center Back,4,Lyon,137,['0536383f-50f8-4e2e-9bf0-4f8240fb4f36'],19,,,,,,,,,,,,,,,,,,Lyon,137,00:01:19.133,Pass,
,,,,,,,,,,,,,,,,,,0.895789,,,,,,,,,,,,,4847fcef-63f3-4d87-8403-fd749eeee497,84,,,"[54.4, 21.9]",3900587,1,,,,,-0.068269804,,Left Foot,,,,"[77.8, 20.3]",,Ground Pass,,23.454638,,,,Clément Grenier,3361.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,4,Lyon,137,['1a9b0e41-e3f1-4d90-bbec-52b672b44fb0'],22,,,,,,,,,,,,,,,,,,Lyon,137,00:01:22.446,Pass,
,,,,,,,,,,,,,,,,,,1.29183,,,,,,,,,,,,,2663b87e-895d-43c3-a175-bd46c7537691,87,,,"[77.8, 20.3]",3900587,1,,,,,-3.095648,,Right Foot,,,,"[69.1, 19.9]",,Ground Pass,,8.70919,,,,Corentin Tolisso,5480.0,,,,,,1,From Throw In,Clément Grenier,3361.0,Left Wing,4,Lyon,137,['2cdbec26-d31b-41e3-aa2c-b496a99ed2a8'],23,,,,,,,,,,,,,,,,,,Lyon,137,00:01:23.445,Pass,
,,,,,,,,,,,,,,,,,,0.995451,,,,,,,,,,,,,91ebdc1c-7991-4c92-b5de-b00c6fc52556,90,,,"[69.1, 19.9]",3900587,1,,,,,-0.06355067,,Right Foot,,,,"[91.1, 18.5]",,Ground Pass,,22.0445,,,,Jérémy Morel,2983.0,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Left Center Midfield,4,Lyon,137,['4478ac7f-d4e7-4993-bb51-05f80f1dcb16'],24,,,,,,,,,,,,,,,,,,Lyon,137,00:01:24.977,Pass,
,,,,,,,,,,,,,,,,,,0.024745,,,,,,,,,,,,,d9cd463c-c0f5-4347-8a81-ea122063be53,97,,,"[8.2, 76.5]",3900587,1,,,,,0.0,,Right Foot,,,,"[12.6, 76.5]",,Ground Pass,,4.4,,,Incomplete,Pierre-Yves Polomat,7347.0,,,,,,1,Regular Play,Moustapha Bayal Sall,401468.0,Right Center Back,5,Saint-Étienne,135,"['a5d20854-40a9-4a6f-b00f-cbdfd7a4ef91', 'c7c08aa3-96b7-4bba-9053-20a1e3ae0868']",31,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:31.571,Pass,
,,,,,,,,,,,,,,,,,,1.855778,,,,,,,,,,,,,fa531815-b123-48aa-a54e-244e06d5de64,100,,,"[15.5, 80.0]",3900587,1,,,,,-0.3194141,,,,,,"[41.2, 71.5]",,High Pass,,27.06917,,,,Jean-Christophe Bahebeck,8469.0,,,,,Throw-in,1,From Throw In,Kévin Théophile-Catherine,3413.0,Right Back,6,Saint-Étienne,135,['477b43c3-d589-473c-94d2-b227b3694f2d'],49,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:49.964,Pass,
,,,,,,,,,,,,,,,,,,0.903795,,,,,,,,,,,,,f9536057-fda4-4f94-b170-951c6a995d6d,103,,,"[42.5, 71.5]",3900587,1,,,,True,0.015265989,,,,,,"[55.6, 71.7]",,High Pass,,13.101526,,,,Alexander Toft Søderlund,3423.0,,,,,,1,From Throw In,Jean-Christophe Bahebeck,8469.0,Left Wing,6,Saint-Étienne,135,"['48d700b2-2620-4818-849a-c29d414f90f3', '7fb6931a-2066-464d-8549-60c6f2b48cce']",51,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:51.820,Pass,True
,,,,,,,,,,,,,,,,,,3.071474,,,,,,,,,,,,,f2e5e966-dd4f-4549-bfb3-bed044749842,105,,,"[55.6, 71.7]",3900587,1,,,,True,-0.21729343,,,,,,"[78.7, 66.6]",,High Pass,,23.656288,,,Incomplete,Fabien Lemoine,7200.0,,,,,,1,From Throw In,Alexander Toft Søderlund,3423.0,Center Forward,6,Saint-Étienne,135,"['757220a5-0735-40fa-8c29-d0142d46de50', '80e88799-f790-4dc4-9cff-80095a7ce020', 'cd3e1f67-9aac-4e83-a422-cd513c8d9e4d']",52,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:52.761,Pass,True
,,,,,,,,,,,,,,,,,,2.18613,,,,,,,,,,,,,757220a5-0735-40fa-8c29-d0142d46de50,108,,,"[41.4, 13.5]",3900587,1,,,,,2.4594297,,Right Foot,,,,"[16.9, 33.4]",,Ground Pass,,31.563587,,,,Anthony Lopes,2947.0,,,,,Recovery,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,7,Lyon,137,"['6befc43e-2d5f-448e-9e5a-853ebb15f905', 'f2e5e966-dd4f-4549-bfb3-bed044749842']",55,,,,,,,,,,,,,,,,,,Lyon,137,00:01:55.832,Pass,
,,,,,,,,,,,,,,,,,,1.389089,,,,,,,,,,,,,5ddd9d81-0395-4562-a6a9-22e0cb7e2ae6,111,,,"[19.4, 30.9]",3900587,1,,,,,-1.0411291,,Left Foot,,,,"[33.1, 7.5]",,Ground Pass,,27.115494,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Anthony Lopes,2947.0,Goalkeeper,7,Lyon,137,['6addbb38-a664-4132-ba78-ba7e0babd70c'],59,,,,,,,,,,,,,,,,,,Lyon,137,00:01:59.923,Pass,
,,,,,,,,,,,,,,,,,,1.814103,,,,,,,,,,,,,32e0c98d-0be4-4bc4-b9a9-faea150291f1,114,,,"[35.0, 7.5]",3900587,2,,,,,1.6304656,,Left Foot,,,,"[32.7, 46.0]",,Ground Pass,,38.56864,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,7,Lyon,137,['8cf947aa-f234-4d93-ab57-58030d987812'],2,,,,,,,,,,,,,,,,,,Lyon,137,00:02:02.765,Pass,
,,,,,,,,,,,,,,,,,,2.816017,,,,,,,,,,,,,10589343-110f-4631-b22e-92f73291ec6f,117,,,"[32.7, 46.0]",3900587,2,,,,,1.1430614,,Left Foot,,,,"[48.2, 80.0]",,Ground Pass,,37.36643,,,Out,Christophe Jallet,4410.0,,,,,,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,7,Lyon,137,['9c58b9b6-db14-4310-9536-ac71e1a10a12'],6,,,,,,,,,,,,,,,,,,Lyon,137,00:02:06.361,Pass,
,,,,,,,,,,,,,,,,,,1.981322,,,,,,,,,,,,,600e13d9-d8d7-4999-980a-ed919311899c,119,,,"[63.8, 0.1]",3900587,2,,,,,2.9720645,,,,,,"[41.6, 3.9]",,Low Pass,,22.522877,,,,Florentin Pogba,4802.0,,,,,Throw-in,1,From Throw In,Pierre-Yves Polomat,7347.0,Left Back,8,Saint-Étienne,135,['e4a0d701-6771-4eb7-892d-9db8a950dc19'],14,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:14.311,Pass,
,,,,,,,,,,,,,,,,,,4.846227,,,,,,,,,,,,,b046cc9c-f21b-4a85-b9c5-65578438bde3,122,,,"[42.8, 5.3]",3900587,2,,,,,-0.010369998,,Left Foot,,,,"[110.3, 4.6]",,High Pass,,67.50363,,,,Jean-Christophe Bahebeck,8469.0,,,,,,1,From Throw In,Florentin Pogba,4802.0,Left Center Back,8,Saint-Étienne,135,['81dfd0f6-7192-44b9-a0ab-4eb90e25fc5e'],19,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:19.580,Pass,
,,,,,,,,,,,,,,,,,,1.837119,,,,,,,,,,,,,511d9d3c-6cbd-4b0f-b881-221652d26326,128,,,"[108.7, 0.1]",3900587,2,,True,,,3.0983763,,,,,,"[90.2, 0.9]",,Low Pass,,18.51729,,,,Vincent Pajot,3414.0,,,,,Throw-in,1,From Throw In,Kévin Monnet-Paquet,4431.0,Right Wing,9,Saint-Étienne,135,['346d868d-599e-4b16-a03b-6a00ddae591f'],31,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:31.646,Pass,
,,,,,,,,,,,,,,,,,,1.886653,,,,,,,,,,,,,891e14b1-1cf4-451b-bf81-431e66e1beff,131,,,"[87.0, 1.2]",3900587,2,,,,,2.9662468,,Left Foot,,,,"[61.6, 5.7]",,Ground Pass,,25.795542,,,,Florentin Pogba,4802.0,,,,,,1,From Throw In,Vincent Pajot,3414.0,Left Defensive Midfield,9,Saint-Étienne,135,['f8d0aa0f-0210-45bf-bacd-eb588731c3bc'],34,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:34.867,Pass,
