50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.008772,,,,,,,,,,,,,e0f1eb54-4998-4a4e-bdcd-7ecebe71dec4,17,,"[41.3, 9.1]",3900563,0,,,,,0.0,,Head,,,,"[62.6, 9.1]",,High Pass,,21.3,,Incomplete,,Giovanni-Guy Yann Sio,3018.0,,,,,,Recovery,1,From Goal Kick,Benjamin André,2990.0,Left Defensive Midfield,3,Guingamp,142,"['01fd8806-1624-4192-a11b-55de48e14e7c', '3e801218-ee9f-45c2-9886-8710ee42e7bb', '9d13f6dc-7383-4a2d-8a26-08cb351f3eff']",36,,,,,,,,,,,,,,,,,Rennes,134,00:00:36.200,Pass,
,,,,,,,,,,,,,,,,,2.048835,,,,,,,,,,,,,0721a6dc-2503-4841-afef-728eb3e01768,21,,"[57.1, 64.7]",3900563,0,,,,,0.27829966,,Left Foot,,,,"[81.6, 71.7]",,High Pass,,25.480385,,Incomplete,,Marcus Coco,3363.0,,,,,,,1,From Goal Kick,Jonathan Martins-Pereira,3364.0,Right Back,3,Guingamp,142,"['3fdc093a-da69-4fd2-aed1-a4f3f6d9a85f', 'aaff9858-e28d-4635-9576-826182d2aeab']",39,,,,,,,,,,,,,,,,,Guingamp,142,00:00:39.307,Pass,
,,,,,,,,,,,,,,,,,0.060434,,,,,,,,,,,,,aaff9858-e28d-4635-9576-826182d2aeab,24,,"[38.5, 8.4]",3900563,0,,,,True,-0.24497867,,,,,,"[39.7, 8.1]",,High Pass,,1.2369317,,Incomplete,,,,,,,,,Recovery,1,From Goal Kick,Cheikh M''Bengue,3424.0,Left Back,3,Guingamp,142,"['0721a6dc-2503-4841-afef-728eb3e01768', '31c026dd-a414-4800-a891-a45f196f8efb', 'c316fe91-dcce-4830-b42b-74de4eeaac40']",41,,,,,,,,,,,,,,,,,Rennes,134,00:00:41.356,Pass,True
,,,,,,,,,,,,,,,,,2.152475,,,,,,,,,,,,,4a723e42-773a-4f6a-a813-fad6328768c4,26,,"[82.3, 60.5]",3900563,0,,,,,-1.6820991,,Right Foot,,,,"[80.4, 43.5]",,Low Pass,,17.105846,,,,Younousse Sankharé,3348.0,,,,,,Recovery,1,From Goal Kick,Jimmy Briand,3213.0,Center Forward,3,Guingamp,142,['b6fab491-f1a7-4054-939c-d552b249760d'],42,,,,,,,,,,,,,,,,,Guingamp,142,00:00:42.608,Pass,
,,,,,,,,,,,,,,,,,1.254161,,,,,,,,,,,,,227715c8-1246-4103-be5a-fcbe98e9a11e,29,,"[79.9, 37.7]",3900563,0,,,,,-1.2516912,,Left Foot,,,,"[87.4, 15.0]",,Ground Pass,,23.906902,,,,Yannis Salibur,3122.0,,,,,,,1,From Goal Kick,Younousse Sankharé,3348.0,Left Center Midfield,3,Guingamp,142,['9da36567-ad3e-47d3-9ab1-24b5f5e27240'],44,,,,,,,,,,,,,,,,,Guingamp,142,00:00:44.996,Pass,
,,,,,,,,,,,,,,,,,1.796929,,,,,,,,,,,,,83305c66-a768-44e0-bd64-b8363817a2c2,36,,"[15.2, 59.7]",3900563,0,,,,,0.08413824,,Right Foot,,,,"[31.8, 61.1]",,Ground Pass,,16.658932,,,,Juan Fernando Quintero Paniagua,5692.0,,,,,,,1,Regular Play,Romain Danzé,4475.0,Right Back,4,Rennes,134,['de67389f-bdf7-4ccd-8aec-894c7b028c3a'],52,,,,,,,,,,,,,,,,,Rennes,134,00:00:52.603,Pass,
,,,,,,,,,,,,,,,,,3.253148,,,,,,,,,,,,,534b30d4-9e71-4351-b9d0-e055efde3c3b,40,,"[54.6, 42.9]",3900563,0,,,,,-0.95389646,,Left Foot,,,True,"[80.7, 6.1]",,High Pass,,45.115963,,,,Ousmane Dembélé,5477.0,,,,,,,1,Regular Play,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,4,Rennes,134,"['b2342bd9-48b5-4641-8386-cfd972d5d6ac', 'feb75c4d-c788-43f9-a944-bdc251fcebe6']",59,,,,,,,,,,,,,,,,,Rennes,134,00:00:59.255,Pass,True
,,,,,,,,,,,,,,,,,5.584977,,,,,,,,,,,,,33f91b79-2df6-47dc-b3a9-5bbe5e1abde1,51,,"[6.0, 44.0]",3900563,1,,,,,0.18917075,,Right Foot,,,,"[78.6, 57.9]",,High Pass,,73.91867,,,,Jimmy Briand,3213.0,,,,,,Goal Kick,1,From Goal Kick,Jonas Lössl,3322.0,Goalkeeper,5,Guingamp,142,['b569f45c-6526-4f00-883a-37b0cdf82b60'],33,,,,,,,,,,,,,,,,,Guingamp,142,00:01:33.348,Pass,
,,,,,,,,,,,,,,,,,2.280031,,,,,,,,,,,,,f262e8ff-60cd-49f6-b8a5-01da4e99fb54,60,,"[31.6, 9.6]",3900563,1,,,,,0.0820774,,Left Foot,,,,"[70.5, 12.8]",,High Pass,,39.0314,,Incomplete,,Giovanni-Guy Yann Sio,3018.0,,,,,,,1,From Goal Kick,Cheikh M''Bengue,3424.0,Left Back,5,Guingamp,142,"['1a53b264-3caf-4389-a5ec-8a88a6c167c9', 'de048eda-7176-469e-a010-4c7d961aba4a', 'e50340b7-9daf-4a5f-ab53-b0ada32022b9']",42,,,,,,,,,,,,,,,,,Rennes,134,00:01:42.611,Pass,True
,,,,,,,,,,,,,,,,,2.261596,,,,,,,,,,,,,de048eda-7176-469e-a010-4c7d961aba4a,62,,"[49.6, 67.3]",3900563,1,,,,,-0.22024873,,Head,,,,"[63.0, 64.3]",,High Pass,,13.731715,,,,Lionel Mathis,401512.0,,,,,,Recovery,1,From Goal Kick,Christophe Kerbrat,2936.0,Right Center Back,5,Guingamp,142,"['886a9c9e-031d-4b7e-8b4b-0808d01033bb', 'f262e8ff-60cd-49f6-b8a5-01da4e99fb54']",44,,,,,,,,,,,,,,,,,Guingamp,142,00:01:44.891,Pass,
,,,,,,,,,,,,,,,,,2.413727,,,,,,,,,,,,,9366e511-bc76-41d6-b6bb-f72d41ad5d57,64,,"[62.7, 64.3]",3900563,1,,,,,-0.13111165,,Head,,,,"[80.9, 61.9]",,High Pass,,18.35756,,Incomplete,,Jimmy Briand,3213.0,,,,,,,1,From Goal Kick,Lionel Mathis,401512.0,Center Defensive Midfield,5,Guingamp,142,"['c6cb7595-4c6d-4fe2-ac89-ae7db328ab52', 'cdf1c7d5-ede3-41b1-a90d-6e01fc8e360c']",47,,,,,,,,,,,,,,,,,Guingamp,142,00:01:47.153,Pass,
,,,,,,,,,,,,,,,,,0.937414,,,,,,,,,,,,,c6cb7595-4c6d-4fe2-ac89-ae7db328ab52,66,,"[39.2, 18.2]",3900563,1,,,,,3.1415927,,Right Foot,,,,"[32.5, 18.2]",,Ground Pass,,6.7,,,,Sylvain Armand,40699.0,,,,,,Recovery,1,Regular Play,Gélson da Conceição Tavares Fernandes,8672.0,Right Defensive Midfield,6,Rennes,134,"['9366e511-bc76-41d6-b6bb-f72d41ad5d57', 'abd8b08d-8765-4f52-adcf-7eb236338e03']",49,,,,,,,,,,,,,,,,,Rennes,134,00:01:49.566,Pass,
,,,,,,,,,,,,,,,,,1.538481,,,,,,,,,,,,,edfc426d-2df2-4c57-b106-335fe6385239,69,,"[26.1, 22.6]",3900563,1,,,,,1.4786212,,Left Foot,,,,"[28.3, 46.4]",,Ground Pass,,23.901464,,,,Fallou Diagne,3022.0,,,,,,,1,Regular Play,Sylvain Armand,40699.0,Left Center Back,6,Rennes,134,['cd96effa-8267-4f3e-b530-7d9d8e691cea'],52,,,,,,,,,,,,,,,,,Rennes,134,00:01:52.827,Pass,
,,,,,,,,,,,,,,,,,1.324463,,,,,,,,,,,,,5f6d6c8f-4feb-443a-87b2-6c8c77ac1368,72,,"[40.8, 58.0]",3900563,1,,,,,-0.034768593,,Right Foot,,,,"[52.3, 57.6]",,Ground Pass,,11.506954,,,,Juan Fernando Quintero Paniagua,5692.0,,,,,,,1,Regular Play,Fallou Diagne,3022.0,Right Center Back,6,Rennes,134,['271a412f-af0c-4b75-9b12-0256ca7a5aba'],57,,,,,,,,,,,,,,,,,Rennes,134,00:01:57.614,Pass,
,,,,,,,,,,,,,,,,,1.326305,,,,,,,,,,,,,e586d7c9-dba6-4e3c-85c8-9c55d7395690,75,,"[52.3, 57.6]",3900563,1,,,,,-1.6801149,,Left Foot,,,,"[51.4, 49.4]",,Ground Pass,,8.249243,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,,1,Regular Play,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,6,Rennes,134,['349cd5bf-bd7e-4d89-99db-696bdd5d4f1e'],59,,,,,,,,,,,,,,,,,Rennes,134,00:01:59.152,Pass,
,,,,,,,,,,,,,,,,,0.704791,,,,,,,,,,,,,3f354319-e0b5-4608-8bd9-23da38464bd9,78,,"[57.1, 49.7]",3900563,2,,,,,-0.12619154,,Right Foot,,,,"[70.5, 48.0]",,Ground Pass,,13.507405,,,,Giovanni-Guy Yann Sio,3018.0,,,,,,,1,Regular Play,Gélson da Conceição Tavares Fernandes,8672.0,Right Defensive Midfield,6,Rennes,134,['2dcf87ee-4b21-4e78-ac1f-3a69d8049efa'],1,,,,,,,,,,,,,,,,,Rennes,134,00:02:01.753,Pass,
,,,,,,,,,,,,,,,,,0.878548,,,,,,,,,,,,,ce9e6c48-e792-4fc8-bd9d-4b6d51538651,81,,"[70.5, 48.0]",3900563,2,,,,,2.9786663,,Left Foot,,,,"[63.2, 49.2]",,Ground Pass,,7.3979726,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,,1,Regular Play,Giovanni-Guy Yann Sio,3018.0,Center Forward,6,Rennes,134,['e2b4fc83-d71a-4d17-9024-0863b9b3c093'],2,,,,,,,,,,,,,,,,,Rennes,134,00:02:02.743,Pass,
,,,,,,,,,,,,,,,,,0.032725,,,,,,,,,,,,,6e649415-6c71-42a2-a529-b75dd26d1450,85,,"[63.7, 49.4]",3900563,2,,,,,0.27094686,,Right Foot,,,,"[65.5, 49.9]",,Ground Pass,,1.8681542,,Incomplete,,Juan Fernando Quintero Paniagua,5692.0,,,,,,,1,Regular Play,Gélson da Conceição Tavares Fernandes,8672.0,Right Defensive Midfield,6,Rennes,134,"['0f1c997d-7380-4636-8122-bb3ef2ed3a1e', '6ba7e16c-5502-4a0e-93d9-441fb62953e9']",4,,,,,,,,,,,,,,,,,Rennes,134,00:02:04.022,Pass,
,,,,,,,,,,,,,,,,,0.988456,,,,,,,,,,,,,f31da140-83a7-46ac-a0e4-796aa1480d0e,89,,"[78.9, 40.8]",3900563,2,,,,,1.3166716,,Left Foot,,,,"[80.9, 48.5]",,Ground Pass,,7.955501,,,,Juan Fernando Quintero Paniagua,5692.0,,,,,,Recovery,1,Regular Play,Giovanni-Guy Yann Sio,3018.0,Center Forward,6,Rennes,134,['93e77dd0-ee85-4355-8e4f-1fd1eae47235'],5,,,,,,,,,,,,,,,,,Rennes,134,00:02:05.541,Pass,
,,,,,,,,,,,,,,,,,1.39414,,,,,,,,,,,,,06158101-930c-4717-8690-7f8dcfcf5a80,97,,"[32.4, 26.7]",3900563,2,,,,,-1.0469805,,Right Foot,,,,"[41.7, 10.6]",,Ground Pass,,18.59301,,,,Yannis Salibur,3122.0,,,,,,,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,7,Guingamp,142,['44b59fe7-6434-44c2-8d3b-9fa78d056642'],10,,,,,,,,,,,,,,,,,Guingamp,142,00:02:10.661,Pass,
,,,,,,,,,,,,,,,,,0.728952,,,,,,,,,,,,,ef0e18f0-8788-44fa-a6e9-666a0145c15c,101,,"[61.5, 34.4]",3900563,2,,,,,2.6721647,,Left Foot,,,,"[54.6, 37.9]",,Ground Pass,,7.7369246,,,,Moustapha Elhadji Diallo,3121.0,,,,,,,1,Regular Play,Yannis Salibur,3122.0,Left Midfield,7,Guingamp,142,['208e08a3-6d81-4280-88c4-5717fa22f28b'],19,,,,,,,,,,,,,,,,,Guingamp,142,00:02:19.643,Pass,
,,,,,,,,,,,,,,,,,1.12974,,,,,,,,,,,,,9a269b75-2859-4a1d-af42-adf3bc1f88af,105,,"[47.4, 37.7]",3900563,2,,,,,-2.17187,,Left Foot,,,,"[45.0, 34.2]",,Ground Pass,,4.243819,,,,Lionel Mathis,401512.0,,,,,,,1,Regular Play,Moustapha Elhadji Diallo,3121.0,Right Center Midfield,7,Guingamp,142,"['02af1626-116e-40fd-b1e4-c07b5575f415', 'fc56aeab-a2dd-49e3-a869-12c6c809d079']",22,,,,,,,,,,,,,,,,,Guingamp,142,00:02:22.218,Pass,True
,,,,,,,,,,,,,,,,,2.387965,,,,,,,,,,,,,3fbea534-4aea-4232-a5cd-3dab9938d16b,108,,"[38.7, 37.2]",3900563,2,,,,,3.0803666,,Left Foot,,,,"[12.6, 38.8]",,Ground Pass,,26.148996,,,,Jonas Lössl,3322.0,,,,,,,1,Regular Play,Lionel Mathis,401512.0,Center Defensive Midfield,7,Guingamp,142,['33737af4-b40f-4169-b558-9b17bc68544f'],25,,,,,,,,,,,,,,,,,Guingamp,142,00:02:25.602,Pass,
,,,,,,,,,,,,,,,,,1.958873,,,,,,,,,,,,,68ad7d9c-b42a-4d36-95c4-ea3b125adb50,111,,"[12.6, 38.8]",3900563,2,,,,,-1.067799,,Right Foot,,,,"[26.3, 13.9]",,Ground Pass,,28.420063,,,,Jérémy Sorbon,3124.0,,,,,,,1,Regular Play,Jonas Lössl,3322.0,Goalkeeper,7,Guingamp,142,['ab33ce8e-0abd-4079-b785-a4064c01a651'],28,,,,,,,,,,,,,,,,,Guingamp,142,00:02:28.695,Pass,
,,,,,,,,,,,,,,,,,2.177958,,,,,,,,,,,,,c52ef9b3-3fae-4bbf-a615-5b44a8e7c56e,114,,"[35.0, 15.7]",3900563,2,,,,,1.7575883,,Right Foot,,,,"[27.1, 57.5]",,Ground Pass,,42.53998,,,,Christophe Kerbrat,2936.0,,,True,,,,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,7,Guingamp,142,['817bed89-4f1f-4a7d-be0d-3cf85d2e0c5d'],34,,,,,,,,,,,,,,,,,Guingamp,142,00:02:34.883,Pass,
,,,,,,,,,,,,,,,,,4.634349,,,,,,,,,,,,,9e190151-fc3f-4145-813a-a62e337cc207,117,,"[50.6, 69.4]",3900563,2,,,,,0.061486457,,Right Foot,,,,"[110.7, 73.1]",,High Pass,,60.213787,,Incomplete,,Marcus Coco,3363.0,,,,,,,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,7,Guingamp,142,"['ced83d99-e683-4f44-a5ed-2ee1d0aeae53', 'e276e60c-6412-4a82-b52c-127826f84910']",42,,,,,,,,,,,,,,,,,Guingamp,142,00:02:42.677,Pass,
,,,,,,,,,,,,,,,,,1.662489,,,,,,,,,,,,,3d003b7f-2567-4780-ade2-027f9dbc1449,122,,"[13.3, 0.1]",3900563,2,,,,,0.12062367,,,,,,"[43.0, 3.7]",,High Pass,,29.917387,,Unknown,,Giovanni-Guy Yann Sio,3018.0,,,,,,Throw-in,1,From Throw In,Cheikh M''Bengue,3424.0,Left Back,8,Rennes,134,['2e0b7332-46ed-4209-b249-4c905e5806ba'],59,,,,,,,,,,,,,,,,,Rennes,134,00:02:59.116,Pass,
,,,,,,,,,,,,,,,,,1.676467,,,,,,,,,,,,,e07e9dcc-00cd-4ded-a790-9cc3dc7c2939,126,,"[75.1, 75.5]",3900563,3,,,,,-0.82573503,,Left Foot,,,,"[107.2, 40.7]",,High Pass,,47.343956,,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Yannis Salibur,3122.0,Left Midfield,9,Guingamp,142,['291f89d7-dc1a-4ce9-8ab3-c0e7a3abc5fa'],38,,,,,,,,,,,,,,,,,Guingamp,142,00:03:38.367,Pass,
,,,,,,,,,,,,,,,,,2.154501,,,,,,,,,,,,,291f89d7-dc1a-4ce9-8ab3-c0e7a3abc5fa,127,,"[12.9, 39.4]",3900563,3,,,,,-0.65869206,,Head,,,,"[30.6, 25.7]",,High Pass,,22.382582,,Incomplete,,Ousmane Dembélé,5477.0,,,,,,Recovery,1,From Free Kick,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,9,Guingamp,142,"['3f8cff58-c64b-452b-8eff-74a075edb1e7', 'b42e214e-14c1-46ef-a63e-9c266a684f74', 'e07e9dcc-00cd-4ded-a790-9cc3dc7c2939']",40,,,,,,,,,,,,,,,,,Rennes,134,00:03:40.043,Pass,
,,,,,,,,,,,,,,,,,0.337266,,,,,,,,,,,,,b42e214e-14c1-46ef-a63e-9c266a684f74,129,,"[89.5, 54.4]",3900563,3,,,,,0.4918092,,Right Foot,,,,"[92.3, 55.9]",,Low Pass,,3.176476,,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Marcus Coco,3363.0,Right Midfield,9,Guingamp,142,"['291f89d7-dc1a-4ce9-8ab3-c0e7a3abc5fa', '67f6d2cf-b2b8-4797-b217-a4cc737d9447']",42,,,,,,,,,,,,,,,,,Guingamp,142,00:03:42.198,Pass,
,,,,,,,,,,,,,,,,,1.442651,,,,,,,,,,,,,ca74f6a0-bfe1-4ce3-9039-a54b681c1af6,133,,"[40.6, 14.5]",3900563,3,,True,,,1.9181823,,Left Foot,,,,"[36.4, 26.1]",,Ground Pass,,12.336936,,,,Sylvain Armand,40699.0,,,,,,Free Kick,1,From Free Kick,Benjamin André,2990.0,Left Defensive Midfield,10,Rennes,134,['d83bbcb1-e4e7-4d01-a662-475fbd9cf066'],54,,,,,,,,,,,,,,,,,Rennes,134,00:03:54.460,Pass,
