50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.543731,,,,,,,,,,,,,ee8fe4c9-78e5-4f84-84c0-1ca36e137cab,21,,,"[7.7, 34.4]",3901210,0,,,,,0.9567773,,Right Foot,,,,"[20.6, 52.7]",,Ground Pass,,22.38973,,,,,Moustapha Bayal Sall,401468.0,,,,,,,1,Regular Play,Stéphane Ruffier,4259.0,Goalkeeper,3,Saint-Étienne,135,['8872b951-a977-4d22-9f49-9e77897d4040'],13,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:13.035,Pass,
,,,,,,,,,,,,,,,,0.978213,,,,,,,,,,,,,f7a8b1e2-a712-4e7e-8485-3bf247e3c93e,24,,,"[28.1, 54.3]",3901210,0,,,,,-0.021273386,,Left Foot,,,,"[42.2, 54.0]",,Ground Pass,,14.103191,,,,,Fabien Lemoine,7200.0,,,,,,,1,Regular Play,Moustapha Bayal Sall,401468.0,Right Center Back,3,Saint-Étienne,135,['3c6afa8e-49e3-4d5d-9a11-d03d35832640'],16,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:16.524,Pass,
,,,,,,,,,,,,,,,,1.086817,,,,,,,,,,,,,c90087ca-e4f2-4173-9267-cd61a6bb87eb,27,,,"[42.2, 52.7]",3901210,0,,,,,-1.5634435,,Right Foot,,,,"[42.3, 39.1]",,Ground Pass,,13.600368,,,,,Jérémy Clément,7442.0,,,,,,,1,Regular Play,Fabien Lemoine,7200.0,Right Center Midfield,3,Saint-Étienne,135,['70a16287-0d02-453f-a463-8a9dd3298b04'],18,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:18.303,Pass,
,,,,,,,,,,,,,,,,1.146381,,,,,,,,,,,,,d8847131-5167-4c0c-af51-294018864b94,30,,,"[43.5, 35.3]",3901210,0,,,,,1.2506009,,Left Foot,,,,"[49.9, 54.6]",,Ground Pass,,20.33347,,,,,Fabien Lemoine,7200.0,,,,,,,1,Regular Play,Jérémy Clément,7442.0,Center Defensive Midfield,3,Saint-Étienne,135,['d1d41e26-0720-4e35-9a5a-8696b1e26902'],21,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:21.599,Pass,
,,,,,,,,,,,,,,,,0.971224,,,,,,,,,,,,,a026a75a-d2e3-4062-a907-1eb24f813f74,33,,,"[56.1, 57.8]",3901210,0,,,,,1.6361792,,Right Foot,,,,"[55.0, 74.6]",,Ground Pass,,16.835974,,,,,Kévin Théophile-Catherine,3413.0,,,,,,,1,Regular Play,Fabien Lemoine,7200.0,Right Center Midfield,3,Saint-Étienne,135,['2d55511a-443a-4807-8e1a-72c93718b0e1'],25,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:25.055,Pass,
,,,,,,,,,,,,,,,,6.187426,,,,,,,,,,,,,3b7b6ce8-eb4d-40ac-af38-2ae9bc0021ea,36,,,"[55.9, 75.2]",3901210,0,,,,,-0.30386168,,Right Foot,,,,"[120.0, 55.1]",,High Pass,,67.17753,,,Out,,Kévin Monnet-Paquet,4431.0,,,,,,,1,Regular Play,Kévin Théophile-Catherine,3413.0,Right Back,3,Saint-Étienne,135,['e436d3ae-46c9-4bc4-b341-489328224719'],27,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:27.169,Pass,
,,,,,,,,,,,,,,,,3.610077,,,,,,,,,,,,,b24d88bb-f061-482f-ac2d-8d59e1571846,38,,,"[7.0, 36.1]",3901210,0,,,,,-0.11692939,,Right Foot,,,,"[71.7, 28.5]",,High Pass,,65.14484,,,Incomplete,,Deniz Hümmet,27014.0,,,,,,Goal Kick,1,From Goal Kick,Matthieu Dreyer,36553.0,Goalkeeper,4,Troyes,133,"['114c3206-997c-410b-8d7e-15e85bd38437', 'defa4f16-875f-4b54-9026-dab2349b94bb']",51,,,,,,,,,,,,,,,,Troyes,133,00:00:51.778,Pass,
,,,,,,,,,,,,,,,,1.26923,,,,,,,,,,,,,973dd673-f245-47ea-87bb-fbc994b4ab42,44,,,"[20.4, 50.7]",3901210,1,,,,,-1.6989249,,Right Foot,,,,"[18.3, 34.4]",,Ground Pass,,16.43472,,,,,Stéphane Ruffier,4259.0,,,,,,,1,Regular Play,Loïc Perrin,4263.0,Left Center Back,5,Saint-Étienne,135,['417ea0c0-4f36-45b5-89cf-b3526cbfad83'],0,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:00.981,Pass,
,,,,,,,,,,,,,,,,1.889492,,,,,,,,,,,,,d9441c80-d3c7-4a4f-8b9b-83032d494152,47,,,"[17.1, 34.4]",3901210,1,,,,,-0.6758904,,Right Foot,,,,"[27.7, 25.9]",,Ground Pass,,13.587127,,,,,Loïc Perrin,4263.0,,,,,,,1,Regular Play,Stéphane Ruffier,4259.0,Goalkeeper,5,Saint-Étienne,135,['62e6165e-5f30-46ef-83bd-490c02d1a79a'],5,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:05.573,Pass,
,,,,,,,,,,,,,,,,1.435175,,,,,,,,,,,,,5e0cfd94-f590-40ae-93e5-a8a28b469362,50,,,"[27.5, 26.7]",3901210,1,,,,,-1.0479189,,Right Foot,,,,"[35.8, 12.3]",,Ground Pass,,16.62077,,,,,Jérémy Clément,7442.0,,,,,,,1,Regular Play,Loïc Perrin,4263.0,Left Center Back,5,Saint-Étienne,135,['2c12e4d0-7247-49be-908d-0cb42791a711'],7,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:07.752,Pass,
,,,,,,,,,,,,,,,,1.155406,,,,,,,,,,,,,a2e20361-9ff7-4ebd-869e-366d10b86657,53,,,"[40.2, 14.0]",3901210,1,,,,,-1.3022169,,Left Foot,,,,"[43.2, 3.1]",,Ground Pass,,11.305308,,,,,Benoît Assou-Ekotto,3047.0,,,,,,,1,Regular Play,Jérémy Clément,7442.0,Center Defensive Midfield,5,Saint-Étienne,135,['0fd49824-d205-4b2c-ac8d-ed2249703139'],10,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:10.376,Pass,
,,,,,,,,,,,,,,,,0.911137,,,,,,,,,,,,,164d4490-013f-4838-8a35-8c37ba1d9214,56,,,"[43.2, 2.7]",3901210,1,,,,,0.5759186,,Left Foot,,,,"[50.9, 7.7]",,Ground Pass,,9.180959,,,,,Jérémy Clément,7442.0,,,,,,,1,Regular Play,Benoît Assou-Ekotto,3047.0,Left Back,5,Saint-Étienne,135,['6fb87c9d-b306-4410-82c2-1a0580fbdccc'],12,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:12.889,Pass,
,,,,,,,,,,,,,,,,1.175636,,,,,,,,,,,,,3fa8f3fc-67e1-4703-91f0-5367d63a4cf2,59,,,"[50.9, 7.7]",3901210,1,,,,,-2.604682,,Left Foot,,,,"[42.5, 2.7]",,Ground Pass,,9.775479,,,,,Benoît Assou-Ekotto,3047.0,,,,,,,1,Regular Play,Jérémy Clément,7442.0,Center Defensive Midfield,5,Saint-Étienne,135,['64d4ed4e-587a-4940-9f12-e2876db705a1'],13,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:13.907,Pass,
,,,,,,,,,,,,,,,,1.799744,,,,,,,,,,,,,65e746f6-8595-4222-bfc2-e518faa5e339,62,,,"[42.2, 3.6]",3901210,1,,,,,2.1414714,,Left Foot,,,,"[27.5, 26.5]",,Ground Pass,,27.21213,,,,,Loïc Perrin,4263.0,,,,,,,1,Regular Play,Benoît Assou-Ekotto,3047.0,Left Back,5,Saint-Étienne,135,['4784da61-e0a0-47b4-95ee-2382af76f163'],16,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:16.749,Pass,
,,,,,,,,,,,,,,,,1.813882,,,,,,,,,,,,,2c2b4f00-e130-43da-97dc-a2451ae017d2,65,,,"[27.5, 27.7]",3901210,1,,,,,0.8986835,,Right Foot,,,,"[42.3, 46.3]",,Ground Pass,,23.769728,,,,,Fabien Lemoine,7200.0,,,,,,,1,Regular Play,Loïc Perrin,4263.0,Left Center Back,5,Saint-Étienne,135,['43a7678a-cd25-4bab-a362-6bd9922d99d7'],18,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:18.698,Pass,
,,,,,,,,,,,,,,,,1.264272,,,,,,,,,,,,,4c6311bd-5160-47ed-84b6-ef5d2d1cb02e,68,,,"[57.0, 22.9]",3901210,1,,,,,-1.5707964,,Right Foot,,,,"[57.0, 2.7]",,Ground Pass,,20.2,,,,,Benoît Assou-Ekotto,3047.0,,,,,,,1,Regular Play,Fabien Lemoine,7200.0,Right Center Midfield,5,Saint-Étienne,135,['55b96e5f-a9c1-48ce-b8ac-be349583a65a'],25,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:25.247,Pass,
,,,,,,,,,,,,,,,,0.80229,,,,,,,,,,,,,a9e930cc-bd12-419d-9a24-83a93252417d,71,,,"[61.1, 2.7]",3901210,1,,,,,0.35672706,,Left Foot,,,,"[77.2, 8.7]",,Ground Pass,,17.181677,,,,,Renaud Cohade,3200.0,,,,,,,1,Regular Play,Benoît Assou-Ekotto,3047.0,Left Back,5,Saint-Étienne,135,['24533f74-9192-42bf-ac58-6fe009cebc92'],27,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:27.407,Pass,
,,,,,,,,,,,,,,,,1.562252,,,,,,,,,,,,,2af723d5-835b-489f-8afd-06b16169dec7,75,,,"[77.2, 9.8]",3901210,1,,,,,1.4188241,,Left Foot,,,,"[78.9, 20.9]",,Ground Pass,,11.229425,,,,,Fabien Lemoine,7200.0,,,,,,,1,Regular Play,Renaud Cohade,3200.0,Left Center Midfield,5,Saint-Étienne,135,"['4661334e-6ea0-4f7e-acc0-9649e2fe220f', 'b4ccb132-7434-4b28-bc27-d98b58c15fac']",28,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:28.249,Pass,True
,,,,,,,,,,,,,,,,0.609202,,,,,,,,,,,,,ca51134f-4c50-4893-b321-cd61967ead37,78,,,"[80.7, 33.8]",3901210,1,,,,,0.022896761,,Right Foot,,,,"[93.8, 34.1]",,Ground Pass,,13.103435,,,Incomplete,,Kévin Monnet-Paquet,4431.0,,,,Through Ball,True,,1,Regular Play,Fabien Lemoine,7200.0,Right Center Midfield,5,Saint-Étienne,135,"['4e36da18-a580-4c3d-a626-d25aab218180', 'be193ad0-701d-4866-8a47-9e7461ac098f']",32,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:32.713,Pass,
,,,,,,,,,,,,,,,,1.134688,,,,,,,,,,,,,e66de62a-16e4-447a-abc2-bd94e8eea60b,83,,,"[33.7, 43.6]",3901210,1,,,,,-0.045236606,,Right Foot,,,,"[58.0, 42.5]",,Ground Pass,,24.324884,,,,,Deniz Hümmet,27014.0,,,,,,,1,Regular Play,Matthieu Saunier,13730.0,Left Center Back,5,Saint-Étienne,135,['4e15499f-1528-475a-bde6-3e4d1814b040'],35,,,,,,,,,,,,,,,,Troyes,133,00:01:35.293,Pass,
,,,,,,,,,,,,,,,,0.847462,,,,,,,,,,,,,10750d57-dc83-4eff-a8f5-298066fc5ac7,91,,,"[67.3, 39.1]",3901210,1,,,,,-1.5212501,,Right Foot,,,,"[67.9, 27.0]",,Ground Pass,,12.114867,,,,,Renaud Cohade,3200.0,,,,,,Recovery,1,Regular Play,Fabien Lemoine,7200.0,Right Center Midfield,5,Saint-Étienne,135,"['6aa4bdee-2533-4a85-b900-2ef3478cdf8e', 'bf9779e2-c76f-4c51-8326-6cfed95df609', 'fc24fbc9-4d58-4f21-837f-6f7bd3c13555']",38,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:38.352,Pass,True
,,,,,,,,,,,,,,,,2.269349,,,,,,,,,,,,,8da7595a-c7d7-4c05-9032-31ff312d2c28,94,,,"[75.6, 22.3]",3901210,1,,,,,-1.9350351,,Right Foot,,,,"[69.5, 6.3]",,Ground Pass,,17.123375,,,,,Benoît Assou-Ekotto,3047.0,,,,,,,1,Regular Play,Renaud Cohade,3200.0,Left Center Midfield,5,Saint-Étienne,135,['b4885531-49a7-4d4e-9f89-5d854f14468f'],41,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:41.033,Pass,
,,,,,,,,,,,,,,,,1.187986,,,,,,,,,,,,,ec2f2ec5-d25b-4002-93bc-550e4ab2392e,97,,,"[69.2, 7.7]",3901210,1,,,,,1.6373645,,Left Foot,,,,"[68.5, 18.2]",,Ground Pass,,10.523308,,,,,Jérémy Clément,7442.0,,,,,,,1,Regular Play,Benoît Assou-Ekotto,3047.0,Left Back,5,Saint-Étienne,135,['38f9abdb-8dfe-4016-9d25-143dbf4df57d'],44,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:44.039,Pass,
,,,,,,,,,,,,,,,,1.063935,,,,,,,,,,,,,000787f0-fc57-4639-8b4c-a447408d8fd9,101,,,"[67.9, 23.5]",3901210,1,,,,,1.8798434,,Left Foot,,,,"[62.6, 40.1]",,Ground Pass,,17.425556,,,,,Fabien Lemoine,7200.0,,,,,,,1,Regular Play,Jérémy Clément,7442.0,Center Defensive Midfield,5,Saint-Étienne,135,"['280df9e0-e326-4299-a1c8-fda3a196d5cb', '34a71c5d-6690-437c-99d4-7101cd174079']",47,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:47.562,Pass,True
,,,,,,,,,,,,,,,,1.106652,,,,,,,,,,,,,633c4b13-1930-4d2a-92d0-eb59965f0ee5,104,,,"[63.6, 52.7]",3901210,1,,,,,1.5794168,,Right Foot,,,,"[63.5, 64.3]",,Ground Pass,,11.600431,,,,,Moustapha Bayal Sall,401468.0,,,,,,,1,Regular Play,Fabien Lemoine,7200.0,Right Center Midfield,5,Saint-Étienne,135,['ed0caf03-6847-4151-a3cb-1f3b99b72c7d'],51,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:51.040,Pass,
,,,,,,,,,,,,,,,,4.383503,,,,,,,,,,,,,a8c561ae-a339-4419-bbbe-6c6d614ac3f6,107,,,"[70.9, 70.3]",3901210,1,,,,,-0.098045275,,Right Foot,,,,"[119.7, 65.5]",,Ground Pass,,49.035496,,,Out,,Kévin Monnet-Paquet,4431.0,,,,,,,1,Regular Play,Moustapha Bayal Sall,401468.0,Right Center Back,5,Saint-Étienne,135,['cc03d4a8-cb80-49a4-ac3d-31cb1c87a3c6'],55,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:55.319,Pass,
,,,,,,,,,,,,,,,,3.345253,,,,,,,,,,,,,43a80102-d8b8-4670-853c-68163da8eade,109,,,"[7.0, 36.1]",3901210,2,,,,,0.56595325,,Right Foot,,,,"[65.4, 73.2]",,High Pass,,69.187935,,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Matthieu Dreyer,36553.0,Goalkeeper,6,Troyes,133,['d3812f72-dab1-4e3e-b081-3861ec7e75b6'],26,,,,,,,,,,,,,,,,Troyes,133,00:02:26.011,Pass,
,,,,,,,,,,,,,,,,1.325527,,,,,,,,,,,,,d1d6364e-8055-49af-b857-12d0e28481f6,112,,,"[54.7, 6.3]",3901210,2,,,,,1.5509969,,Left Foot,,,,"[54.9, 16.4]",,Ground Pass,,10.10198,,,,,Jérémy Clément,7442.0,,,,,,,1,Regular Play,Benoît Assou-Ekotto,3047.0,Left Back,7,Saint-Étienne,135,['b6b3bd9c-f370-4449-9440-7fb38f832975'],30,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:30.966,Pass,
,,,,,,,,,,,,,,,,2.028049,,,,,,,,,,,,,2d61b372-59a1-4f7c-8093-8f983f9727b4,115,,,"[54.9, 16.4]",3901210,2,,,,,-3.1345506,,Left Foot,,,,"[40.7, 16.3]",,Ground Pass,,14.200352,,,,,Loïc Perrin,4263.0,,,,,,,1,Regular Play,Jérémy Clément,7442.0,Center Defensive Midfield,7,Saint-Étienne,135,['9eb80776-5800-408b-a9d3-333d78d50767'],32,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:32.332,Pass,
,,,,,,,,,,,,,,,,1.85713,,,,,,,,,,,,,5eff4f1a-b44b-4728-b2fe-fbe086fbdc20,118,,,"[40.2, 18.2]",3901210,2,,,,,1.5444866,,Right Foot,,,,"[41.6, 71.4]",,Ground Pass,,53.21842,,,,,Moustapha Bayal Sall,401468.0,,,True,,,,1,Regular Play,Loïc Perrin,4263.0,Left Center Back,7,Saint-Étienne,135,['24d68cd5-3751-4761-8e11-09e39711d51e'],35,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:35.103,Pass,
,,,,,,,,,,,,,,,,0.903717,,,,,,,,,,,,,fc8f1aa0-d8fb-4221-a6ed-b3270428da45,121,,,"[45.7, 62.2]",3901210,2,,,,,-1.2464617,,Right Foot,,,,"[49.6, 50.6]",,Ground Pass,,12.238055,,,,,Jérémy Clément,7442.0,,,,,,,1,Regular Play,Moustapha Bayal Sall,401468.0,Right Center Back,7,Saint-Étienne,135,['74014d49-4c6b-456d-b222-81e4a80801b9'],40,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:40.375,Pass,
,,,,,,,,,,,,,,,,1.047688,,,,,,,,,,,,,0f866fb7-c7f0-4c2b-a4c6-0a4a40e9a4be,124,,,"[49.6, 50.7]",3901210,2,,,,,1.5884936,,Left Foot,,,,"[49.4, 62.0]",,Ground Pass,,11.30177,,,,,Moustapha Bayal Sall,401468.0,,,,,,,1,Regular Play,Jérémy Clément,7442.0,Center Defensive Midfield,7,Saint-Étienne,135,['b124f3ce-0a87-46bf-8a13-b29e8ee14f9e'],41,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:41.319,Pass,
