50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112072-a217-4410-a81c-37a885075c1e,2755,,,"[55.7, 58.4]",3900542,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Julien Féret,2959.0,Left Center Midfield,173,Caen,140,['6bcfa38d-8d82-4e52-9c2a-4fcdbcd3b756'],59,,,,,,,,,,,,,,,,Caen,140,00:31:59.918,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f836b24-bf8c-4379-8dce-20251f84fc24,2758,,,"[81.0, 21.7]",3900542,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Vincent Bessat,2992.0,Left Midfield,173,Caen,140,['da0ffdb9-76d0-48d0-8361-2b7813b29817'],2,,,,,,,,,,,,,,,,Caen,140,00:32:02.949,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5435ca83-03a2-4887-926f-59693a5f2c2a,2767,,,"[69.3, 30.8]",3900542,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Yassine Benzia,3673.0,Center Forward,173,Caen,140,['8c290f9e-d4ad-4239-afdb-65b9599c67ea'],13,,,,,,,,,,,,,,,,Lille,143,00:32:13.908,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8449d01a-792f-49ce-b027-90a1708b618e,2769,,,"[61.0, 19.2]",3900542,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordan Adéoti,7344.0,Center Defensive Midfield,173,Caen,140,['991063a6-37f8-4239-8a7c-320d4a4ca8d1'],15,,,,,,,,,,,,,,,,Caen,140,00:32:15.500,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd5b8c03-6411-4ee1-9e46-69f9d029b288,2773,,,"[88.9, 33.9]",3900542,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Julien Féret,2959.0,Left Center Midfield,173,Caen,140,['1c3deb07-095f-4299-b9df-4b808a91a398'],22,,,,,,,,,,,,,,,,Caen,140,00:32:22.191,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2946d16-ec0c-4f6e-95e5-94752df2640c,2779,,,"[69.4, 44.5]",3900542,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordan Adéoti,7344.0,Center Defensive Midfield,173,Caen,140,['56f27c6d-d4cc-43c3-979b-903bbbad1fe0'],26,,,,,,,,,,,,,,,,Caen,140,00:32:26.129,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a9cc720-781a-4c8f-b96d-ba790b8067dd,2781,,,"[101.5, 6.0]",3900542,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emmanuel Imorou,4474.0,Left Back,173,Caen,140,['52f20e52-3b66-4a0c-b5fd-75cdaca6e3d1'],28,,,,,,,,,,,,,,,,Caen,140,00:32:28.404,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ff5a334-0a62-406d-90a1-5ea6116e040b,2784,,,"[112.9, 34.8]",3900542,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andy Delort,3038.0,Center Forward,173,Caen,140,['3481ddb8-e5cf-4d60-943d-043d6c5672d0'],30,,,,,,,,,,,,,,,,Caen,140,00:32:30.963,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f931849-8ade-41f0-b9c1-6677382c2f9c,2787,,,"[110.4, 41.2]",3900542,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alaeddine Yahia,7444.0,Right Center Back,174,Caen,140,['26c66fbb-c736-42e9-901b-7cd5f4510dcb'],10,,,,,,,,,,,,,,,,Caen,140,00:33:10.920,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60f42ca3-05c4-4893-92f6-2d442450a4bd,2796,,,"[33.5, 53.6]",3900542,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marvin Martin,7441.0,Left Center Midfield,175,Lille,143,['d25d2585-36f4-4775-9ae1-301e4d351375'],16,,,,,,,,,,,,,,,,Lille,143,00:33:16.966,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae6ee3bc-9b0a-4867-8ce8-46ddee1770f2,2804,,,"[80.7, 74.7]",3900542,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sofiane Boufal,3625.0,Right Wing,176,Lille,143,['13bb130e-c232-4434-a268-7deff110191e'],10,,,,,,,,,,,,,,,,Lille,143,00:34:10.603,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17693543-48ee-429d-a3c0-008d9737ed16,2810,,,"[96.4, 75.4]",3900542,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gadji Celi Carmen Junior Tallo,10330.0,Right Center Forward,177,Lille,143,['0501587c-3401-4c92-aa82-30aa8c65aedc'],28,,,,,,,,,,,,,,,,Lille,143,00:35:28.061,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f30fb15-a5d7-4dac-bc0f-5574fab67153,2818,,,"[26.8, 7.4]",3900542,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Vincent Bessat,2992.0,Left Midfield,178,Caen,140,['bad6cafa-3bd0-4687-bd08-4ecf57097566'],36,,,,,,,,,,,,,,,,Caen,140,00:35:36.858,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98ee36c8-af4a-4225-9f5f-c71410de9f3c,2822,,,"[58.9, 6.0]",3900542,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ronny Rodelin,2955.0,Right Midfield,178,Caen,140,['cf572b6e-96ab-4e6b-a884-7485076f365c'],40,,,,,,,,,,,,,,,,Caen,140,00:35:40.545,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd85ebdd-6fb1-409e-9001-2cfdf7c48a59,2825,,,"[71.3, 14.3]",3900542,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andy Delort,3038.0,Center Forward,178,Caen,140,['0f324e38-2ffd-4b04-9e6c-6ac94f419c1e'],41,,,,,,,,,,,,,,,,Caen,140,00:35:41.440,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa1ecffd-b4d2-45f2-a26f-93561f61101a,2827,,,"[81.3, 63.0]",3900542,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sofiane Boufal,3625.0,Left Center Forward,178,Caen,140,['c9c05ac3-c3fb-46f1-b6cc-c14c30dc3e53'],44,,,,,,,,,,,,,,,,Lille,143,00:35:44.937,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24b1dd3c-50bd-4b36-bd44-2ec0bf8d10db,2834,,,"[63.8, 54.9]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ronny Rodelin,2955.0,Right Midfield,180,Caen,140,['1945d37b-a786-4f47-bd0e-b5bd6d696fda'],2,,,,,,,,,,,,,,,,Caen,140,00:37:02.937,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69381298-d6b3-42f4-ae85-127f9f071128,2836,,,"[80.0, 37.5]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Andy Delort,3038.0,Center Forward,180,Caen,140,['c0e124ee-b483-4b7e-bff7-b035636d69e8'],5,,,,,,,,,,,,,,,,Caen,140,00:37:05.075,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b439aeb2-b9b3-439a-89c5-2f383509a9b0,2838,,,"[50.1, 25.8]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Éric Bauthéac,40486.0,Left Center Midfield,181,Lille,143,['b8d1d18a-d6bf-4ccd-8af3-ee62dc7b96e2'],6,,,,,,,,,,,,,,,,Lille,143,00:37:06.083,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adfefc98-3f89-4ac1-a772-7e6cca03b636,2842,,,"[35.2, 13.9]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Djibril Sidibé,3446.0,Left Wing Back,181,Lille,143,['32654044-d4ca-46fd-b3b5-3e1b506a39a4'],8,,,,,,,,,,,,,,,,Lille,143,00:37:08.167,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c865220d-66d2-4871-8829-bdcf1caae093,2845,,,"[83.9, 30.1]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gadji Celi Carmen Junior Tallo,10330.0,Right Center Forward,181,Lille,143,['fdb1cecb-cca1-4633-bb89-b56354429c15'],11,,,,,,,,,,,,,,,,Lille,143,00:37:11.055,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b57d0452-7761-445d-a981-be366c029182,2848,,,"[56.3, 53.2]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonathan Delaplace,2979.0,Right Center Midfield,182,Caen,140,"['35444e15-4191-4ea0-a7f0-d0c7f8eed634', 'a4fd1711-f765-42d3-b1c2-b6244b862c6c']",12,,,,,,,,,,,,,,,,Caen,140,00:37:12.687,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992a9ba4-18da-4624-ab99-758e89b22eb2,2851,,,"[72.3, 46.8]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andy Delort,3038.0,Center Forward,182,Caen,140,['60dd75dc-2801-407b-8871-1c986a53754a'],14,,,,,,,,,,,,,,,,Caen,140,00:37:14.993,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c07f0d7f-b285-4f36-8996-c5e003a517af,2854,,,"[77.2, 38.6]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Julien Féret,2959.0,Left Center Midfield,182,Caen,140,['e9385da9-2318-4d5f-a115-9d6ec3aa1593'],16,,,,,,,,,,,,,,,,Caen,140,00:37:16.185,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a7387d0-c289-45c9-9cb2-9f476ad0573d,2857,,,"[80.8, 45.9]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andy Delort,3038.0,Center Forward,182,Caen,140,"['44b91730-aa94-4eb0-89bf-f23d4b083537', '7d30fc52-da5c-49cb-9fb7-a6942bff713d']",16,,,,,,,,,,,,,,,,Caen,140,00:37:16.866,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4908d165-67c3-452e-9023-a257b19b275d,2860,,,"[92.6, 32.5]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronny Rodelin,2955.0,Right Midfield,182,Caen,140,['77eced91-451d-4adc-949a-0841967d2416'],18,,,,,,,,,,,,,,,,Caen,140,00:37:18.762,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0c90978-81a9-4415-b966-b86e69c66e3e,2864,,,"[87.3, 28.2]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Julien Féret,2959.0,Left Center Midfield,182,Caen,140,['b761ffc1-2ec0-4884-bc09-39882ec3ca1a'],21,,,,,,,,,,,,,,,,Caen,140,00:37:21.096,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ea7d815-ed3b-427b-aab0-a9ee85c96899,2867,,,"[77.2, 17.8]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emmanuel Imorou,4474.0,Left Back,182,Caen,140,['1d10d50e-8cfc-451e-815f-a26570d87db8'],22,,,,,,,,,,,,,,,,Caen,140,00:37:22.558,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1f3bd00-f731-49cd-a1c5-238d1d533c57,2869,,,"[95.3, 5.7]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronny Rodelin,2955.0,Right Midfield,182,Caen,140,['b359766a-81c1-435c-8760-79ff811ee5ed'],23,,,,,,,,,,,,,,,,Caen,140,00:37:23.745,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8dc143e1-bfca-496b-8e7a-4eb557aa5a91,2871,,,"[88.9, 13.5]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Julien Féret,2959.0,Left Center Midfield,182,Caen,140,['f7d6ee8a-3d86-442a-bffc-7442be9b878b'],24,,,,,,,,,,,,,,,,Caen,140,00:37:24.681,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d7bd534-c095-4c82-ad62-5fc23267f17a,2874,,,"[108.7, 31.4]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonathan Delaplace,2979.0,Right Center Midfield,182,Caen,140,['385826c6-c1c6-4e8a-9ccd-f7d061c1d926'],27,,,,,,,,,,,,,,,,Caen,140,00:37:27.949,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05a20bed-d5ee-487f-89e4-df565ec97fc6,2877,,,"[110.0, 22.4]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonathan Delaplace,2979.0,Right Center Midfield,182,Caen,140,['4090be8f-f669-4277-8f9c-84de421c9e17'],30,,,,,,,,,,,,,,,,Caen,140,00:37:30.666,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b9f741b-c268-4b5a-bbdd-84096db3fb32,2879,,,"[80.4, 67.9]",3900542,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gadji Celi Carmen Junior Tallo,10330.0,Right Center Forward,183,Lille,143,['f5b6c5be-ab24-4d20-bc0a-6595f7ba0b5a'],56,,,,,,,,,,,,,,,,Lille,143,00:37:56.489,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b90975b-a9a5-4b2a-a4cf-4ba40ad9584a,2883,,,"[97.3, 76.7]",3900542,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sofiane Boufal,3625.0,Left Center Forward,184,Lille,143,['2cec3b83-eda2-4d42-9c15-65558e0b34c6'],15,,,,,,,,,,,,,,,,Lille,143,00:38:15.398,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1edfcf4-88b0-452c-a8fa-b1ae349424c0,2888,,,"[13.0, 4.0]",3900542,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordan Adéoti,7344.0,Center Defensive Midfield,184,Lille,143,['03a6f1f9-8da2-4707-8ff1-de2221a7665f'],18,,,,,,,,,,,,,,,,Caen,140,00:38:18.859,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2534a7d0-98cd-4a5a-8615-935f6feadf1c,2891,,,"[116.0, 72.2]",3900542,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sofiane Boufal,3625.0,Left Center Forward,185,Lille,143,['d5f7428d-f0f8-418e-a755-7301598bbd57'],31,,,,,,,,,,,,,,,,Lille,143,00:38:31.262,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012b3ddd-743a-44a4-b37a-6dedeae0b249,2905,,,"[98.2, 55.8]",3900542,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gadji Celi Carmen Junior Tallo,10330.0,Right Center Forward,185,Lille,143,"['6e892c6a-6e2f-4cb9-b216-4ea35d80bcae', 'c2d45509-373e-49a3-a9bd-973df42e56bf']",39,,,,,,,,,,,,,,,,Lille,143,00:38:39.674,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7e8011e-a0de-4caa-bc3b-3672a2da9dde,2908,,,"[97.8, 60.1]",3900542,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sofiane Boufal,3625.0,Left Center Forward,185,Lille,143,['3000768c-399b-4cc9-b073-f2597793963a'],40,,,,,,,,,,,,,,,,Lille,143,00:38:40.704,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9da7e47e-6216-4cad-af6a-ff57238be0e6,2923,,,"[95.4, 44.4]",3900542,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ronny Rodelin,2955.0,Right Midfield,187,Caen,140,['d18c8fd6-0ff9-4c41-8707-221f865cbc8e'],14,,,,,,,,,,,,,,,,Caen,140,00:39:14.649,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c41774b-300a-430f-b159-62419a5c8193,2925,,,"[39.3, 33.6]",3900542,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mounir Obbadi,40697.0,Right Center Midfield,187,Caen,140,['0ef1cca5-1230-4da4-8aa6-da96cab2c503'],16,,,,,,,,,,,,,,,,Lille,143,00:39:16.402,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c484c80a-e76f-4754-8274-6aac0756d04d,2927,,,"[78.7, 67.3]",3900542,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Dennis Appiah,22111.0,Right Back,187,Caen,140,['698c5c67-f006-45a8-831f-725919781ef1'],18,,,,,,,,,,,,,,,,Caen,140,00:39:18.941,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337512a1-623b-47fe-a8fc-058d72c228fd,2930,,,"[54.2, 3.5]",3900542,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gadji Celi Carmen Junior Tallo,10330.0,Right Center Forward,187,Caen,140,['0293a10a-5537-4fb2-84b4-660f11a2b6e9'],20,,,,,,,,,,,,,,,,Lille,143,00:39:20.918,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0d87876-21e9-450a-a894-b4aeba10987e,2932,,,"[77.1, 77.3]",3900542,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jonathan Delaplace,2979.0,Right Center Midfield,187,Caen,140,['1b8bab0d-624b-4238-84db-d60afc871c47'],22,,,,,,,,,,,,,,,,Caen,140,00:39:22.099,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e443b965-02be-479a-806d-d0909d09c127,2935,,,"[98.4, 78.3]",3900542,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ronny Rodelin,2955.0,Right Midfield,187,Caen,140,['5b2b4c63-2d1a-48d2-86e9-0406ce83cca7'],25,,,,,,,,,,,,,,,,Caen,140,00:39:25.020,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5d39441-7efe-432e-afb8-997d65718581,2938,,,"[72.5, 39.7]",3900542,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordan Adéoti,7344.0,Center Defensive Midfield,187,Caen,140,['0112efb9-b1f8-4fa8-b8c1-0146dbec1e08'],28,,,,,,,,,,,,,,,,Caen,140,00:39:28.388,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fabc3366-91cd-4e1d-8eec-9daccac78f5c,2943,,,"[81.7, 41.8]",3900542,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Gadji Celi Carmen Junior Tallo,10330.0,Right Center Forward,188,Lille,143,['e7bb6e5e-32c3-4308-9598-7a8747f0d38d'],47,,,,,,,,,,,,,,,,Lille,143,00:39:47.936,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b6e4f27-33f9-4790-bc09-6057b04a57ce,2948,,,"[29.3, 22.6]",3900542,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Damien Da Silva,4386.0,Left Center Back,188,Lille,143,['b02396a6-41b0-43fa-88c8-4776b7ef06fb'],52,,,,,,,,,,,,,,,,Caen,140,00:39:52.569,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a1b320a-d836-4a67-bb80-fa7597254c0c,2953,,,"[66.1, 8.5]",3900542,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Andy Delort,3038.0,Center Forward,188,Lille,143,['97085046-778b-4752-8abf-2c711ef50f3d'],58,,,,,,,,,,,,,,,,Caen,140,00:39:58.959,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862a33a5-2515-4190-8b3b-54d10f9b44be,2956,,,"[73.0, 77.6]",3900542,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gadji Celi Carmen Junior Tallo,10330.0,Right Center Forward,189,Lille,143,"['64782cef-d62c-428b-88fc-7c584322b0ba', 'e0a1fd6e-351f-4940-89f5-e34a2ca405aa']",13,,,,,,,,,,,,,,,,Lille,143,00:40:13.412,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d41676c-9bd7-46e5-ba2a-3050b46e5a5d,2961,,,"[79.0, 73.5]",3900542,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sofiane Boufal,3625.0,Left Center Forward,189,Lille,143,['05d52d33-70f7-4826-8b1a-b63b4c5f22a7'],18,,,,,,,,,,,,,,,,Lille,143,00:40:18.012,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8929cbf5-1f70-4c0b-a9a9-5973a0cfa3b7,2968,,,"[68.4, 4.0]",3900542,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andy Delort,3038.0,Center Forward,190,Caen,140,"['21280784-7836-4e2e-b565-c327e4afb549', '31bfb113-bd30-4f48-aaf6-246302724c98']",25,,,,,,,,,,,,,,,,Caen,140,00:40:25.655,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09e06b23-2244-4577-be6f-8f188a2880ba,2971,,,"[73.6, 9.6]",3900542,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Julien Féret,2959.0,Left Center Midfield,190,Caen,140,"['1849d108-7e19-4a0c-b737-937a17a9286b', 'dc5be0da-e8ae-4d44-b700-c60867d80e77']",27,,,,,,,,,,,,,,,,Caen,140,00:40:27.099,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643fd5aa-1b0b-4453-8a93-5e8a8a34d4b2,2974,,,"[90.5, 5.7]",3900542,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andy Delort,3038.0,Center Forward,190,Caen,140,['23915923-b063-4b47-a03e-930581ac72f9'],28,,,,,,,,,,,,,,,,Caen,140,00:40:28.882,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8e6b121-4f36-4568-b887-a77076c3dd3a,2979,,,"[33.9, 72.4]",3900542,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sofiane Boufal,3625.0,Left Center Forward,192,Lille,143,['02c98a53-045b-4248-a1ee-a1b306892009'],58,,,,,,,,,,,,,,,,Lille,143,00:40:58.868,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f87e9940-78f0-42bc-b1f5-b377bff81eb1,2981,,,"[46.1, 53.2]",3900542,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Éric Bauthéac,40486.0,Left Center Midfield,192,Lille,143,['cea63fc8-ca88-416b-90c2-84612393b9cc'],2,,,,,,,,,,,,,,,,Lille,143,00:41:02.182,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d171a5de-ec3c-41a6-836e-e751fe0e2549,2983,,,"[94.0, 28.6]",3900542,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alaeddine Yahia,7444.0,Right Center Back,192,Lille,143,['1c4b3c95-3202-402c-8c43-5b52c39d43e1'],4,,,,,,,,,,,,,,,,Caen,140,00:41:04.644,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ee222a5-4c94-4612-bfbb-48e6be01ed22,2988,,,"[78.1, 11.5]",3900542,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gadji Celi Carmen Junior Tallo,10330.0,Right Center Forward,193,Lille,143,['5f886726-0a83-4108-badb-061f0b726678'],45,,,,,,,,,,,,,,,,Lille,143,00:41:45.965,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecf380fc-7bfa-4e97-8bd3-af119faaedab,2992,,,"[82.7, 8.3]",3900542,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gadji Celi Carmen Junior Tallo,10330.0,Right Center Forward,194,Lille,143,"['59e945c5-0a77-4d3c-bb31-0f0b43cb2e22', '72b7833c-d61d-49d8-bcf9-6ae41ccf35a8']",6,,,,,,,,,,,,,,,,Lille,143,00:42:06.672,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a523690-62cb-4b20-8e21-9e107fdd96c4,2995,,,"[83.7, 1.8]",3900542,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Djibril Sidibé,3446.0,Left Wing Back,194,Lille,143,['a0c83b92-d60f-4dbc-b84c-c2c3612c8776'],8,,,,,,,,,,,,,,,,Lille,143,00:42:08.202,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45a2daea-8591-4fef-9deb-7058e91fdd42,3002,,,"[90.1, 9.7]",3900542,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gadji Celi Carmen Junior Tallo,10330.0,Right Center Forward,194,Lille,143,['0b297dda-e464-476b-8319-4340d793153b'],9,,,,,,,,,,,,,,,,Lille,143,00:42:09.110,Ball Receipt*,
