50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.271852,,,,,,,,,,,fdbc9aa5-4e2c-4949-961b-71a9a126ca80,17,,"[46.5, 6.6]",3829446,0,,,,1.3005465,,Left Foot,,,"[50.6, 21.4]",Ground Pass,,15.357409,,,,Joris Marveaux,7590.0,,,,,,,1,From Kick Off,Jérôme Roussillon,3676.0,Left Back,2,Montpellier,139,"['568567b9-047a-4e16-8959-4ce02f23e861', 'a112b88b-e3f1-4ccb-9cc3-fa63f8bca69f']",20,,,,,,,,,,,,,,,,Montpellier,139,00:00:20.029,Pass,True
,,,,,,,,,,,,,,,2.107781,,,,,,,,,,,27263519-069b-4909-b454-74cbe860d51d,20,,"[44.3, 18.8]",3829446,0,,,,2.0022738,,Right Foot,,,"[28.6, 52.9]",Ground Pass,,37.540646,,,,Vitorino Hilton da Silva,3674.0,,,,,,,1,From Kick Off,Joris Marveaux,7590.0,Center Defensive Midfield,2,Montpellier,139,['300d8529-ddd6-43e0-92b0-a699c35dfcf6'],22,,,,,,,,,,,,,,,,Montpellier,139,00:00:22.611,Pass,
,,,,,,,,,,,,,,,2.202114,,,,,,,,,,,77f5bdfa-9f90-4148-b4d6-131a104a6d5f,23,,"[28.8, 52.9]",3829446,0,,,,0.8062906,,Right Foot,,,"[45.2, 70.0]",Ground Pass,,23.693249,,,,Bryan Dabo,3421.0,,,,,,,1,From Kick Off,Vitorino Hilton da Silva,3674.0,Right Center Back,2,Montpellier,139,['c47c3ea4-f403-4a9a-9e6b-5a82b2d48bea'],25,,,,,,,,,,,,,,,,Montpellier,139,00:00:25.062,Pass,
,,,,,,,,,,,,,,,2.736464,,,,,,,,,,,a82e5997-99e5-4fcb-b1ea-fd73ef282488,27,,"[58.1, 71.1]",3829446,0,,,,-2.8492453,,Right Foot,,,"[37.5, 64.9]",Ground Pass,,21.512787,,,,Vitorino Hilton da Silva,3674.0,,,,,,,1,From Kick Off,Bryan Dabo,3421.0,Right Back,2,Montpellier,139,"['30221d00-709d-4599-abe4-0e4ea8c2d619', '6e92c23a-5066-415b-a8d9-fcd0341fa64b']",30,,,,,,,,,,,,,,,,Montpellier,139,00:00:30.685,Pass,True
,,,,,,,,,,,,,,,2.201453,,,,,,,,,,,61552642-d24a-4e31-be1c-791ff1c3bf2d,31,,"[30.2, 66.0]",3829446,0,,,,-1.6954795,,Left Foot,,,"[25.5, 28.5]",Ground Pass,,37.793385,,,,William Jean Rémy,4669.0,,,,,,,1,From Kick Off,Vitorino Hilton da Silva,3674.0,Right Center Back,2,Montpellier,139,"['244a96eb-2b21-49ac-881d-34eee625e68c', 'b56b8295-2796-4afc-b7ce-e599667f71c5']",33,,,,,,,,,,,,,,,,Montpellier,139,00:00:33.561,Pass,True
,,,,,,,,,,,,,,,1.204159,,,,,,,,,,,408124a1-cc8f-4e23-9c69-ab6c95d4a5f9,34,,"[34.8, 28.1]",3829446,0,,,,0.19349441,,Right Foot,,,"[49.6, 31.0]",Ground Pass,,15.081446,,,,Jonas Martin,2950.0,,,,,,,1,From Kick Off,William Jean Rémy,4669.0,Left Center Back,2,Montpellier,139,['7bfa6d95-1703-43e5-ae8d-db28b9b320f6'],38,,,,,,,,,,,,,,,,Montpellier,139,00:00:38.327,Pass,
,,,,,,,,,,,,,,,1.480263,,,,,,,,,,,7514cf9d-3bd3-4e85-85a2-5966dac85d56,38,,"[48.6, 21.2]",3829446,0,,,,-2.3381784,,Right Foot,,,"[37.7, 9.9]",Ground Pass,,15.700318,,,,William Jean Rémy,4669.0,,,,,,,1,From Kick Off,Jonas Martin,2950.0,Left Center Midfield,2,Montpellier,139,"['28261f33-a1f0-45d2-8f9e-fa1d0d08f44a', '48ba615b-8b2c-4464-bf35-5d65fb87b107']",40,,,,,,,,,,,,,,,,Montpellier,139,00:00:40.346,Pass,True
,,,,,,,,,,,,,,,1.372296,,,,,,,,,,,5503a22a-ae7c-4bff-983f-10aad99e8809,40,,"[37.7, 9.9]",3829446,0,,,,-0.42836812,,Left Foot,,,"[55.0, 2.0]",Ground Pass,,19.018412,,,,Jérôme Roussillon,3676.0,,,,,,,1,From Kick Off,William Jean Rémy,4669.0,Left Center Back,2,Montpellier,139,['d2959073-28b4-4f43-b554-11e05e6ea365'],41,,,,,,,,,,,,,,,,Montpellier,139,00:00:41.826,Pass,
,,,,,,,,,,,,,,,2.092108,,,,,,,,,,,4668eced-e284-4d25-a4d7-115b888f24c1,43,,"[55.0, 2.0]",3829446,0,,,,2.9125984,,Left Foot,,,"[41.7, 5.1]",Ground Pass,,13.6565,,,,William Jean Rémy,4669.0,,,,,,,1,From Kick Off,Jérôme Roussillon,3676.0,Left Back,2,Montpellier,139,['ecbbd8a6-f821-441a-94bf-1fca9f4ed866'],43,,,,,,,,,,,,,,,,Montpellier,139,00:00:43.358,Pass,
,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,0c734c05-fe44-4783-a19c-c4e2198d90e7,46,,"[36.8, 9.3]",3829446,0,,,,1.6769786,,Right Foot,,,"[33.4, 41.2]",Ground Pass,,32.08068,,,,Vitorino Hilton da Silva,3674.0,,,,,,,1,From Kick Off,William Jean Rémy,4669.0,Left Center Back,2,Montpellier,139,['6ff8310c-b866-4320-87c7-f197d3f306d7'],46,,,,,,,,,,,,,,,,Montpellier,139,00:00:46.412,Pass,
,,,,,,,,,,,,,,,2.601929,,,,,,,,,,,c261dd90-4dd8-4c17-b12a-9c1de4b46163,49,,"[33.4, 41.2]",3829446,0,,,,1.1166207,,Right Foot,,,"[47.9, 70.9]",Ground Pass,,33.050568,,,,Bryan Dabo,3421.0,,,,,,,1,From Kick Off,Vitorino Hilton da Silva,3674.0,Right Center Back,2,Montpellier,139,['3ea152b7-a0b6-4b9b-af1e-b9404cc174a1'],49,,,,,,,,,,,,,,,,Montpellier,139,00:00:49.707,Pass,
,,,,,,,,,,,,,,,1.421168,,,,,,,,,,,da87508e-5183-47c3-a3df-78e793ca5fd9,51,,"[50.0, 74.0]",3829446,0,,,,-0.29750425,,Right Foot,,,"[71.2, 67.5]",Ground Pass,,22.174084,,,,Paul Lasne,3682.0,,,,,,,1,From Kick Off,Bryan Dabo,3421.0,Right Back,2,Montpellier,139,['1325dd3c-2910-4804-8fe6-29015959a2ed'],52,,,,,,,,,,,,,,,,Montpellier,139,00:00:52.309,Pass,
,,,,,,,,,,,,,,,0.70318,,,,,,,,,,,14d39a4e-2afd-4952-a3fd-79d41f62bed5,57,,"[82.6, 73.0]",3829446,0,,,,-1.6046816,,Right Foot,,,"[82.4, 67.1]",Ground Pass,,5.903389,,Incomplete,,Ryad Boudebouz,6661.0,,,,,,,1,From Kick Off,Souleymane Camara,3679.0,Center Forward,2,Montpellier,139,"['2e5d034f-c3ae-49f2-8dd0-5de38f191ab9', '412cc0e5-b2f1-4450-ace3-4b46bc9103be']",58,,,,,,,,,,,,,,,,Montpellier,139,00:00:58.263,Pass,
,,,,,,,,,,,,,,,2.8,,,,,,,,,,,8fcef028-c113-467d-acc5-45d80dbbb76c,67,,"[20.2, 8.5]",3829446,1,,,,1.4477842,,Right Foot,,,"[27.0, 63.5]",High Pass,,55.41877,,,,Jonathan Martins-Pereira,3364.0,,,True,,,,1,Regular Play,Jessy Pi,7415.0,Left Defensive Midfield,3,Troyes,133,['0fdf86e6-c17e-4b40-b43a-1fa9a2c4dc92'],4,,,,,,,,,,,,,,,,Troyes,133,00:01:04.637,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,5235771d-da3a-481f-bb76-59a6600a4312,70,,"[38.3, 65.0]",3829446,1,,,,-1.2665879,,Right Foot,,,"[41.0, 56.4]",Ground Pass,,9.013878,,,,Benjamin Nivet,3002.0,,,,,,,1,Regular Play,Jonathan Martins-Pereira,3364.0,Right Back,3,Troyes,133,['161f2838-6ca0-4717-860b-19f3d6d5ffa5'],9,,,,,,,,,,,,,,,,Troyes,133,00:01:09.411,Pass,
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,18d82103-fdbe-40e7-93e1-a8898351d5a9,73,,"[40.8, 57.9]",3829446,1,,,,1.4297278,,Right Foot,,,"[43.2, 74.8]",Ground Pass,,17.069563,,,,Jonathan Martins-Pereira,3364.0,,,,,,,1,Regular Play,Benjamin Nivet,3002.0,Right Defensive Midfield,3,Troyes,133,['b451f7eb-acaa-460f-95b1-69ddeab30a11'],11,,,,,,,,,,,,,,,,Troyes,133,00:01:11.355,Pass,
,,,,,,,,,,,,,,,0.725031,,,,,,,,,,,6c21735c-108a-44e4-9992-016c5becda5a,76,,"[51.7, 77.3]",3829446,1,,,,0.15865526,,Right Foot,,,"[59.2, 78.5]",Ground Pass,,7.595393,,,,Stéphane Darbion,2993.0,,,,,,,1,Regular Play,Jonathan Martins-Pereira,3364.0,Right Back,3,Troyes,133,['dc737cdb-5547-4534-91b9-09b39b254a72'],14,,,,,,,,,,,,,,,,Troyes,133,00:01:14.895,Pass,
,,,,,,,,,,,,,,,0.765206,,,,,,,,,,,4bb2defd-2dd4-41ec-a28e-f27a4b3a39df,79,,"[62.9, 78.5]",3829446,1,,,,3.1415927,,Left Foot,,,"[52.1, 78.5]",Ground Pass,,10.8,,,,Jonathan Martins-Pereira,3364.0,,,,,,,1,Regular Play,Stéphane Darbion,2993.0,Right Midfield,3,Troyes,133,"['363df390-3cfc-4a19-95dc-be8c6dd4e00a', 'e77009f4-917f-44cf-895e-d701e5fa24e6']",15,,,,,,,,,,,,,,,,Troyes,133,00:01:15.620,Pass,True
,,,,,,,,,,,,,,,0.917105,,,,,,,,,,,277c2aa6-7b70-4846-ae2e-32dfebafd1e9,81,,"[52.1, 78.5]",3829446,1,,,,-0.40024066,,Right Foot,,,"[65.1, 73.0]",Ground Pass,,14.115594,,,,Benjamin Nivet,3002.0,,,,,,,1,Regular Play,Jonathan Martins-Pereira,3364.0,Right Back,3,Troyes,133,['be543842-50e5-4a39-bed7-20212da9f17e'],16,,,,,,,,,,,,,,,,Troyes,133,00:01:16.385,Pass,
,,,,,,,,,,,,,,,0.797828,,,,,,,,,,,975ab9f2-802d-440f-b66d-ccfc7ca48f14,89,,"[58.9, 14.9]",3829446,1,,,,0.36968428,,Right Foot,,,"[66.9, 18.0]",Ground Pass,,8.579627,,,,Ryad Boudebouz,6661.0,,,,,,,1,Regular Play,Jonas Martin,2950.0,Left Center Midfield,4,Montpellier,139,['22df850a-bf32-4e99-9716-50e9239eff6a'],20,,,,,,,,,,,,,,,,Montpellier,139,00:01:20.995,Pass,
,,,,,,,,,,,,,,,1.954159,,,,,,,,,,,9e5245ff-dbc3-4237-b560-2244237a5524,92,,"[67.4, 18.0]",3829446,1,,,,2.571098,,Left Foot,,,"[55.4, 25.7]",Ground Pass,,14.25798,,,,Joris Marveaux,7590.0,,,,,,,1,Regular Play,Ryad Boudebouz,6661.0,Right Attacking Midfield,4,Montpellier,139,['393b7b2c-8ae0-4985-b81f-e10f3393399e'],21,,,,,,,,,,,,,,,,Montpellier,139,00:01:21.833,Pass,
,,,,,,,,,,,,,,,4.810002,,,,,,,,,,,138ceb7c-a991-4787-8936-f21ace7e92d7,94,,"[55.4, 26.6]",3829446,1,,,,0.92699283,,Right Foot,,,"[95.1, 79.5]",High Pass,,66.14,,Out,,Souleymane Camara,3679.0,,,True,,,,1,Regular Play,Joris Marveaux,7590.0,Center Defensive Midfield,4,Montpellier,139,['e00f4f9f-58b8-4b1e-a17a-37186ee1751b'],23,,,,,,,,,,,,,,,,Montpellier,139,00:01:23.787,Pass,
,,,,,,,,,,,,,,,1.95515,,,,,,,,,,,11201741-5058-45a6-84f0-bacab6132742,96,,"[32.9, 0.1]",3829446,1,,,,0.1696085,,,,,"[65.6, 5.7]",High Pass,,33.176044,,Unknown,,Corentin Jean,3010.0,,,,,,Throw-in,1,From Throw In,Quentin Othon,148132.0,Left Back,5,Troyes,133,['28b0bedf-3bea-4a80-9832-58ef55529e29'],42,,,,,,,,,,,,,,,,Troyes,133,00:01:42.790,Pass,
,,,,,,,,,,,,,,,1.934968,,,,,,,,,,,79dcd01a-cdca-44e2-abfc-f3119412cc91,100,,"[64.3, 12.8]",3829446,2,,,,2.6915188,,Left Foot,,,"[46.5, 21.4]",Ground Pass,,19.768661,,,,Chris Mavinga,18162.0,,,,,,Free Kick,1,From Free Kick,Quentin Othon,148132.0,Left Back,6,Troyes,133,['06496ff4-356b-43f5-9711-5c51cfa60b47'],13,,,,,,,,,,,,,,,,Troyes,133,00:02:13.660,Pass,
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,f920c481-4558-4f27-b818-c59f48cc4dd1,103,,"[46.8, 21.4]",3829446,2,,,,1.6264491,,Left Foot,,,"[44.8, 57.3]",Ground Pass,,35.955666,,,,Matthieu Saunier,13730.0,,,,,,,1,From Free Kick,Chris Mavinga,18162.0,Left Center Back,6,Troyes,133,['c53efa4d-4e67-44b1-8007-35bfd3dac855'],15,,,,,,,,,,,,,,,,Troyes,133,00:02:15.774,Pass,
,,,,,,,,,,,,,,,4.353689,,,,,,,,,,,bcaa403e-7b6f-43a8-9be6-fe25b78217f2,106,,"[49.5, 50.2]",3829446,2,,,,0.40615708,,Right Foot,,,"[106.7, 74.8]",High Pass,,62.26556,,,,Jonathan Martins-Pereira,3364.0,,,,,,,1,From Free Kick,Matthieu Saunier,13730.0,Right Center Back,6,Troyes,133,['522ffba7-c2e3-4207-a7d8-881947ca2c61'],19,,,,,,,,,,,,,,,,Troyes,133,00:02:19.413,Pass,
,,,,,,,,,,,,,,,1.394424,,,,,,,,,,,c7f15e9e-b463-4cdc-84c9-1823d1b19720,108,,"[108.3, 75.3]",3829446,2,,,,-1.9714208,,Right Foot,,,"[104.7, 66.8]",Ground Pass,,9.2309265,,,,Benjamin Nivet,3002.0,,,,,,,1,From Free Kick,Jonathan Martins-Pereira,3364.0,Right Back,6,Troyes,133,['49913b7e-da4f-487d-a15c-0602812f3320'],23,,,,,,,,,,,,,,,,Troyes,133,00:02:23.767,Pass,
,,,,,,,,,,,,,,,0.480896,,,,,,,,,,,47507e67-b399-4a97-8701-b0db09818192,112,,"[107.9, 67.4]",3829446,2,,,,-1.2862779,,Right Foot,,,"[111.0, 56.8]",High Pass,,11.044003,,Incomplete,,Brayan Andrés Perea Vargas,29133.0,,,,,,,1,From Free Kick,Benjamin Nivet,3002.0,Right Defensive Midfield,6,Troyes,133,"['05978044-71e2-4511-9073-fe0d51b98c44', '5c084abd-8d61-493b-9df2-4dc36575caac', '8f5bb4fa-288c-49aa-9982-e7305ce5d009']",25,,,,,,,,,,,,,,,,Troyes,133,00:02:25.850,Pass,True
,,,,,,,,,,,,,,,4.840127,,,,,,,,,,,05978044-71e2-4511-9073-fe0d51b98c44,114,,"[9.1, 23.3]",3829446,2,,,,-0.5527962,,Head,,,"[43.3, 2.2]",Low Pass,,40.185196,,,,Ryad Boudebouz,6661.0,,,,,,Recovery,1,From Counter,Joris Marveaux,7590.0,Center Defensive Midfield,7,Montpellier,139,"['47507e67-b399-4a97-8701-b0db09818192', '9dbb2514-7339-41be-8042-1a7b8fc99c1c']",26,,,,,,,,,,,,,,,,Montpellier,139,00:02:26.331,Pass,
,,,,,,,,,,,,,,,1.247185,,,,,,,,,,,f7085702-006f-412a-9a3d-af991047220b,119,,"[57.6, 3.0]",3829446,2,,,,0.007518655,,Left Foot,,,"[70.9, 3.1]",Ground Pass,,13.300376,,,,Jonas Martin,2950.0,,,,,,,1,From Counter,Ryad Boudebouz,6661.0,Right Attacking Midfield,7,Montpellier,139,"['0037e65e-46ed-4c47-8664-7b8aaed00bf5', '520433ac-5012-42f9-a4de-a8c86ef1262e']",33,,,,,,,,,,,,,,,,Montpellier,139,00:02:33.578,Pass,True
,,,,,,,,,,,,,,,1.755383,,,,,,,,,,,a8aef9c8-69cc-4aa9-8a26-48c0be1071f2,125,,"[70.0, 0.1]",3829446,2,True,,,2.794615,,,,,"[47.6, 8.2]",Low Pass,,23.81953,,,,Jérôme Roussillon,3676.0,,,,,,Throw-in,1,From Throw In,Jonas Martin,2950.0,Left Center Midfield,8,Montpellier,139,['c4b6eba7-37ed-446a-a54b-63e47666b46c'],39,,,,,,,,,,,,,,,,Montpellier,139,00:02:39.754,Pass,
,,,,,,,,,,,,,,,1.756233,,,,,,,,,,,5332f9ea-cff8-4776-926a-42c49e7b5d20,127,,"[44.8, 9.1]",3829446,2,,,,2.1469476,,Left Foot,,,"[34.6, 24.8]",Ground Pass,,18.722446,,,,William Jean Rémy,4669.0,,,,,,,1,From Throw In,Jérôme Roussillon,3676.0,Left Back,8,Montpellier,139,['228a70df-18fe-46a3-922c-1d549a4bf8da'],44,,,,,,,,,,,,,,,,Montpellier,139,00:02:44.136,Pass,
,,,,,,,,,,,,,,,2.84,,,,,,,,,,,be8f65e8-4a0a-43eb-b33d-dcf107f1e64f,130,,"[34.6, 24.4]",3829446,2,,,,1.5594332,,Right Foot,,,"[35.0, 59.6]",Ground Pass,,35.202274,,,,Vitorino Hilton da Silva,3674.0,,,,,,,1,From Throw In,William Jean Rémy,4669.0,Left Center Back,8,Montpellier,139,['b4d3d583-27b5-434d-aa64-ea4220073c0f'],46,,,,,,,,,,,,,,,,Montpellier,139,00:02:46.771,Pass,
,,,,,,,,,,,,,,,2.140059,,,,,,,,,,,7b818022-0000-4e31-beb1-a6176cdcb897,136,,"[55.9, 80.0]",3829446,3,,,,-0.28647107,,,,,"[81.7, 72.4]",High Pass,,26.896097,,,,Souleymane Camara,3679.0,,,,,,Throw-in,1,From Throw In,Bryan Dabo,3421.0,Right Back,9,Montpellier,139,['4fc03c17-d43d-4d94-a031-fb7651904efd'],7,,,,,,,,,,,,,,,,Montpellier,139,00:03:07.536,Pass,
