50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.86945,,,,,,,,,,,,,70299ec9-c12f-4241-bbb1-4013a3e2f75b,18,,,"[56.2, 40.2]",3829433,0,,,,-2.5889661,,Right Foot,,,,"[27.5, 22.5]",,Ground Pass,,33.719135,,,,David Luiz Moreira Marinho,3956.0,,,,,,1,From Kick Off,Javier Matías Pastore,4370.0,Right Center Midfield,2,Paris Saint-Germain,131,['0a4443b6-6426-4e2d-80ae-7d339b3e1b9d'],8,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:08.496,Pass,
,,,,,,,,,,,,,,,,1.519317,,,,,,,,,,,,,3da9231d-3ff1-47ae-a2ef-c7560c70f66e,21,,,"[26.2, 28.3]",3829433,0,,,,1.5501096,,Right Foot,,,,"[26.8, 57.3]",,Ground Pass,,29.006207,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['e8b313b6-012f-48bd-ad31-13e8962f21d2'],11,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.849,Pass,
,,,,,,,,,,,,,,,,1.475292,,,,,,,,,,,,,c9e28cc9-c53c-4aa3-b782-811f67f79b66,24,,,"[27.5, 56.6]",3829433,0,,,,-1.5236932,,Right Foot,,,,"[28.9, 26.9]",,Ground Pass,,29.732979,,,,David Luiz Moreira Marinho,3956.0,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['ff934b82-d58f-4f05-a524-c8d5ef477c02'],15,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:15.813,Pass,
,,,,,,,,,,,,,,,,0.874324,,,,,,,,,,,,,63b8fd6f-9a24-47ce-b224-252bdc1a69d9,27,,,"[29.5, 27.3]",3829433,0,,,,-0.36778846,,Right Foot,,,,"[40.4, 23.1]",,Ground Pass,,11.681182,,,,Blaise Matuidi,4375.0,,,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['92cf8e0d-72a3-4872-9c70-f3a6a248b7d3'],18,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:18.649,Pass,
,,,,,,,,,,,,,,,,1.095935,,,,,,,,,,,,,4fa07588-dfc2-406b-b92d-432442bd5736,30,,,"[42.7, 22.5]",3829433,0,,,,-3.0804446,,Left Foot,,,,"[32.9, 21.9]",,Ground Pass,,9.81835,,,,David Luiz Moreira Marinho,3956.0,,,,,,1,From Kick Off,Blaise Matuidi,4375.0,Left Center Midfield,2,Paris Saint-Germain,131,['08e377ed-600e-495d-93e5-53c7597772d6'],21,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.202,Pass,
,,,,,,,,,,,,,,,,1.992122,,,,,,,,,,,,,f139a3de-d7e4-4863-900b-49328f4e4bbb,33,,,"[32.9, 23.3]",3829433,0,,,,1.8981966,,Left Foot,,,,"[27.5, 39.2]",,Ground Pass,,16.791962,,,,Thiago Motta,4325.0,,,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['8dcd4366-e425-4b38-b1ff-06420ca93c6d'],24,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:24.444,Pass,
,,,,,,,,,,,,,,,,1.920198,,,,,,,,,,,,,aa742196-4c91-4135-81c4-144d27c1d8f5,36,,,"[41.8, 44.6]",3829433,0,,,,1.6020361,,Left Foot,,,,"[41.0, 70.2]",,Ground Pass,,25.612497,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['e31d792e-0bae-4ef9-bf1a-8493f9a17ba6'],29,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:29.605,Pass,
,,,,,,,,,,,,,,,,4.791062,,,,,,,,,,,,,70e6a2df-c46f-4b7a-a4e5-7f0a33a9e956,39,,,"[52.5, 69.4]",3829433,0,,,,-0.6168408,,Right Foot,,,,"[113.7, 26.0]",,High Pass,,75.026665,,Incomplete,,Edinson Roberto Cavani Gómez,4319.0,,True,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,"['c6d43205-d7d8-4b6d-9fb9-3fbf099f8553', 'd32f06b6-940d-485c-a1eb-8df0d8d771eb']",34,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:34.619,Pass,
,,,,,,,,,,,,,,,,4.104693,,,,,,,,,,,,,7c1f76cf-a431-45df-a573-4f7d6ee02646,43,,,"[16.2, 52.4]",3829433,0,,,,0.031807452,,Drop Kick,,,,"[82.2, 54.5]",,High Pass,,66.0334,,,,Djamel Bakar,7485.0,,,,,,1,Regular Play,Jonathan Ligali,42428.0,Goalkeeper,3,Montpellier,139,['d76e7f0e-ba08-444c-b9d2-9e279b7c38e6'],50,,,,,,,,,,,,,,,,,Montpellier,139,00:00:50.076,Pass,
,,,,,,,,,,,,,,,,1.495242,,,,,,,,,,,,,cde9f9e7-c0bc-40bb-ba3f-7a751c236251,46,,,"[81.6, 54.5]",3829433,0,,,True,1.9756881,,,,,,"[76.8, 65.7]",,High Pass,,12.185237,,,,Ryad Boudebouz,6661.0,,,,,,1,Regular Play,Djamel Bakar,7485.0,Center Forward,3,Montpellier,139,"['c70285af-5e85-4911-9bb7-7575d29c03aa', 'f09b48a5-5a62-46c8-acad-29ff587fd36e']",54,,,,,,,,,,,,,,,,,Montpellier,139,00:00:54.221,Pass,True
,,,,,,,,,,,,,,,,0.794001,,,,,,,,,,,,,472b380e-ebcc-4995-9f57-3f7f43b5bb1c,50,,,"[78.3, 68.6]",3829433,0,,,,2.2950463,,Left Foot,,,,"[71.4, 76.4]",,Ground Pass,,10.413933,,,,Paul Lasne,3682.0,,,,,,1,Regular Play,Ryad Boudebouz,6661.0,Center Attacking Midfield,3,Montpellier,139,['1362c982-bf9b-441b-bda2-5b99ba2998e1'],56,,,,,,,,,,,,,,,,,Montpellier,139,00:00:56.871,Pass,
,,,,,,,,,,,,,,,,1.049235,,,,,,,,,,,,,695cf20b-c521-4e1d-b8c3-d756444c8e65,54,,,"[75.8, 75.9]",3829433,0,,,,3.0396743,,Left Foot,,,,"[67.0, 76.8]",,Ground Pass,,8.845903,,,,Bryan Dabo,3421.0,,,,,,1,Regular Play,Paul Lasne,3682.0,Right Wing,3,Montpellier,139,"['1a59db85-f2cb-4d10-9a84-8251ca0b3688', '7ae1862a-dc36-4026-bf8b-81201335fea8']",59,,,,,,,,,,,,,,,,,Montpellier,139,00:00:59.122,Pass,True
,,,,,,,,,,,,,,,,1.004878,,,,,,,,,,,,,f516fa53-13ac-4944-b03f-ccfc7d369621,57,,,"[68.5, 75.9]",3829433,1,,,,-0.057628427,,Right Foot,,,,"[78.9, 75.3]",,High Pass,,10.417294,,,,Paul Lasne,3682.0,,,,,,1,Regular Play,Bryan Dabo,3421.0,Right Back,3,Montpellier,139,['c6441df6-1df0-4adc-9251-c2eed2cda239'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:01:00.257,Pass,
,,,,,,,,,,,,,,,,0.610567,,,,,,,,,,,,,f77b3bf2-6e1e-4a6a-92b8-7bfe86f43e42,59,,,"[77.8, 73.6]",3829433,1,,,,-1.531855,,Head,,,,"[78.1, 65.9]",,Low Pass,,7.705842,,Incomplete,,Ryad Boudebouz,6661.0,,,,,,1,Regular Play,Paul Lasne,3682.0,Right Wing,3,Montpellier,139,"['1eaccd75-2c02-4618-875e-9b776396891f', '655646c6-faf8-4175-870d-0f38a83f6977']",1,,,,,,,,,,,,,,,,,Montpellier,139,00:01:01.448,Pass,
,,,,,,,,,,,,,,,,2.114734,,,,,,,,,,,,,655646c6-faf8-4175-870d-0f38a83f6977,61,,,"[42.0, 14.2]",3829433,1,,,,0.05375981,,Left Foot,,,,"[64.3, 15.4]",,High Pass,,22.332264,,,,Ezequiel Iván Lavezzi,351521.0,,,,,Recovery,1,From Counter,Thiago Motta,4325.0,Center Defensive Midfield,4,Paris Saint-Germain,131,"['9ded2a30-fca7-4025-8252-80acbf65416e', 'f77b3bf2-6e1e-4a6a-92b8-7bfe86f43e42']",2,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:02.059,Pass,
,,,,,,,,,,,,,,,,2.00553,,,,,,,,,,,,,2342506f-8c6a-4585-8f9d-29a08e10665e,67,,,"[54.1, 18.1]",3829433,1,True,,,0.47951928,,Left Foot,,,,"[66.6, 24.6]",,Ground Pass,,14.089003,,,,Thiago Motta,4325.0,,,,,Free Kick,1,From Free Kick,Blaise Matuidi,4375.0,Left Center Midfield,5,Paris Saint-Germain,131,['b5bfdd7f-af95-4ec6-9d07-553f7a803bb9'],20,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:20.636,Pass,
,,,,,,,,,,,,,,,,0.798789,,,,,,,,,,,,,70d03f92-4038-4f61-b75f-0143bd5b1503,71,,,"[65.8, 25.8]",3829433,1,,,,-1.4922183,,Left Foot,,,,"[66.8, 13.1]",,Ground Pass,,12.739309,,,,Blaise Matuidi,4375.0,,,,,,1,From Free Kick,Thiago Motta,4325.0,Center Defensive Midfield,5,Paris Saint-Germain,131,"['0b287517-9eda-4b82-b761-681206bc1d72', '61e96a05-bc13-4ed1-a79d-2c8595fe6e5b']",22,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:22.980,Pass,True
,,,,,,,,,,,,,,,,1.088135,,,,,,,,,,,,,e5a81b11-09a7-49f9-8aa5-d48357bb6edc,75,,,"[65.8, 10.6]",3829433,1,,,,-0.50607497,,Left Foot,,,,"[74.1, 6.0]",,Ground Pass,,9.489468,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Free Kick,Blaise Matuidi,4375.0,Left Center Midfield,5,Paris Saint-Germain,131,"['72841b05-91b2-44e6-824a-294794544bde', 'c90b4911-a2c9-4a38-a9da-46f2c74bfed5']",24,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:24.374,Pass,True
,,,,,,,,,,,,,,,,1.004075,,,,,,,,,,,,,24244780-0d45-48d9-a187-c9d504e9a7ee,79,,,"[80.0, 5.2]",3829433,1,,,,0.9484935,,Left Foot,,,,"[86.6, 14.4]",,Ground Pass,,11.322544,,,,Ezequiel Iván Lavezzi,351521.0,,,,,,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,5,Paris Saint-Germain,131,"['cfaea673-03d3-4fce-bf60-e05882648041', 'd2a78531-c6f5-45b0-8a76-da05907ea4a8']",27,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:27.403,Pass,True
,,,,,,,,,,,,,,,,1.449577,,,,,,,,,,,,,9606e3da-1ce2-469e-a57d-cff26b42f344,83,,,"[84.5, 14.8]",3829433,1,,,,-2.4952905,,Right Foot,,,,"[73.1, 6.2]",,Ground Pass,,14.280056,,,,Blaise Matuidi,4375.0,,,,,,1,From Free Kick,Ezequiel Iván Lavezzi,351521.0,Left Wing,5,Paris Saint-Germain,131,"['eb28399c-a1f7-47ed-86cc-dee463879c5c', 'fcd8f680-47a1-4e5b-9118-07a3cef8c19d']",28,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:28.478,Pass,True
,,,,,,,,,,,,,,,,1.174206,,,,,,,,,,,,,e5ba995e-5d9b-4ae3-8e9e-ceb4c84a11e7,86,,,"[73.1, 6.2]",3829433,1,,,,2.4948342,,Left Foot,,,,"[53.5, 21.0]",,Ground Pass,,24.560131,,,,David Luiz Moreira Marinho,3956.0,,,,,,1,From Free Kick,Blaise Matuidi,4375.0,Left Center Midfield,5,Paris Saint-Germain,131,['e46bd572-100e-4445-b439-b837581dcc0b'],30,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:30.855,Pass,
,,,,,,,,,,,,,,,,1.737553,,,,,,,,,,,,,5d49f281-6ef4-4ee7-b800-7c53944992e4,89,,,"[52.9, 22.7]",3829433,1,,,,2.0125895,,Left Foot,,,,"[38.9, 52.3]",,Ground Pass,,32.743855,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Free Kick,David Luiz Moreira Marinho,3956.0,Left Center Back,5,Paris Saint-Germain,131,['129f42d9-6747-4ac6-a06a-c49146f4bd73'],34,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:34.318,Pass,
,,,,,,,,,,,,,,,,1.363058,,,,,,,,,,,,,46b479c6-feee-4e9d-95f0-fdfec2f7c3b7,92,,,"[38.9, 52.3]",3829433,1,,,,-1.2366451,,Right Foot,,,,"[48.1, 25.8]",,Low Pass,,28.05156,,,,Blaise Matuidi,4375.0,,,,,,1,From Free Kick,Thiago Emiliano da Silva,3295.0,Right Center Back,5,Paris Saint-Germain,131,['eaffc20a-8efa-4a73-b03f-64545a76579b'],37,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:37.684,Pass,
,,,,,,,,,,,,,,,,0.982197,,,,,,,,,,,,,2c3d86fa-64ca-46e7-ab42-f3a398ec0f2f,95,,,"[54.8, 22.9]",3829433,1,,,,0.194241,,Left Foot,,,,"[73.1, 26.5]",,Ground Pass,,18.650738,,,,Ezequiel Iván Lavezzi,351521.0,,,,,,1,From Free Kick,Blaise Matuidi,4375.0,Left Center Midfield,5,Paris Saint-Germain,131,['4c2eeaf7-6283-48d6-a01f-7235cc4eaaef'],41,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:41.824,Pass,
,,,,,,,,,,,,,,,,1.192081,,,,,,,,,,,,,38c1d6c8-5c81-4b55-8b84-2c01d2f8b48a,102,,,"[54.5, 38.3]",3829433,1,,,,2.436901,,Right Foot,,,,"[39.8, 50.8]",,Ground Pass,,19.296114,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Free Kick,Ezequiel Iván Lavezzi,351521.0,Left Wing,5,Paris Saint-Germain,131,"['dac6c1e5-3d76-4303-84b0-a084b43024b9', 'ee5fb399-19ed-4409-a988-ac2b7a363bf3']",47,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:47.552,Pass,True
,,,,,,,,,,,,,,,,1.501336,,,,,,,,,,,,,7af670d4-fddc-4620-8c0b-eea14caf44f7,105,,,"[39.8, 50.8]",3829433,1,,,,-1.6590282,,Right Foot,,,,"[37.5, 24.8]",,Ground Pass,,26.101532,,,,David Luiz Moreira Marinho,3956.0,,,,,,1,From Free Kick,Thiago Emiliano da Silva,3295.0,Right Center Back,5,Paris Saint-Germain,131,['74e07162-086e-4fe4-b735-e2af86f382f7'],51,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:51.376,Pass,
,,,,,,,,,,,,,,,,0.800296,,,,,,,,,,,,,75d47be5-d3e8-406b-a33c-e27d9d0af490,108,,,"[37.5, 24.6]",3829433,1,,,,0.0,,Right Foot,,,,"[45.4, 24.6]",,Ground Pass,,7.9,,,,Blaise Matuidi,4375.0,,,,,,1,From Free Kick,David Luiz Moreira Marinho,3956.0,Left Center Back,5,Paris Saint-Germain,131,['26a7a0d7-7a02-4088-8f92-0aa063fc0df7'],54,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:54.807,Pass,
,,,,,,,,,,,,,,,,1.526761,,,,,,,,,,,,,98426cd3-2da6-4d4f-87ac-27ef6025d9c7,111,,,"[45.4, 24.6]",3829433,1,,,,-3.116753,,Left Foot,,,,"[29.3, 24.2]",,Ground Pass,,16.104969,,,,David Luiz Moreira Marinho,3956.0,,,,,,1,From Free Kick,Blaise Matuidi,4375.0,Left Center Midfield,5,Paris Saint-Germain,131,['6326470b-2a4b-4350-a7c8-cd77c7ba8356'],58,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:58.315,Pass,
,,,,,,,,,,,,,,,,2.604361,,,,,,,,,,,,,5f60da5d-5208-4ed3-a80a-d6d2e883d826,114,,,"[35.6, 28.7]",3829433,2,,,,0.5972933,,Right Foot,,,,"[82.5, 60.6]",,High Pass,,56.720543,,Incomplete,,Lucas Rodrigues Moura da Silva,3745.0,,,,,,1,From Free Kick,David Luiz Moreira Marinho,3956.0,Left Center Back,5,Paris Saint-Germain,131,"['0773832a-24e4-41ba-bc32-71fadd9ad80b', 'eb20b2ae-4662-4bf6-bb10-a0706eecadbc']",2,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:02.027,Pass,
,,,,,,,,,,,,,,,,2.753364,,,,,,,,,,,,,0773832a-24e4-41ba-bc32-71fadd9ad80b,116,,,"[37.6, 19.5]",3829433,2,,,,-1.0169419,,Head,,,,"[47.0, 4.3]",,Low Pass,,17.871765,,Incomplete,,Anthony Mounier,34565.0,,,,,Interception,1,From Free Kick,Jérôme Roussillon,3676.0,Left Back,5,Paris Saint-Germain,131,"['5f60da5d-5208-4ed3-a80a-d6d2e883d826', '653c6882-bcf5-4a9f-bdd1-d35551d6a641', 'e108d9cf-25da-484f-b3e5-2e964da6099d']",4,,,,,,,,,,,,,,,,,Montpellier,139,00:02:04.631,Pass,
,,,,,,,,,,,,,,,,1.103786,,,,,,,,,,,,,81d34a3e-08fd-4970-9b4a-c6ae01ce24a6,124,,,"[52.4, 21.4]",3829433,2,,,,1.5011418,,Left Foot,,,,"[53.3, 34.3]",,Ground Pass,,12.931357,,,,Jonas Martin,2950.0,,,,,,1,Regular Play,Anthony Mounier,34565.0,Left Wing,6,Montpellier,139,['03eba38a-5449-4e62-9b36-24681e524442'],10,,,,,,,,,,,,,,,,,Montpellier,139,00:02:10.800,Pass,
