50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,3.047674,,,,,,,,,,,,,b97d9153-9059-4166-9613-abf087fb3976,19,,"[83.7, 44.5]",3900603,0,,True,,,1.5534068,,Left Foot,,,"[84.1, 67.5]",,Ground Pass,,23.003477,,,,Yannis Salibur,3122.0,,,,,Free Kick,1,From Free Kick,Lionel Mathis,401512.0,Right Defensive Midfield,3,Guingamp,142,['87656991-b6fd-432f-999d-da00fdfcd4e6'],18,,,,,,,,,,,,,,,,Guingamp,142,00:00:18.357,Pass,
,,,,,,,,,,,,,,,,1.621972,,,,,,,,,,,,,8b14a188-c0cb-43cf-b362-dcc9bde6c32e,21,,"[84.1, 67.5]",3900603,0,,True,,,1.1705557,,Right Foot,,,"[87.4, 75.3]",,Ground Pass,,8.469357,,,,Lars Christian Jacobsen,20199.0,,,,,,1,From Free Kick,Yannis Salibur,3122.0,Right Midfield,3,Guingamp,142,['c1025e80-9ea9-4c76-a94e-8762f0738400'],21,,,,,,,,,,,,,,,,Guingamp,142,00:00:21.481,Pass,
,,,,,,,,,,,,,,,,2.662128,,,,,,,,,,,,,d89176e5-aebd-4e8e-9421-4c829b0aff4a,23,,"[90.1, 76.6]",3900603,0,,,,,-0.41418305,,Right Foot,,,"[110.8, 67.5]",,Ground Pass,,22.611944,,,,Lionel Mathis,401512.0,,,,,,1,From Free Kick,Lars Christian Jacobsen,20199.0,Right Back,3,Guingamp,142,['b0f69742-77df-4126-9889-05aeed6025f3'],25,,,,,,,,,,,,,,,,Guingamp,142,00:00:25.048,Pass,
,,,,,,,,,,,,,,,,0.456041,,,,,,,,,,,,,404bc26a-e4af-440c-a84a-7678a958877f,27,,"[112.0, 77.6]",3900603,0,,,,,-2.8809903,,Left Foot,,,"[109.0, 76.8]",,Ground Pass,,3.104835,,Incomplete,,Lars Christian Jacobsen,20199.0,,,,,,1,From Free Kick,Lionel Mathis,401512.0,Right Defensive Midfield,3,Guingamp,142,"['048fe1b9-d733-40e8-a52c-9a23541e72d8', '9b2c8c9b-3726-4f78-9c72-3b7b392fb04d', 'a0a0623e-4cd3-424c-bbe9-a183a249d12e']",28,,,,,,,,,,,,,,,,Guingamp,142,00:00:28.122,Pass,True
,,,,,,,,,,,,,,,,3.437768,,,,,,,,,,,,,0f97e45a-7749-41eb-97ac-adbcf4d5c996,34,,"[14.4, 4.0]",3900603,0,,,,,0.18089165,,Right Foot,,,"[82.2, 16.4]",,High Pass,,68.9246,,,,Wissam Ben Yedder,6723.0,,,,,Free Kick,1,From Free Kick,Alban Lafont,2981.0,Goalkeeper,5,Toulouse,130,['cf0e8947-3ffa-43fe-871c-498d5cc571d3'],59,,,,,,,,,,,,,,,,Toulouse,130,00:00:59.664,Pass,
,,,,,,,,,,,,,,,,3.245294,,,,,,,,,,,,,17062101-246f-4dd3-a89f-8e9045a87fab,38,,"[41.0, 59.5]",3900603,1,,,,,2.9549785,,Right Foot,,,"[12.4, 64.9]",,Low Pass,,29.105326,,,,Christophe Kerbrat,2936.0,,,,,Recovery,1,Regular Play,Lars Christian Jacobsen,20199.0,Right Back,6,Guingamp,142,['dbbeb9b9-5a6e-4bd3-be51-5e857fbc20c9'],3,,,,,,,,,,,,,,,,Guingamp,142,00:01:03.820,Pass,
,,,,,,,,,,,,,,,,1.578183,,,,,,,,,,,,,b2d97ab1-c6e7-4d2a-9d36-35979056bc70,42,,"[8.4, 70.2]",3900603,1,,,,,0.1003331,,Right Foot,,,"[38.2, 73.2]",,Low Pass,,29.950626,,,,Yannis Salibur,3122.0,,,,,,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,6,Guingamp,142,"['3895aa92-9821-4643-a1f6-ae2feaae7166', 'b5e60564-a259-4cb9-b834-8c7007e25490']",8,,,,,,,,,,,,,,,,Guingamp,142,00:01:08.439,Pass,True
,,,,,,,,,,,,,,,,4.379357,,,,,,,,,,,,,f97bf893-3086-4c9d-9cf1-aee6625507fc,48,,"[40.7, 66.9]",3900603,1,,,,,-1.6371324,,Right Foot,,,"[36.9, 9.7]",,Low Pass,,57.326084,,,,Dorian Lévêque,30182.0,,True,,,Free Kick,1,From Free Kick,Lionel Mathis,401512.0,Right Defensive Midfield,7,Guingamp,142,['34cd1ef8-7b94-4d71-b5ce-741377d53c0d'],16,,,,,,,,,,,,,,,,Guingamp,142,00:01:16.597,Pass,
,,,,,,,,,,,,,,,,0.343759,,,,,,,,,,,,,21b67840-50e7-4fdf-8191-29ab196554a2,52,,"[30.8, 1.6]",3900603,1,,,,,-0.14189705,,Left Foot,,,"[33.6, 1.2]",,Low Pass,,2.828427,,Incomplete,,,,,,,,,1,From Free Kick,Dorian Lévêque,30182.0,Left Back,7,Guingamp,142,['e7192599-e964-4468-869e-ec0d5c53b41c'],21,,,,,,,,,,,,,,,,Guingamp,142,00:01:21.624,Pass,
,,,,,,,,,,,,,,,,2.407657,,,,,,,,,,,,,7590cac4-b3c8-4574-b9e3-fd4a983abb46,56,,"[48.8, 7.6]",3900603,1,,,,,0.46662083,,Left Foot,,,"[89.1, 27.9]",,High Pass,,45.12405,,Incomplete,,Sloan Privat,4799.0,,,,,,1,From Free Kick,Dorian Lévêque,30182.0,Left Back,7,Guingamp,142,"['6bbd2777-2612-4a4e-a40b-768f5e271ba4', '7fda3e02-bb04-4c14-ac11-af6b4cd71991']",25,,,,,,,,,,,,,,,,Guingamp,142,00:01:25.231,Pass,
,,,,,,,,,,,,,,,,3.3147,,,,,,,,,,,,,5d65616c-4f82-4d2e-965f-aded81f26a2d,62,,"[14.4, 45.4]",3900603,1,,,,,0.23696534,,Right Foot,,,"[70.3, 58.9]",,High Pass,,57.507042,,Incomplete,,Adrien Regattin,16418.0,,,,,,1,Regular Play,Alban Lafont,2981.0,Goalkeeper,8,Toulouse,130,"['39c68632-f116-458d-9863-da153ab7f7bd', 'c0f49319-3456-42cc-9163-0bc0fa5cfa2d']",38,,,,,,,,,,,,,,,,Toulouse,130,00:01:38.145,Pass,
,,,,,,,,,,,,,,,,0.422992,,,,,,,,,,,,,13758886-b3e2-4f63-ad13-2e42a500bffb,69,,"[77.0, 75.8]",3900603,1,,,,,-1.6951513,,Right Foot,,,"[76.8, 74.2]",,Ground Pass,,1.6124516,,Incomplete,,Adrien Regattin,16418.0,,,,,,1,Regular Play,Wergiton do Rosário Calmon,3030.0,Right Back,8,Toulouse,130,"['6ebc2e19-df83-47b0-8629-444e59403eba', 'b8e9a603-4b01-4951-a04e-1138a9161e2e', 'f163598a-1564-4ff2-af7d-6f807782ac9f']",44,,,,,,,,,,,,,,,,Toulouse,130,00:01:44.321,Pass,True
,,,,,,,,,,,,,,,,1.247452,,,,,,,,,,,,,0495d497-1846-48fb-89c1-0701754c1346,72,,"[80.4, 80.0]",3900603,1,,,,,-1.209754,,,,,"[89.5, 55.9]",,High Pass,,25.760822,,,,Martin Braithwaite Christensen,4447.0,,,,,Throw-in,1,From Throw In,Wergiton do Rosário Calmon,3030.0,Right Back,9,Toulouse,130,['9e756f08-8d69-4717-aad5-1b2915ce20d8'],49,,,,,,,,,,,,,,,,Toulouse,130,00:01:49.869,Pass,
,,,,,,,,,,,,,,,,0.865438,,,,,,,,,,,,,5bbfe7a8-566d-438b-81bb-7407c3ea7ccf,76,,"[88.2, 62.5]",3900603,1,,,,,1.670465,,Right Foot,,,"[87.8, 66.5]",,Ground Pass,,4.0199504,,,,Adrien Regattin,16418.0,,,,,,1,From Throw In,Martin Braithwaite Christensen,4447.0,Left Center Midfield,9,Toulouse,130,"['0b4fc785-1be0-4e63-a6b3-35f12d543344', '57140df6-5c12-4335-a4cd-ba03d7db9bbb']",52,,,,,,,,,,,,,,,,Toulouse,130,00:01:52.033,Pass,True
,,,,,,,,,,,,,,,,0.481715,,,,,,,,,,,,,ceb49f15-b35b-4d52-87f0-784a601c83a0,80,,"[80.0, 62.9]",3900603,1,,,,,-2.3454423,,Left Foot,,,"[75.4, 58.2]",,Low Pass,,6.576473,,Incomplete,,Tongo Hamed Doumbia,16522.0,,,,,,1,From Throw In,Adrien Regattin,16418.0,Right Midfield,9,Toulouse,130,"['23931fe5-54ad-4ce5-a79f-f57659695008', '668ced97-66ec-4c72-b293-6df7b41076bd']",54,,,,,,,,,,,,,,,,Toulouse,130,00:01:54.598,Pass,
,,,,,,,,,,,,,,,,0.743429,,,,,,,,,,,,,70ad035c-8478-4aaa-9799-cb6c17f83910,86,,"[78.3, 69.4]",3900603,1,,,,,0.61895245,,Right Foot,,,"[85.6, 74.6]",,Ground Pass,,8.962701,,,,Wergiton do Rosário Calmon,3030.0,,,,,,1,From Throw In,Adrien Regattin,16418.0,Right Midfield,9,Toulouse,130,['a28242f7-3714-4ea4-90ce-39a09189118d'],58,,,,,,,,,,,,,,,,Toulouse,130,00:01:58.153,Pass,
,,,,,,,,,,,,,,,,1.520326,,,,,,,,,,,,,9c7e916d-45be-47b3-94e7-c98867f09c98,90,,"[85.7, 76.0]",3900603,1,,,,,2.977518,,Right Foot,,,"[70.6, 78.5]",,Low Pass,,15.305554,,,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Throw In,Wergiton do Rosário Calmon,3030.0,Right Back,9,Toulouse,130,"['78e39016-12c6-4030-81ee-e061e6c83257', 'd9e7dd9a-5c51-435f-8ae1-193d2444031d']",59,,,,,,,,,,,,,,,,Toulouse,130,00:01:59.032,Pass,True
,,,,,,,,,,,,,,,,0.886719,,,,,,,,,,,,,5a788e1b-b8dc-4865-814d-ec07156da22f,96,,"[75.4, 56.8]",3900603,2,,,,,-1.9933279,,Right Foot,,,"[69.6, 43.9]",,Ground Pass,,14.143904,,,,Zinédine Machach,3032.0,,,,,,1,From Throw In,Martin Braithwaite Christensen,4447.0,Left Center Midfield,9,Toulouse,130,"['07b8cf03-66c0-4245-bda9-03a413ed9aee', 'ce2316ad-4753-484d-a76a-58ad39d388be']",4,,,,,,,,,,,,,,,,Toulouse,130,00:02:04.774,Pass,True
,,,,,,,,,,,,,,,,1.534808,,,,,,,,,,,,,11e6a8eb-adea-4a1c-a616-3e93c552dbdf,99,,"[68.8, 44.7]",3900603,2,,,,,-2.183833,,Left Foot,,,"[58.6, 30.2]",,Ground Pass,,17.728226,,,,Marcel Tisserand,8677.0,,,,,,1,From Throw In,Zinédine Machach,3032.0,Left Midfield,9,Toulouse,130,['3549c3a2-e5f3-46e7-99fd-90dd0a889d46'],6,,,,,,,,,,,,,,,,Toulouse,130,00:02:06.701,Pass,
,,,,,,,,,,,,,,,,2.326034,,,,,,,,,,,,,c8256677-3f38-412e-a95d-d478f83af43d,103,,"[54.6, 27.4]",3900603,2,,,,,2.8389075,,Right Foot,,,"[26.1, 36.3]",,Ground Pass,,29.857327,,,,Alban Lafont,2981.0,,,,,,1,From Throw In,Marcel Tisserand,8677.0,Left Center Back,9,Toulouse,130,['a2b15ab4-ec2d-4bd3-893b-bd6c3cd1c040'],10,,,,,,,,,,,,,,,,Toulouse,130,00:02:10.779,Pass,
,,,,,,,,,,,,,,,,1.13433,,,,,,,,,,,,,84e939a8-7e43-4499-9b76-f90c89e8ed68,106,,"[26.1, 36.3]",3900603,2,,,,,1.1245005,,Right Foot,,,"[35.0, 54.9]",,Ground Pass,,20.61965,,,,Issa Diop,4349.0,,,,,,1,From Throw In,Alban Lafont,2981.0,Goalkeeper,9,Toulouse,130,['d3e0dc2f-69bc-4a7e-a928-28d970a274b8'],14,,,,,,,,,,,,,,,,Toulouse,130,00:02:14.305,Pass,
,,,,,,,,,,,,,,,,0.886181,,,,,,,,,,,,,b86f60a8-75db-46ab-aa46-4473067a8fab,109,,"[35.0, 54.9]",3900603,2,,,,,1.0462006,,Right Foot,,,"[46.4, 74.6]",,Ground Pass,,22.760712,,,,Tongo Hamed Doumbia,16522.0,,,,,,1,From Throw In,Issa Diop,4349.0,Right Center Back,9,Toulouse,130,['43b759cc-e705-414a-ab33-a76b7744893c'],16,,,,,,,,,,,,,,,,Toulouse,130,00:02:16.795,Pass,
,,,,,,,,,,,,,,,,1.505771,,,,,,,,,,,,,f731892c-76b5-453f-8bda-71e87d482339,112,,"[46.2, 75.0]",3900603,2,,,,,-1.2477071,,Right Foot,,,"[53.7, 52.6]",,Ground Pass,,23.622234,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Throw In,Tongo Hamed Doumbia,16522.0,Right Center Midfield,9,Toulouse,130,['fd7fbcdd-3fba-4e40-8afa-b5add3a2e502'],18,,,,,,,,,,,,,,,,Toulouse,130,00:02:18.481,Pass,
,,,,,,,,,,,,,,,,1.361059,,,,,,,,,,,,,7f5a9147-6d40-4823-b29a-4b1289322652,115,,"[54.7, 55.3]",3900603,2,,,,,2.7981493,,Right Foot,,,"[39.6, 60.7]",,Ground Pass,,16.03652,,,,Issa Diop,4349.0,,,,,,1,From Throw In,Jean-Daniel Akpa Akpro,31174.0,Center Defensive Midfield,9,Toulouse,130,['c70d3676-c82b-4cfb-aa84-d0ed94351083'],20,,,,,,,,,,,,,,,,Toulouse,130,00:02:20.321,Pass,
,,,,,,,,,,,,,,,,1.009129,,,,,,,,,,,,,6f2c7d50-6e7e-42b3-8f17-de05219cbb97,118,,"[46.8, 62.5]",3900603,2,,,,,-1.9131929,,Right Foot,,,"[39.6, 42.3]",,Ground Pass,,21.444813,,,,Tongo Hamed Doumbia,16522.0,,,,,,1,From Throw In,Issa Diop,4349.0,Right Center Back,9,Toulouse,130,['4acdc357-c03f-42d7-8d6f-5667a4e600e9'],24,,,,,,,,,,,,,,,,Toulouse,130,00:02:24.482,Pass,
,,,,,,,,,,,,,,,,1.021037,,,,,,,,,,,,,79aec4e2-d353-45d9-91df-bb3d7e36829a,121,,"[45.5, 47.7]",3900603,2,,,,,0.043927766,,Right Foot,,,"[54.6, 48.1]",,Ground Pass,,9.108787,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Throw In,Tongo Hamed Doumbia,16522.0,Right Center Midfield,9,Toulouse,130,['0ec4d44d-ed69-4125-9033-a91b491c0df6'],27,,,,,,,,,,,,,,,,Toulouse,130,00:02:27.433,Pass,
,,,,,,,,,,,,,,,,2.427802,,,,,,,,,,,,,510b22b6-ae16-4fc7-8a8f-f8a7d144b3c4,124,,"[54.3, 48.1]",3900603,2,,,,,-1.9124813,,Right Foot,,,"[44.2, 19.7]",,Ground Pass,,30.142494,,,,Marcel Tisserand,8677.0,,,,,,1,From Throw In,Jean-Daniel Akpa Akpro,31174.0,Center Defensive Midfield,9,Toulouse,130,['8595f142-dab8-4c1e-a81e-daedbfa08554'],28,,,,,,,,,,,,,,,,Toulouse,130,00:02:28.670,Pass,
,,,,,,,,,,,,,,,,1.04991,,,,,,,,,,,,,6b81b282-049e-4a9c-9053-1f9ff1914917,127,,"[44.3, 19.7]",3900603,2,,,,,0.12877974,,Right Foot,,,"[58.2, 21.5]",,Ground Pass,,14.016062,,,,Zinédine Machach,3032.0,,,,,,1,From Throw In,Marcel Tisserand,8677.0,Left Center Back,9,Toulouse,130,['8640482f-624d-47e7-bb0b-41e9bada176b'],33,,,,,,,,,,,,,,,,Toulouse,130,00:02:33.330,Pass,
,,,,,,,,,,,,,,,,0.725233,,,,,,,,,,,,,0401d7b3-a181-40f2-bd6c-6fee6aaca058,129,,"[58.2, 21.5]",3900603,2,,,,,1.5707964,,Right Foot,,,"[58.2, 31.8]",,Ground Pass,,10.3,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Throw In,Zinédine Machach,3032.0,Left Midfield,9,Toulouse,130,['08d2facb-930b-49e7-a83c-373c4fe04a4f'],34,,,,,,,,,,,,,,,,Toulouse,130,00:02:34.380,Pass,
,,,,,,,,,,,,,,,,0.862681,,,,,,,,,,,,,33fa5152-bd97-4b27-908e-5b5020993e5d,133,,"[66.6, 45.8]",3900603,2,,,,,-2.1620884,,Left Foot,,,"[61.9, 38.8]",,Ground Pass,,8.431489,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,Recovery,1,From Throw In,Adrien Regattin,16418.0,Right Midfield,9,Toulouse,130,['47ffbdcb-d247-4f92-aa41-ece1df2148ea'],37,,,,,,,,,,,,,,,,Toulouse,130,00:02:37.017,Pass,
,,,,,,,,,,,,,,,,3.334848,,,,,,,,,,,,,56824097-b4ce-4656-bb76-ffe6c88d22f1,136,,"[61.9, 38.8]",3900603,2,,,,,0.79522586,,Right Foot,,,"[102.2, 79.9]",,High Pass,,57.56127,,Out,,Wergiton do Rosário Calmon,3030.0,,True,,,,1,From Throw In,Jean-Daniel Akpa Akpro,31174.0,Center Defensive Midfield,9,Toulouse,130,['d600111f-c0ee-457c-8f3b-f3489d725705'],38,,,,,,,,,,,,,,,,Toulouse,130,00:02:38.030,Pass,
,,,,,,,,,,,,,,,,2.299563,,,,,,,,,,,,,2fdd4da5-ce1f-4b74-92c8-c329f70d9f3e,138,,"[28.3, 0.1]",3900603,2,,,,,0.23357564,,,,,"[55.2, 6.5]",,High Pass,,27.65086,,Incomplete,,Thibault Giresse,4434.0,,,,,Throw-in,1,From Throw In,Dorian Lévêque,30182.0,Left Back,10,Guingamp,142,"['1e5b583c-aa78-4448-933a-1ff8a23c1bd5', '955b3261-93b0-473d-a620-766e218a823e']",46,,,,,,,,,,,,,,,,Guingamp,142,00:02:46.759,Pass,
