50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,195e2c06-6d46-4a84-9cd0-bb6cfe064250,1,,,3900539,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,89c2ff01-5cb1-4880-9c38-9e662ffe069b,2,,,3900539,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 7857, 'name': 'Brice Dja Djédjé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 18874, 'name': 'Mauricio Aníbal Isla Isla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 13}, {'player': {'id': 3639, 'name': 'Georges-Kévin Nkoudou Mbida'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a8743b6d-6386-4032-a813-e2bd66b977ef,3,,,3900539,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['58c7a2f4-5b54-461d-804f-0614ea5ccbc3'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,58c7a2f4-5b54-461d-804f-0614ea5ccbc3,4,,,3900539,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['a8743b6d-6386-4032-a813-e2bd66b977ef'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7ef3392c-e344-4471-bde2-b315be2cec51,1861,,,3900539,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Rennes,134,['a991df5a-043e-40e2-a538-466167a6398b'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a991df5a-043e-40e2-a538-466167a6398b,1862,,,3900539,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Rennes,134,['7ef3392c-e344-4471-bde2-b315be2cec51'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.70757,,,,,,,,,,,,,fd5e3dc4-54bc-4c48-84c0-cb26b8915a79,5,,"[60.0, 40.0]",3900539,0,,,,1.8925469,,Right Foot,,,,"[59.7, 40.9]",,Ground Pass,,0.9486833,,,Benjamin André,2990.0,,,,,Kick Off,1,From Kick Off,Jeremie Boga,4909.0,Center Forward,2,Rennes,134,['bf4192e9-60c5-4d6d-acda-179227e13e80'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.838,Pass,
,,,,,,,,,,,,,,,,,,,0.957418,,,,,,,,,,,,,52c0117b-2631-480d-a0e1-5bc86d2c622d,8,,"[59.9, 41.1]",3900539,0,,,,2.7658405,,Right Foot,,,,"[49.0, 45.4]",,Ground Pass,,11.717508,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,1,From Kick Off,Benjamin André,2990.0,Right Center Midfield,2,Rennes,134,['f6099369-02c4-4849-b8ec-c7417450e4db'],1,,,,,,,,,,,,,,,,,Rennes,134,00:00:01.793,Pass,
,,,,,,,,,,,,,,,,,,,1.956449,,,,,,,,,,,,,753c9a8f-c632-4af0-b3b8-3c798ffc6745,11,,"[46.1, 45.4]",3900539,0,,,,1.7559309,,Right Foot,,,,"[40.8, 73.7]",,Ground Pass,,28.792013,,,Steven Moreira,7197.0,,,,,,1,From Kick Off,Gélson da Conceição Tavares Fernandes,8672.0,Center Defensive Midfield,2,Rennes,134,['fe5c5d10-4c11-47c4-8bf5-e7401f85d994'],3,,,,,,,,,,,,,,,,,Rennes,134,00:00:03.482,Pass,
,,,,,,,,,,,,,,,,,,,0.581243,,,,,,,,,,,,,0037636d-7d3e-4e5f-b473-8f21dc9e5b0a,21,,"[79.9, 6.9]",3900539,0,,,,-0.6202495,,Left Foot,,,,"[85.5, 2.9]",,Ground Pass,,6.8818603,,,Benjamin Mendy,3261.0,,,,,Free Kick,1,From Free Kick,Lassana Diarra,3181.0,Right Defensive Midfield,4,Marseille,147,['2284b99f-469c-48bb-8c45-04bb2c072cfc'],51,,,,,,,,,,,,,,,,,Marseille,147,00:00:51.076,Pass,
