ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,46c8429c-d48b-4836-bc49-88603590512c,1,,,3900570,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0d249f47-aa2e-4c7e-91c2-c209a83a4445,2,,,3900570,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3f24445e-4a8f-4609-ab83-c7b1824cb31e,3,,,3900570,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['ddb2f5ad-217e-4efb-b518-dcc3238fad11'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ddb2f5ad-217e-4efb-b518-dcc3238fad11,4,,,3900570,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['3f24445e-4a8f-4609-ab83-c7b1824cb31e'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d474ade8-fabe-4e75-8ce9-16439355ed67,1913,,,3900570,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,92,Paris Saint-Germain,131,['cc6b2dc5-09ce-4c1f-aec9-71760f3cbe1e'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cc6b2dc5-09ce-4c1f-aec9-71760f3cbe1e,1914,,,3900570,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,92,Paris Saint-Germain,131,['d474ade8-fabe-4e75-8ce9-16439355ed67'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.904894,,,,,,,,,,,,457e1f8c-829d-4ed6-98f9-20ef0e9cb080,5,,"[60.0, 40.0]",3900570,0,,,,,-1.7628443,,Right Foot,,,,"[59.3, 36.4]",Ground Pass,,3.6674242,,,Yannick Cahuzac,4350.0,,,,,Kick Off,1,From Kick Off,Gaël Danic,7349.0,Right Center Forward,2,Bastia,2736,['a094c4f8-469f-47cf-bf3c-44220abe35f6'],1,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:01.434,Pass,
,,,,,,,,,,,,,,,,,,1.582347,,,,,,,,,,,,2f61d37d-f020-4681-8e66-e89d398cac9c,7,,"[57.4, 36.4]",3900570,0,,,,,-2.9245532,,Right Foot,,,,"[37.9, 32.1]",Ground Pass,,19.968475,,,François Modesto,401194.0,,,,,,1,From Kick Off,Yannick Cahuzac,4350.0,Right Defensive Midfield,2,Bastia,2736,['bc2510b6-3985-4482-9c8c-46916d8fa0a3'],2,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:02.339,Pass,
,,,,,,,,,,,,,,,,,,5.299556,,,,,,,,,,,,c075e316-b5d5-4892-b7ef-6e710dd4c087,10,,"[40.7, 32.9]",3900570,0,,,,,-0.42326555,,Right Foot,,,,"[101.3, 5.6]",High Pass,,66.46541,,Incomplete,Evaeverson Lemos da Silva Brandão,401541.0,,,,,,1,From Kick Off,François Modesto,401194.0,Left Center Back,2,Bastia,2736,"['35bba67f-dbdf-4941-8c90-96d8bbca4f8f', 'e80104bf-9d31-4f43-b52e-49636dec2c3d']",3,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:03.961,Pass,
,,,,,,,,,,,,,,,,,,1.059009,,,,,,,,,,,,8d5b1372-1a03-46df-8ada-3f24898a31b7,21,,"[27.0, 75.9]",3900570,0,,True,,,-1.6122572,,Right Foot,,,,"[25.1, 30.1]",Ground Pass,,45.839394,,,David Luiz Moreira Marinho,3956.0,,True,,,Free Kick,1,From Free Kick,Thiago Emiliano da Silva,3295.0,Right Center Back,4,Paris Saint-Germain,131,['e1b388c6-b275-43b1-9b98-33205c86d4cb'],22,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:22.107,Pass,
