50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.483988,,,,,,,,,,,,,,,,b455f1dd-1ddc-4c74-a63f-fb5aca02448a,16,,,"[83.7, 17.6]",3901217,0,,,,True,-1.0550487,,,,,"[90.9, 4.9]",,Low Pass,,14.598972,,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,1,From Kick Off,Antoine Devaux,7815.0,Center Attacking Midfield,2,Stade de Reims,156,"['588b185f-aba5-472f-aec7-b4199f32b429', 'f6321d24-9970-4749-9d8d-1875116e4fe1']",8,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:08.747,Pass,True
,,,,,,,,,,,,,,,,,,0.730478,,,,,,,,,,,,,,,,7a825734-c6bd-4102-a20d-f5e43dbe7400,21,,,"[36.4, 75.4]",3901217,0,,,,,-0.41822433,,Right Foot,,,"[42.7, 72.6]",,Ground Pass,,6.8942003,,,Stéphane Darbion,2993.0,,,,,Recovery,1,Regular Play,Aloïs Confais,4413.0,Right Back,3,Troyes,133,['04bd537e-6beb-4340-8530-cd60e6428f93'],11,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:11.330,Pass,
,,,,,,,,,,,,,,,,,,1.033388,,,,,,,,,,,,,,,,9b9598aa-94be-4f1f-84fa-39accd07d175,35,,,"[45.8, 77.1]",3901217,0,,,,,-0.25981438,,Right Foot,,,"[61.6, 72.9]",,Ground Pass,,16.3487,Incomplete,,Corentin Jean,3010.0,,,,,,1,Regular Play,Benjamin Nivet,3002.0,Center Attacking Midfield,3,Troyes,133,"['3ac9046c-a7d9-49e6-aee8-4428eeaf6b4f', '6bba08ff-0901-41ad-875e-d4202ddae2a4', '746be5d8-42c9-4220-a1b8-a67f086a50f5']",15,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:15.001,Pass,True
,,,,,,,,,,,,,,,,,,1.088493,,,,,,,,,,,,,,,,746be5d8-42c9-4220-a1b8-a67f086a50f5,37,,,"[58.5, 7.2]",3901217,0,,,,,0.17644054,,Left Foot,,,"[71.4, 9.5]",,Ground Pass,,13.103435,,,Antoine Devaux,7815.0,,,,,Recovery,1,Regular Play,Anthony Weber,7435.0,Left Center Back,4,Stade de Reims,156,"['52fed21b-f71d-4961-8557-2cca5f3cf893', '9b9598aa-94be-4f1f-84fa-39accd07d175']",16,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:16.034,Pass,
,,,,,,,,,,,,,,,,,,0.621681,,,,,,,,,,,,,,,,109c81b9-a6fc-4c4e-b534-6d7f5debd180,39,,,"[71.4, 9.0]",3901217,0,,,,,-2.7057157,,Right Foot,,,"[64.1, 5.6]",,Ground Pass,,8.05295,,,Jaba Kankava,46801.0,,,,,,1,Regular Play,Antoine Devaux,7815.0,Center Attacking Midfield,4,Stade de Reims,156,['6f945779-3a8c-4af2-9f8a-b0cbb9a7162c'],17,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:17.122,Pass,
,,,,,,,,,,,,,,,,,,4.024894,,,,,,,,,,,,,,,,d9ad707a-44ef-4773-a425-8b648a2885bd,43,,,"[65.9, 3.5]",3901217,0,,,,,0.43984258,,Left Foot,,,"[105.0, 21.9]",,High Pass,,43.213078,Incomplete,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,1,Regular Play,Jaba Kankava,46801.0,Left Defensive Midfield,4,Stade de Reims,156,"['259369df-b9d4-4d6d-bbde-5712ec681d5c', '488ddcea-b0f2-4d5b-a3e5-d384fcc220d8', '5945462f-73c1-4940-90fe-d77f3ad12bd2']",19,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:19.215,Pass,True
,,,,,,,,,,,,,,,,,,2.409214,,,,,,,,,,,,,,,,259369df-b9d4-4d6d-bbde-5712ec681d5c,45,,,"[15.1, 58.2]",3901217,0,,,,,-2.0227826,,Left Foot,,,"[8.4, 44.4]",,Ground Pass,,15.340469,,,Matthieu Dreyer,36553.0,,,,,Recovery,1,Regular Play,Carlos Eduardo de Castro Lourenço,401472.0,Right Center Back,4,Stade de Reims,156,"['24d2df3d-d2b4-4e2b-9e06-619a687c22c4', 'd9ad707a-44ef-4773-a425-8b648a2885bd']",23,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:23.240,Pass,
,,,,,,,,,,,,,,,,,,2.103965,,,,,,,,,,,,,,,,8fb287ae-fcba-49e6-97c3-cc54ab989c18,49,,,"[11.3, 26.2]",3901217,0,,,,,-0.17623469,,Left Foot,,,"[55.1, 18.4]",,High Pass,,44.4891,Incomplete,,Fabien Camus,401470.0,,,,,,1,Regular Play,Matthieu Dreyer,36553.0,Goalkeeper,4,Stade de Reims,156,"['295cff95-2472-498c-a61a-e797abf2b4ab', '2d394831-8986-4858-9bc3-c06f5c1487f5', 'd918c6df-e741-408f-b3a1-5c887d2f6dab']",29,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:29.796,Pass,True
,,,,,,,,,,,,,,,,,,1.013812,,,,,,,,,,,,,,,,d918c6df-e741-408f-b3a1-5c887d2f6dab,51,,,"[65.0, 61.7]",3901217,0,,,,,0.7306584,,Head,,,"[72.7, 68.6]",,Low Pass,,10.339246,,,Alhassane Bangoura,23761.0,,,,,Recovery,1,Regular Play,Prince Oniangué,4545.0,Right Defensive Midfield,4,Stade de Reims,156,"['5186996c-6c6c-46d1-bd37-2de175769fda', '8fb287ae-fcba-49e6-97c3-cc54ab989c18']",31,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:31.900,Pass,
,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,,,,b525f57d-5442-4130-a45e-ddf91a34076f,59,,,"[35.7, 12.8]",3901217,0,,,,,1.7916251,,Right Foot,,,"[30.2, 37.3]",,Ground Pass,,25.109758,,,Carlos Eduardo de Castro Lourenço,401472.0,,,,,,1,Regular Play,Jessy Pi,7415.0,Left Defensive Midfield,4,Stade de Reims,156,['f355c4a2-6eef-4d86-b9e0-b8b322122982'],37,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:37.203,Pass,
,,,,,,,,,,,,,,,,,,1.636464,,,,,,,,,,,,,,,,b3cf1aea-0ec7-4e9a-98e8-7c7657e42fc8,62,,,"[27.5, 37.9]",3901217,0,,,,,-0.474458,,Left Foot,,,"[64.3, 19.0]",,High Pass,,41.369675,Incomplete,,Corentin Jean,3010.0,,,,,,1,Regular Play,Carlos Eduardo de Castro Lourenço,401472.0,Right Center Back,4,Stade de Reims,156,"['8067cfff-81f3-4460-9a01-ec716ef81809', 'cad71401-5911-4cc7-aa8c-9c82db81659e', 'ef5ed898-3c24-49bd-8b8b-d05d639b24a7']",39,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:39.468,Pass,True
,,,,,,,,,,,,,,,,,,0.659801,,,,,,,,,,,,,,,,68266241-0b20-4f7b-a650-060e1913640d,66,,,"[54.2, 62.5]",3901217,0,,,,,-0.5326436,,Right Foot,,,"[63.7, 56.9]",,Ground Pass,,11.027693,,,Prince Oniangué,4545.0,,,,,,1,Regular Play,Aïssa Mandi,6648.0,Right Center Back,4,Stade de Reims,156,['befb4f8c-0c5e-4e8b-a2e9-1274608f44b5'],42,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:42.392,Pass,
,,,,,,,,,,,,,,,,,,0.961227,,,,,,,,,,,,,,,,49abb2b8-e571-43e5-9ecd-d2386607732e,70,,,"[66.2, 58.8]",3901217,0,,,,,0.7163835,,Right Foot,,,"[77.8, 68.9]",,Ground Pass,,15.380833,Incomplete,,Alhassane Bangoura,23761.0,,,,,,1,Regular Play,Prince Oniangué,4545.0,Right Defensive Midfield,4,Stade de Reims,156,"['60932d5b-4093-4ba9-a2a7-34153433b678', '8ac4cdd5-dcb4-4bb8-9731-45d7e9b060e9', 'eab3402f-9a40-4ab2-a21a-eb040502107a']",43,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:43.796,Pass,True
,,,,,,,,,,,,,,,,,,0.908102,,,,,,,,,,,,,,,,727e1c1e-4532-4d52-9ca0-8336ff44cccf,75,,,"[52.0, 8.7]",3901217,0,,,,,1.5346675,,Left Foot,,,"[52.3, 17.0]",,Ground Pass,,8.30542,,,Fabien Camus,401470.0,,,,,,1,Regular Play,Chris Mavinga,18162.0,Left Back,4,Stade de Reims,156,"['3cf5af22-143b-4661-8500-485caeb7e7d6', 'e2648062-f551-49a4-9d36-f5967e24bd2b']",47,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:47.510,Pass,True
,,,,,,,,,,,,,,,,,,1.461978,,,,,,,,,,,,,,,,5f129c9b-5aa2-406a-afbe-327f6102a8ba,77,,,"[56.0, 16.0]",3901217,0,,,,,-0.9242832,,Right Foot,,,"[68.0, 0.1]",,High Pass,,19.92009,Out,,Chris Mavinga,18162.0,,,,,,1,Regular Play,Fabien Camus,401470.0,Left Wing,4,Stade de Reims,156,['f0312f8e-a33e-4fc8-b065-6a59315eef37'],48,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:48.418,Pass,
,,,,,,,,,,,,,,,,,,1.103482,,,,,,,,,,,,,,,,044efdd2-e816-4461-bbd1-eacc460f7928,79,,,"[47.3, 80.0]",3901217,0,,,,,-0.5624979,,,,,"[56.5, 74.2]",,Low Pass,,10.875661,Incomplete,,Alhassane Bangoura,23761.0,,,,,Throw-in,1,From Throw In,Antoine Conte,131849.0,Right Back,5,Stade de Reims,156,"['2743b4d2-ca07-4dd4-9a32-63d3efa29b53', '7f1ae02d-641f-419e-9b73-67e3df3837a9']",57,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:57.825,Pass,
,,,,,,,,,,,,,,,,,,2.941642,,,,,,,,,,,,,,,,779a3368-3650-42e2-a301-264e67a8232e,87,,,"[80.6, 24.7]",3901217,1,,,,,-1.1049653,,Right Foot,,,"[89.8, 6.4]",,Ground Pass,,20.482431,,,Franck Signorino,40521.0,,,,,,1,From Throw In,Nicolas de Roussel de Préville,4383.0,Left Wing,5,Stade de Reims,156,"['5167994f-6b1d-41e0-b168-61e6eb776a77', '6c0494ef-5be6-4710-ba24-4e602cc0d836']",8,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:08.405,Pass,True
,,,,,,,,,,,,,,,,,,1.77831,,,,,,,,,,,,,,,,1a4d25f7-90e9-4435-918f-fff775c29389,89,,,"[96.7, 6.4]",3901217,1,,,,,1.3205625,,Left Foot,True,,"[104.7, 37.7]",,High Pass,,32.30619,,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,1,From Throw In,Franck Signorino,40521.0,Left Back,5,Stade de Reims,156,['aafc6fc7-9d07-4ec0-abb6-c05b53f289e8'],11,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:11.347,Pass,
,,,,,,,,,,,,,,,,,,0.666576,,,,,,,,,,,,,,,,52a7d7d8-993b-49bf-b3c0-20e034e03743,91,,,"[105.6, 37.5]",3901217,1,,,,,0.27829966,,Left Foot,,,"[109.1, 38.5]",,Low Pass,,3.640055,Incomplete,,Nicolas de Roussel de Préville,4383.0,,,,,,1,From Throw In,Thievy Guivane Bifouma Koulossa,26775.0,Center Forward,5,Stade de Reims,156,"['0e79d642-ed64-4de2-8554-f6fdff3a3277', 'd53f8765-a272-47c9-ac08-7210d8f0ef2f']",13,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:13.125,Pass,
,,,,,,,,,,,,,,,,,,0.157909,,,,,,,,,,,,,,,,2e9fbe7e-2b97-4857-af5d-3ac6373dee75,95,,,"[11.7, 41.2]",3901217,1,,,,,0.5191461,,Right Foot,,,"[13.1, 42.0]",,Ground Pass,,1.6124516,Incomplete,,Thiago Xavier Rodrigues Corrêa,7283.0,,,,,Recovery,1,From Throw In,Matthieu Saunier,13730.0,Left Center Back,5,Stade de Reims,156,"['165455d4-93ee-4949-9df5-b666c6aa6d87', 'c3ad6e4f-9c31-4e3d-9318-c9d4f252060e', 'fe3c8233-4f84-44b8-8cb6-09889fe81326']",14,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:14.382,Pass,True
,,,,,,,,,,,,,,,,,,2.163967,,,,,,,,,,,,,,,,5b62056f-cb27-4369-8b41-ccba246614ef,100,,,"[9.9, 52.6]",3901217,1,,,,,0.9041995,,Keeper Arm,,,"[26.5, 73.7]",,Ground Pass,,26.84716,,,Aloïs Confais,4413.0,,,,,,1,Regular Play,Matthieu Dreyer,36553.0,Goalkeeper,6,Troyes,133,['94d10148-beff-4d35-97d0-c2ed46f3a417'],18,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:18.870,Pass,
,,,,,,,,,,,,,,,,,,1.411049,,,,,,,,,,,,,,,,e40d089d-3bc6-4cbd-a1d4-b94846faad8d,103,,,"[39.6, 75.3]",3901217,1,,,,,-0.8858343,,Right Foot,,,"[45.4, 68.2]",,Ground Pass,,9.167879,,,Benjamin Nivet,3002.0,,,,,,1,Regular Play,Aloïs Confais,4413.0,Right Back,6,Troyes,133,['63103888-2b14-4c57-b5f1-06fd4c7eebc3'],22,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:22.640,Pass,
,,,,,,,,,,,,,,,,,,0.852624,,,,,,,,,,,,,,,,d2f4d356-08e3-4b82-b552-21a89a182c72,106,,,"[54.2, 66.0]",3901217,1,,,,,-0.36120376,,Right Foot,,,"[72.2, 59.2]",,Ground Pass,,19.241621,,,Corentin Jean,3010.0,,,,,,1,Regular Play,Benjamin Nivet,3002.0,Center Attacking Midfield,6,Troyes,133,['1872e1fa-aad3-490d-992a-b1a58dd01ad1'],26,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:26.142,Pass,
,,,,,,,,,,,,,,,,,,0.935785,,,,,,,,,,,,,,,,8971ab7f-0437-47a1-a3b1-614da78f9ac2,108,,,"[72.2, 59.2]",3901217,1,,,,,1.6183795,,Right Foot,,,"[71.7, 69.7]",,Ground Pass,,10.511898,,,Stéphane Darbion,2993.0,,,,,,1,Regular Play,Corentin Jean,3010.0,Center Forward,6,Troyes,133,['93b375aa-4cb0-41f0-8e26-40c6bfe1e89a'],26,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:26.995,Pass,
,,,,,,,,,,,,,,,,,,3.17722,,,,,,,,,,,,,,,,198b8cd2-26f8-4115-a88b-d21219648124,112,,,"[29.3, 14.1]",3901217,1,,,,,2.2778842,,Right Foot,,,"[6.4, 40.9]",,Ground Pass,,35.25124,,,Johann Carrasso,7641.0,,,,,Recovery,1,Regular Play,Franck Signorino,40521.0,Left Back,7,Stade de Reims,156,"['540a7833-b389-4e9f-b331-6b0b828c9178', 'a45367d1-3a12-4b30-922d-9d39785816df']",29,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:29.665,Pass,True
,,,,,,,,,,,,,,,,,,3.937581,,,,,,,,,,,,,,,,dbbddc7a-89cd-45b9-895c-958e4deb0ee7,115,,,"[6.3, 41.2]",3901217,1,,,,,-0.011764163,,Right Foot,,,"[65.8, 40.5]",,High Pass,,59.504116,Incomplete,,Antoine Devaux,7815.0,,,,,,1,Regular Play,Johann Carrasso,7641.0,Goalkeeper,7,Stade de Reims,156,"['0be0482a-c735-4705-a2e5-f31ec6e24d6b', '32b3ec6f-0b3e-4194-9602-563730f77ac5', '7fcf7c76-5f0f-40a2-a8c5-3fbcbb3bebee']",32,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:32.842,Pass,True
,,,,,,,,,,,,,,,,,,3.999394,,,,,,,,,,,,,,,,0be0482a-c735-4705-a2e5-f31ec6e24d6b,117,,,"[54.3, 39.6]",3901217,1,,,,,-0.29198703,,Head,,,"[88.9, 29.2]",,High Pass,,36.12921,Incomplete,,Corentin Jean,3010.0,,,,,Recovery,1,Regular Play,Thiago Xavier Rodrigues Corrêa,7283.0,Right Defensive Midfield,7,Stade de Reims,156,"['2e1d203d-54b8-4a30-bbde-afa56236f0a2', 'dbbddc7a-89cd-45b9-895c-958e4deb0ee7', 'e5a8668c-1d73-48db-a432-28918e5a574f']",36,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:36.780,Pass,
,,,,,,,,,,,,,,,,,,0.767221,,,,,,,,,,,,,,,,a3a06838-e3a8-4683-8d22-61828cd67f3b,121,,,"[39.6, 55.0]",3901217,1,,,,,-0.82297444,,Right Foot,,,"[46.0, 48.1]",,Ground Pass,,9.411163,,,Prince Oniangué,4545.0,,,,,,1,Regular Play,Aïssa Mandi,6648.0,Right Center Back,7,Stade de Reims,156,['124a6b06-dd36-4b71-b70b-01c8451445fc'],44,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:44.578,Pass,
,,,,,,,,,,,,,,,,,,1.71881,,,,,,,,,,,,,,,,1df00ca2-24b7-4881-a077-6b2206838374,124,,,"[46.0, 48.7]",3901217,1,,,,,1.315614,,Right Foot,,,"[51.4, 69.4]",,Ground Pass,,21.392756,,,Antoine Conte,131849.0,,,,,,1,Regular Play,Prince Oniangué,4545.0,Right Defensive Midfield,7,Stade de Reims,156,['4023e072-fa18-4027-90c2-6c66f5b19c3c'],45,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:45.622,Pass,
