50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,145478e8-0d60-4c13-a8ce-0cc5528cc92a,1,,,,3901229,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3121, 'name': 'Moustapha Elhadji Diallo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3235, 'name': 'Ludovic Blas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 21}, {'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 26}, {'player': {'id': 3363, 'name': 'Marcus Coco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,38cea44f-775f-49a9-87d8-680f6986bcab,2,,,,3901229,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9b4a721d-5239-4af9-996c-7a3d45194a4d,3,,,,3901229,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['4df3355d-43b1-4caa-b213-a2412d782ea0'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4df3355d-43b1-4caa-b213-a2412d782ea0,4,,,,3901229,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['9b4a721d-5239-4af9-996c-7a3d45194a4d'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,abb1bfda-7dc8-40a5-b0da-2b608c369c55,1752,,,,3901229,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,92,Guingamp,142,['5e0c1ff9-12ef-4fae-b1ea-28d9bf965eac'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5e0c1ff9-12ef-4fae-b1ea-28d9bf965eac,1753,,,,3901229,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,92,Guingamp,142,['abb1bfda-7dc8-40a5-b0da-2b608c369c55'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.481282,,,,,,,,,,,,,425cb8c4-4647-473c-8625-8870d1cabd79,5,,,"[61.0, 40.1]",3901229,0,,,,,-2.1815224,,Right Foot,,,"[60.3, 39.1]",,Ground Pass,,1.2206556,,,,Jimmy Briand,3213.0,,,,,Kick Off,1,From Kick Off,Marcus Coco,3363.0,Right Center Forward,2,Guingamp,142,['d026840c-7e6a-471e-8dc5-fc419ef8a138'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.513,Pass,
,,,,,,,,,,,,,,,,,,,0.975,,,,,,,,,,,,,0739c288-8458-4bb4-a84a-b16845b64e7e,8,,,"[60.3, 38.4]",3901229,0,,,,,2.974161,,Left Foot,,,"[53.2, 39.6]",,Ground Pass,,7.2006946,,,,Younousse Sankharé,3348.0,,,,,,1,From Kick Off,Jimmy Briand,3213.0,Left Center Forward,2,Guingamp,142,['6fc50503-4ee9-425a-a93a-3e799b15043a'],1,,,,,,,,,,,,,,,,,Guingamp,142,00:00:01.128,Pass,
,,,,,,,,,,,,,,,,,,,3.082459,,,,,,,,,,,,,10a6553a-39a3-4123-b1d6-73ab231bfd4e,10,,,"[52.3, 40.2]",3901229,0,,,,,0.6252432,,Left Foot,,,"[82.5, 62.0]",,High Pass,,37.24621,,Incomplete,,Ludovic Blas,3235.0,,,,,,1,From Kick Off,Younousse Sankharé,3348.0,Left Defensive Midfield,2,Guingamp,142,"['5974326a-9ba0-494d-9eb1-92cead70087e', 'fe1bc88b-1aea-4ea9-a7c0-018a897b69e1']",2,,,,,,,,,,,,,,,,,Guingamp,142,00:00:02.103,Pass,
,,,,,,,,,,,,,,,,,,,1.481446,,,,,,,,,,,,,fe1bc88b-1aea-4ea9-a7c0-018a897b69e1,12,,,"[37.6, 18.1]",3901229,0,,,,,0.17702636,,Head,,,"[59.4, 22.0]",,High Pass,,22.146105,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Vincent Bessat,2992.0,Left Back,2,Guingamp,142,"['10a6553a-39a3-4123-b1d6-73ab231bfd4e', '918c2508-3c4c-4ae9-979a-aaba573b9abb']",5,,,,,,,,,,,,,,,,,Caen,140,00:00:05.185,Pass,
