50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,995b3d48-ef1b-4c99-90e9-6a437eea3f13,1,,,3900551,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 40697, 'name': 'Mounir Obbadi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a10ecdbd-d018-4ba0-8749-bd4d864d7193,2,,,3900551,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 12}, {'player': {'id': 7432, 'name': 'Valentin Lavigne'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 31}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,34924f8f-bd62-4586-83bd-abd96201d424,3,,,3900551,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,['80438297-d131-4f33-b067-a021ef979b36'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,80438297-d131-4f33-b067-a021ef979b36,4,,,3900551,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,['34924f8f-bd62-4586-83bd-abd96201d424'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e614b4df-07de-4549-8a26-333af11a8a77,1989,,,3900551,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Lorient,165,['48fc3353-1703-48ad-9335-6a7e278c7cc7'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,48fc3353-1703-48ad-9335-6a7e278c7cc7,1990,,,3900551,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Lorient,165,['e614b4df-07de-4549-8a26-333af11a8a77'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.115521,,,,,,,,,,,,45482a2b-ac19-4cad-ba2e-2a303dc116bf,5,,"[60.0, 40.0]",3900551,0,,,,,1.3909428,,Right Foot,,,"[60.2, 41.1]",,Ground Pass,,1.118034,,,Sofiane Boufal,3625.0,,,,,Kick Off,1,From Kick Off,Mounir Obbadi,40697.0,Left Center Midfield,2,Lille,143,['520eb3c4-7f22-4a1e-bce4-a69aa80f2c4e'],1,,,,,,,,,,,,,,,,,Lille,143,00:00:01.683,Pass,
,,,,,,,,,,,,,,1.079334,,,,,,,,,,,,0d7a0803-d169-4482-be63-70e2aed2a9ec,7,,"[60.2, 41.7]",3900551,0,,,,,-2.9357586,,Right Foot,,,"[51.1, 39.8]",,Ground Pass,,9.296236,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Right Wing,2,Lille,143,['a327e476-b5b4-4b96-9566-6b3e37fb1a84'],1,,,,,,,,,,,,,,,,,Lille,143,00:00:01.799,Pass,
,,,,,,,,,,,,,,2.733133,,,,,,,,,,,,bdb04879-738c-4d44-89ad-b415122654fd,10,,"[53.7, 40.0]",3900551,0,,,,,-0.82303727,,Right Foot,,,"[88.2, 2.8]",,High Pass,,50.73549,,Incomplete,Éric Bauthéac,40486.0,,,,,,1,From Kick Off,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,2,Lille,143,"['2272a7e7-2c01-418e-8288-4f1990802674', '61a1c915-6cee-4deb-98cf-ebd9f7fd2095']",4,,,,,,,,,,,,,,,,,Lille,143,00:00:04.767,Pass,
,,,,,,,,,,,,,,1.01157,,,,,,,,,,,,5a9ce365-fee4-47f7-a008-1441cde9d8c1,13,,"[88.0, 5.2]",3900551,0,,,,True,0.3277385,,,,,"[93.0, 6.9]",,High Pass,,5.2810984,,Incomplete,Yassine Benzia,3673.0,,,,,Recovery,1,From Kick Off,Éric Bauthéac,40486.0,Left Wing,2,Lille,143,"['a237d2ac-5734-4624-b7a2-1a943cf73ed7', 'c3a9b6a5-f0e8-40da-bde7-40d7a634ada2', 'feb3ad9c-ff40-4b5b-8982-265f2b9ea6e2']",9,,,,,,,,,,,,,,,,,Lille,143,00:00:09.390,Pass,True
